wd_id,line_id,line_wd,textlineid,ref,dipl,word,wd_div,phon,phon_map,syllabified,lang,pos,morph,lemma,lemma_src,lemma_dmf,phil_note,tei_right,tei_left
161,27,2,27,"CantQuSol, l. 27",io,jo,_,ʤɔ,j.o,ʤ/ɔ\,fro,PRNper,1sfn,je,DMF,je,,,
162,27,3,27,"CantQuSol, l. 27",sai,sai,_,SAi,s.a.i,S/A\i,fro,VERcjg,indpst1,savoir,DMF,savoir,,,
163,27,4,27,"CantQuSol, l. 27",beem,beem,;|,bEm,b.ee.m,b/E\m,fro,ADVgen,---,bien,DMF,bien,,</q></l></lg>,
164,28,1,28,"CantQuSol, l. 28",Nuls,nuls,+,nyLS,n.u.l.s,n/y\LS,fro,DETind,smn,nul,DMF,nul,,,"<lb/><lg n=&quot;10&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;28&quot;><q>"
165,28,2,28,"CantQuSol, l. 28",om,om,_,Om,o.m,/O\m,fro,NOMcom,smn,homme,DMF,homme,,,
166,28,3,28,"CantQuSol, l. 28",ne,ne,+,nE,n.e,n/(E)\,fro,ADVneg,---,ne,DMF,ne,,,
167,28,4,28,"CantQuSol, l. 28",uit,vit,_,viT,v.i.t,v/i\T,fro,VERcjg,indpsp3,voir,DMF,voir,,,
168,28,5,28,"CantQuSol, l. 28",aromatigement,aromatigement,|,ArOmAtiʤEmENT,a.r.o.m.a.t.i.g.e.m.e.n.t,/A\.r/O\.m/A\.t/i\.ʤ/E\.'m/E\NT,fro,NOMcom,smr,aromatisement,TL,---,,</q></l>,
169,29,1,29,"CantQuSol, l. 29",chi,chi,_,ki,ch.i,k/i\,fro,PRNrel,smn,qui,DMF,qui,,,<lb/><l n=&quot;29&quot;><q>
170,29,2,29,"CantQuSol, l. 29",tant,tant,_,tANT,t.a.n.t,t/A\NT,fro,ADVgen,---,tant,DMF,tant,,,
171,29,3,29,"CantQuSol, l. 29",biem,biem,_,biEm,b.i.e.m,b/iE\m,fro,ADVgen,---,bien,DMF,bien,,,
172,29,4,29,"CantQuSol, l. 29",oillet,oillet,_,oiʎə,o.i.ll.et,'/o\i.ʎ/(ə)\,fro,VERcjg,indpst3,huiler,DMF,huiler,,,
173,29,5,29,"CantQuSol, l. 29",con,con,+,kOn,c.o.n,k/O\n,fro,CONsub,---,comme,DMF,comme,,,
174,29,6,29,"CantQuSol, l. 29",funt,funt,|,fONT,f.u.n.t,f/O\NT,fro,VERcjg,indpst6,faire,DMF,faire,,,
175,29,7,29,"CantQuSol, l. 29",mi,mi,_,mi,m.i,m/i\,fro,DETpos,1pmn,mon,DMF,mon,,,<lb/>
176,29,8,29,"CantQuSol, l. 29",uestement,vestement,_,vEStEmENT,v.e.s.t.e.m.e.n.t,v/E\S.t/E\.'m/E\NT,fro,NOMcom,pmn,vêtement,DMF,vêtement,,</q></l>,
177,30,1,30,"CantQuSol, l. 30",a,a,+,A,a,/A\,fro,PRE,---,à,DMF,à,,,<l n=&quot;30&quot;><q>
178,30,2,30,"CantQuSol, l. 30",l,l,+,L,l,/\L,fro,DETdef,smr,le,DMF,le,,,
179,30,3,30,"CantQuSol, l. 30",som,som,_,SOm,s.o.m,S/O\m,fro,ADJpos,3smr,son4,DMF,son4,,,
180,30,4,30,"CantQuSol, l. 30",plaisir,plaisir,;|,pLAizir,p.l.a.i.s.i.r,pL/A\i.'z/i\r,fro,NOMcom,smr,plaisir,DMF,plaisir,,</q></l></lg>,
181,31,1,31,"CantQuSol, l. 31",La,la,_,LA,l.a,L/A\,fro,ADVgen,---,là,DMF,là,,,"<cb n=&quot;b&quot;/><lb/><lg n=&quot;11&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;31&quot;><q>"
182,31,2,31,"CantQuSol, l. 31",u,u,_,o,u,/o\,fro,PRNrel,---,où,DMF,où,,,
183,31,3,31,"CantQuSol, l. 31",io,jo,+,ʤɔ,j.o,ʤ/ɔ\,fro,PRNper,1sfn,je,DMF,je,,,
184,31,4,31,"CantQuSol, l. 31",suid,suid,_,Syi,s.u.id,S/y\i,fro,VERcjg,indpst1,être,DMF,être,,,
185,31,5,31,"CantQuSol, l. 31",iuersz,iversz,_,ivɛrS,i.v.e.r.sz,/i\.'v/ɛ\rS,fro,NOMcom,smn,hiver,DMF,hiver,,,
186,31,6,31,"CantQuSol, l. 31",n,n,+,n,n,n/\,fro,ADVneg,---,ne,DMF,ne,,,
187,31,7,31,"CantQuSol, l. 31",i,i,+,i,i,/i\,fro,PRCadv,---,y2,DMF,y2,,,
188,31,8,31,"CantQuSol, l. 31",puet,puet,_,puET,p.u.e.t,p/uE\T,fro,VERcjg,indpst3,pouvoir2,DMF,pouvoir2,,,
189,31,9,31,"CantQuSol, l. 31",durer,durer,|,dyrær,d.u.r.e.r,d/y\.'r/æ\r,fro,VERinf,---,durer,DMF,durer,,</q></l>,
190,32,1,32,"CantQuSol, l. 32",toz,toz,_,toÇ,t.o.z,t/o\Ç,fro,DETind,pmr,tout,DMF,tout,,,<lb/><l n=&quot;32&quot;><q>
191,32,2,32,"CantQuSol, l. 32",tens,tens,_,tENS,t.e.n.s,t/E\NS,fro,NOMcom,pmr,temps,DMF,temps,,,
192,32,3,32,"CantQuSol, l. 32",florist,florist,_,fLoriST,f.l.o.r.i.s.t,fL/o\.'r/i\ST,fro,VERcjg,indpst3,fleurir,DMF,fleurir,,,
193,32,4,32,"CantQuSol, l. 32",li,li,+,Li,l.i,L/i\,fro,DETdef,smn,le,DMF,le,,,
194,32,5,32,"CantQuSol, l. 32",leuz,leuz,_,LɛuS,l.e.u.z,L/ɛ\uS,fro,NOMcom,smn,lieu,DMF,lieu,,,
195,32,6,32,"CantQuSol, l. 32",de,de,+,dE,d.e,d/(E)\,fro,PRE,---,de,DMF,de,,,
196,32,7,32,"CantQuSol, l. 32",ma,ma,+,mA,m.a,m/(A)\,fro,DETpos,1sfr,mon,DMF,mon,,,
197,32,8,32,"CantQuSol, l. 32",bel|tez,beltez,_,bELtæ,b.e.l.t.ez,b/E\L.'t/æ\,fro,NOMcom,sfr,beauté,DMF,beauté,,</q></l>,
198,33,1,33,"CantQuSol, l. 33",por,por,_,por,p.o.r,p/o\r,fro,PRE,---,pour,DMF,pour,,,<lb/><l n=&quot;33&quot;><q>
199,33,2,33,"CantQuSol, l. 33",mon,mon,_,mOn,m.o.n,m/O\n,fro,DETpos,1smr,mon,DMF,mon,,,
200,33,3,33,"CantQuSol, l. 33",ami,ami,;,Ami,a.m.i,/A\.'m/i\,fro,NOMcom,smr,ami,DMF,ami,,</q></l></lg>,
201,34,1,34,"CantQuSol, l. 34",li,li,+,Li,l.i,L/i\,fro,DETdef,smn,le,DMF,le,,,"<lg n=&quot;12&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;34&quot;><q>"
202,34,2,34,"CantQuSol, l. 34",tensz,tensz,_,tENS,t.e.n.sz,t/E\NS,fro,NOMcom,smn,temps,DMF,temps,,,
203,34,3,34,"CantQuSol, l. 34",est,est,|,ɛST,e.s.t,/ɛ\ST,fro,VERcjg,indpst3,être,DMF,être,,,
204,34,4,34,"CantQuSol, l. 34",bels,bels,_,bɛLS,b.e.l.s,b/ɛ\LS,fro,ADJqua,smn,beau,DMF,beau,,,<lb/>
205,34,5,34,"CantQuSol, l. 34",les,les,_,LES,l.e.s,L/E\S,fro,DETdef,pfn,le,DMF,le,,,
206,34,6,34,"CantQuSol, l. 34",uin_nesz,vinnesz,_,viɲəS,v.i.nn.e.sz,'v/i\.ɲ/ə\S,fro,NOMcom,pfn,vigne,DMF,vigne,,,
207,34,7,34,"CantQuSol, l. 34",sont,sont,_,SONT,s.o.n.t,S/O\NT,fro,VERcjg,indpst6,être,DMF,être,,,
208,34,8,34,"CantQuSol, l. 34",flories,flories,_,fLoriəS,f.l.o.r.i.e.s,fL/o\.'r/i\./ə\S,fro,VERppe,pfn,fleurir,DMF,fleurir,,</q></l>,
209,35,1,35,"CantQuSol, l. 35",l,l,+,L,l,L/\,fro,DETdef,sfn,le,DMF,le,,,<l n=&quot;35&quot;><q>
210,35,2,35,"CantQuSol, l. 35",odor,odor,|,odor,o.d.o.r,/o\.'d/o\r,fro,NOMcom,sfn,odeur,DMF,odeur,,,
211,35,3,35,"CantQuSol, l. 35",[est],est,_,ɛST,e.s.t,/ɛ\ST,fro,VERcjg,indpst3,être,DMF,être,,,<lb/>
212,35,4,35,"CantQuSol, l. 35",bonet,bonet,_,bOnə,b.o.n.et,'b/O\.n/(ə)\,fro,ADJqua,sfn,bon,DMF,bon,,,
213,35,5,35,"CantQuSol, l. 35",si,si,+,Si,s.i,S/i\,fro,ADVgen,---,si4,DMF,si4,,,
214,35,6,35,"CantQuSol, l. 35",l,l,+,L,l,L/\,fro,PRCper,3sfa,le,DMF,le,,,
215,35,7,35,"CantQuSol, l. 35",aimat,aimat,_,Aima,a.i.m.at,/A\i.'m/a\,fro,VERcjg,indpsp3,aimer,DMF,aimer,,,
216,35,8,35,"CantQuSol, l. 35",molt,molt,_,moLT,m.o.l.t,m/o\LT,fro,ADVgen,---,moult,DMF,moult,,,
217,35,9,35,"CantQuSol, l. 35",misiret,misiret,|,misirə,m.i.s.i.r.et,m/i\.'s/i\.r/(ə)\,fro,NOMcom,smn,messire,DMF,messire,,</q></l>,
218,36,1,36,"CantQuSol, l. 36",por,por,_,por,p.o.r,p/o\r,fro,PRE,---,pour,DMF,pour,,,<lb/><l n=&quot;36&quot;><q>
219,36,2,36,"CantQuSol, l. 36",mei,mei,_,mEi,m.e.i,m/E\i,fro,DETpos,1sfr,mon,DMF,mon,,,
220,36,3,36,"CantQuSol, l. 36",amor,amor,;,Amor,a.m.o.r,/A\.'m/o\r,fro,NOMcom,sfr,amour,DMF,amour,,</q></l></lg>,
221,37,1,37,"CantQuSol, l. 37",En,en,_,En,e.n,/E\n,fro,PRE,---,en,DMF,en,,,"<lg n=&quot;13&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;37&quot;><q>"
222,37,2,37,"CantQuSol, l. 37",nostre,nostre,_,nɔStrə,n.o.s.t.r.e,'n/ɔ\S.tr/(ə)\,fro,DETpos,4sfr,notre,DMF,notre,,,
223,37,3,37,"CantQuSol, l. 37",terred,terred,|,tɛrrə,t.e.r.r.ed,'t/ɛ\r.r/(ə)\,fro,NOMcom,sfr,terre,DMF,terre,,,
224,37,4,37,"CantQuSol, l. 37",n,n,+,n,n,n/\,fro,ADVneg,---,ne,DMF,ne,,,<lb/>
225,37,5,37,"CantQuSol, l. 37",oset,oset,_,ɔzə,o.s.et,'/ɔ\.z/(ə)\,fro,VERcjg,indpst3,oser,DMF,oser,,,
226,37,6,37,"CantQuSol, l. 37",oilset,oilset,_,oiLSɛ,o.i.l.s.et,'/o\iL.S/ɛ\,fro,NOMcom,smn,oiseau,DMF,oiseau,,,
227,37,7,37,"CantQuSol, l. 37",ćánter,canter,_,ċANtær,c.a.n.t.e.r,ċ/A\N.'t/æ\r,fro,VERinf,---,chanter,DMF,chanter,,</q></l>,
228,38,1,38,"CantQuSol, l. 38",samz,samz,_,SANS,s.a.m.z,S/A\NS,fro,PRE,---,sans,DMF,sans,,,<l n=&quot;38&quot;><q>
229,38,2,38,"CantQuSol, l. 38",la,la,+,LA,l.a,L/(A)\,fro,DETdef,sfr,le,DMF,le,,,
230,38,3,38,"CantQuSol, l. 38",tor|terelet,torterelet,_,tortErɛlə,t.o.r.t.e.r.e.l.et,t/o\r.t/[E]\.'r/ɛ\.l/(ə)\,fro,NOMcom,sfr,tourterelle,DMF,tourterelle,,,
231,38,4,38,"CantQuSol, l. 38",chi,chi,_,ki,ch.i,k/i\,fro,PRNrel,sfn,qui,DMF,qui,,,<lb/>
232,38,5,38,"CantQuSol, l. 38",amat,amat,_,Ama,a.m.at,/A\.'m/a\,fro,VERcjg,indpsp3,aimer,DMF,aimer,,,
233,38,6,38,"CantQuSol, l. 38",ćáaste,caaste,_,ċAAStæ,c.a.a.s.t.e,ċ/A\./A\S.'t/æ\,fro,NOMcom,sfr,chasté,DMF,chasté,,</q></l>,
234,39,1,38,"CantQuSol, l. 39",ed,ed,_,e,ed,/e\,fro,CONcoo,---,et,DMF,et,,,<l n=&quot;39&quot;><q>
235,39,2,39,"CantQuSol, l. 39",por,por,|,por,p.o.r,p/o\r,fro,PRE,---,pour,DMF,pour,,,
236,39,3,39,"CantQuSol, l. 39",mon,mon,_,mOn,m.o.n,m/O\n,fro,DETpos,1smr,mon,DMF,mon,,,<lb/>
237,39,4,39,"CantQuSol, l. 39",ami,ami,.,Ami,a.m.i,/A\.'m/i\,fro,NOMcom,smr,ami,DMF,ami,,</q></l></lg>,
238,40,1,40,"CantQuSol, l. 40",Io,jo,_,ʤɔ,j.o,ʤ/ɔ\,fro,PRNper,1sfn,je,DMF,je,,,"<lg n=&quot;14&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;40&quot;><q>"
239,40,2,40,"CantQuSol, l. 40",l,l,+,L,l,L/\,fro,PRCper,3sma,le,DMF,le,,,
240,40,3,40,"CantQuSol, l. 40",ai,ai,_,Ai,a.i,/A\i,fro,VERcjg,indpst1,avoir,DMF,avoir,,,
241,40,4,40,"CantQuSol, l. 40",molt,molt,_,moLT,m.o.l.t,m/o\LT,fro,ADVgen,---,moult,DMF,moult,,,
242,40,5,40,"CantQuSol, l. 40",quis,quis,_,kiS,qu.i.s,k/i\S,fro,VERppe,smr,quérir,DMF,quérir,,,
243,40,6,40,"CantQuSol, l. 40",en_cor,encor,|,ENkɔr,e.n.c.o.r,/E\N.'k/ɔ\r,fro,ADVgen,---,encore,DMF,encore,,,
244,40,7,40,"CantQuSol, l. 40",ne,ne,+,nE,n.e,n/(E)\,fro,ADVneg,---,ne,DMF,ne,,,<lb/>
245,40,8,40,"CantQuSol, l. 40",l,l,+,L,l,/\L,fro,PRCper,3sma,le,DMF,le,,,
246,40,9,40,"CantQuSol, l. 40",pois,pois,_,pɔiS,p.o.i.s,p/ɔ\iS,fro,VERcjg,indpst1,pouvoir2,DMF,pouvoir2,,,
247,40,10,40,"CantQuSol, l. 40",trouert,trovert,_,trovær,t.r.o.v.e.rt,tr/o\.'v/æ\r,fro,VERinf,---,trouver,DMF,trouver,,</q></l>,
248,41,1,41,"CantQuSol, l. 41",n,n,+,n,n,n/\,fro,ADVneg,---,ne,DMF,ne,,,<l n=&quot;41&quot;><q>
249,41,2,41,"CantQuSol, l. 41",en,en,_,En,e.n,/E\n,fro,PRCadv,---,en2,DMF,en2,,,
250,41,3,41,"CantQuSol, l. 41",uult,vult,_,voLT,v.u.l.t,v/o\LT,fro,VERcjg,indpst3,vouloir,DMF,vouloir,,,
251,41,4,41,"CantQuSol, l. 41",respon|dret,respondret,_,rESpONdrə,r.e.s.p.o.n.d.r.et,r/E\S.'p/O\N.dr/(ə)\,fro,VERinf,---,répondre,DMF,répondre,,,
252,41,5,41,"CantQuSol, l. 41",aseiz,aseiz,_,AsæÇ,a.s.ei.z,/A\.'s/æ\Ç,fro,ADVgen,---,assez,DMF,assez,,,<lb/>
253,41,6,41,"CantQuSol, l. 41",l,l,+,L,l,L/\,fro,PRCper,3sma,le,DMF,le,,,
254,41,7,41,"CantQuSol, l. 41",ai,ai,+,Ai,a.i,/A\i,fro,VERcjg,indpst1,avoir,DMF,avoir,,,
255,41,8,41,"CantQuSol, l. 41",apeleitz,apeleitz,_,ApElæ,a.p.e.l.eitz,/A\.p/E\.'l/æ\,fro,VERppe,smr,appeler,DMF,appeler,,</q></l>,
256,42,1,41,"CantQuSol, l. 42",quer,quer,_,kær,qu.e.r,k/æ\r,fro,CONcoo,---,car,DMF,car,,,<l n=&quot;42&quot;><q>
257,42,2,42,"CantQuSol, l. 42",lui,lui,|,Lyi,l.u.i,L/y\i,fro,PRNper,3smr,lui,DMF,lui,,,
258,42,3,42,"CantQuSol, l. 42",ne,ne,+,nE,n.e,n/(E)\,fro,ADVneg,---,ne,DMF,ne,,,<lb/>
259,42,4,42,"CantQuSol, l. 42",plastz,plastz,;,pLaST,p.l.a.s.tz,pL/a\ST,fro,VERcjg,indpst3,plaire,DMF,plaire,,</q></l></lg>,
260,43,1,43,"CantQuSol, l. 43",Les,les,_,LES,l.e.s,L/E\S,fro,DETdef,pmr,le,DMF,le,,,"<lg n=&quot;15&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;43&quot;><q>"
261,43,2,43,"CantQuSol, l. 43",es_calgaites,escalgaites,_,ESċALgAitəS,e.s.c.a.l.g.a.i.t.e.s,/E\S.ċ/A\L.'g/A\i.t/ə\S,fro,NOMcom,pmr,échauguette,DMF,échauguette,,,
262,43,3,43,"CantQuSol, l. 43",chi,chi,+,ki,ch.i,k/i\,fro,PRNrel,pfn,qui,DMF,qui,,,
263,43,4,43,"CantQuSol, l. 43",guardent,guardent,|,gardəNT,gu.a.r.d.e.n.t,'g/a\r.d/ə\NT,fro,VERcjg,indpst6,garder,DMF,garder,,,
264,43,5,43,"CantQuSol, l. 43",la,la,+,LA,l.a,L/(A)\,fro,DETdef,sfr,le,DMF,le,,,<lb/>
265,43,6,43,"CantQuSol, l. 43",citez,citez,_,Çitæ,c.i.t.ez,Ç/i\.'t/æ\,fro,NOMcom,sfr,cité,DMF,cité,,</q></l>,
266,44,1,44,"CantQuSol, l. 44",cil,cil,_,Çil,c.i.l,Ç/i\l,fro,PRNdem,pmn,cil,DMF,cil,,,<l n=&quot;44&quot;><q>
267,44,2,44,"CantQuSol, l. 44",me,me,_,mE,m.e,m/(E)\,fro,PRCper,1sfr,me,DMF,me,,,
268,44,3,44,"CantQuSol, l. 44",toruerent,torverent,_,torværəNT,t.o.r.v.e.r.e.n.t,t/o\r.'v/æ\.r/ə\NT,fro,VERcjg,indpsp6,trouver,DMF,trouver,,,
269,44,4,44,"CantQuSol, l. 44",si,si,+,Si,s.i,S/i\,fro,ADVgen,---,si4,DMF,si4,,,
270,44,5,44,"CantQuSol, l. 44",m,m,+,m,m,m/\,fro,PRCper,1sfr,me,DMF,me,,,
271,44,6,44,"CantQuSol, l. 44",ont,ont,|,ONT,o.n.t,/O\NT,fro,VERcjg,indpst6,avoir,DMF,avoir,,,
272,44,7,44,"CantQuSol, l. 44",batuz,batuz,_,bAty,b.a.t.uz,b/A\.'t/y\,fro,VERppe,sfr,battre,DMF,battre,,,<lb/>
273,44,8,44,"CantQuSol, l. 44",aseiz,aseiz,_,AsæÇ,a.s.ei.z,/A\.'s/æ\Ç,fro,ADVgen,---,assez,DMF,assez,,</q></l>,
274,45,1,45,"CantQuSol, l. 45",por,por,_,por,p.o.r,p/o\r,fro,PRE,---,pour,DMF,pour,,,<l n=&quot;45&quot;><q>
275,45,2,45,"CantQuSol, l. 45",mon,mon,_,mOn,m.o.n,m/O\n,fro,DETpos,1smr,mon,DMF,mon,,,
276,45,3,45,"CantQuSol, l. 45",ami,ami,;,Ami,a.m.i,/A\.'m/i\,fro,NOMcom,smr,ami,DMF,ami,,</q></l></lg>,
277,46,1,46,"CantQuSol, l. 46",Nauree,navree,_,nAvræə,n.a.v.r.e.e,n/A\.'vr/æ\./(ə)\,fro,VERppe,sfr,navrer,DMF,navrer,,,"<add place=""margin""><lg n=&quot;16&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;46&quot;><q>"
278,46,2,46,"CantQuSol, l. 46",m,m,+,m,m,m/\,fro,PRCper,1sfr,me,DMF,me,,,
279,46,3,46,"CantQuSol, l. 46",olt[=ont],ont,|,ONT,o.n.t,/O\NT,fro,VERcjg,indpst6,avoir,DMF,avoir,,,
280,46,4,46,"CantQuSol, l. 46",[et],et,_,e,et,/e\,fro,CONcoo,---,et,DMF,et,,,<lb/>
281,46,5,46,"CantQuSol, l. 46",mun,mun,_,mOn,m.u.n,m/O\n,fro,DETpos,1smr,mon,DMF,mon,,,
282,46,6,46,"CantQuSol, l. 46",paliet,paliet,|,paliə,p.a.l.i.et,'p/a\.li/(ə)\,fro,NOMcom,smr,poêle,DMF,poêle,,,
283,46,7,46,"CantQuSol, l. 46",tolud,tolud,_,toly,t.o.l.ud,t/o\.'l/y\,fro,VERppe,smr,tolir,DMF,tolir,,</q></l>,<lb/>
284,47,1,47,"CantQuSol, l. 47",grant,grant,_,grANT,g.r.a.n.t,gr/A\NT,fro,ADJqua,smr,grand,DMF,grand,,,<l n=&quot;47&quot;><q>
285,47,2,47,"CantQuSol, l. 47",tort,tort,|,tɔrT,t.o.r.t,t/ɔ\rT,fro,NOMcom,smr,tort,DMF,tort,,,
286,47,3,47,"CantQuSol, l. 47",m,m,+,m,m,m/\,fro,PRCper,1sfr,me,DMF,me,,,<lb/>
287,47,4,47,"CantQuSol, l. 47",unt,unt,_,ONT,u.n.t,/O\NT,fro,VERcjg,indpst6,avoir,DMF,avoir,,,
288,47,5,47,"CantQuSol, l. 47",fait,fait,_,fAiT,f.a.i.t,f/A\iT,fro,VERppe,snr,faire,DMF,faire,,,
289,47,6,47,"CantQuSol, l. 47",cil,cil,|,Çil,c.i.l,Ç/i\l,fro,PRNdem,pmn,cil,DMF,cil,,,
290,47,7,47,"CantQuSol, l. 47",chi,chi,+,ki,ch.i,k/i\,fro,PRNrel,pmn,qui,DMF,qui,,,<lb/>
291,47,8,47,"CantQuSol, l. 47",guardent,guardent,_,gardəNT,gu.a.r.d.e.n.t,'g/a\r.d/ə\NT,fro,VERcjg,indpst6,garder,DMF,garder,,,
292,47,9,47,"CantQuSol, l. 47",le,le,_,LE,l.e,L/(E)\,fro,DETdef,smr,le,DMF,le,,,
293,47,10,47,"CantQuSol, l. 47",m|rt[=murt],murt,_,myr,m.u.rt,m/y\r,fro,NOMcom,smr,mur,DMF,mur,,</q></l>,
294,48,1,48,"CantQuSol, l. 48",por,por,_,por,p.o.r,p/o\r,fro,PRE,---,pour,DMF,pour,,,<lb/><l n=&quot;48&quot;><q>
295,48,2,48,"CantQuSol, l. 48",mon,mon,_,mOn,m.o.n,m/O\n,fro,DETpos,1smr,mon,DMF,mon,,,
296,48,3,48,"CantQuSol, l. 48",ami,ami,;|,Ami,a.m.i,/A\.'m/i\,fro,NOMcom,smr,ami,DMF,ami,,</q></l></lg></add>,
297,49,1,49,"CantQuSol, l. 49",Beles,beles,|,bɛləS,b.e.l.e.s,'b/ɛ\.l/ə\S,fro,ADJqua,pfn,beau,DMF,beau,,,"<lb/><lg n=&quot;17&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;49&quot;><q>"
298,49,2,49,"CantQuSol, l. 49",pulcelesz,pulcelesz,_,pyLÇɛləS,p.u.l.c.e.l.e.sz,p/y\L.'Ç/ɛ\.l/ə\S,fro,NOMcom,pfn,pucelle,DMF,pucelle,,,<lb/>
299,49,3,49,"CantQuSol, l. 49",fillesz,fillesz,_,fiʎəS,f.i.ll.e.sz,'f/i\.ʎ/ə\S,fro,NOMcom,pfn,fille,DMF,fille,,,
300,49,4,49,"CantQuSol, l. 49",ierusalem,jerusalem,_,ʤErysAlEm,j.e.r.u.s.a.l.e.m,ʤ/E\.r/y\.s/A\.'l/E\m,fro,NOMpro,smr,Jérusalem,wikipedia.fr,---,,</q></l>,
301,50,1,50,"CantQuSol, l. 50",por,por,_,por,p.o.r,p/o\r,fro,PRE,---,pour,DMF,pour,,,<l n=&quot;50&quot;><q>
302,50,2,50,"CantQuSol, l. 50",mei,mei,|,mEi,m.e.i,m/E\i,fro,DETpos,1sfr,mon,DMF,mon,,,
303,50,3,50,"CantQuSol, l. 50",amor,amor,_,Amor,a.m.o.r,/A\.'m/o\r,fro,NOMcom,sfr,amour,DMF,amour,,,<lb/>
304,50,4,50,"CantQuSol, l. 50",noncieiz,noncieiz,_,nONÇiEÇ,n.o.n.c.i.ei.z,n/O\N.'Ç/iE\Ç,fro,VERcjg,imp---5,noncer,DMF,noncer,,,
305,50,5,50,"CantQuSol, l. 50",le,le,_,LE,l.e,L/(E)\,fro,PRCper,3snr,le,DMF,le,,,
306,50,6,50,"CantQuSol, l. 50",mon,mon,_,mOn,m.o.n,m/O\n,fro,DETpos,1smr,mon,DMF,mon,,,
307,50,7,50,"CantQuSol, l. 50",amant,amant,|,AmANT,a.m.a.n.t,/A\.'m/A\NT,fro,NOMcom,smr,amant,DMF,amant,,</q></l>,
308,51,1,51,"CantQuSol, l. 51",d,d,+,d,d,d/\,fro,PRE,---,de,DMF,de,,,<lb/><l n=&quot;51&quot;><q>
309,51,2,51,"CantQuSol, l. 51",amor,amor,_,Amor,a.m.o.r,/A\.'m/o\r,fro,NOMcom,sfr,amour,DMF,amour,,,
310,51,3,51,"CantQuSol, l. 51",languis,languis,;,LANguiS,l.a.n.g.u.i.s,L/A\N.'gu/i\S,fro,VERcjg,indpst1,languir,DMF,languir,,</q></l></lg>,
311,52,1,52,"CantQuSol, l. 52",Chinc,chinc,_,ÇiNK,ch.i.n.c,Ç/i\NK,fro,DETcar,pmr,cinq,DMF,cinq,,,"<lg n=&quot;18&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;52&quot;><q>"
312,52,2,52,"CantQuSol, l. 52",milie,milie,+,miliə,m.i.l.i.e,'m/i\.li/(ə)\,fro,DETcar,pmr,mille,DMF,mille,,,
313,52,3,52,"CantQuSol, l. 52",anz,anz,|,ANÇ,a.n.z,/A\NÇ,fro,NOMcom,pmr,an,DMF,an,,,
314,52,4,52,"CantQuSol, l. 52",atz,atz,+,a,atz,/a\,fro,VERcjg,indpst0,avoir,DMF,avoir,,,<lb/>
315,52,5,52,"CantQuSol, l. 52",qu,qu,+,k,qu,k/\,fro,CONsub,---,que,DMF,que,,,
316,52,6,52,"CantQuSol, l. 52",il,il,_,il,i.l,/i\l,fro,PRNper,3smn,il,DMF,il,,,
317,52,7,52,"CantQuSol, l. 52",aueid,aveid,_,AvEiT,a.v.e.i.d,/A\.'v/E\iT,fro,VERcjg,indipf3,avoir,DMF,avoir,,,
318,52,8,52,"CantQuSol, l. 52",un,un,+,yn0,u.n.,'/y\.n/(0)\,fro,DETndf,sfr,un,DMF,un,,,
319,52,9,52,"CantQuSol, l. 52",amiet,amiet,_,Amiə,a.m.i.et,/A\.'m/i\./(ə)\,fro,NOMcom,sfr,amie,DMF,amie,,</q></l>,
320,53,1,53,"CantQuSol, l. 53",lei,lei,+,LEi,l.e.i,L/E\i,fro,PRNper,sfr,le,DMF,le,,,<l n=&quot;53&quot;><q>
321,53,2,53,"CantQuSol, l. 53",ad,ad,|,a,ad,/a\,fro,VERcjg,indpst3,avoir,DMF,avoir,,,
322,53,3,53,"CantQuSol, l. 53",laisiet,laisiet,_,LAisiE,l.a.i.s.i.et,L/A\i.'s/iE\,fro,VERppe,snr,laisser,DMF,laisser,,,<lb/>
323,53,4,53,"CantQuSol, l. 53",quar,quar,_,kar,qu.a.r,k/a\r,fro,CONcoo,---,car,DMF,car,,,
324,53,5,53,"CantQuSol, l. 53",n,n,+,n,n,n/\,fro,ADVneg,---,ne,DMF,ne,,,
325,53,6,53,"CantQuSol, l. 53",ert,ert,_,ɛrT,e.r.t,/ɛ\rT,fro,VERcjg,indipf3,être,DMF,être,,,
326,53,7,53,"CantQuSol, l. 53",de,de,+,dE,d.e,d/(E)\,fro,PRE,---,de,DMF,de,,,
