wd_id,line_id,line_wd,dipl,word,wd_div,lang,pos,pos_syn,morph,lemma,lemma_src,ref,tei_right,tei_left,
726,61,6,{uidit},vidit,_,lat,ETR,,,---,---,"Jonas, verso, l. 25",,,
727,61,7,q[e]t,qet,_,fro,CONsub,,,que,DMF,"Jonas, verso, l. 25",,,
728,61,8,il,il,_,fro,PRNper,,6pmn,il,DMF,"Jonas, verso, l. 25",,,
729,61,9,{se},se,_,fro,PRCper,,6pmr,se,DMF,"Jonas, verso, l. 25",,,
730,61,10,{erent},erent,_,fro,VERcjg,,indipf6,être,DMF,"Jonas, verso, l. 25",,,
731,61,11,c[on]uers,convers,_,fro,VERppe,,pmn,convertir,DMF,"Jonas, verso, l. 25",,,
732,61,12,{de},de,_,lat,ETR,,,---,---,"Jonas, verso, l. 25",,,
733,61,13,{uia},via,_,lat,ETR,,,---,---,"Jonas, verso, l. 25",,,
734,61,14,{sua},sua,_,lat,ETR,,,---,---,"Jonas, verso, l. 25",,,
735,61,15,{mala},mala,_,lat,ETR,,,---,---,"Jonas, verso, l. 25",,,
736,61,16,e,e,_,fro,CONcoo,,,et,DMF,"Jonas, verso, l. 25",,,
737,61,17,si,si,+,fro,ADVgen,,,si4,DMF,"Jonas, verso, l. 25",,,
738,61,18,s,s,_,fro,PRCper,,3smr,se,DMF,"Jonas, verso, l. 25",,,
739,61,19,penteiet,penteiet,_,fro,VERcjg,,indipf3,pentir,DMF,"Jonas, verso, l. 25",,,
740,61,20,de,de,_,fro,PRE,,,de,DMF,"Jonas, verso, l. 25",,,
741,61,21,cel,cel,_,fro,DETdem,,smr,cil,DMF,"Jonas, verso, l. 25",,,
742,61,22,mel,mel,_,fro,NOMcom,,smr,mal,DMF,"Jonas, verso, l. 25",,,
743,61,23,q[e],qe,_,fro,PRNrel,,smr,que,DMF,"Jonas, verso, l. 25",,,
744,61,24,fait,fait,_,fro,VERppe,,smr,faire,DMF,"Jonas, verso, l. 25",,,
745,61,25,{habebat},habebat,.|,lat,ETR,,,---,---,"Jonas, verso, l. 25",,,
746,62,1,{liberi},liberi,_,lat,ETR,,,---,---,"Jonas, verso, l. 26",,<lb n=&quot;26&quot;/><gap/>,
747,62,2,de,de,_,fro,PRE,,,de,DMF,"Jonas, verso, l. 26",,,
748,62,3,cel,cel,_,fro,DETdem,,smr,cil,DMF,"Jonas, verso, l. 26",,,
749,62,4,peril,peril,_,fro,NOMcom,,smr,péril,DMF,"Jonas, verso, l. 26",,,
750,62,5,q[e]t,qet,_,fro,PRNrel,,smr,que,DMF,"Jonas, verso, l. 26",,,
751,62,6,il,il,_,fro,PRNper,,3smn,il,DMF,"Jonas, verso, l. 26",,,
752,62,7,{habebat},habebat,_,lat,ETR,,,---,---,"Jonas, verso, l. 26",,,
753,62,8,{discretum},discretum,_,lat,ETR,,,---,---,"Jonas, verso, l. 26",,,
754,62,9,q[e],qe,_,fro,PRNrel,,smr,que,DMF,"Jonas, verso, l. 26",,,
755,62,10,{super},super,_,lat,ETR,,,---,---,"Jonas, verso, l. 26",,,
756,62,11,els,els,_,fro,PRNper,,6pmr,eux,DMF,"Jonas, verso, l. 26",,,
757,62,12,mettreiet,mettreiet,.,fro,VERcjg,,con---3,mettre,DMF,"Jonas, verso, l. 26",</s>,,
758,62,13,{Cum},cum,_,fro,CONsub,,,comme,DMF,"Jonas, verso, l. 26",,<s>,
759,62,14,{potestis},potestis,_,lat,ETR,,,---,---,"Jonas, verso, l. 26",,,
760,62,15,ore,ore,_,fro,ADVgen,,,or2,DMF,"Jonas, verso, l. 26",,,
761,62,16,{uidere},videre,.,lat,ETR,,,---,---,"Jonas, verso, l. 26",,,
762,62,17,{et},et,_,fro,CONcoo,,,et,DMF,"Jonas, verso, l. 26",,,
763,62,18,entelgir,entelgir,|,fro,VERinf,,,entelgir,Jonas,"Jonas, verso, l. 26",,,
764,63,1,chi,chi,_,fro,PRNrel,,pmn,qui,DMF,"Jonas, verso, l. 27",,<lb n=&quot;27&quot;/><gap/>,
765,63,2,si,si,+,fro,ADVgen,,,si4,DMF,"Jonas, verso, l. 27",,,
766,63,3,l,l,_,fro,PRCper,,3smr,le,DMF,"Jonas, verso, l. 27",,,
767,63,4,fe{ent},feent,_,fro,VERcjg,,indpst6,faire,DMF,"Jonas, verso, l. 27",,,
768,63,5,{cum},cum,_,fro,CONsub,,,comme,DMF,"Jonas, verso, l. 27",,,
769,63,6,faire,faire,+,fro,VERinf,,,faire,DMF,"Jonas, verso, l. 27",,,
770,63,7,lo,lo,_,fro,PRCper,,3smr,le,DMF,"Jonas, verso, l. 27",,,
771,63,8,deent,deent,.,fro,VERcjg,,indpst6,devoir,DMF,"Jonas, verso, l. 27",,,
772,63,9,e,e,_,fro,CONcoo,,,et,DMF,"Jonas, verso, l. 27",,,
773,63,10,{cum},cum,_,fro,CONsub,,,comme,DMF,"Jonas, verso, l. 27",,,
774,63,11,cil,cil,_,fro,PRNdem,,pmn,cil,DMF,"Jonas, verso, l. 27",,,
775,63,12,lo,lo,_,fro,PRCper,,6smr,le,DMF,"Jonas, verso, l. 27",,,
776,63,13,fi{sient},fisient,_,fro,VERcjg,,indpsp6,faire,DMF,"Jonas, verso, l. 27",,,
777,63,14,dunt,dunt,_,fro,PRNrel,,---,dont,DMF,"Jonas, verso, l. 27",,,
778,63,15,ore,ore,_,fro,ADVgen,,,or2,DMF,"Jonas, verso, l. 27",,,
779,63,16,aueist,aveist,_,fro,VERcjg,,indpst5,avoir,DMF,"Jonas, verso, l. 27",,,
780,63,17,odit,odit,.,fro,VERppe,,snr,ouïr,DMF,"Jonas, verso, l. 27",</s>,,
781,63,18,e,e,_,fro,CONcoo,,,et,DMF,"Jonas, verso, l. 27",,<s>,
782,63,19,por,por,+,fro,PRE,,,pour,DMF,"Jonas, verso, l. 27",,,
783,63,20,o,o,_,fro,PRNdem,,snr,o4,DMF,"Jonas, verso, l. 27",,,
784,63,21,{si},si,_,fro,ADVgen,,,si4,DMF,"Jonas, verso, l. 27",,,
785,63,22,{uos},vos,_,fro,PRCper,,5pmi,vous,DMF,"Jonas, verso, l. 27",,,
786,63,23,auient,avient,|,fro,VERcjg,,indpst0,avenir,DMF,"Jonas, verso, l. 27",,,
787,64,1,n[=bien],bien,_,fro,NOMcom,,smr,bien,DMF,"Jonas, verso, l. 28",,<lb n=&quot;28&quot;/><supplied>qe</supplied>,
788,64,2,faciest,faciest,_,fro,VERcjg,,subpst5,faire,DMF,"Jonas, verso, l. 28",,,
789,64,3,cest,cest,_,fro,DETdem,,smr,cist,DMF,"Jonas, verso, l. 28",,,
790,64,4,{triduanum},triduanum,_,lat,ETR,,,---,---,"Jonas, verso, l. 28",,,
791,64,5,{ieiunium},jejunium,_,lat,ETR,,,---,---,"Jonas, verso, l. 28",,,
792,64,6,q[e]t,qet,_,fro,PRNrel,,smr,que,DMF,"Jonas, verso, l. 28",,,
793,64,7,oi,oi,_,fro,ADVgen,,,hui,DMF,"Jonas, verso, l. 28",,,
794,64,8,com[en]ciest,comenciest,.,fro,VERcjg,,subpst5,commencer,DMF,"Jonas, verso, l. 28",,,
795,64,9,ne,ne,_,fro,CONcoo,,,ni,DMF,"Jonas, verso, l. 28",,,
796,64,10,aiet,aiet,_,fro,VERcjg,,subpst3,avoir,DMF,"Jonas, verso, l. 28",,,
797,64,11,niuls,niuls,_,fro,PRNind,,smn,nul,DMF,"Jonas, verso, l. 28",,,
798,64,12,male,male,_,fro,ADJqua,,sfr,mal2,DMF,"Jonas, verso, l. 28",,,
799,64,13,{uoluntatem},voluntatem,_,lat,ETR,,,---,---,"Jonas, verso, l. 28",,,
800,64,14,{contra},contra,_,fro,PRE,,,contre,DMF,"Jonas, verso, l. 28",,,
801,64,15,sem,sem,_,fro,DETpos,,3smr,son4,DMF,"Jonas, verso, l. 28",,,
802,64,16,peer,peer,.,fro,NOMcom,,smr,pair,DMF,"Jonas, verso, l. 28",,,
803,64,17,{ne},ne,_,fro,CONcoo,,,ni,DMF,"Jonas, verso, l. 28",,,
804,64,18,{habeat},habeat,|,lat,ETR,,,---,---,"Jonas, verso, l. 28",,,
805,65,1,aiest,aiest,_,fro,VERcjg,,imp---5,avoir,DMF,"Jonas, verso, l. 29",,<lb n=&quot;29&quot;/><supplied>inimicitiam</supplied></s><s><supplied>mais</supplied>,
806,65,2,cherte,cherte,_,fro,NOMcom,,sfr,cherté,DMF,"Jonas, verso, l. 29",,,
807,65,3,{inter},inter,_,lat,ETR,,,---,---,"Jonas, verso, l. 29",,,
808,65,4,{uos},vos,.,lat,ETR,,,---,---,"Jonas, verso, l. 29",,,
809,65,5,{quia},quia,_,lat,ETR,,,---,---,"Jonas, verso, l. 29",,,
810,65,6,{karitas},karitas,_,lat,ETR,,,---,---,"Jonas, verso, l. 29",,,
811,65,7,operit,operit,_,lat,ETR,,,---,---,"Jonas, verso, l. 29",,,
812,65,8,{multitudinem},multitudinem,_,lat,ETR,,,---,---,"Jonas, verso, l. 29",,,
813,65,9,{peccatorum},peccatorum,.,lat,ETR,,,---,---,"Jonas, verso, l. 29",</s>,,
814,65,10,seietst,seietst,_,fro,VERcjg,,ind---5,être,DMF,"Jonas, verso, l. 29",,<s>,
815,65,11,unanimes,unanimes,_,lat,ETR,,,---,---,"Jonas, verso, l. 29",,,
816,65,12,i[n],in,_,lat,ETR,,,---,---,"Jonas, verso, l. 29",,,
817,65,13,{dei},dei,_,lat,ETR,,,---,---,"Jonas, verso, l. 29",,,
818,65,14,{seruicio},servicio,.,lat,ETR,,,---,---,"Jonas, verso, l. 29",,,
819,65,15,{et},et,_,fro,CONcoo,,,et,DMF,"Jonas, verso, l. 29",,<hi rend=&quot;underline&quot;>,
820,65,16,en,en,+,fro,PRE,,,en,DMF,"Jonas, verso, l. 29",,,
821,65,17,tot,tot,|,fro,PRNind,,snr,tout,DMF,"Jonas, verso, l. 29",,,
822,66,1,stre[=estre],estre,_,fro,VERinf,,,être,DMF,"Jonas, verso, l. 30",,<lb n=&quot;30&quot;/><supplied>por en ciel</supplied>,
823,66,2,{remunerati},remunerati,.,lat,ETR,,,---,---,"Jonas, verso, l. 30",</s>,,
824,66,3,fai{tes},faites,_,fro,VERcjg,,imp---5,faire,DMF,"Jonas, verso, l. 30",,<s>,
825,66,4,uost,vost,_,fro,DETpos,,5pfr,votre,DMF,"Jonas, verso, l. 30",,,
826,66,5,alsmos{nes},alsmosnes,_,fro,NOMcom,,pfr,aumône,DMF,"Jonas, verso, l. 30",,,
827,66,6,{nessi},nessi,_,lat,ETR,,,---,---,"Jonas, verso, l. 30",,<hi rend=&quot;under&quot;>,
828,66,7,{cum},cum,_,fro,CONsub,,,comme,DMF,"Jonas, verso, l. 30",,,
829,66,8,faire,faire,_,fro,VERinf,,,faire,DMF,"Jonas, verso, l. 30",,,
830,66,9,{debetis},debetis,_,lat,ETR,,,---,---,"Jonas, verso, l. 30",</hi></s>,,
831,66,10,e,e,_,fro,CONcoo,,,et,DMF,"Jonas, verso, l. 30",,<s><hi rend=&quot;under&quot;> ,
832,66,11,faites,faites,_,fro,VERcjg,,imp---5,faire,DMF,"Jonas, verso, l. 30",,,
833,66,12,uost,vost,_,fro,DETpos,,5pfr,votre,DMF,"Jonas, verso, l. 30",,,
834,66,13,{eleemosynas},eleemosynas,.,lat,ETR,,,---,---,"Jonas, verso, l. 30",</hi></s>,,
835,66,14,cert,cert,_,fro,ADJqua,ADVgen,,cert,DMF,"Jonas, verso, l. 30",,<s>,
836,66,15,{co},co,_,fro,PRNdem,,snr,ce,DMF,"Jonas, verso, l. 30",,,
837,66,16,{sapietis},sapietis,|,lat,ETR,,,---,---,"Jonas, verso, l. 30",</s>,,
838,67,1,acheder,acheder,_,fro,VERinf,,,acheter,DMF,"Jonas, verso, l. 31",,<lb n=&quot;31&quot;/><s><gap/>,
839,67,2,{co},co,_,fro,PRNdem,,,ce,DMF,"Jonas, verso, l. 31",,,
840,67,3,q[e],qe,_,fro,PRNrel,,snr,que,DMF,"Jonas, verso, l. 31",,,
841,67,4,li,li,_,fro,PRCper,,3smi,le,DMF,"Jonas, verso, l. 31",,,
842,67,5,p[re]irets,preirets,.,fro,VERcjg,,indfut5,prier,DMF,"Jonas, verso, l. 31",</s>,,
843,67,6,preiest,preiest,+,fro,VERcjg,,imp---5,prier,DMF,"Jonas, verso, l. 31",,<s><hi rend=&quot;underline&quot;>,
844,67,7,li,li,_,fro,PRCper,,3smi,le,DMF,"Jonas, verso, l. 31",,,
845,67,8,q[e],qe,_,fro,CONsub,,,que,DMF,"Jonas, verso, l. 31",,,
846,67,9,{de},de,_,fro,PRE,,,de,DMF,"Jonas, verso, l. 31",,,
847,67,10,cest,cest,_,fro,DETdef,,smr,cist,DMF,"Jonas, verso, l. 31",,,
848,67,11,{pagano},pagano,_,lat,ETR,,,---,---,"Jonas, verso, l. 31",,,
849,67,12,{nos},nos,_,lat,ETR,,,---,---,"Jonas, verso, l. 31",,,
850,67,13,{liberat},liberat,_,lat,ETR,,,---,---,"Jonas, verso, l. 31",,,
851,67,14,chi,chi,_,fro,PRNrel,,smn,qui,DMF,"Jonas, verso, l. 31",,,
852,67,15,{tanta},tanta,_,lat,ETR,,,---,---,"Jonas, verso, l. 31",,,
853,67,16,{mala},mala,_,lat,ETR,,,---,---,"Jonas, verso, l. 31",,,
854,67,17,{nos},nos,_,lat,ETR,,,---,---,"Jonas, verso, l. 31",,,
855,67,18,{hab}[=habuit],habuit,_,lat,ETR,,,---,---,"Jonas, verso, l. 31",,,
856,67,19,fait,fait,.,fro,VERppe,,smr,faire,DMF,"Jonas, verso, l. 31",</hi>,,
857,68,1,{de},de,_,lat,ETR,,,---,---,"Jonas, verso, l. 32",,<lb n=&quot;32&quot;/><s><supplied>et ut protegat nos</supplied>,
858,68,2,{paganis},paganis,_,lat,ETR,,,---,---,"Jonas, verso, l. 32",,,
859,68,3,e,e,_,fro,CONcoo,,,et,DMF,"Jonas, verso, l. 32",,,
860,68,4,{de},de,_,fro,PRE,,,de,DMF,"Jonas, verso, l. 32",,,
861,68,5,mals,mals,_,fro,ADJqua,,pmr,mal2,DMF,"Jonas, verso, l. 32",,,
862,68,6,{christianis},christianis,.,lat,ETR,,,---,---,"Jonas, verso, l. 32",</s>,,
863,68,7,{poscite},poscite,_,lat,ETR,,,---,---,"Jonas, verso, l. 32",,<s>,
864,68,8,li,li,_,fro,PRCper,,3smi,le,DMF,"Jonas, verso, l. 32",,,
865,68,9,q[e],qe,_,fro,CONsub,,,que,DMF,"Jonas, verso, l. 32",,,
866,68,10,cest,cest,_,fro,DETdem,,smr,cist,DMF,"Jonas, verso, l. 32",,,
867,68,11,{fructum},fructum,_,lat,ETR,,,---,---,"Jonas, verso, l. 32",,,
868,68,12,q[e],qe,_,fro,PRNrel,,smr,que,DMF,"Jonas, verso, l. 32",,,
869,68,13,mostret,mostret,_,fro,VERppe,,smr,montrer,DMF,"Jonas, verso, l. 32",,,
870,68,14,{nos},nos,_,fro,PRCper,,4pmi,nous,DMF,"Jonas, verso, l. 32",,,
871,68,15,{habet},habet,_,lat,ETR,,,---,---,"Jonas, verso, l. 32",,,
872,68,16,qe,qe,+,fro,CONsub,,,que,DMF,"Jonas, verso, l. 32",,,
873,68,17,l,l,_,fro,PRCper,,3sma,le,DMF,"Jonas, verso, l. 32",,,
874,68,18,{nos},nos,_,fro,PRCper,,4pmi,nous,DMF,"Jonas, verso, l. 32",,,
875,68,19,{conservet},conservet,.,lat,ETR,,,---,---,"Jonas, verso, l. 32",</s>,,
876,68,20,{et},et,_,lat,ETR,,,---,---,"Jonas, verso, l. 32",,<s>,
877,68,21,{ad},ad,_,lat,ETR,,,---,---,"Jonas, verso, l. 32",,,
878,68,22,maturi[=maturitatem],maturitatem,|,lat,ETR,,,---,---,"Jonas, verso, l. 32",,,
879,69,1,ure,…ure,+,---,---,,,---,---,"Jonas, verso, l. 33",,<lb n=&quot;33&quot;/><gap/>,
880,69,2,lo,lo,_,fro,PRCper,,3sma,le,DMF,"Jonas, verso, l. 33",,,
881,69,3,poscio{mes},posciomes,_,fro,VERcjg,,subpst4,pouvoir,DMF,"Jonas, verso, l. 33",</s>,,
882,69,4,e,e,_,fro,CONcoo,,,et,DMF,"Jonas, verso, l. 33",,<s>,
883,69,5,tels,tels,_,fro,DETind,,pfr,tel,DMF,"Jonas, verso, l. 33",,,
884,69,6,{eleemosynas},eleemosynas,_,lat,ETR,,,---,---,"Jonas, verso, l. 33",,,
885,69,7,ent,ent,_,fro,PRCadv,,,en2,DMF,"Jonas, verso, l. 33",,,
886,69,8,{possumus},possumus,_,lat,ETR,,,---,---,"Jonas, verso, l. 33",,,
887,69,9,{facere},facere,.,lat,ETR,,,---,---,"Jonas, verso, l. 33",,,
888,69,10,q[e],qe,_,fro,CONsub,,,que,DMF,"Jonas, verso, l. 33",,,
889,69,11,lui,lui,_,fro,PRNper,,3smi,lui,DMF,"Jonas, verso, l. 33",,,
890,69,12,ent,ent,_,fro,PRCadv,,,en2,DMF,"Jonas, verso, l. 33",,,
891,69,13,{possumus},possumus,_,lat,ETR,,,---,---,"Jonas, verso, l. 33",,,
892,69,14,{placere},placere,.,lat,ETR,,,---,---,"Jonas, verso, l. 33",</s>,,
893,69,15,{poscite},poscite,_,lat,ETR,,,---,---,"Jonas, verso, l. 33",,<s>,
894,69,16,li,li,_,fro,PRCper,,3smi,le,DMF,"Jonas, verso, l. 33",,,
895,69,17,q[e],qe,_,fro,CONsub,,,que,DMF,"Jonas, verso, l. 33",,,
896,69,18,{remissionem},remissionem,_,lat,ETR,,,---,---,"Jonas, verso, l. 33",,,
897,69,19,{omnium},omnium,_,lat,ETR,,,---,---,"Jonas, verso, l. 33",,,
898,69,20,{peccatorum},peccatorum,_,lat,ETR,,,---,---,"Jonas, verso, l. 33",,,
899,69,21,{nostrorum},nostrorum,_,lat,ETR,,,---,---,"Jonas, verso, l. 33",,,
900,69,22,{nos},nos,|,lat,ETR,,,---,---,"Jonas, verso, l. 33",,,
901,70,1,cer,…cer,_,---,---,,,---,---,"Jonas, verso, l. 34",,<lb n=&quot;34&quot;/><supplied>prebeat</supplied></s><s><supplied>et</supplied>,
902,70,2,{faciat},faciat,_,lat,ETR,,,---,---,"Jonas, verso, l. 34",,,
903,70,3,{nos},nos,_,lat,ETR,,,---,---,"Jonas, verso, l. 34",,,
904,70,4,{ad},ad,_,lat,ETR,,,---,---,"Jonas, verso, l. 34",,,
905,70,5,{gaudia},gaudia,_,lat,ETR,,,---,---,"Jonas, verso, l. 34",,,
906,70,6,{eterna},eterna,_,lat,ETR,,,---,---,"Jonas, verso, l. 34",,,
907,70,7,{peruenire},pervenire,.,lat,ETR,,,---,---,"Jonas, verso, l. 34",</s>,,
908,70,8,{ibique},ibique,_,lat,ETR,,,---,---,"Jonas, verso, l. 34",,<s>,
909,70,9,{ualemus},valemus,_,lat,ETR,,,---,---,"Jonas, verso, l. 34",,,
910,70,10,{gaudere},gaudere,_,lat,ETR,,,---,---,"Jonas, verso, l. 34",,,
911,70,11,{et},et,_,lat,ETR,,,---,---,"Jonas, verso, l. 34",,,
912,70,12,{exsultare},exsultare,_,lat,ETR,,,---,---,"Jonas, verso, l. 34",,,
913,70,13,{sine},sine,_,lat,ETR,,,---,---,"Jonas, verso, l. 34",,,
914,70,14,{fine},fine,_,lat,ETR,,,---,---,"Jonas, verso, l. 34",,,
915,70,15,{cum},cum,_,lat,ETR,,,---,---,"Jonas, verso, l. 34",,,
916,70,16,{omnibus},omnibus,_,lat,ETR,,,---,---,"Jonas, verso, l. 34",,,
917,70,17,{sanctis},sanctis,_,lat,ETR,,,---,---,"Jonas, verso, l. 34",,,
918,70,18,p[er],per,_,lat,ETR,,,---,---,"Jonas, verso, l. 34",,,
919,70,19,{eterna},eterna,_,lat,ETR,,,---,---,"Jonas, verso, l. 34",,,
920,70,20,{secula},secula,_,lat,ETR,,,---,---,"Jonas, verso, l. 34",,,
921,70,21,{seculorum},seculorum,.,lat,ETR,,,---,---,"Jonas, verso, l. 34",</s>,,
922,70,22,{quod},quod,_,lat,ETR,,,---,---,"Jonas, verso, l. 34",,<s><hi rend=&quot;underline&quot;>,
923,70,23,{ipse},ipse,_,lat,ETR,,,---,---,"Jonas, verso, l. 34",,,
924,70,24,{prospicere},prospicere,_,lat,ETR,,,---,---,"Jonas, verso, l. 34",,,
925,70,25,{dignetur},dignetur,_,lat,ETR,,,---,---,"Jonas, verso, l. 34",,,
926,70,26,{qui},qui,_,lat,ETR,,,---,---,"Jonas, verso, l. 34",,,
927,70,27,{uiuit},vivit,|,lat,ETR,,,---,---,"Jonas, verso, l. 34",,,
928,71,1,{sanctis},sanctis,_,lat,ETR,,,---,---,"Jonas, verso, l. 35",,<lb n=&quot;35&quot;/><supplied>in celo cum omnibus</supplied>,
929,71,2,{gloriosus},gloriosus,_,lat,ETR,,,---,---,"Jonas, verso, l. 35",,,
930,71,3,{deus},deus,_,lat,ETR,,,---,---,"Jonas, verso, l. 35",,,
931,71,4,p[er],per,_,lat,ETR,,,---,---,"Jonas, verso, l. 35",,,
932,71,5,{eterna},eterna,_,lat,ETR,,,---,---,"Jonas, verso, l. 35",,,
933,71,6,{secula},secula,_,lat,ETR,,,---,---,"Jonas, verso, l. 35",,,
934,71,7,{seculorum},seculorum,.|,lat,ETR,,,---,---,"Jonas, verso, l. 35",</hi></s></p>,,
935,72,1,{les},les,_,fro,DETdef,,pmr,le,DMF,"Jonas, verso, l. 36",,<lb n=&quot;36&quot;/><p><secl><s>,
936,72,2,{iudeos},iudeos,_,lat,ETR,,,---,---,"Jonas, verso, l. 36",,,
937,72,3,por,por,_,fro,PRE,,,pour,DMF,"Jonas, verso, l. 36",,,
938,72,4,q[e]t,qet,_,fro,PRNrel,,snr,quoi,DMF,"Jonas, verso, l. 36",,,
939,72,5,il,il,_,fro,PRNper,,6pmn,il,DMF,"Jonas, verso, l. 36",,,
940,72,6,en,en,_,fro,PRE,,,en,DMF,"Jonas, verso, l. 36",,,
941,72,7,cele,cele,_,fro,DETdem,,sfr,cil,DMF,"Jonas, verso, l. 36",,,
942,72,8,durecie,durecie,.,fro,NOMcom,,sfr,duresse,DMF,"Jonas, verso, l. 36",,,
943,72,9,et,et,_,fro,CONcoo,,,et,DMF,"Jonas, verso, l. 36",,,
944,72,10,en,en,_,fro,PRE,,,en,DMF,"Jonas, verso, l. 36",,,
945,72,11,cele,cele,.,fro,DETdem,,sfr,cil,DMF,"Jonas, verso, l. 36",,,
946,72,12,encredulitet,encredulitet,_,fro,NOMcom,,sfr,incrédulité,DMF,"Jonas, verso, l. 36",,,
947,72,13,p[er]mes,permes,_,fro,VERppe,,pmn,permettre,DMF,"Jonas, verso, l. 36",,,
948,72,14,{sient},sient,.,lat,ETR,,,---,---,"Jonas, verso, l. 36",</s>,,
949,72,15,{et},et,_,lat,ETR,,,---,---,"Jonas, verso, l. 36",,<s>,
950,72,16,{etiam},etiam,_,lat,ETR,,,---,---,"Jonas, verso, l. 36",,,
951,72,17,plora,plora,_,fro,VERcjg,,indpsp3,pleurer,DMF,"Jonas, verso, l. 36",,,
952,72,18,{les},les,_,fro,PRCper,,6pma,le,DMF,"Jonas, verso, l. 36",,,
953,72,19,{si},si,_,fro,ADVgen,,,si4,DMF,"Jonas, verso, l. 36",,,
954,72,20,{cum},cum,_,fro,CONsub,,,comme,DMF,"Jonas, verso, l. 36",,,
955,72,21,dist,dist,_,fro,VERcjg,,indpsp3,dire,DMF,"Jonas, verso, l. 36",,,
956,72,22,e,e,_,fro,PRE,,,en,DMF,"Jonas, verso, l. 36",,,
957,72,23,le,le,_,fro,DETdef,,smr,le,DMF,"Jonas, verso, l. 36",,,
958,72,24,{euangelio},evangelio,|,lat,ETR,,,---,---,"Jonas, verso, l. 36",,,
959,73,1,meum,meum,_,---,---,,,---,---,"Jonas, verso, l. 37",,<lb n=&quot;37&quot;/><gap/>,
960,73,2,en,en,_,fro,PRE,,,en,DMF,"Jonas, verso, l. 37",,,
961,73,3,auant,avant,_,fro,ADVgen,,,avant,DMF,"Jonas, verso, l. 37",,,
962,73,4,dist,dist,.|,fro,VERcjg,,indpsp3,dire,DMF,"Jonas, verso, l. 37",</s></secl></p></body></text>,,
