wd_id,line_id,line_wd,dipl,word,wd_div,lang,pos,pos_syn,morph,lemma,lemma_src,ref,tei_right,tei_left,
454,48,6,q[e],qe,_,fro,CONsub,,,que,DMF,"Jonas, verso, l. 12",,,
455,48,7,{deus},deus,_,fro,NOMpro,,smn,Dieu,DMF,"Jonas, verso, l. 12",,,
456,48,8,cel,cel,_,fro,DETdef,,sfr,cil,DMF,"Jonas, verso, l. 12",,,
457,48,9,edre,edre,_,fro,NOMcom,,sfr,lierre,DMF,"Jonas, verso, l. 12",,,
458,48,10,li,li,_,fro,PRCper,,3smi,le,DMF,"Jonas, verso, l. 12",,,
459,48,11,{donat},donat,_,fro,VERcjg,,indpsp3,donner,DMF,"Jonas, verso, l. 12",,,
460,48,12,a,a,_,fro,PRE,,,à,DMF,"Jonas, verso, l. 12",,,
461,48,13,sun,sun,_,fro,DETpos,,3smr,son4,DMF,"Jonas, verso, l. 12",,,
462,48,14,soueu,souev,.,fro,NOMcom,,smr,souef,DMF,"Jonas, verso, l. 12",,,
463,48,15,{et},et,_,fro,CONcoo,,,et,DMF,"Jonas, verso, l. 12",,,
464,48,16,a,a,_,fro,PRE,,,à,DMF,"Jonas, verso, l. 12",,,
465,48,17,sun,sun,_,fro,DETpos,,3smr,son4,DMF,"Jonas, verso, l. 12",,,
466,48,18,{re}paus{ement},repausement,.,fro,NOMcom,,smr,reposement,DMF,"Jonas, verso, l. 12",</s>,,
467,48,19,{et},et,_,lat,ETR,,,---,---,"Jonas, verso, l. 12",,<s>,
468,48,20,p[re]cep[it],precepit,_,lat,ETR,,,---,---,"Jonas, verso, l. 12",,,
469,48,21,{dominus},dominus,|,lat,ETR,,,---,---,"Jonas, verso, l. 12",,,
470,49,1,{et},et,_,lat,ETR,,,---,---,"Jonas, verso, l. 13",,<lb n=&quot;13&quot;/><supplied>uermi ut percuteret ederam</supplied>,
471,49,2,exaruit,exaruit,.,lat,ETR,,,---,---,"Jonas, verso, l. 13",</s>,,
472,49,3,{et},et,_,lat,ETR,,,---,---,"Jonas, verso, l. 13",,<s>,
473,49,4,{parauit},paravit,_,lat,ETR,,,---,---,"Jonas, verso, l. 13",,,
474,49,5,{deus},deus,_,lat,ETR,,,---,---,"Jonas, verso, l. 13",,,
475,49,6,{uentum},ventum,_,lat,ETR,,,---,---,"Jonas, verso, l. 13",,,
476,49,7,{calidum},calidum,_,lat,ETR,,,---,---,"Jonas, verso, l. 13",,,
477,49,8,{super},super,_,lat,ETR,,,---,---,"Jonas, verso, l. 13",,,
478,49,9,{caput},caput,_,lat,ETR,,,---,---,"Jonas, verso, l. 13",,,
479,49,10,{ione},jone,_,lat,ETR,,,---,---,"Jonas, verso, l. 13",,,
480,49,11,{et},et,_,lat,ETR,,,---,---,"Jonas, verso, l. 13",,,
481,49,12,{dixit},dixit,.,lat,ETR,,,---,---,"Jonas, verso, l. 13",</s>,,
482,49,13,{melius},melius,_,lat,ETR,,,---,---,"Jonas, verso, l. 13",,<s><q>,
483,49,14,{est},est,_,lat,ETR,,,---,---,"Jonas, verso, l. 13",,,
484,49,15,{mihi},mihi,_,lat,ETR,,,---,---,"Jonas, verso, l. 13",,,
485,49,16,{mori},mori,_,lat,ETR,,,---,---,"Jonas, verso, l. 13",,,
486,49,17,{quam},quam,_,lat,ETR,,,---,---,"Jonas, verso, l. 13",,,
487,49,18,{uiuere},vivere,.|,lat,ETR,,,---,---,"Jonas, verso, l. 13",</q></s>,,
488,50,1,surrede,…surrede,_,lat,---,,,---,---,"Jonas, verso, l. 14",</s>,<lb n=&quot;14&quot;/><s><gap/>,
489,50,2,{dunc},dunc,_,fro,ADVgen,,,donc,DMF,"Jonas, verso, l. 14",,<s>,
490,50,3,{co},co,_,fro,PRNdem,,,ce,DMF,"Jonas, verso, l. 14",,,
491,50,4,{dicit},dicit,_,lat,VERcjg,,indpst3,dire,DMF,"Jonas, verso, l. 14",</s>,,
492,50,5,{si},si,_,fro,ADVgen,,,si4,DMF,"Jonas, verso, l. 14",,<s>,
493,50,6,{rogat},rogat,_,fro,VERcjg,,indpsp3,rover,DMF,"Jonas, verso, l. 14",,,
494,50,7,{deus},deus,_,fro,NOMpro,,smn,Dieu,DMF,"Jonas, verso, l. 14",,,
495,50,8,ad,ad,_,fro,PRE,,,à,DMF,"Jonas, verso, l. 14",,,
496,50,9,un,un,_,fro,DETndf,,smr,un,DMF,"Jonas, verso, l. 14",,,
497,50,10,uerme,verme,.,fro,NOMcom,,smr,ver,DMF,"Jonas, verso, l. 14",,,
498,50,11,q[e],qe,_,fro,PRNrel,,snn,que,DMF,"Jonas, verso, l. 14",,,
499,50,12,p[er]cussist,percussist,_,fro,VERcjg,,indpsp3,percussir,TL,"Jonas, verso, l. 14",,,
500,50,13,cel,cel,_,fro,DETdem,,sfr,cil,DMF,"Jonas, verso, l. 14",,,
501,50,14,edre,edre,_,fro,NOMcom,,sfr,lierre,DMF,"Jonas, verso, l. 14",,,
502,50,15,sost,sost,_,fro,PRE,,,sous,DMF,"Jonas, verso, l. 14",,,
503,50,16,q[e],qe,_,fro,PRNrel,,smr,que,DMF,"Jonas, verso, l. 14",,,
504,50,17,cil,cil,_,fro,PRNdem,,smn,cil,DMF,"Jonas, verso, l. 14",,,
505,50,18,{sedebat},sedebat,_,lat,VERcjg,,indipf3,seoir,DMF,"Jonas, verso, l. 14",</s>,,
506,50,19,ec,ec,|,---,---,,,---,---,"Jonas, verso, l. 14",,<s>,
507,51,1,cilge,cilge,_,fro,DETdem,,sfn,cil,DMF,"Jonas, verso, l. 15",,<lb n=&quot;15&quot;/><gap/>,
508,51,2,edre,edre,_,fro,NOMcom,,sfn,lierre,DMF,"Jonas, verso, l. 15",,,
509,51,3,fu,fu,_,fro,VERcjg,,indpsp3,être,DMF,"Jonas, verso, l. 15",,,
510,51,4,seche,seche,_,fro,ADJqua,,sfn,sec,DMF,"Jonas, verso, l. 15",</s>,,
511,51,5,{si},si,_,fro,ADVgen,,,si4,DMF,"Jonas, verso, l. 15",,<s>,
512,51,6,uint,vint,_,fro,VERcjg,,indpsp3,venir,DMF,"Jonas, verso, l. 15",,,
513,51,7,grances{mes},grancesmes,_,fro,ADJqua,,smn,grandisme,TL,"Jonas, verso, l. 15",,,
514,51,8,iholt,jholt,_,fro,NOMcom,,smn,chaut,DMF,"Jonas, verso, l. 15",,,
515,51,9,la,la,_,fro,ADVgen,,,là,DMF,"Jonas, verso, l. 15",,,
516,51,10,{super},super,_,lat,PRE,,,sur,DMF,"Jonas, verso, l. 15",,,
517,51,11,{caput},caput,_,lat,NOMcom,,smr,chef,DMF,"Jonas, verso, l. 15",,,
518,51,12,{ione},jone,_,lat,NOMpro,,smr,Jonas,wikipedia.fr,"Jonas, verso, l. 15",</s>,,
519,51,13,{et},et,_,lat,CONcoo,,,et,DMF,"Jonas, verso, l. 15",,<s>,
520,51,14,{dixit},dixit,.,lat,VERcjg,,indpsp3,dire,DMF,"Jonas, verso, l. 15",</s>,,
521,51,15,{melius},melius,_,lat,ETR,,,---,---,"Jonas, verso, l. 15",,<s><q>,
522,51,16,{est},est,_,lat,ETR,,,---,---,"Jonas, verso, l. 15",,,
523,51,17,{mihi},mihi,_,lat,ETR,,,---,---,"Jonas, verso, l. 15",,,
524,51,18,{mori},mori,_,lat,ETR,,,---,---,"Jonas, verso, l. 15",,,
525,51,19,{quam},quam,_,lat,ETR,,,---,---,"Jonas, verso, l. 15",,,
526,51,20,{uiuere},vivere,_,lat,ETR,,,---,---,"Jonas, verso, l. 15",</q></s>,,
527,51,21,{Et},et,_,lat,ETR,,,---,---,"Jonas, verso, l. 15",,<s>,
528,51,22,{dixit},dixit,_,lat,ETR,,,---,---,"Jonas, verso, l. 15",,,
529,51,23,{dominus},dominus,|,lat,ETR,,,---,---,"Jonas, verso, l. 15",,,
530,52,1,rasceris[=irasceris],irasceris,_,lat,ETR,,,---,---,"Jonas, verso, l. 16",,<lb n=&quot;16&quot;/><supplied>ad ionam</supplied></s><s><q><supplied>putasne bene</supplied>,
531,52,2,{tu},tu,_,lat,ETR,,,---,---,"Jonas, verso, l. 16",,,
532,52,3,{super},super,_,lat,ETR,,,---,---,"Jonas, verso, l. 16",,,
533,52,4,edera,edera,_,lat,ETR,,,---,---,"Jonas, verso, l. 16",</q></s>,,
534,52,5,{et},et,_,lat,ETR,,,---,---,"Jonas, verso, l. 16",,<s>,
535,52,6,{dixit},dixit,.,lat,ETR,,,---,---,"Jonas, verso, l. 16",</s>,,
536,52,7,{bene},bene,_,lat,ETR,,,---,---,"Jonas, verso, l. 16",,<s><q>,
537,52,8,irascor,irascor,_,lat,ETR,,,---,---,"Jonas, verso, l. 16",,,
538,52,9,ego,ego,_,lat,ETR,,,---,---,"Jonas, verso, l. 16",,,
539,52,10,{usque},usque,_,lat,ETR,,,---,---,"Jonas, verso, l. 16",,,
540,52,11,{ad},ad,_,lat,ETR,,,---,---,"Jonas, verso, l. 16",,,
541,52,12,{mortem},mortem,.,lat,ETR,,,---,---,"Jonas, verso, l. 16",</q></s>,,
542,52,13,{postea},postea,_,lat,ADVgen,,,puis,DMF,"Jonas, verso, l. 16",,<s>,
543,52,14,{per},per,_,fro,PRE,,,par,DMF,"Jonas, verso, l. 16",,,
544,52,15,cel,cel,_,fro,DETdem,,sfr,cil,DMF,"Jonas, verso, l. 16",,,
545,52,16,edre,edre,_,fro,NOMcom,,sfr,lierre,DMF,"Jonas, verso, l. 16",,,
546,52,17,dunt,dunt,_,fro,PRNrel,,---,dont,DMF,"Jonas, verso, l. 16",,,
547,52,18,cil,cil,_,fro,PRNdem,,smn,cil,DMF,"Jonas, verso, l. 16",,,
548,52,19,tel,tel,|,fro,DETind,,sfr,tel,DMF,"Jonas, verso, l. 16",,,
549,53,1,iet[=aueiet],aveiet,.,fro,VERcjg,,indipf3,avoir,DMF,"Jonas, verso, l. 17",</s>,<lb n=&quot;17&quot;/><supplied>dolor</supplied>,
550,53,2,{si},si,_,fro,ADVgen,,,si4,DMF,"Jonas, verso, l. 17",,<s>,
551,53,3,{debetis},debetis,_,lat,VERcjg,,indpst5,devoir,DMF,"Jonas, verso, l. 17",,,
552,53,4,{intelligere},intelligere,_,lat,VERinf,,,entelgir,Jonas,"Jonas, verso, l. 17",,,
553,53,5,{les},les,_,fro,DETdef,,pmr,le,DMF,"Jonas, verso, l. 17",,,
554,53,6,{iudeos},judeos,.,lat,NOMcom,,pmr,juif,DMF,"Jonas, verso, l. 17",,,
555,53,7,chi,chi,_,fro,PRNrel,,pmn,qui,DMF,"Jonas, verso, l. 17",,,
556,53,8,sicci,sicci,_,lat,ETR,,,---,---,"Jonas, verso, l. 17",,,
557,53,9,{et},et,_,lat,ETR,,,---,---,"Jonas, verso, l. 17",,,
558,53,10,aridi,aridi,_,lat,ETR,,,---,---,"Jonas, verso, l. 17",,,
559,53,11,{permanent},permanent,.,lat,ETR,,,---,---,"Jonas, verso, l. 17",,,
560,53,12,negant{es},negantes,_,lat,ETR,,,---,---,"Jonas, verso, l. 17",,,
561,53,13,{filium},filium,_,lat,ETR,,,---,---,"Jonas, verso, l. 17",,,
562,53,14,{dei},dei,.,lat,ETR,,,---,---,"Jonas, verso, l. 17",</s>,,
563,53,15,e,e,_,fro,CONcoo,,,et,DMF,"Jonas, verso, l. 17",,<s>,
564,53,16,por,por,_,fro,PRE,,,pour,DMF,"Jonas, verso, l. 17",,,
565,53,17,els,els,|,fro,PRNper,,pmr,eux,DMF,"Jonas, verso, l. 17",,,
566,54,1,es[=prophetes],prophetes,_,fro,NOMcom,,smn,prophète,DMF,"Jonas, verso, l. 18",,<lb n=&quot;18&quot;/><supplied>si erat ionas</supplied>,
567,54,2,doliants,doliants,.,fro,ADJqua,,smn,dolant,DMF,"Jonas, verso, l. 18",</s>,,
568,54,3,car,car,_,fro,CONcoo,,,car,DMF,"Jonas, verso, l. 18",,<s>,
569,54,4,{co},co,_,fro,PRNdem,,snr,ce,DMF,"Jonas, verso, l. 18",,,
570,54,5,{uidebat},videbat,_,lat,VERcjg,,indipf3,voir,DMF,"Jonas, verso, l. 18",,,
571,54,6,{per},per,_,lat,ETR,,,---,---,"Jonas, verso, l. 18",,,
572,54,7,{spiritum},spiritum,_,lat,ETR,,,---,---,"Jonas, verso, l. 18",,,
573,54,8,{prophete},prophete,.,lat,ETR,,,---,---,"Jonas, verso, l. 18",,,
574,54,9,q[e],qe,_,fro,CONsub,,,que,DMF,"Jonas, verso, l. 18",,,
575,54,10,{cum},cum,_,lat,ETR,,,---,---,"Jonas, verso, l. 18",,,
576,54,11,{gentes},gentes,_,lat,ETR,,,---,---,"Jonas, verso, l. 18",,,
577,54,12,{uenirent},venirent,_,lat,ETR,,,---,---,"Jonas, verso, l. 18",,,
578,54,13,{ad},ad,_,lat,ETR,,,---,---,"Jonas, verso, l. 18",,,
579,54,14,{fidem},fidem,.,lat,ETR,,,---,---,"Jonas, verso, l. 18",,,
580,54,15,{si},si,_,fro,ADVgen,,,si4,DMF,"Jonas, verso, l. 18",,,
581,54,16,astrei{ent},astreient,_,fro,VERcjg,,con---6,être,DMF,"Jonas, verso, l. 18",,,
582,54,17,li,li,_,fro,DETdef,,,le,DMF,"Jonas, verso, l. 18",,,
583,54,18,{iudei},judei,_,lat,NOMcom,,pmn,juif,DMF,"Jonas, verso, l. 18",,,
584,54,19,p[er]dut,perdut,.,fro,VERppe,,pmn,perdre,DMF,"Jonas, verso, l. 18",,,
585,54,20,{si},si,_,fro,ADVgen,,,si4,DMF,"Jonas, verso, l. 18",,,
586,54,21,{cum},cum,_,fro,CONsub,,,comme,DMF,"Jonas, verso, l. 18",,,
587,54,22,il,il,_,fro,PRNper,,6pmn,il,DMF,"Jonas, verso, l. 18",,,
588,54,23,ore,ore,_,fro,ADVgen,,,or2,DMF,"Jonas, verso, l. 18",,,
589,54,24,s[un]t,sunt,.,fro,VERcjg,,indpst6,être,DMF,"Jonas, verso, l. 18",</s>,,
590,54,25,{et},et,|,lat,ETR,,,---,---,"Jonas, verso, l. 18",,,
591,55,1,{doles},doles,_,lat,ETR,,,---,---,"Jonas, verso, l. 19",,<lb n=&quot;19&quot;/><supplied>dixit dominus</supplied></s><s><q><supplied>tu</supplied>,
592,55,2,{super},super,_,lat,ETR,,,---,---,"Jonas, verso, l. 19",,,
593,55,3,edera,edera,_,lat,ETR,,,---,---,"Jonas, verso, l. 19",,,
594,55,4,i[n],in,_,lat,ETR,,,---,---,"Jonas, verso, l. 19",,,
595,55,5,{qua},qua,_,lat,ETR,,,---,---,"Jonas, verso, l. 19",,,
596,55,6,n[on],non,_,lat,ETR,,,---,---,"Jonas, verso, l. 19",,,
597,55,7,{laborasti},laborasti,_,lat,ETR,,,---,---,"Jonas, verso, l. 19",,,
598,55,8,{neque},neque,_,lat,ETR,,,---,---,"Jonas, verso, l. 19",,,
599,55,9,{fecisti},fecisti,_,lat,ETR,,,---,---,"Jonas, verso, l. 19",,,
600,55,10,{ut},ut,_,lat,ETR,,,---,---,"Jonas, verso, l. 19",,,
601,55,11,{cresceret},cresceret,.,lat,ETR,,,---,---,"Jonas, verso, l. 19",</q></s>,,
602,55,12,{et},et,_,lat,ETR,,,---,---,"Jonas, verso, l. 19",,<s><q>,
603,55,13,{ego},ego,_,lat,ETR,,,---,---,"Jonas, verso, l. 19",,,
604,55,14,n[on],non,_,lat,ETR,,,---,---,"Jonas, verso, l. 19",,,
605,55,15,{parcam},parcam,_,lat,ETR,,,---,---,"Jonas, verso, l. 19",,,
606,55,16,niniuę,ninive,_,lat,ETR,,,---,---,"Jonas, verso, l. 19",,,
607,55,17,{ciuitati},civitati,_,lat,ETR,,,---,---,"Jonas, verso, l. 19",,,
608,55,18,{magne},magne,.,lat,ETR,,,---,---,"Jonas, verso, l. 19",,,
609,55,19,{in},in,_,lat,ETR,,,---,---,"Jonas, verso, l. 19",,,
610,55,20,{qua},qua,_,lat,ETR,,,---,---,"Jonas, verso, l. 19",,,
611,55,21,{sunt},sunt,_,lat,ETR,,,---,---,"Jonas, verso, l. 19",,,
612,55,22,{plus},plus,_,lat,ETR,,,---,---,"Jonas, verso, l. 19",,,
613,55,23,{quam},quam,|,lat,ETR,,,---,---,"Jonas, verso, l. 19",,,
614,56,1,{sit},sit,_,lat,ETR,,,---,---,"Jonas, verso, l. 20",,<lb n=&quot;20&quot;/><supplied>CXX hominum qui nesciunt quid</supplied><hi rend=&quot;underline&quot;>,
615,56,2,{inter},inter,_,lat,ETR,,,---,---,"Jonas, verso, l. 20",,,
616,56,3,{dexteram},dexteram,_,lat,ETR,,,---,---,"Jonas, verso, l. 20",,,
617,56,4,{et},et,_,lat,ETR,,,---,---,"Jonas, verso, l. 20",,,
618,56,5,{sinistram},sinistram,.,lat,ETR,,,---,---,"Jonas, verso, l. 20",</hi></q></s>,,
619,56,6,dunc,dunc,_,fro,ADVgen,,,donc,DMF,"Jonas, verso, l. 20",,<s><hi rend=&quot;underline&quot;>,
620,56,7,{si},si,_,fro,ADVgen,,,si4,DMF,"Jonas, verso, l. 20",,,
621,56,8,{dicit},dicit,_,lat,VERcjg,,indpst3,dire,DMF,"Jonas, verso, l. 20",,,
622,56,9,{deus},deus,_,fro,NOMpro,,smn,Dieu,DMF,"Jonas, verso, l. 20",,,
623,56,10,{ad},ad,_,lat,PRE,,,à,DMF,"Jonas, verso, l. 20",,,
624,56,11,{ionam},jonam,_,lat,NOMpro,,smr,Jonas,wikipedia.fr,"Jonas, verso, l. 20",,,
625,56,12,{prophetam},prophetam,.,lat,NOMcom,,smr,prophète,DMF,"Jonas, verso, l. 20",</hi></s>,,
626,56,13,tu,tu,_,fro,PRNper,,2smn,tu,DMF,"Jonas, verso, l. 20",,<s><q>,
627,56,14,douls,douls,_,fro,VERcjg,,indpst2,douloir,DMF,"Jonas, verso, l. 20",,,
628,56,15,mult,mult,_,fro,ADVgen,,,moult,DMF,"Jonas, verso, l. 20",,,
629,56,16,a,a,_,fro,PRE,,,à,DMF,"Jonas, verso, l. 20",,<gap/>,
630,56,17,por,por,|,fro,PRE,,,pour,DMF,"Jonas, verso, l. 20",,,
631,57,1,st[=iretst],iretst,_,fro,ADJqua,,smn,iré,DMF,"Jonas, verso, l. 21",,<lb n=&quot;21&quot;/><supplied>icel edre es mult</supplied>,
632,57,2,{dixit},dixit,.,lat,ETR,,,---,---,"Jonas, verso, l. 21",,,
633,57,3,{in},in,_,lat,ETR,,,---,---,"Jonas, verso, l. 21",,,
634,57,4,{qua},qua,_,lat,ETR,,,---,---,"Jonas, verso, l. 21",,,
635,57,5,n[on],non,_,lat,ETR,,,---,---,"Jonas, verso, l. 21",,,
636,57,6,{laborasti},laborasti,_,lat,ETR,,,---,---,"Jonas, verso, l. 21",,,
637,57,7,{neque},neque,_,lat,ETR,,,---,---,"Jonas, verso, l. 21",,,
638,57,8,{fecisti},fecisti,_,lat,ETR,,,---,---,"Jonas, verso, l. 21",,,
639,57,9,{ut},ut,_,lat,ETR,,,---,---,"Jonas, verso, l. 21",,,
640,57,10,{cresceret},cresceret,_,lat,ETR,,,---,---,"Jonas, verso, l. 21",,,
641,57,11,{dixit},dixit,.,lat,ETR,,,---,---,"Jonas, verso, l. 21",</q></s>,,
642,57,12,e,e,_,fro,CONcoo,,,et,DMF,"Jonas, verso, l. 21",,<s><q>,
643,57,13,io,jo,_,fro,PRNper,,1smn,je,DMF,"Jonas, verso, l. 21",,,
644,57,14,{ne},ne,_,fro,ADVneg,,,ne,DMF,"Jonas, verso, l. 21",,,
645,57,15,dolreie,dolreie,_,fro,VERcjg,,con---1,douloir,DMF,"Jonas, verso, l. 21",,,
646,57,16,{de},de,_,lat,ETR,,,---,---,"Jonas, verso, l. 21",,,
647,57,17,{tanta},tanta,_,lat,ETR,,,---,---,"Jonas, verso, l. 21",,,
648,57,18,{milia},milia,_,lat,ETR,,,---,---,"Jonas, verso, l. 21",,,
649,57,19,{hominum},hominum,_,lat,ETR,,,---,---,"Jonas, verso, l. 21",,,
650,57,20,{si},si,_,lat,CONsub,,,si3,DMF,"Jonas, verso, l. 21",,,
651,57,21,p[er]dut,perdut,_,fro,VERppe,,pmn,perdre,DMF,"Jonas, verso, l. 21",,,
652,57,22,erent,erent,_,fro,VERcjg,,indipf6,être,DMF,"Jonas, verso, l. 21",,,
653,57,23,{dixit},dixit,|,lat,ETR,,,---,---,"Jonas, verso, l. 21",</q></s>,,
654,58,1,alair,alair,_,---,---,,,---,---,"Jonas, verso, l. 22",,<lb n=&quot;22&quot;/><s><q><gap/>,
655,58,2,{dixit},dixit,.,lat,ETR,,,---,---,"Jonas, verso, l. 22",</q></s>,,
656,58,3,{Postea},postea,_,lat,ADVgen,,,puis,DMF,"Jonas, verso, l. 22",,<s><q>,
657,58,4,en,en,_,fro,PRE,,,en,DMF,"Jonas, verso, l. 22",,,
658,58,5,ceste,ceste,_,fro,DETdem,,sfr,cist,DMF,"Jonas, verso, l. 22",,,
659,58,6,{causa},causa,_,lat,NOMcom,,sfr,chose,DMF,"Jonas, verso, l. 22",,,
660,58,7,{potestis},potestis,_,lat,VERcjg,,indpst5,pouvoir,DMF,"Jonas, verso, l. 22",,,
661,58,8,ore,ore,_,fro,ADVgen,,,or2,DMF,"Jonas, verso, l. 22",,,
662,58,9,uecdeir,vecdeir,.,fro,VERinf,,,voir,DMF,"Jonas, verso, l. 22",,,
663,58,10,{quanta},quanta,_,lat,ETR,,,---,---,"Jonas, verso, l. 22",,,
664,58,11,{est},est,_,lat,ETR,,,---,---,"Jonas, verso, l. 22",,,
665,58,12,{misericordia},misericordia,_,lat,ETR,,,---,---,"Jonas, verso, l. 22",,,
666,58,13,{et},et,_,lat,ETR,,,---,---,"Jonas, verso, l. 22",,,
667,58,14,{pietas},pietas,_,lat,ETR,,,---,---,"Jonas, verso, l. 22",,,
668,58,15,{dei},dei,_,lat,ETR,,,---,---,"Jonas, verso, l. 22",,,
669,58,16,{super},super,_,lat,ETR,,,---,---,"Jonas, verso, l. 22",,,
670,58,17,{peccatores},peccatores,_,lat,ETR,,,---,---,"Jonas, verso, l. 22",,,
671,58,18,{homines},homines,.,lat,ETR,,,---,---,"Jonas, verso, l. 22",</q></s>,,
672,58,19,Cil,cil,_,fro,DETdem,,pmn,cil,DMF,"Jonas, verso, l. 22",,<s>,
673,58,20,{homines},homines,_,lat,NOMcom,,pmn,homme,DMF,"Jonas, verso, l. 22",,,
674,58,21,{de},de,_,fro,PRE,,,de,DMF,"Jonas, verso, l. 22",,,
675,58,22,cele,cele,_,fro,DETdem,,sfr,cil,DMF,"Jonas, verso, l. 22",,,
676,58,23,{ciuitate},civitate,|,lat,NOMcom,,sfr,cité,DMF,"Jonas, verso, l. 22",,,
677,59,1,fendut[=offendut],offendut,.,fro,VERppe,,smr,offendre,DMF,"Jonas, verso, l. 23",,<lb n=&quot;23&quot;/><supplied>tant l aveient</supplied>,
678,59,2,q[e],qe,_,fro,CONsub,,,que,DMF,"Jonas, verso, l. 23",,,
679,59,3,tost,tost,_,fro,ADVgen,,,tôt,DMF,"Jonas, verso, l. 23",,,
680,59,4,le,le,_,fro,PRCper,,3sfr,le,DMF,"Jonas, verso, l. 23",,,
681,59,5,{uolebat},volebat,_,lat,VERcjg,,indipf3,vouloir,DMF,"Jonas, verso, l. 23",,,
682,59,6,delir,delir,.,fro,VERcjg,,,delir,DMF,"Jonas, verso, l. 23",,,
683,59,7,e,e,_,fro,CONcoo,,,et,DMF,"Jonas, verso, l. 23",,,
684,59,8,{inde},inde,_,lat,ADVgen,,,donc,DMF,"Jonas, verso, l. 23",,,
685,59,9,la,la,_,fro,DETdef,,sfr,le,DMF,"Jonas, verso, l. 23",,,
686,59,10,{ciuitate},civitate,_,lat,NOMcom,,sfr,cité,DMF,"Jonas, verso, l. 23",,,
687,59,11,{uolebat},volebat,_,lat,VERcjg,,indipf3,vouloir,DMF,"Jonas, verso, l. 23",,,
688,59,12,co[m]burir,comburir,.,fro,VERinf,,,comburir,DMF,"Jonas, verso, l. 23",,,
689,59,13,{et},et,_,lat,ETR,,,---,---,"Jonas, verso, l. 23",,,
690,59,14,{ad},ad,_,lat,ETR,,,---,---,"Jonas, verso, l. 23",,,
691,59,15,{nihilum},nihilum,_,lat,ETR,,,---,---,"Jonas, verso, l. 23",,,
692,59,16,redigere,redigere,.,lat,ETR,,,---,---,"Jonas, verso, l. 23",,,
693,59,17,{postea},postea,_,lat,ETR,,,---,---,"Jonas, verso, l. 23",,,STOP
694,59,18,p[er],per,_,lat,ETR,,,---,---,"Jonas, verso, l. 23",,,
695,59,19,cel,cel,_,fro,DETdem,,smr,cil,DMF,"Jonas, verso, l. 23",,,
696,59,20,{triduanum},triduanum,|,lat,ETR,,,---,---,"Jonas, verso, l. 23",,,
697,60,1,on[=contrition],contrition,_,fro,NOMcom,,sfr,contrition,DMF,"Jonas, verso, l. 24",,<lb n=&quot;24&quot;/><supplied>ieiunium si</supplied>,
698,60,2,fi{sient},fisient,.,fro,VERcjg,,indpsp6,faire,DMF,"Jonas, verso, l. 24",</s>,,
699,60,3,e,e,_,fro,CONcoo,,,et,DMF,"Jonas, verso, l. 24",,<s>,
700,60,4,{si},si,_,fro,ADVgen,,,si4,DMF,"Jonas, verso, l. 24",,,
701,60,5,{corrovement},corrovement,_,fro,NOMcom,,smr,corrovement,JonasP,"Jonas, verso, l. 24",,,
702,60,6,fi{sient},fisient,.,fro,VERcjg,,indpsp6,faire,DMF,"Jonas, verso, l. 24",</s>,,
703,60,7,{si},si,_,fro,ADVgen,,,si4,DMF,"Jonas, verso, l. 24",,<s>,
704,60,8,ache{derent},achederent,_,fro,VERcjg,,indpsp6,acheter,DMF,"Jonas, verso, l. 24",,,
705,60,9,{ueniam},veniam,_,lat,ETR,,,---,---,"Jonas, verso, l. 24",,,
706,60,10,{et},et,_,lat,ETR,,,---,---,"Jonas, verso, l. 24",,,
707,60,11,{remissionem},remissionem,_,lat,ETR,,,---,---,"Jonas, verso, l. 24",,,
708,60,12,{peccatorum},peccatorum,_,lat,ETR,,,---,---,"Jonas, verso, l. 24",,,
709,60,13,{suorum},suorum,.,lat,ETR,,,---,---,"Jonas, verso, l. 24",</s>,,
710,60,14,{deus},deus,_,lat,ETR,,,---,---,"Jonas, verso, l. 24",,<s>,
711,60,15,{omnipotens},omnipotens,_,lat,ETR,,,---,---,"Jonas, verso, l. 24",,,
712,60,16,{qui},qui,_,lat,ETR,,,---,---,"Jonas, verso, l. 24",,,
713,60,17,{pius},pius,_,lat,ETR,,,---,---,"Jonas, verso, l. 24",,,
714,60,18,{et},et,_,lat,ETR,,,---,---,"Jonas, verso, l. 24",,,
715,60,19,{misericors},misericors,_,lat,ETR,,,---,---,"Jonas, verso, l. 24",,,
716,60,20,{et},et,_,lat,ETR,,,---,---,"Jonas, verso, l. 24",,,
717,60,21,{clemens},clemens,_,lat,ETR,,,---,---,"Jonas, verso, l. 24",,,
718,60,22,{est},est,_,lat,ETR,,,---,---,"Jonas, verso, l. 24",,,
719,60,23,{et},et,_,lat,ETR,,,---,---,"Jonas, verso, l. 24",,,
720,60,24,{qui},qui,|,lat,ETR,,,---,---,"Jonas, verso, l. 24",,,
721,61,1,{mereantur},mereantur,_,lat,ETR,,,---,---,"Jonas, verso, l. 25",,<lb n=&quot;25&quot;/><supplied>vult quod peccatores vitam eternam</supplied>,
722,61,2,{et},et,_,lat,ETR,,,---,---,"Jonas, verso, l. 25",,,
723,61,3,{uiuant},vivant,.,lat,ETR,,,---,---,"Jonas, verso, l. 25",,,
724,61,4,{cum},cum,_,fro,CONsub,,,comme,DMF,"Jonas, verso, l. 25",,,
725,61,5,{co},co,_,fro,PRNdem,,,ce,DMF,"Jonas, verso, l. 25",,,
