wd_id,line_id,line_wd,dipl,word,wd_div,phon,phon_map,syllabified,lang,pos,pos_syn,morph,lemma,lemma_src,lemma_dmf,ref,phil_note,tei_right,tei_left
272,72,1,De,de,+,QV,d.e,Q/V\,lat,ETR,ETR,,---,---,,"CantAnn, l. 72",,,<l n=&quot;72&quot;>
273,72,2,u[=uirgine],virgine,_,QVRQVNV,v.i.r.g.i.n.e,'Q/V\R.Q/V\.'N/V\,lat,ETR,ETR,,---,---,,"CantAnn, l. 72",,<supplied reason=&quot;missing&quot;>maria</supplied></l></lg>,
274,73,1,Eu,eu,_,ɛu,e.u,,pro,PRNper,PRNper,1smn,eu,DOM,,"CantAnn, l. 73",,,<lg n=&quot;19&quot; type=&quot;stanza&quot; rhyme=&quot;aaab&quot; met=&quot;heptasyllable&quot;><l n=&quot;73&quot;>
275,73,2,uos,vos,_,vOS,v.o.s,,pro,PRCper,PRCper,5pmi,vós,DOM,,"CantAnn, l. 73",,,
276,73,3,ai,ai,+,Ai,a.i,,pro,VERcjg,VERcjg,indpst1,avér,DOM,,"CantAnn, l. 73",,,
277,73,4,dit,dit,–,diT,d.i.t,,pro,VERppe,VERppe,smr,dire,DOM,,"CantAnn, l. 73",,,
278,73,5,mon,mon,+,mOn,m.o.n,,pro,DETpos,DETpos,1smr,mon,DOM,,"CantAnn, l. 73",,,
279,73,6,ta_lan,talan,–,tAlAn,t.a.l.a.n,,pro,NOMcom,NOMcom,smr,talén,DOM,,"CantAnn, l. 73",,</l>,
280,74,1,e,e,+,E,e,,pro,CONcoo,CONcoo,,e,DOM,,"CantAnn, l. 74",,,<l n=&quot;74&quot;>
281,74,2,uos,vos,–,voS,v.o.s,,pro,PRNper,PRNper,5pmn,vós,DOM,,"CantAnn, l. 74",,,
282,74,3,diiat,diiat,–,diiAT,d.i.j.a.t,,pro,VERcjg,VERcjg,subpst5,dire,DOM,,"CantAnn, l. 74",,,
283,74,4,en,en,+,EN,e.n,,pro,PRE,PRE,,én2,DOM,,"CantAnn, l. 74",,,
284,74,5,a_uan,avan,–|,AvAn,a.v.a.n,,pro,ADVgen,ADVgen,,avan,DOM,,"CantAnn, l. 74",,</l><lb/>,
285,75,1,ch_a_ques,chaques,_,ċAkES,ch.a.qu.e.s,,pro,DETind,DETind,pmr,cac,DOM,,"CantAnn, l. 75",,,<l n=&quot;75&quot;>
286,75,2,uers,vers,–,vɛrS,v.e.r.s,,pro,NOMcom,NOMcom,pmr,vèrs,DOM,,"CantAnn, l. 75",,,
287,75,3,nous,nous,+,nɔuS,n.o.u.s,,pro,ADJqua,ADJqua,pmr,nòu,DOM,,"CantAnn, l. 75",,,
288,75,4,ab,ab,–,AP,a.b,,pro,PRE,PRE,,ab,DOM,,"CantAnn, l. 75",,,
289,75,5,nos,nos,_,noS,n.o.s,,pro,PRNper,PRNper,5pmr,nós,DOM,,"CantAnn, l. 75",,,
290,75,6,ian,jan,_,ʤAn,j.a.n,,pro,ADVgen,ADVgen,,gén2,DOM,,"CantAnn, l. 75",lemma_SponsT:239,</l>,
291,76,1,De,de,+,QV,d.e,Q/V\,lat,ETR,ETR,,---,---,,"CantAnn, l. 76",,,<l n=&quot;76&quot;>
292,76,2,uir[=uirgine],virgine,|,QVRQVNV,v.i.r.g.i.n.e,'Q/V\R.Q/V\.'N/V\,lat,ETR,ETR,,---,---,,"CantAnn, l. 76",,<supplied reason=&quot;missing&quot;>maria</supplied></l></lg></body></text>,
