wd_id,line_id,line_wd,textlineid,ref,dipl,word,phon,phon_map,syllabified,wd_div,lang,pos,morph,lemma,lemma_src,lemma_dmf,phil_note,tei_right,tei_left
355,64,2,63,"AlexAlb, l. 63",l,l,L,l,L/\,+,fro,DETdef,smr,le,DMF,le,,,
356,64,3,63,"AlexAlb, l. 63",altre,altre,ALtrE,a.l.t.r.e,'/A\L.tr/(E)\,_,fro,PRNind,smr,autre,DMF,autre,,,
357,64,4,63,"AlexAlb, l. 63",neyr,neyr,nEir,n.e.y.r,n/E\ir,_,fro,ADJqua,smr,noir,DMF,noir,,,
358,64,5,63,"AlexAlb, l. 63",cu[m],cum,kOm,c.u.m,k/O\m,_,fro,CONsub,---,comme,DMF,comme,,,
359,64,6,63,"AlexAlb, l. 63",de,de,dE,d.e,d/(E)\,_,fro,PRE,---,de,DMF,de,,,
360,64,7,63,"AlexAlb, l. 63",falcon,falcon,fALkOn,f.a.l.c.o.n,f/A\L.'k/O\n,.,fro,NOMcom,smr,faucon,DMF,faucon,,</l>,
361,65,1,64,"AlexAlb, l. 64",de,de,dE,d.e,d/(E)\,_,fro,PRE,---,de,DMF,de,,,<l n=&quot;64&quot;>
362,65,2,64,"AlexAlb, l. 64",la,la,LA,l.a,L/(A)\,_,fro,DETdef,sfr,le,DMF,le,,,
363,65,3,64,"AlexAlb, l. 64",figura,figura,figyrA,f.i.g.u.r.a,f/i\.'g/y\.r/(A)\,_,fro,NOMcom,sfr,figure,DMF,figure,,,
364,65,4,64,"AlexAlb, l. 64",en,en,En,e.n,/E\n,|,fro,PRE,---,en,DMF,en,,,
365,65,5,64,"AlexAlb, l. 64",auiron,aviron,AvirOn,a.v.i.r.o.n,/A\.v/i\.'r/O\n,.,fro,NOMcom,smr,environ,DMF,environ,,</l>,
366,66,1,65,"AlexAlb, l. 65",beyn,beyn,bEn,b.ey.n,b/E\n,_,fro,ADVgen,---,bien,DMF,bien,phon_AlexAlbZ:399,,<l n=&quot;65&quot;>
367,66,2,65,"AlexAlb, l. 65",resemplet,resemplet,rEzENpLɛT,r.e.s.e.m.p.l.e.t,r/E\.z/E\N.'pL/ɛ\T,_,fro,VERcjg,indpsp3,resembler,DMF,resembler,,,
368,66,3,65,"AlexAlb, l. 65",fil,fil,fiʎ,f.i.l,f/i\ʎ,_,fro,NOMcom,smr,fils,DMF,fils,,,
369,66,4,65,"AlexAlb, l. 65",de,de,dE,d.e,d/(E)\,_,fro,PRE,---,de,DMF,de,,,
370,66,5,65,"AlexAlb, l. 65",baron,baron,bArOn,b.a.r.o.n,b/A\.'r/O\n,.,fro,NOMcom,smr,baron,DMF,baron,,</l></lg>,
371,67,1,66,"AlexAlb, l. 66",Clar,clar,kLAr,c.l.a.r,kL/A\r,_,fro,ADJqua,smr,clair,DMF,clair,,,<lg n=&quot;10&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;66&quot;>
372,67,2,66,"AlexAlb, l. 66",ab,ab,AP,a.b,/A\P,_,fro,VERcjg,indpsp3,avoir,DMF,avoir,,,
373,67,3,66,"AlexAlb, l. 66",lo,lo,Lo,l.o,L/(o)\,_,fro,DETdef,smr,le,DMF,le,,,
374,67,4,66,"AlexAlb, l. 66",uult,vult,voLT,v.u.l.t,v/o\LT,_,fro,NOMcom,smr,voult,DMF,voult,,,
375,67,5,66,"AlexAlb, l. 66",beyn,beyn,bEn,b.ey.n,b/E\n,_,fro,ADVgen,---,bien,DMF,bien,phon_AlexAlbZ:399,,
376,67,6,66,"AlexAlb, l. 66",figurad,figurad,figyrAð,f.i.g.u.r.a.d,f/i\.g/y\.'r/A\ð,.,fro,VERppe,smr,figurer,DMF,figurer,,</l>,
377,68,1,67,"AlexAlb, l. 67",saur,saur,SAur,s.a.u.r,S/A\ur,+,fro,ADJqua,smr,sor,DMF,sor,,,<l n=&quot;67&quot;>
378,68,2,67,"AlexAlb, l. 67",lo,lo,Lo,l.o,L/(o)\,|,fro,DETdef,smr,le,DMF,le,,,
379,68,3,67,"AlexAlb, l. 67",cabeyl,cabeyl,kAbeʎ,c.a.b.e.yl,k/A\.'b/e\ʎ,_,fro,NOMcom,smr,cheveu,DMF,cheveu,,,
380,68,4,67,"AlexAlb, l. 67",recercelad,recercelad,rEʦErÇElAð,r.e.c.e.r.c.e.l.a.d,r/E\.ʦ/E\r.Ç/E\.'l/A\ð,.,fro,VERppe,smr,recercler,DMF,recercler,,</l>,
381,69,1,68,"AlexAlb, l. 68",plen,plen,pLEn,p.l.e.n,pL/E\n,_,fro,ADJqua,smr,plein,DMF,plein,,,<l n=&quot;68&quot;>
382,69,2,68,"AlexAlb, l. 68",lo,lo,Lo,l.o,L/(o)\,_,fro,DETdef,smr,le,DMF,le,,,
383,69,3,68,"AlexAlb, l. 68",collet,collet,koLlɛT,c.o.l.l.e.t,k/o\L.'l/ɛ\T,_,fro,NOMcom,smr,collet,DMF,collet,,,
384,69,4,68,"AlexAlb, l. 68",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,
385,69,5,68,"AlexAlb, l. 68",colorad,colorad,kolorAð,c.o.l.o.r.a.d,k/o\.l/o\.'r/A\ð,.,fro,VERppe,smr,colorer,DMF,colorer,,</l>,
386,70,1,69,"AlexAlb, l. 69",ample,ample,ANpLE,a.m.p.l.e,'/A\N.pL/(E)\,_,fro,ADJqua,smr,ample,DMF,ample,,,<l n=&quot;69&quot;>
387,70,2,69,"AlexAlb, l. 69",lo,lo,Lo,l.o,L/(o)\,+,fro,DETdef,smr,le,DMF,le,,,
388,70,3,69,"AlexAlb, l. 69",peyz,peyz,pEiÇ,p.e.y.z,p/E\iÇ,_,fro,NOMcom,smr,pis,DMF,pis,,,
389,70,4,69,"AlexAlb, l. 69",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,
390,70,5,69,"AlexAlb, l. 69",aformad,aformad,AformAð,a.f.o.r.m.a.d,/A\.f/o\r.'m/A\ð,.|,fro,VERppe,smr,aformer,TL,---,,</l>,
391,71,1,70,"AlexAlb, l. 70",lo,lo,Lo,l.o,L/(o)\,+,fro,DETdef,smr,le,DMF,le,,,<l n=&quot;70&quot;>
392,71,2,70,"AlexAlb, l. 70",bu,bu,by,b.u,b/y\,_,fro,NOMcom,smr,bu,DMF,bu,,,
393,71,3,70,"AlexAlb, l. 70",subtil,subtil,SyPtil,s.u.b.t.i.l,S/y\P.'t/i\l,_,fro,ADJqua,smr,subtil,DMF,subtil,,,
394,71,4,70,"AlexAlb, l. 70",non,non,nOn,n.o.n,n/O\n,_,fro,ADVneg,---,non,DMF,non,,,
395,71,5,70,"AlexAlb, l. 70",trob,trob,trɔP,t.r.o.b,tr/ɔ\P,_,fro,ADVgen,---,trop,DMF,trop,,,
396,71,6,70,"AlexAlb, l. 70",delcad,delcad,dELċAð,d.e.l.c.a.d,d/E\L.'ċ/A\ð,.,fro,ADJqua,smr,douge,DMF,douge,,</l>,
397,72,1,71,"AlexAlb, l. 71",lo,lo,Lo,l.o,L/(o)\,_,fro,DETdef,smr,le,DMF,le,,,<l n=&quot;71&quot;>
398,72,2,71,"AlexAlb, l. 71",corps,corps,kɔrPS,c.o.r.p.s,k/ɔ\rPS,_,fro,NOMcom,smr,corps,DMF,corps,,,
399,72,3,71,"AlexAlb, l. 71",d,d,d,d,d/\,+,fro,PRE,---,de,DMF,de,,,
400,72,4,71,"AlexAlb, l. 71",aual,aval,AvAl,a.v.a.l,/A\.'v/A\l,_,fro,ADVgen,---,aval,DMF,aval,,,
401,72,5,71,"AlexAlb, l. 71",beyn,beyn,bEn,b.ey.n,b/E\n,_,fro,ADVgen,---,bien,DMF,bien,phon_AlexAlbZ:399,,
402,72,6,71,"AlexAlb, l. 71",enforcad,enforcad,ENforÇAð,e.n.f.o.r.c.a.d,/E\N.f/o\r.'Ç/A\ð,.,fro,VERppe,smr,enforcer,DMF,enforcer,,</l>,
403,73,1,72,"AlexAlb, l. 72",lo,lo,Lo,l.o,L/(o)\,_,fro,DETdef,smr,le,DMF,le,,,<l n=&quot;72&quot;>
404,73,2,72,"AlexAlb, l. 72",poyn,poyn,pOɲ,p.o.yn,p/O\ɲ,_,fro,NOMcom,smr,poing,DMF,poing,,,
405,73,3,72,"AlexAlb, l. 72",e,e,e,e,/e\,+,fro,CONcoo,---,et,DMF,et,,,
406,73,4,72,"AlexAlb, l. 72",l,l,l,l,/\L,_,fro,DETdef,smr,le,DMF,le,,,
407,73,5,72,"AlexAlb, l. 72",braz,braz,brAÇ,b.r.a.z,br/A\Ç,|,fro,NOMcom,smr,bras,DMF,bras,,,
408,73,6,72,"AlexAlb, l. 72",auigurad,avigurad,AvigyrAð,a.v.i.g.u.r.a.d,/A\.v/i\.g/y\.'r/A\ð,.,fro,VERppe,smr,avigorer,DMF,avigorer,,</l>,
409,74,1,73,"AlexAlb, l. 73",fer,fer,fɛr,f.e.r,f/ɛ\r,_,fro,ADJqua,smr,fier,DMF,fier,,,<l n=&quot;73&quot;>
410,74,2,73,"AlexAlb, l. 73",lo,lo,Lo,l.o,L/(o)\,+,fro,DETdef,smr,le,DMF,le,,,
411,74,3,73,"AlexAlb, l. 73",talent,talent,tAlENT,t.a.l.e.n.t,t/A\.'l/E\NT,_,fro,NOMcom,smr,talent,DMF,talent,,,
412,74,4,73,"AlexAlb, l. 73",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,
413,74,5,73,"AlexAlb, l. 73",apensad,apensad,ApENSAð,a.p.e.n.s.a.d,/A\.p/E\N.'S/A\ð,.,fro,VERppe,smr,apenser,DMF,apenser,,</l>,
414,75,1,74,"AlexAlb, l. 74",Mels,mels,mɛLS,m.e.l.s,m/ɛ\LS,_,fro,ADVgen,---,mieulx,DMF,mieulx,,,<l n=&quot;74&quot;>
415,75,2,74,"AlexAlb, l. 74",uay,vay,vAi,v.a.y,v/A\i,_,fro,VERcjg,indpst3,aller,DMF,aller,,,
416,75,3,74,"AlexAlb, l. 74",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,
417,75,4,74,"AlexAlb, l. 74",cort,cort,korT,c.o.r.t,k/o\rT,_,fro,VERcjg,indpst3,courir,DMF,courir,,,
418,75,5,74,"AlexAlb, l. 74",de,de,dE,d.e,d/(E)\,_,fro,PRE,---,de,DMF,de,,,
419,75,6,74,"AlexAlb, l. 74",l,l,L,l,L/\,+,fro,DETdef,smr,le,DMF,le,,,
420,75,7,74,"AlexAlb, l. 74",an,an,An,a.n,/A\n,_,fro,NOMcom,smr,an,DMF,an,,,
421,75,8,74,"AlexAlb, l. 74",primyer,primyer,primiEr,p.r.i.m.y.e.r,pr/i\.'m/iE\r,.,fro,ADJord,smr,premier,DMF,premier,,</l>,
422,76,1,75,"AlexAlb, l. 75",que,que,kE,qu.e,k/(E)\,_,fro,CONsub,---,que,DMF,que,,,<l n=&quot;75&quot;>
423,76,2,75,"AlexAlb, l. 75",altre,altre,ALtrE,a.l.t.r.e,'/A\L.tr/(E)\,|,fro,ADJind,smn,autre,DMF,autre,,,
424,76,3,75,"AlexAlb, l. 75",emfes,emfes,ENfES,e.m.f.e.s,'/E\N.f/E\S,_,fro,NOMcom,smn,enfant,DMF,enfant,,,
425,76,4,75,"AlexAlb, l. 75",de,de,dE,d.e,d/(E)\,+,fro,PRE,---,de,DMF,de,,,
426,76,5,75,"AlexAlb, l. 75",l,l,L,l,/\L,+,fro,DETdef,smr,le,DMF,le,,,
427,76,6,75,"AlexAlb, l. 75",soyientreyr,soyientreyr,SOiiENtrEir,s.o.y.i.e.n.t.r.e.y.r,S/O\i./iE\N.'tr/E\ir,.,fro,ADJord,smr,sĕcŭndus,FEW,---,lemma_MölkHoltus1999:614,</l>,
428,77,1,76,"AlexAlb, l. 76",eylay,eylay,EilAi,e.y.l.a.y,/E\i.'l/A\i,_,fro,ADVgen,---,ailai,DOM,---,lemma_AlexAlbZ:401,,<l n=&quot;76&quot;>
429,77,2,76,"AlexAlb, l. 76",o,o,o,o,/o\,_,fro,PRCdem,snr,o2,DOM,---,,,
430,77,3,76,"AlexAlb, l. 76",uey,vey,vEi,v.e.y,v/E\i,_,fro,VERcjg,indpst3,voir,DMF,voir,,,
431,77,4,76,"AlexAlb, l. 76",franc,franc,frANK,f.r.a.n.c,fr/A\NK,_,fro,ADJqua,smr,franc2,DMF,franc2,,,
432,77,5,76,"AlexAlb, l. 76",caualleyr,cavalleyr,ċAvAlEir,c.a.v.a.ll.e.y.r,ċ/A\.v/A\.'l/E\ir,.,fro,NOMcom,smr,chevalier,DMF,chevalier,,</l>,
433,78,1,77,"AlexAlb, l. 77",son,son,SOn,s.o.n,S/O\n,+,fro,DETpos,3smr,son4,DMF,son4,,,<l n=&quot;77&quot;>
434,78,2,77,"AlexAlb, l. 77",corps,corps,kɔrPS,c.o.r.p.s,k/ɔ\rPS,_,fro,NOMcom,smr,corps,DMF,corps,,,
435,78,3,77,"AlexAlb, l. 77",p[re]sente,presente,prEzENtE,p.r.e.s.e.n.t.e,pr/E\.'z/E\N.t/(E)\,_,fro,VERcjg,indpst3,présenter,DMF,présenter,,,
436,78,4,77,"AlexAlb, l. 77",uolun|teyr,volunteyr,volONtEir,v.o.l.u.n.t.e.y.r,v/o\.l/O\N.'t/E\ir,.,fro,ADVgen,---,volontiers,DMF,volontiers,,</l>,
437,79,1,78,"AlexAlb, l. 78",a,a,A,a,/A\,_,fro,PRE,---,à,DMF,à,,,<l n=&quot;78&quot;>
438,79,2,78,"AlexAlb, l. 78",fol,fol,fɔl,f.o.l,f/ɔ\l,_,fro,ADJqua,smr,fou,DMF,fou,,,
439,79,3,78,"AlexAlb, l. 78",omen,omen,OmEn,o.m.e.n,'/O\.m/E\n,_,fro,NOMcom,smr,homme,DMF,homme,,,
440,79,4,78,"AlexAlb, l. 78",ne,ne,nE,n.e,n/(E)\,_,fro,CONcoo,---,ne2,DMF,ne2,,,
441,79,5,78,"AlexAlb, l. 78",ad,ad,Að,a.d,/A\ð,_,fro,PRE,---,à,DMF,à,,,
442,79,6,78,"AlexAlb, l. 78",escueyr,escueyr,ESkyEir,e.s.c.u.e.y.r,/E\S.k/y\.'/E\ir,.,fro,NOMcom,smr,écuyer,DMF,écuyer,,</l>,
443,80,1,79,"AlexAlb, l. 79",no,no,no,n.o,n/o\,_,fro,ADVneg,---,ne,DMF,ne,,,<l n=&quot;79&quot;>
444,80,2,79,"AlexAlb, l. 79",deyne,deyne,dEɲE,d.e.yn.e,'d/E\.ɲ/(E)\,_,fro,VERcjg,indpst3,daigner,DMF,daigner,,,
445,80,3,79,"AlexAlb, l. 79",fayr,fayr,fAir,f.a.y.r,f/A\ir,_,fro,VERinf,---,faire,DMF,faire,,,
446,80,4,79,"AlexAlb, l. 79",regart,regart,rEgArT,r.e.g.a.r.t,r/E\.'g/A\rT,_,fro,NOMcom,smr,regard,DMF,regard,,,
447,80,5,79,"AlexAlb, l. 79",semgleyr,semgleyr,SENgLEir,s.e.m.g.l.e.y.r,S/E\N.'gL/E\ir,.,fro,ADJqua,smr,sanglier,DMF,sanglier,lemma_AlexAlbZ:397,</l>,
448,81,1,80,"AlexAlb, l. 80",aysi,aysi,Aisi,a.y.s.i,/A\i.'s/i\,+,fro,ADVgen,---,ainsi,DMF,ainsi,,,<l n=&quot;80&quot;>
449,81,2,80,"AlexAlb, l. 80",s,s,S,s,/\S,+,fro,PRCper,3smr,se,DMF,se,,,
450,81,3,80,"AlexAlb, l. 80",conten,conten,kONtEn,c.o.n.t.e.n,'k/O\N.t/E\n,_,fro,VERcjg,indpst3,contenir,DMF,contenir,,,
451,81,4,80,"AlexAlb, l. 80",en,en,En,e.n,/E\n,|,fro,PRE,---,en,DMF,en,,,
452,81,5,80,"AlexAlb, l. 80",magesteyr,magesteyr,mAʤEStEir,m.a.g.e.s.t.e.y.r,m/A\.ʤ/E\S.'t/E\ir,.,fro,NOMcom,smr,maistire,DMF,maistire,lemma_AlexAlbZ:397,</l>,
453,82,1,81,"AlexAlb, l. 81",cu[m],cum,kOm,c.u.m,k/O\m,_,fro,CONsub,---,comme,DMF,comme,,,<l n=&quot;81&quot;>
454,82,2,81,"AlexAlb, l. 81",trestot,trestot,trEStoT,t.r.e.s.t.o.t,tr/E\S.'t/o\T,_,fro,ADVgen,---,trèstout,DMF,trèstout,,,
455,82,3,81,"AlexAlb, l. 81",teyne,teyne,tEɲE,t.e.yn.e,'t/E\.ɲ/(E)\,_,fro,VERcjg,subpst3,tenir,DMF,tenir,,,
456,82,4,81,"AlexAlb, l. 81",ia,ja,ʤA,j.a,ʤ/A\,_,fro,ADVgen,---,jà,DMF,jà,,,
457,82,5,81,"AlexAlb, l. 81",l,l,L,l,/\L,+,fro,DETdef,smr,le,DMF,le,,,
458,82,6,81,"AlexAlb, l. 81",empeyr,empeyr,ENpEir,e.m.p.e.y.r,/E\N.'p/E\ir,.,fro,NOMcom,smr,empire,DMF,empire,,</l></lg>,
459,83,1,82,"AlexAlb, l. 82",Magestres,magestres,mAʤEStrES,m.a.g.e.s.t.r.e.s,m/A\.'ʤ/E\S.tr/E\S,_,fro,NOMcom,pmr,maître,DMF,maître,,,<lg n=&quot;12&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;82&quot;>
460,83,2,82,"AlexAlb, l. 82",ab,ab,AP,a.b,/A\P,_,fro,VERcjg,indpsp3,avoir,DMF,avoir,,,
461,83,3,82,"AlexAlb, l. 82",beyn,beyn,bEn,b.ey.n,b/E\n,_,fro,ADVgen,---,bien,DMF,bien,phon_AlexAlbZ:399,,
462,83,4,82,"AlexAlb, l. 82",affactaz,affactaz,AfAktAÇ,a.ff.a.c.t.a.z,/A\.f/A\k.'t/A\Ç,.,fro,VERppe,pmr,affaiter,DMF,affaiter,,</l>,
463,84,1,83,"AlexAlb, l. 83",de,de,dE,d.e,d/(E)\,|,fro,PRE,---,de,DMF,de,,,<l n=&quot;83&quot;>
464,84,2,83,"AlexAlb, l. 83",totas,totas,totAS,t.o.t.a.s,'t/o\.t/A\S,_,fro,DETind,pfr,tout,DMF,tout,,,
465,84,3,83,"AlexAlb, l. 83",arz,arz,ArÇ,a.r.z,/A\rÇ,_,fro,NOMcom,pfr,art,DMF,art,,,
466,84,4,83,"AlexAlb, l. 83",beyn,beyn,bEn,b.ey.n,b/E\n,_,fro,ADVgen,---,bien,DMF,bien,phon_AlexAlbZ:399,,
467,84,5,83,"AlexAlb, l. 83",enseynaz,enseynaz,ENSEɲAÇ,e.n.s.e.yn.a.z,/E\N.S/E\.'ɲ/A\Ç,.,fro,VERppe,pmr,enseigner,DMF,enseigner,,</l>,
468,85,1,84,"AlexAlb, l. 84",qui,qui,ki,qu.i,k/<i>\,+,fro,PRNrel,pmn,qui,DMF,qui,,,<l n=&quot;84&quot;>
469,85,2,84,"AlexAlb, l. 84",l,l,L,l,/\L,_,fro,PRCper,3smr,le,DMF,le,,,
470,85,3,84,"AlexAlb, l. 84",duystrent,duystrent,dyiStrENT,d.u.y.s.t.r.e.n.t,'d/y\iS.tr/E\NT,_,fro,VERcjg,indpsp6,duire,DMF,duire,,,
471,85,4,84,"AlexAlb, l. 84",beyn,beyn,bEn,b.ey.n,b/E\n,_,fro,ADVgen,---,bien,DMF,bien,phon_AlexAlbZ:399,,
472,85,5,84,"AlexAlb, l. 84",de,de,dE,d.e,d/(E)\,+,fro,PRE,---,de,DMF,de,,,
473,85,6,84,"AlexAlb, l. 84",dignitaz,dignitaz,diɲitAÇ,d.i.gn.i.t.a.z,d/i\.ɲ/i\.t/A\Ç,.,fro,NOMcom,sfr,dignité,DMF,dignité,,</l>,
474,86,1,85,"AlexAlb, l. 85",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,<l n=&quot;85&quot;>
475,86,2,85,"AlexAlb, l. 85",de,de,dE,d.e,d/(E)\,_,fro,PRE,---,de,DMF,de,,,
476,86,3,85,"AlexAlb, l. 85",conseyl,conseyl,kONSeʎ,c.o.n.s.e.yl,k/O\N.'S/e\ʎ,_,fro,NOMcom,smr,conseil,DMF,conseil,,,
477,86,4,85,"AlexAlb, l. 85",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,
478,86,5,85,"AlexAlb, l. 85",de,de,dE,d.e,d/(E)\,|,fro,PRE,---,de,DMF,de,,,
479,86,6,85,"AlexAlb, l. 85",bontaz,bontaz,bONtAÇ,b.o.n.t.a.z,b/O\N.'t/A\Ç,.,fro,NOMcom,sfr,bonté,DMF,bonté,,</l>,
480,87,1,86,"AlexAlb, l. 86",de,de,dE,d.e,d/(E)\,_,fro,PRE,---,de,DMF,de,,,<l n=&quot;86&quot;>
481,87,2,86,"AlexAlb, l. 86",sapientia,sapientia,SApiENʦiA,s.a.p.i.e.n.t.i.a,S/A\.p/i\.'/E\N.ʦ/<i>\./(A)\,_,fro,NOMcom,sfr,sapience,DMF,sapience,lang_AlexAlbZ:392,,
482,87,3,86,"AlexAlb, l. 86",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,
483,87,4,86,"AlexAlb, l. 86",d,d,d,d,d/\,+,fro,PRE,---,de,DMF,de,,,
484,87,5,86,"AlexAlb, l. 86",onestaz,onestaz,OnEStAÇ,o.n.e.s.t.a.z,/O\.n/E\S.'t/A\Ç,.,fro,NOMcom,sfr,honnesté,DMF,honnesté,,</l>,
485,88,1,87,"AlexAlb, l. 87",de,de,dE,d.e,d/(E)\,+,fro,PRE,---,de,DMF,de,,,<l n=&quot;87&quot;>
486,88,2,87,"AlexAlb, l. 87",fayr,fayr,fAir,f.a.y.r,f/A\ir,_,fro,VERinf,---,faire,DMF,faire,,,
487,88,3,87,"AlexAlb, l. 87",estorn,estorn,EStorn,e.s.t.o.r.n,/E\S.'t/o\rn,_,fro,NOMcom,smr,estour,DMF,estour,,,
488,88,4,87,"AlexAlb, l. 87",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,
489,88,5,87,"AlexAlb, l. 87",prodeltaz,prodeltaz,prodELtAÇ,p.r.o.d.e.l.t.a.z,pr/o\.d/E\L.'t/A\Ç,.,fro,NOMcom,sfr,prodeltat,DOM,prodeltat,,</l></lg>,
490,89,1,88,"AlexAlb, l. 88",L,l,L,l,L/\,+,fro,DETdef,smn,le,DMF,le,,,<lg n=&quot;13&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;88&quot;>
491,89,2,88,"AlexAlb, l. 88",uns,uns,yNS,u.n.s,/y\NS,_,fro,PRNind,smn,un,DMF,un,,,
492,89,3,88,"AlexAlb, l. 88",l,l,L,l,L/\,+,fro,PRCper,3smr,le,DMF,le,,,
493,89,4,88,"AlexAlb, l. 88",enseyned,enseyned,ENSEɲɛT,e.n.s.e.yn.e.d,/E\N.S/E\.'ɲ/ɛ\T,|,fro,VERcjg,indpsp3,enseigner,DMF,enseigner,,,
494,89,5,88,"AlexAlb, l. 88",beyn,beyn,bEn,b.ey.n,b/E\n,_,fro,ADVgen,---,bien,DMF,bien,phon_AlexAlbZ:399,,
495,89,6,88,"AlexAlb, l. 88",paru,parv,pArF,p.a.r.v,p/A\rF,_,fro,ADJqua,smr,parve,DMF,parve,,,
496,89,7,88,"AlexAlb, l. 88",mischin,mischin,miSkin,m.i.s.ch.i.n,m/i\S.'k/i\n,.,fro,NOMcom,smr,méchin,DMF,méchin,,</l>,
497,90,1,89,"AlexAlb, l. 89",de,de,dE,d.e,d/(E)\,+,fro,PRE,---,de,DMF,de,,,<l n=&quot;89&quot;>
498,90,2,89,"AlexAlb, l. 89",grec,grec,grɛk,g.r.e.c,gr/ɛ\k,_,fro,ADJqua,smr,grec,DMF,grec,,,
499,90,3,89,"AlexAlb, l. 89",ser_mon,sermon,SErmOn,s.e.r.m.o.n,S/E\r.'m/O\n,_,fro,NOMcom,smr,sermon,DMF,sermon,,,
500,90,4,89,"AlexAlb, l. 89",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,
501,90,5,89,"AlexAlb, l. 89",de,de,dE,d.e,d/(E)\,_,fro,PRE,---,de,DMF,de,,,
502,90,6,89,"AlexAlb, l. 89",latin,latin,LAtin,l.a.t.i.n,L/A\.'t/i\n,.,fro,ADJqua,smr,latin,DMF,latin,,</l>,
503,91,1,90,"AlexAlb, l. 90",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,<l n=&quot;90&quot;>
504,91,2,90,"AlexAlb, l. 90",lettra,lettra,LetrA,l.e.tt.r.a,'L/e\.tr/(A)\,_,fro,NOMcom,sfr,lettre,DMF,lettre,,,
505,91,3,90,"AlexAlb, l. 90",fayr,fayr,fAir,f.a.y.r,f/A\ir,_,fro,VERinf,---,faire,DMF,faire,,,
506,91,4,90,"AlexAlb, l. 90",en,en,En,e.n,/E\n,_,fro,PRE,---,en,DMF,en,,,
507,91,5,90,"AlexAlb, l. 90",pargamin,pargamin,pArgAmin,p.a.r.g.a.m.i.n,p/A\r.g/A\.'m/i\n,.,fro,NOMcom,smr,parchemin,DMF,parchemin,,</l>,
508,92,1,91,"AlexAlb, l. 91",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,<l n=&quot;91&quot;>
509,92,2,91,"AlexAlb, l. 91",en,en,En,e.n,/E\n,|,fro,PRE,---,en,DMF,en,,,
510,92,3,91,"AlexAlb, l. 91",ebrey,ebrey,EbrEi,e.b.r.e.y,/E\.'br/E\i,_,fro,NOMcom,smr,hébreu,DMF,hébreu,,,
511,92,4,91,"AlexAlb, l. 91",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,
512,92,5,91,"AlexAlb, l. 91",en,en,En,e.n,/E\n,_,fro,PRE,---,en,DMF,en,,,
513,92,6,91,"AlexAlb, l. 91",ermin,ermin,Ermin,e.r.m.i.n,/E\r.'m/i\n,.,fro,NOMcom,smr,ermin,DMF,ermin,,</l>,
514,93,1,92,"AlexAlb, l. 92",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,<l n=&quot;92&quot;>
515,93,2,92,"AlexAlb, l. 92",fayr,fayr,fAir,f.a.y.r,f/A\ir,_,fro,VERinf,---,faire,DMF,faire,,,
516,93,3,92,"AlexAlb, l. 92",a,a,A,a,/A\,+,fro,PRE,---,à,DMF,à,,,
517,93,4,92,"AlexAlb, l. 92",seyr,seyr,SEir,s.e.y.r,S/E\ir,_,fro,NOMcom,smr,soir,DMF,soir,,,
518,93,5,92,"AlexAlb, l. 92",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,
519,93,6,92,"AlexAlb, l. 92",a,a,A,a,/A\,+,fro,PRE,---,à,DMF,à,,,
520,93,7,92,"AlexAlb, l. 92",matin,matin,mAtin,m.a.t.i.n,m/A\.'t/i\n,.,fro,NOMcom,smr,matin,DMF,matin,,</l>,
521,94,1,93,"AlexAlb, l. 93",agayt,agayt,AgAiT,a.g.a.y.t,/A\.'g/A\iT,_,fro,NOMcom,smr,aguet,DMF,aguet,,,<l n=&quot;93&quot;>
522,94,2,93,"AlexAlb, l. 93",en_cu[n]tre,encuntre,ENkONtrE,e.n.c.u.n.t.r.e,/E\N.'k/O\N.tr/(E)\,_,fro,PRE,---,encontre,DMF,encontre,,,
523,94,3,93,"AlexAlb, l. 93",son,son,SOn,s.o.n,S/O\n,_,fro,DETpos,3smr,son4,DMF,son4,,,
524,94,4,93,"AlexAlb, l. 93",uicin,vicin,viʦin,v.i.c.i.n,v/i\.'ʦ/i\n,.|,fro,NOMcom,smr,voisin,DMF,voisin,,</l></lg>,
