wd_id,line_id,line_wd,textlineid,ref,dipl,word,phon,phon_map,syllabified,wd_div,lang,pos,morph,lemma,lemma_src,lemma_dmf,phil_note,tei_right,tei_left
182,35,3,34,"AlexAlb, l. 34",non,non,nOn,n.o.n,n/O\n,+,fro,ADVneg,---,ne,DMF,ne,,,
183,35,4,34,"AlexAlb, l. 34",uid,vid,viT,v.i.d,v/i\T,_,fro,VERcjg,indpsp3,voir,DMF,voir,,,
184,35,5,34,"AlexAlb, l. 34",ainz,ainz,AiNÇ,a.i.n.z,/A\iNÇ,_,fro,ADVgen,---,ains,DMF,ains,,,
185,35,6,34,"AlexAlb, l. 34",hom,hom,hOm,h.o.m,h/O\m,.,fro,NOMcom,smn,homme,DMF,homme,,</l>,
186,36,1,35,"AlexAlb, l. 35",echel,echel,Ekel,e.ch.e.l,/E\.'k/e\l,_,fro,PRNdem,smn,aquél,DOM,---,lemma_AlexAlbZ:400,,<l n=&quot;35&quot;>
187,36,2,35,"AlexAlb, l. 35",ten,ten,tEn,t.e.n,t/E\n,|,fro,VERcjg,indpsp3,tenir,DMF,tenir,,,
188,36,3,35,"AlexAlb, l. 35",gretia,gretia,grEʦiA,g.r.e.t.i.a,'gr/E\.ʦ/<i>\./(A)\,_,fro,NOMcom,sfr,Grèce,wiktionary,---,,,
189,36,4,35,"AlexAlb, l. 35",la,la,LA,l.a,L/(A)\,+,fro,DETdef,sfr,le,DMF,le,,,
190,36,5,35,"AlexAlb, l. 35",region,region,rEʤOn,r.e.gi.o.n,r/E\.'ʤ/O\n,.,fro,NOMcom,sfr,région,DMF,région,,</l>,
191,37,1,36,"AlexAlb, l. 36",e,e,e,e,/e\,+,fro,CONcoo,---,et,DMF,et,,,<l n=&quot;36&quot;>
192,37,2,36,"AlexAlb, l. 36",ls,ls,LS,l.s,/\LS,_,fro,DETdef,pmr,le,DMF,le,,,
193,37,3,36,"AlexAlb, l. 36",por_z,porz,pɔrÇ,p.o.r.z,p/ɔ\rÇ,_,fro,NOMcom,pmr,port,DMF,port,,,
194,37,4,36,"AlexAlb, l. 36",de,de,dE,d.e,d/(E)\,+,fro,PRE,---,de,DMF,de,,,
195,37,5,36,"AlexAlb, l. 36",mar,mar,mAr,m.a.r,m/A\r,|,fro,NOMcom,sfr,mer,DMF,mer,,,
196,37,6,36,"AlexAlb, l. 36",en,en,En,e.n,/E\n,_,fro,PRE,---,en,DMF,en,,,
197,37,7,36,"AlexAlb, l. 36",aueyron,aveyron,AvEirOn,a.v.e.y.r.o.n,/A\.v/E\i.'r/O\n,.,fro,NOMcom,smr,environ,DMF,environ,,</l>,
198,38,1,37,"AlexAlb, l. 37",fils,fils,fiLS,f.i.l.s,f/i\LS,_,fro,NOMcom,smn,fils,DMF,fils,,,<l n=&quot;37&quot;>
199,38,2,37,"AlexAlb, l. 37",fud,fud,fyð,f.u.d,f/y\ð,_,fro,VERcjg,indpsp3,être,DMF,être,,,
200,38,3,37,"AlexAlb, l. 37",amint,amint,AmiNT,a.m.i.n.t,/A\.'m/i\NT,_,fro,NOMpro,smr,Amyntas,wikipedia.fr,---,,,
201,38,4,37,"AlexAlb, l. 37",a,a,A,a,/A\,+,fro,PRE,---,à,DMF,à,,,
202,38,5,37,"AlexAlb, l. 37",l,l,l,l,/\L,+,fro,DETdef,smr,le,DMF,le,,,
203,38,6,37,"AlexAlb, l. 37",rey,rey,rEi,r.e.y,r/E\i,|,fro,NOMcom,smr,roi,DMF,roi,,,
204,38,7,37,"AlexAlb, l. 37",baron,baron,bArOn,b.a.r.o.n,b/A\.'r/O\n,.,fro,NOMcom,smr,baron,DMF,baron,,</l>,
205,39,1,38,"AlexAlb, l. 38",qui,qui,ki,qu.i,k/<i>\,_,fro,PRNrel,smn,qui,DMF,qui,,,<l n=&quot;38&quot;>
206,39,2,38,"AlexAlb, l. 38",a,a,A,a,/A\,+,fro,PRE,---,à,DMF,à,,,
207,39,3,38,"AlexAlb, l. 38",l,l,l,l,/\L,_,fro,DETdef,smr,le,DMF,le,,,
208,39,4,38,"AlexAlb, l. 38",rey,rey,rEi,r.e.y,r/E\i,_,fro,NOMcom,smr,roi,DMF,roi,,,
209,39,5,38,"AlexAlb, l. 38",xerse[n],xersen,SErSEn,x.e.r.s.e.n,S/E\r.'S/E\n,_,lat,NOMpro,smr,Xerxes,wiktionary,---,,,
210,39,6,38,"AlexAlb, l. 38",ab,ab,AP,a.b,/A\P,_,fro,VERcjg,indpsp3,avoir,DMF,avoir,,,
211,39,7,38,"AlexAlb, l. 38",tal,tal,tAl,t.a.l,t/A\l,_,fro,DETind,sfr,tel,DMF,tel,,,
212,39,8,38,"AlexAlb, l. 38",tenzon,tenzon,tENÇOn,t.e.n.z.o.n,t/E\N.'Ç/O\n,;|,fro,NOMcom,sfr,tançon,DMF,tançon,,</l></lg>,
213,40,1,39,"AlexAlb, l. 39",Et,et,e,et,/e\,+,fro,CONcoo,---,et,DMF,et,,,<lg n=&quot;6&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;39&quot;>
214,40,2,39,"AlexAlb, l. 39",prist,prist,priST,p.r.i.s.t,pr/i\ST,_,fro,VERcjg,indpsp3,prendre,DMF,prendre,,,
215,40,3,39,"AlexAlb, l. 39",moylier,moylier,moʎiEr,m.o.yl.i.e.r,m/o\.'ʎ/iE\r,_,fro,NOMcom,sfn,moillier,DMF,moillier,,,
216,40,4,39,"AlexAlb, l. 39",dun,dun,dOn,d.u.n,d/O\n,_,fro,PRNrel,---,dont,DMF,dont,,,
217,40,5,39,"AlexAlb, l. 39",uos,vos,voS,v.o.s,v/o\S,_,fro,PRCper,5pmr,vous,DMF,vous,,,
218,40,6,39,"AlexAlb, l. 39",say,say,SAi,s.a.y,S/A\i,_,fro,VERcjg,indpst1,savoir,DMF,savoir,,,
219,40,7,39,"AlexAlb, l. 39",dir,dir,dir,d.i.r,d/i\r,.|,fro,VERinf,---,dire,DMF,dire,,</l>,
220,41,1,40,"AlexAlb, l. 40",qual,qual,kAl,qu.a.l,k/A\l,_,fro,PRNrel,sfr,quel,DMF,quel,,,<l n=&quot;40&quot;>
221,41,2,40,"AlexAlb, l. 40",pot,pot,pɔT,p.o.t,p/ɔ\T,_,fro,VERcjg,indpsp3,pouvoir2,DMF,pouvoir2,,,
222,41,3,40,"AlexAlb, l. 40",sub,sub,SoP,s.u.b,S/o\P,_,fro,PRE,---,sous,DMF,sous,,,
223,41,4,40,"AlexAlb, l. 40",cel,cel,Çɛl,c.e.l,Ç/ɛ\l,_,fro,NOMcom,smr,ciel,DMF,ciel,,,
224,41,5,40,"AlexAlb, l. 40",genzor,genzor,ʤENÇor,g.e.n.z.o.r,ʤ/E\N.'Ç/o\r,_,fro,ADJqua,sfr,gent2,DMF,gent2,,,
225,41,6,40,"AlexAlb, l. 40",iausir,jausir,ċAuzir,j.a.u.s.i.r,ċ/A\u.'z/i\r,.,fro,VERinf,---,choisir,DMF,choisir,,</l>,
226,42,1,41,"AlexAlb, l. 41",sor,sor,Sor,s.o.r,S/o\r,|,fro,NOMcom,sfr,soeur,DMF,soeur,phon_AlexAlbZ:399,,<l n=&quot;41&quot;>
227,42,2,41,"AlexAlb, l. 41",alexandre,alexandre,AlEKSANdrE,a.l.e.x..a.n.d.r.e,/A\.l/E\K.'S/A\N.dr/(E)\,_,fro,NOMpro,smr,Alexandre,wiktionary,---,,,
228,42,3,41,"AlexAlb, l. 41",a,a,A,a,/A\,+,fro,PRE,---,à,DMF,à,,,
229,42,4,41,"AlexAlb, l. 41",l,l,l,l,/\L,_,fro,DETdef,smr,le,DMF,le,,,
230,42,5,41,"AlexAlb, l. 41",rey,rey,rEi,r.e.y,r/E\i,_,fro,NOMcom,smr,roi,DMF,roi,,,
231,42,6,41,"AlexAlb, l. 41",d,d,d,d,d/\,+,fro,PRE,---,de,DMF,de,,,
232,42,7,41,"AlexAlb, l. 41",epir,epir,Epir,e.p.i.r,/E\.'p/i\r,.,fro,NOMpro,sfr,Épire,wiktionary,---,,</l>,
233,43,1,42,"AlexAlb, l. 42",qui,qui,ki,qu.i,k/<i>\,+,fro,PRNrel,smn,qui,DMF,qui,,,<l n=&quot;42&quot;>
234,43,2,42,"AlexAlb, l. 42",hanc,hanc,ANK,ha.n.c,/A\NK,|,fro,ADVgen,---,ains,DMF,ains,,,
235,43,3,42,"AlexAlb, l. 42",no,no,no,n.o,n/o\,_,fro,ADVneg,---,ne,DMF,ne,,,
236,43,4,42,"AlexAlb, l. 42",degnet,degnet,dEɲɛT,d.e.gn.e.t,d/E\.'ɲ/ɛ\T,_,fro,VERcjg,indpsp3,daigner,DMF,daigner,,,
237,43,5,42,"AlexAlb, l. 42",d,d,d,d,d/\,+,fro,PRE,---,de,DMF,de,,,
238,43,6,42,"AlexAlb, l. 42",estor,estor,EStor,e.s.t.o.r,/E\S.'t/o\r,_,fro,NOMcom,smr,estour,DMF,estour,,,
239,43,7,42,"AlexAlb, l. 42",fugir,fugir,fyʤir,f.u.g.i.r,f/y\.'ʤ/i\r,.,fro,VERinf,---,fuir,DMF,fuir,,</l>,
240,44,1,43,"AlexAlb, l. 43",ne,ne,nE,n.e,n/(E)\,_,fro,CONcoo,---,ne2,DMF,ne2,,,<l n=&quot;43&quot;>
241,44,2,43,"AlexAlb, l. 43",ad,ad,Að,a.d,/A\ð,+,fro,PRE,---,à,DMF,à,,,
242,44,3,43,"AlexAlb, l. 43",en|peradur,enperadur,ENpErAðor,e.n.p.e.r.a.d.u.r,/E\N.p/E\.r/A\.'ð/o\r,_,fro,NOMcom,smr,empereur,DMF,empereur,,,
243,44,4,43,"AlexAlb, l. 43",seruir,servir,SErvir,s.e.r.v.i.r,S/E\r.'v/i\r,.,fro,VERinf,---,servir,DMF,servir,,</l>,
244,45,1,44,"AlexAlb, l. 44",olimpias,olimpias,oliNpiAS,o.l.i.m.p.i.a.s,/o\.l/i\N.p/i\.'/A\S,_,fro,NOMpro,sfr,Olympias,wikipedia.fr,---,,,<l n=&quot;44&quot;>
245,45,2,44,"AlexAlb, l. 44",donna,donna,dOnA,d.o.nn.a,'d/O\.n/(A)\,|,fro,NOMcom,sfr,dame,DMF,dame,,,
246,45,3,44,"AlexAlb, l. 44",gentil,gentil,ʤENtil,g.e.n.t.i.l,ʤ/E\N.'t/i\l,.,fro,ADJqua,sfr,gentil,DMF,gentil,,</l>,
247,46,1,45,"AlexAlb, l. 45",dun,dun,dOn,d.u.n,d/O\n,_,fro,PRNrel,---,dont,DMF,dont,,,<l n=&quot;45&quot;>
248,46,2,45,"AlexAlb, l. 45",alexandre,alexandre,AlEKSANdrE,a.l.e.x..a.n.d.r.e,/A\.l/E\K.'S/A\N.dr/(E)\,_,fro,NOMpro,smr,Alexandre,wiktionary,---,,,
249,46,3,45,"AlexAlb, l. 45",genuit,genuit,ʤEnyiT,g.e.n.u.i.t,ʤ/E\.n/y\.'/i\T,;|,lat,VERcjg,indpsp3,gigno,wiktionary,---,,</l></lg>,
250,47,1,46,"AlexAlb, l. 46",Reys,reys,rEiS,r.e.y.s,r/E\iS,_,fro,NOMcom,smn,roi,DMF,roi,,,<lg n=&quot;7&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;46&quot;>
251,47,2,46,"AlexAlb, l. 46",alexander,alexander,AlEKSANdEr,a.l.e.x..a.n.d.e.r,/A\.l/E\K.'S/A\N.d/E\r,_,fro,NOMpro,smn,Alexandre,wiktionary,---,,,
252,47,3,46,"AlexAlb, l. 46",quant,quant,kANT,qu.a.n.t,k/A\NT,_,fro,CONsub,---,quand,DMF,quand,,,
253,47,4,46,"AlexAlb, l. 46",fud,fud,fyð,f.u.d,f/y\ð,_,fro,VERcjg,indpsp3,être,DMF,être,,,
254,47,5,46,"AlexAlb, l. 46",naz,naz,nAÇ,n.a.z,n/A\Ç,.|,fro,VERppe,smn,naître,DMF,naître,,</l>,
255,48,1,47,"AlexAlb, l. 47",p[er],per,pEr,p.e.r,p/E\r,_,fro,PRE,---,par,DMF,par,,,<l n=&quot;47&quot;>
256,48,2,47,"AlexAlb, l. 47",granz,granz,grANÇ,g.r.a.n.z,gr/A\NÇ,_,fro,ADJqua,pfr,grand,DMF,grand,,,
257,48,3,47,"AlexAlb, l. 47",en_signes,ensignes,ENSiɲES,e.n.s.i.gn.e.s,/E\N.'S/i\.ɲ/E\S,_,fro,NOMcom,pfr,enseigne,DMF,enseigne,,,
258,48,4,47,"AlexAlb, l. 47",fud,fud,fyð,f.u.d,f/y\ð,_,fro,VERcjg,indpsp3,être,DMF,être,,,
259,48,5,47,"AlexAlb, l. 47",mostraz,mostraz,moStrAÇ,m.o.s.t.r.a.z,m/o\S.'tr/A\Ç,.|,fro,VERppe,smn,montrer,DMF,montrer,,</l>,
260,49,1,48,"AlexAlb, l. 48",crollet,crollet,kroLlɛT,c.r.o.l.l.e.t,kr/o\L.'l/ɛ\T,_,fro,VERcjg,indpsp3,crouler,DMF,crouler,,,<l n=&quot;48&quot;>
261,49,2,48,"AlexAlb, l. 48",la,la,LA,l.a,L/(A)\,+,fro,DETdef,sfn,le,DMF,le,,,
262,49,3,48,"AlexAlb, l. 48",t[er]ra,terra,tɛrrA,t.e.r.r.a,'t/ɛ\r.r/(A)\,_,fro,NOMcom,sfn,terre,DMF,terre,,,
263,49,4,48,"AlexAlb, l. 48",de,de,dE,d.e,d/(E)\,+,fro,PRE,---,de,DMF,de,,,
264,49,5,48,"AlexAlb, l. 48",toz,toz,toÇ,t.o.z,t/o\Ç,_,fro,DETind,pmr,tout,DMF,tout,,,
265,49,6,48,"AlexAlb, l. 48",laz,laz,LAÇ,l.a.z,L/A\Ç,_,fro,NOMcom,pmr,lez,DMF,lez,,</l>,
266,50,1,49,"AlexAlb, l. 49",toneyres,toneyres,tOnEirES,t.o.n.e.y.r.e.s,t/O\.'n/E\i.r/E\S,_,fro,NOMcom,smn,tonnerre,DMF,tonnerre,,,<l n=&quot;49&quot;>
267,50,2,49,"AlexAlb, l. 49",fud,fud,fyð,f.u.d,f/y\ð,|,fro,VERcjg,indpsp3,être,DMF,être,,,
268,50,3,49,"AlexAlb, l. 49",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,
269,50,4,49,"AlexAlb, l. 49",te[m]pestaz,tempestaz,tENpEStAÇ,t.e.m.p.e.s.t.a.z,t/E\N.p/E\S.'t/A\Ç,.,fro,NOMcom,pfn,tempête,DMF,tempête,,</l>,
270,51,1,50,"AlexAlb, l. 50",lo,lo,Lo,l.o,L/(o)\,_,fro,DETdef,smn,le,DMF,le,,,<l n=&quot;50&quot;>
271,51,2,50,"AlexAlb, l. 50",sol,sol,Sol,s.o.l,S/o\l,_,fro,NOMcom,smn,sol2,TL,---,morph_AlexAlbZ:410,,
272,51,3,50,"AlexAlb, l. 50",p[er]det,perdet,pErdɛT,p.e.r.d.e.t,p/E\r.'d/ɛ\T,_,fro,VERcjg,indpsp3,perdre,DMF,perdre,,,
273,51,4,50,"AlexAlb, l. 50",sas,sas,SAS,s.a.s,S/A\S,_,fro,DETpos,3pfr,son4,DMF,son4,,,
274,51,5,50,"AlexAlb, l. 50",claritaz,claritaz,kLAritAÇ,c.l.a.r.i.t.a.z,kL/A\.r/i\.'t/A\Ç,.|,fro,NOMcom,pfr,clarité,DMF,clarité,,</l>,
275,52,1,51,"AlexAlb, l. 51",p[er],per,pEr,p.e.r,p/E\r,_,fro,PRE,---,per,DMF,per,,,<l n=&quot;51&quot;>
276,52,2,51,"AlexAlb, l. 51",pauc,pauc,pAuk,p.a.u.c,p/A\uk,_,fro,PRNind,,peu,DMF,peu,,,
277,52,3,51,"AlexAlb, l. 51",no,no,no,n.o,n/o\,_,fro,ADVneg,---,ne,DMF,ne,,,
278,52,4,51,"AlexAlb, l. 51",fud,fud,fyð,f.u.d,f/y\ð,_,fro,VERcjg,indpsp3,être,DMF,être,,,
279,52,5,51,"AlexAlb, l. 51",toz,toz,toÇ,t.o.z,t/o\Ç,_,fro,ADVgen,---,tout,DMF,tout,,,
280,52,6,51,"AlexAlb, l. 51",obscuraz,obscuraz,oPSkyrAÇ,o.b.s.c.u.r.a.z,/o\PS.k/y\.'r/A\Ç,.,fro,VERppe,smn,obscurer,DMF,obscurer,,</l>,
281,53,1,52,"AlexAlb, l. 52",ianget,janget,ċANʤɛT,j.a.n.g.e.t,ċ/A\N.'ʤ/ɛ\T,|,fro,VERcjg,indpsp3,changer,DMF,changer,,,<l n=&quot;52&quot;>
282,53,2,52,"AlexAlb, l. 52",lo,lo,Lo,l.o,L/(o)\,_,fro,DETdef,smn,le,DMF,le,,,
283,53,3,52,"AlexAlb, l. 52",cels,cels,ÇɛLS,c.e.l.s,Ç/ɛ\LS,_,fro,NOMcom,smn,ciel,DMF,ciel,,,
284,53,4,52,"AlexAlb, l. 52",sas,sas,SAS,s.a.s,S/A\S,_,fro,DETdef,pfr,son4,DMF,son4,,,
285,53,5,52,"AlexAlb, l. 52",qualitaz,qualitaz,kAlitAÇ,qu.a.l.i.t.a.z,k/A\.l/i\.'t/A\Ç,.,fro,NOMcom,pfr,qualité,DMF,qualité,,</l>,
286,54,1,53,"AlexAlb, l. 53",que,que,kE,qu.e,k/(E)\,+,fro,CONsub,---,que,DMF,que,,,<l n=&quot;53&quot;>
287,54,2,53,"AlexAlb, l. 53",reys,reys,rEiS,r.e.y.s,r/E\iS,_,fro,NOMcom,smn,roi,DMF,roi,,,
288,54,3,53,"AlexAlb, l. 53",est,est,ɛST,e.s.t,/ɛ\ST,_,fro,VERcjg,indpst3,être,DMF,être,,,
289,54,4,53,"AlexAlb, l. 53",forz,forz,fɔrÇ,f.o.r.z,f/ɔ\rÇ,|,fro,ADJqua,smn,fort,DMF,fort,,,
290,54,5,53,"AlexAlb, l. 53",en,en,En,e.n,/E\n,+,fro,PRE,---,en,DMF,en,,,
291,54,6,53,"AlexAlb, l. 53",terra,terra,tɛrrA,t.e.r.r.a,'t/ɛ\r.r/(A)\,_,fro,NOMcom,sfr,terre,DMF,terre,,,
292,54,7,53,"AlexAlb, l. 53",naz,naz,nAÇ,n.a.z,n/A\Ç,;,fro,VERppe,smn,naître,DMF,naître,,</l></lg>,
293,55,1,54,"AlexAlb, l. 54",En,en,En,e.n,/E\n,+,fro,PRE,---,en,DMF,en,,,<lg n=&quot;8&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;54&quot;>
294,55,2,54,"AlexAlb, l. 54",tal,tal,tAl,t.a.l,t/A\l,_,fro,ADJind,sfr,tel,DMF,tel,,,
295,55,3,54,"AlexAlb, l. 54",forma,forma,fɔrmA,f.o.r.m.a,'f/ɔ\r.m/(A)\,|,fro,NOMcom,sfr,forme,DMF,forme,,,
296,55,4,54,"AlexAlb, l. 54",fud,fud,fyð,f.u.d,f/y\ð,_,fro,VERcjg,indpsp3,être,DMF,être,,,<pb  n=&quot;116r&quot;/>
297,55,5,54,"AlexAlb, l. 54",naz,naz,nAÇ,n.a.z,n/A\Ç,_,fro,VERppe,smn,naître,DMF,naître,,,
298,55,6,54,"AlexAlb, l. 54",lo,lo,Lo,l.o,L/(o)\,_,fro,DETdef,smn,le,DMF,le,,,
299,55,7,54,"AlexAlb, l. 54",reys,reys,rEiS,r.e.y.s,r/E\iS,.,fro,NOMcom,smn,roi,DMF,roi,,</l>,
300,56,1,55,"AlexAlb, l. 55",non,non,nOn,n.o.n,n/O\n,_,fro,ADVneg,---,ne,DMF,ne,,,<l n=&quot;55&quot;>
301,56,2,55,"AlexAlb, l. 55",i,i,i,i,/i\,+,fro,PRCadv,---,y2,DMF,y2,,,
302,56,3,55,"AlexAlb, l. 55",fud,fud,fyð,f.u.d,f/y\ð,_,fro,VERcjg,indpsp3,être,DMF,être,,,
303,56,4,55,"AlexAlb, l. 55",naz,naz,nAÇ,n.a.z,n/A\Ç,_,fro,VERppe,smn,naître,DMF,naître,,,
304,56,5,55,"AlexAlb, l. 55",emfes,emfes,ENfES,e.m.f.e.s,'/E\N.f/E\S,_,fro,NOMcom,smn,enfant,DMF,enfant,,,
305,56,6,55,"AlexAlb, l. 55",an_ceys,anceys,ANʦEiS,a.n.c.e.y.s,/A\N.'ʦ/E\iS,.,fro,ADVgen,---,ainçois,DMF,ainçois,,</l>,
306,57,1,56,"AlexAlb, l. 56",mays,mays,mAiS,m.a.y.s,m/A\iS,_,fro,ADVgen,---,mais,DMF,mais,,,<l n=&quot;56&quot;>
307,57,2,56,"AlexAlb, l. 56",ab,ab,AP,a.b,/A\P,_,fro,VERcjg,indpsp3,avoir,DMF,avoir,,,
308,57,3,56,"AlexAlb, l. 56",uirtud,virtud,virtyð,v.i.r.t.u.d,v/i\r.'t/y\ð,_,fro,NOMcom,sfr,vertu,DMF,vertu,,,
309,57,4,56,"AlexAlb, l. 56",de,de,dE,d.e,d/(E)\,_,fro,PRE,---,de,DMF,de,,,
310,57,5,56,"AlexAlb, l. 56",dies,dies,diES,d.i.e.s,'d/<i>\./E\S,_,fro,NOMcom,pmr,di,DMF,di,,,
311,57,6,56,"AlexAlb, l. 56",treys,treys,trEiS,t.r.e.y.s,tr/E\iS,.|,fro,ADJcar,pmr,trois,DMF,trois,,</l>,
312,58,1,57,"AlexAlb, l. 57",que,que,kE,qu.e,k/(E)\,_,fro,CONsub,---,que,DMF,que,,,<l n=&quot;57&quot;>
313,58,2,57,"AlexAlb, l. 57",altre,altre,ALtrE,a.l.t.r.e,'/A\L.tr/(E)\,_,fro,ADJind,smn,autre,DMF,autre,,,
314,58,3,57,"AlexAlb, l. 57",emfes,emfes,ENfES,e.m.f.e.s,'/E\N.f/E\S,_,fro,NOMcom,smn,enfant,DMF,enfant,,,
315,58,4,57,"AlexAlb, l. 57",de,de,dE,d.e,d/(E)\,_,fro,PRE,---,de,DMF,de,,,
316,58,5,57,"AlexAlb, l. 57",quatro,quatro,kAtro,qu.a.t.r.o,'k/A\.tr/o\,_,fro,DETcar,pmr,quatre,DMF,quatre,,,
317,58,6,57,"AlexAlb, l. 57",meys,meys,mEiS,m.e.y.s,m/E\iS,.,fro,NOMcom,pmr,mois,DMF,mois,,</l>,
318,59,1,58,"AlexAlb, l. 58",si,si,Si,s.i,S/i\,+,fro,CONsub,---,si3,DMF,si3,,,<l n=&quot;58&quot;>
319,59,2,58,"AlexAlb, l. 58",l,l,l,l,/\L,_,fro,PRCper,3smr,le,DMF,le,,,
320,59,3,58,"AlexAlb, l. 58",to_ca,toca,toċA,t.o.c.a,'t/o\.ċ/(A)\,_,fro,VERcjg,indpst3,toucher,DMF,toucher,,,
321,59,4,58,"AlexAlb, l. 58",res,res,rɛS,r.e.s,r/ɛ\S,_,fro,PRNind,smn,rien,DMF,rien,,,
322,59,5,58,"AlexAlb, l. 58",chi,chi,ki,ch.i,k/<i>\,_,fro,PRNrel,smn,qui,DMF,qui,,,
323,59,6,58,"AlexAlb, l. 58",mi_cha,micha,mikA,m.i.ch.a,'m/i\.k/(A)\,_,fro,ADVgen,---,mie3,DMF,mie3,,,
324,59,7,58,"AlexAlb, l. 58",peys,peys,pEiS,p.e.y.s,p/E\iS,.,fro,VERcjg,subpst3,peser,DMF,peser,,</l>,
325,60,1,59,"AlexAlb, l. 59",tal,tal,tAl,t.a.l,t/A\l,_,fro,DETind,smr,tel,DMF,tel,,,<l n=&quot;59&quot;>
326,60,2,59,"AlexAlb, l. 59",regart,regart,rEgArT,r.e.g.a.r.t,r/E\.'g/A\rT,_,fro,NOMcom,smr,regard,DMF,regard,,,
327,60,3,59,"AlexAlb, l. 59",fay,fay,fAi,f.a.y,f/A\i,|,fro,VERcjg,indpst3,faire,DMF,faire,,,
328,60,4,59,"AlexAlb, l. 59",cu[m],cum,kOm,c.u.m,k/O\m,_,fro,CONsub,---,comme,DMF,comme,,,
329,60,5,59,"AlexAlb, l. 59",leu,leu,LEu,l.e.u,L/E\u,_,fro,NOMcom,smn,lion,DMF,lion,,,
330,60,6,59,"AlexAlb, l. 59",qui,qui,ki,qu.i,k/<i>\,_,fro,PRNrel,smn,qui,DMF,qui,,,
331,60,7,59,"AlexAlb, l. 59",est,est,ɛST,e.s.t,/ɛ\ST,_,fro,VERcjg,indpst3,être,DMF,être,,,
332,60,8,59,"AlexAlb, l. 59",preys,preys,prEiS,p.r.e.y.s,pr/E\iS,.,fro,VERppe,smn,prendre,DMF,prendre,,</l></lg>,
333,61,1,60,"AlexAlb, l. 60",Saur,saur,SAur,s.a.u.r,S/A\ur,+,fro,ADJqua,smr,sor,DMF,sor,lemma_MölkHoltus1999:613,,<lg n=&quot;9&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;60&quot;>
334,61,2,60,"AlexAlb, l. 60",ab,ab,AP,a.b,/A\P,_,fro,VERcjg,indpsp3,avoir,DMF,avoir,,,
335,61,3,60,"AlexAlb, l. 60",lo,lo,Lo,l.o,L/(o)\,_,fro,DETdef,smr,le,DMF,le,,,
336,61,4,60,"AlexAlb, l. 60",peyl,peyl,pEil,p.e.y.l,p/E\il,_,fro,NOMcom,smr,poil,DMF,poil,,,
337,61,5,60,"AlexAlb, l. 60",cu[m],cum,kOm,c.u.m,k/O\m,_,fro,CONsub,---,comme,DMF,comme,,,
338,61,6,60,"AlexAlb, l. 60",de,de,dE,d.e,d/(E)\,+,fro,PRE,---,de,DMF,de,,,
339,61,7,60,"AlexAlb, l. 60",peysson,peysson,pEisOn,p.e.y.ss.o.n,p/E\i.'s/O\n,.,fro,NOMcom,smr,poisson,DMF,poisson,,</l>,
340,62,1,61,"AlexAlb, l. 61",tot,tot,toT,t.o.t,t/o\T,+,fro,ADVgen,---,tout,DMF,tout,dipl_MölkHoltus1999:589,,<l n=&quot;61&quot;>
341,62,2,61,"AlexAlb, l. 61",cresp,cresp,kreSP,c.r.e.s.p,kr/e\SP,.,fro,ADJqua,smr,crespe,DMF,crespe,,,
342,62,3,61,"AlexAlb, l. 61",cu[m],cum,kOm,c.u.m,k/O\m,_,fro,CONsub,---,comme,DMF,comme,,,
343,62,4,61,"AlexAlb, l. 61",coma,coma,kOmA,c.o.m.a,'k/O\.m/(A)\,_,fro,NOMcom,sfr,come,DMF,come,,,
344,62,5,61,"AlexAlb, l. 61",de,de,dE,d.e,d/(E)\,_,fro,PRE,---,de,DMF,de,,,
345,62,6,61,"AlexAlb, l. 61",leon,leon,LEOn,l.e.o.n,L/E\.'/O\n,.|,fro,NOMcom,smr,lion,DMF,lion,,</l>,
346,63,1,62,"AlexAlb, l. 62",l,l,L,l,L/\,+,fro,DETdef,smr,le,DMF,le,,,<l n=&quot;62&quot;>
347,63,2,62,"AlexAlb, l. 62",un,un,yn,u.n,/y\n,_,fro,ADJind,smr,un,DMF,un,,,
348,63,3,62,"AlexAlb, l. 62",uyl,uyl,oʎ,u.yl,/o\ʎ,_,fro,NOMcom,smr,oeil,DMF,oeil,,,
349,63,4,62,"AlexAlb, l. 62",ab,ab,AP,a.b,/A\P,_,fro,VERcjg,indpsp3,avoir,DMF,avoir,,,
350,63,5,62,"AlexAlb, l. 62",glauc,glauc,gLAuk,g.l.a.u.c,gL/A\uk,_,fro,ADJqua,smr,glauque,DMF,glauque,,,
351,63,6,62,"AlexAlb, l. 62",cu[m],cum,kOm,c.u.m,k/O\m,_,fro,CONsub,---,comme,DMF,comme,,,
352,63,7,62,"AlexAlb, l. 62",de,de,dE,d.e,d/(E)\,_,fro,PRE,---,de,DMF,de,,,
353,63,8,62,"AlexAlb, l. 62",dracon,dracon,drAkOn,d.r.a.c.o.n,dr/A\.'k/O\n,.,fro,NOMcom,smr,dragon,DMF,dragon,,</l>,
354,64,1,63,"AlexAlb, l. 63",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,<l n=&quot;63&quot;>
