wd_id,line_id,line_wd,dipl,word,phon,phon_map,syllabified,wd_div,lang,textlineid,pos,morph,lemma,lemma_src,lemma_dmf,ref,tei_right,tei_left
1,1,1,B_ons,bons,bONS,b.o.n.s,b/O\NS,_,fro,1,ADJqua,smn,bon,DMF,bon,"Alexis, l. 1",,<text><body xml:lang=&quot;fro&quot;><pb facs=&quot;https://www.albani-psalter.de/stalbanspsalter/english/translation/trans058.shtml&quot; n=&quot;27v&quot;/><lb/><lg n=&quot;1&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaaa&quot;><l n=&quot;1&quot;>
2,1,2,fut,fut,fyð,f.u.t,f/y\ð,_,fro,1,VERcjg,indpsp3,être,DMF,être,"Alexis, l. 1",,
3,1,3,li,li,Li,l.i,L/i\,+,fro,1,DETdef,smn,le,DMF,le,"Alexis, l. 1",,
4,1,4,secles,secles,SekLəS,s.e.c.l.e.s,'S/e\.kL/ə\S,_,fro,1,NOMcom,smn,siècle,DMF,siècle,"Alexis, l. 1",,
5,1,5,a,a,a,a,/a\,_,fro,1,PRE,---,à,DMF,à,"Alexis, l. 1",,
6,1,6,l,l,L,l,/\L,+,fro,1,DETdef,smr,le,DMF,le,"Alexis, l. 1",,
7,1,7,tens,tens,tENS,t.e.n.s,t/E\NS,_,fro,1,NOMcom,smr,temps,DMF,temps,"Alexis, l. 1",,
8,1,8,ancienur,ancienur,ÆNÇiEnur,a.n.c.i.e.n.u.r,/Æ\N.Ç/i\./E\.'n/u\r,_,fro,1,ADJqua,smr,anciennour,DMF,anciennour,"Alexis, l. 1",</l>,
9,2,1,quer,quer,kær,qu.e.r,k/æ\r,|,fro,2,CONcoo,---,car,DMF,car,"Alexis, l. 2",,<l n=&quot;2&quot;>
10,2,2,feit,feit,fEið,f.e.i.t,f/E\ið,_,fro,2,NOMcom,sfn,foi,DMF,foi,"Alexis, l. 2",,<lb/>
11,2,3,i,i,i,i,/i\,+,fro,2,PRCadv,---,y2,DMF,y2,"Alexis, l. 2",,
12,2,4,ert,ert,ærT,e.r.t,/æ\rT,_,fro,2,VERcjg,indipf3,être,DMF,être,"Alexis, l. 2",,
13,2,5,e,e,e,e,/e\,_,fro,2,CONcoo,---,et,DMF,et,"Alexis, l. 2",,
14,2,6,iustise,justise,ʤyStizə,j.u.s.t.i.s.e,ʤ/y\S.'t/i\.z/(ə)\,_,fro,2,NOMcom,sfn,justice,DMF,justice,"Alexis, l. 2",,
15,2,7,[et],et,eð,e.t,/e\ð,_,fro,2,CONcoo,---,et,DMF,et,"Alexis, l. 2",,
16,2,8,amur,amur,Amur,a.m.u.r,/A\.'m/u\r,.,fro,2,NOMcom,sfn,amour,DMF,amour,"Alexis, l. 2",</l>,
17,3,1,si,si,Si,s.i,S/i\,_,fro,3,ADVgen,---,si4,DMF,si4,"Alexis, l. 3",,<l n=&quot;3&quot;>
18,3,2,ert,ert,ærT,e.r.t,/æ\rT,_,fro,3,VERcjg,indipf3,être,DMF,être,"Alexis, l. 3",,
19,3,3,creance,creance,krEENÇə,c.r.e.a.n.c.e,kr/E\.'/E\N.Ç/(ə)\,|,fro,3,NOMcom,sfn,créance,DMF,créance,"Alexis, l. 3",,
20,3,4,dunt,dunt,dONT,d.u.n.t,d/O\NT,_,fro,3,PRNrel,sfr,dont,DMF,dont,"Alexis, l. 3",,<lb/>
21,3,5,ore,ore,Orə,o.r.e,'/O\.r/[ə]\,_,fro,3,ADVgen,---,or2,DMF,or2,"Alexis, l. 3",,
22,3,6,n,n,n,n,n/\,+,fro,3,ADVneg,---,ne,DMF,ne,"Alexis, l. 3",,
23,3,7,i,i,i,i,/i\,+,fro,3,PRCadv,---,y2,DMF,y2,"Alexis, l. 3",,
24,3,8,at,at,að,a.t,/a\ð,_,fro,3,VERcjg,indpst0,avoir,DMF,avoir,"Alexis, l. 3",,
25,3,9,nul,nul,nyL,n.u.l,n/y\L,_,fro,3,DETind,smr,nul,DMF,nul,"Alexis, l. 3",,
26,3,10,prut,prut,pruð,p.r.u.t,pr/u\ð,.,fro,3,NOMcom,smr,preu,DMF,preu,"Alexis, l. 3",</l>,
27,4,1,tut,tut,tuT,t.u.t,t/u\T,_,fro,4,PRNind,smr,tout,DMF,tout,"Alexis, l. 4",,<l n=&quot;4&quot;>
28,4,2,est,est,EST,e.s.t,/E\ST,_,fro,4,VERcjg,indpst3,être,DMF,être,"Alexis, l. 4",,
29,4,3,muez,muez,myæTS,m.u.e.z.,m/y\.'/æ\TS,|,fro,4,VERppe,smn,muer,DMF,muer,"Alexis, l. 4",,
30,4,4,p[er]dut,perdut,pErdyð,p.e.r.d.u.t,p/E\r.'d/y\ð,_,fro,4,VERppe,snr,perdre,DMF,perdre,"Alexis, l. 4",,<lb/>
31,4,5,ad,ad,að,a.d,/a\ð,_,fro,4,VERcjg,indpst3,avoir,DMF,avoir,"Alexis, l. 4",,
32,4,6,sa,sa,Sa,s.a,S/(a)\,+,fro,4,DETpos,3sfr,son4,DMF,son4,"Alexis, l. 4",,
33,4,7,colur,colur,kuLur,c.o.l.u.r,k/u\.'L/u\r,_,fro,4,NOMcom,sfr,couleur,DMF,couleur,"Alexis, l. 4",</l>,
34,5,1,ia,ja,ʤa,j.a,ʤ/a\,_,fro,5,ADVgen,---,jà,DMF,jà,"Alexis, l. 5",,<l n=&quot;5&quot;>
35,5,2,mais,mais,mAiS,m.a.i.s,m/A\iS,_,fro,5,ADVgen,---,mais,DMF,mais,"Alexis, l. 5",,
36,5,3,n,n,n,n,n/\,+,fro,5,ADVneg,---,ne,DMF,ne,"Alexis, l. 5",,
37,5,4,iert,iert,iErT,i.e.r.t,/iE\rT,_,fro,5,VERcjg,indfut3,être,DMF,être,"Alexis, l. 5",,
38,5,5,tel,tel,tæL,t.e.l,t/æ\L,_,fro,5,ADJind,sfn,tel,DMF,tel,"Alexis, l. 5",,
39,5,6,cum,cum,kOm,c.u.m,k/O\m,|,fro,5,CONsub,---,comme,DMF,comme,"Alexis, l. 5",,
40,5,7,fut,fut,fyð,f.u.t,f/y\ð,_,fro,5,VERcjg,indpsp3,être,DMF,être,"Alexis, l. 5",,<lb/>
41,5,8,a,a,a,a,/a\,+,fro,5,PRE,---,à,DMF,à,"Alexis, l. 5",,
42,5,9,s,s,S,s,/\S,_,fro,5,DETdef,pmr,le,DMF,le,"Alexis, l. 5",,
43,5,10,anceisurs,anceisurs,ÆNÇEizurS,a.n.c.e.i.s.u.r.s,/Æ\N.Ç/E\i.'z/u\rS,.,fro,5,NOMcom,pmr,ancêtre,DMF,ancêtre,"Alexis, l. 5",</l></lg>,
44,6,1,A,a,a,a,/a\,+,fro,6,PRE,---,à,DMF,à,"Alexis, l. 6",,<lg n=&quot;2&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaaa&quot;><l n=&quot;6&quot;>
45,6,2,l,l,L,l,/\L,+,fro,6,DETdef,smr,le,DMF,le,"Alexis, l. 6",,
46,6,3,tens,tens,tENS,t.e.n.s,t/E\NS,_,fro,6,NOMcom,smr,temps,DMF,temps,"Alexis, l. 6",,
47,6,4,Noe,noe,nOÆ,n.o.e,n/O\.'/Æ\,_,fro,6,NOMpro,smr,Noé,---,---,"Alexis, l. 6",,
48,6,5,[et],et,eð,e.t,/e\ð,_,fro,6,CONcoo,---,et,DMF,et,"Alexis, l. 6",,
49,6,6,a,a,a,a,/a\,+,fro,6,PRE,---,à,DMF,à,"Alexis, l. 6",,
50,6,7,l,l,L,l,/\L,+,fro,6,DETdef,smr,le,DMF,le,"Alexis, l. 6",,
51,6,8,tens,tens,tENS,t.e.n.s,t/E\NS,|,fro,6,NOMcom,smr,temps,DMF,temps,"Alexis, l. 6",,
52,6,9,Abraha[m],abraham,AbrAhAm,a.b.r.a.h.a.m,/A\.br/A\.'h/A\m,_,fro,6,NOMpro,smr,Abraham,---,---,"Alexis, l. 6",</l>,<lb/>
53,7,1,[et],et,eð,e.t,/e\ð,_,fro,7,CONcoo,---,et,DMF,et,"Alexis, l. 7",,<l n=&quot;7&quot;>
54,7,2,a,a,a,a,/a\,+,fro,7,PRE,---,à,DMF,à,"Alexis, l. 7",,
55,7,3,l,l,L,l,/\L,_,fro,7,DETdef,smr,le,DMF,le,"Alexis, l. 7",,
56,7,4,Dauid,david,dAviT,d.a.v.i.d,d/A\.'v/i\T,_,fro,7,NOMpro,smr,David,---,---,"Alexis, l. 7",,
57,7,5,qui,qui,ki,qu.i,k/i\,_,fro,7,PRNrel,smn,qui,DMF,qui,"Alexis, l. 7",,
58,7,6,deus,deus,dæuS,d.e.u.s,d/æ\uS,_,fro,7,NOMpro,smn,Dieu,DMF,Dieu,"Alexis, l. 7",,
59,7,7,par,par,par,p.a.r,p/a\r,_,fro,7,ADVgen,---,par2,DMF,par2,"Alexis, l. 7",,
60,7,8,amat,amat,Amað,a.m.a.t,/A\.'m/a\ð,|,fro,7,VERcjg,indpsp3,aimer,DMF,aimer,"Alexis, l. 7",,
61,7,9,tant,tant,tANT,t.a.n.t,t/A\NT,_,fro,7,ADVgen,---,tant,DMF,tant,"Alexis, l. 7",</l>,<lb/>
62,8,1,bons,bons,bONS,b.o.n.s,b/O\NS,_,fro,8,ADJqua,smn,bon,DMF,bon,"Alexis, l. 8",,<l n=&quot;8&quot;>
63,8,2,fut,fut,fyð,f.u.t,f/y\ð,_,fro,8,VERcjg,indpsp3,être,DMF,être,"Alexis, l. 8",,
64,8,3,li,li,Li,l.i,L/i\,+,fro,8,DETdef,smn,le,DMF,le,"Alexis, l. 8",,
65,8,4,secles,secles,SekLəS,s.e.c.l.e.s,'S/e\.kL/ə\S,_,fro,8,NOMcom,smn,siècle,DMF,siècle,"Alexis, l. 8",,
66,8,5,iamais,jamais,ʤAmAiS,j.a.m.a.i.s,ʤ/A\.'m/A\iS,_,fro,8,ADVgen,---,jamais,DMF,jamais,"Alexis, l. 8",,
67,8,6,n,n,n,n,n/\,+,fro,8,ADVneg,---,ne,DMF,ne,"Alexis, l. 8",,
68,8,7,ert,ert,ErT,e.r.t,/E\rT,_,fro,8,VERcjg,indfut3,être,DMF,être,"Alexis, l. 8",,
69,8,8,si,si,Si,s.i,S/i\,_,fro,8,ADVgen,---,si4,DMF,si4,"Alexis, l. 8",,
70,8,9,uailant,vailant,vAiLANT,v.a.i.l.a.n.t,v/A\i.'L/A\NT,|,fro,8,ADJqua,smr,vaillant,DMF,vaillant,"Alexis, l. 8",</l>,
71,9,1,uelz,velz,veLÇ,v.e.l.z,v/e\LÇ,_,fro,9,ADJqua,smn,vieux,DMF,vieux,"Alexis, l. 9",,<lb/><l n=&quot;9&quot;>
72,9,2,est,est,EST,e.s.t,/E\ST,_,fro,9,VERcjg,indpst3,être,DMF,être,"Alexis, l. 9",,
73,9,3,e,e,e,e,/e\,+,fro,9,CONcoo,---,et,DMF,et,"Alexis, l. 9",,
74,9,4,frailes,frailes,frAiLəS,f.r.a.i.l.e.s,'fr/A\i.L/ə\S,_,fro,9,ADJqua,smn,frêle,DMF,frêle,"Alexis, l. 9",,
75,9,5,tut,tut,tuT,t.u.t,t/u\T,_,fro,9,PRNind,smr,tout,DMF,tout,"Alexis, l. 9",,
76,9,6,s,s,S,s,S/\,+,fro,9,PRCper,3smr,se,DMF,se,"Alexis, l. 9",,
77,9,7,en,en,ÆN,e.n,/Æ\N,_,fro,9,PRCadv,---,en2,DMF,en2,"Alexis, l. 9",,
78,9,8,uat,vat,vaT,v.a.t,v/a\T,_,fro,9,VERcjg,indpst3,aller,DMF,aller,"Alexis, l. 9",,
79,9,9,remanant,remanant,rEmEnANT,r.e.m.a.n.a.n.t,r/E\.m/E\.'n/A\NT,|,fro,9,VERppa,---,remanoir,DMF,remanoir,"Alexis, l. 9",</l>,
80,10,1,si,si,Si,s.i,S/i\,+,fro,10,ADVgen,---,si4,DMF,si4,"Alexis, l. 10",,<lb/><l n=&quot;10&quot;>
81,10,2,st,st,0ST,.s.t,/[0]\ST,_,fro,10,VERcjg,indpst3,être,DMF,être,"Alexis, l. 10",,
82,10,3,ampairet,ampairet,ÆNpAiræð,a.m.p.a.i.r.e.t,/Æ\N.p/A\i.'r/æ\ð,_,fro,10,VERppe,smr,empirer,DMF,empirer,"Alexis, l. 10",,
83,10,4,tut,tut,tuT,t.u.t,t/u\T,_,fro,10,DETind,smr,tout,DMF,tout,"Alexis, l. 10",,
84,10,5,bien,bien,biEn,b.i.e.n,b/iE\n,_,fro,10,NOMcom,smr,bien,DMF,bien,"Alexis, l. 10",,
85,10,6,uait,vait,vAiT,v.a.i.t,v/A\iT,_,fro,10,VERcjg,indpst3,aller,DMF,aller,"Alexis, l. 10",,
86,10,7,remanant,remanant,rEmEnANT,r.e.m.a.n.a.n.t,r/E\.m/E\.'n/A\NT,.|,fro,10,VERppa,---,remanoir,DMF,remanoir,"Alexis, l. 10",</l></lg>,
87,11,1,P_uis,puis,pyiS,p.u.i.s,p/y\iS,_,fro,11,PRE,---,puis,DMF,puis,"Alexis, l. 11",,<lb/><lg n=&quot;3&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaaa&quot;><l n=&quot;11&quot;>
88,11,2,icel,icel,iʦeL,i.c.e.l,/i\.'ʦ/e\L,_,fro,11,DETdem,smr,cil,DMF,cil,"Alexis, l. 11",,
89,11,3,tens,tens,tENS,t.e.n.s,t/E\NS,_,fro,11,NOMcom,smr,temps,DMF,temps,"Alexis, l. 11",,
90,11,4,q[ue],que,kE,qu.e,k/(E)\,_,fro,11,PRNrel,smr,que,DMF,que,"Alexis, l. 11",,
91,11,5,d[eu]s,deus,dæuS,d.e.u.s,d/æ\uS,_,fro,11,NOMpro,smn,Dieu,DMF,Dieu,"Alexis, l. 11",,
92,11,6,nus,nus,nuS,n.u.s,n/u\S,_,fro,11,PRCper,4pmr,nous,DMF,nous,"Alexis, l. 11",,
93,11,7,uint,vint,viNT,v.i.n.t,v/i\NT,_,fro,11,VERcjg,indpsp3,venir,DMF,venir,"Alexis, l. 11",,
94,11,8,saluer,salver,SALvær,s.a.l.v.e.r,S/A\L.'v/æ\r,_,fro,11,VERinf,---,sauver,DMF,sauver,"Alexis, l. 11",</l>,
95,12,1,nostra,nostra,nɔStrə,n.o.s.t.r.a,'n/ɔ\S.tr/(ə)\,|,fro,12,DETpos,4pmn,notre,DMF,notre,"Alexis, l. 12",,<l n=&quot;12&quot;>
96,12,2,anceisur,anceisur,ÆNÇEizur,a.n.c.e.i.s.u.r,/Æ\N.Ç/E\i.'z/u\r,_,fro,12,NOMcom,pmn,ancêtre,DMF,ancêtre,"Alexis, l. 12",,<lb/>
97,12,3,ourent,ourent,ɔurəNT,o.u.r.e.n.t,'/ɔ\u.r/ə\NT,_,fro,12,VERcjg,indpsp6,avoir,DMF,avoir,"Alexis, l. 12",,
98,12,4,cristientet,cristientet,kriStiÆNtæð,c.r.i.s.t.i.e.n.t.e.t,kr/i\S.t/i\./Æ\N.'t/æ\ð,.,fro,12,NOMcom,sfr,chrétienté,DMF,chrétienté,"Alexis, l. 12",</l>,
99,13,1,si,si,Si,s.i,S/i\,_,fro,13,ADVgen,---,si4,DMF,si4,"Alexis, l. 13",,<l n=&quot;13&quot;>
100,13,2,fut,fut,fyð,f.u.t,f/y\ð,_,fro,13,VERcjg,indpsp3,être,DMF,être,"Alexis, l. 13",,
101,13,3,un,un,yn,u.n,/y\n,|,fro,13,DETndf,smr,un,DMF,un,"Alexis, l. 13",,
102,13,4,sire,sire,Sirə,s.i.r.e,'S/i\.r/(ə)\,_,fro,13,NOMcom,smn,sire,DMF,sire,"Alexis, l. 13",,<lb/>
103,13,5,de,de,dE,d.e,d/(E)\,_,fro,13,PRE,---,de,DMF,de,"Alexis, l. 13",,
104,13,6,rome,rome,rOmə,r.o.m.e,'r/O\.m/(ə)\,_,fro,13,NOMpro,sfr,Rome,---,---,"Alexis, l. 13",,
105,13,7,la,la,La,l.a,L/(a)\,_,fro,13,DETdef,sfr,le,DMF,le,"Alexis, l. 13",,
106,13,8,citet,citet,Çitæð,c.i.t.e.t,Ç/i\.'t/æ\ð,_,fro,13,NOMcom,sfr,cité,DMF,cité,"Alexis, l. 13",</l>,
107,14,1,rices,rices,riċəS,r.i.c.e.s,'r/i\.ċ/ə\S,_,fro,14,ADJqua,smn,riche,DMF,riche,"Alexis, l. 14",,<l n=&quot;14&quot;>
108,14,2,hom,hom,Om,ho.m,/O\m,_,fro,14,NOMcom,smn,homme,DMF,homme,"Alexis, l. 14",,
109,14,3,fud,fud,fyð,f.u.d,f/y\ð,_,fro,14,VERcjg,indpsp3,être,DMF,être,"Alexis, l. 14",,
110,14,4,de,de,dE,d.e,d/(E)\,|,fro,14,PRE,---,de,DMF,de,"Alexis, l. 14",,
111,14,5,grant,grant,grANT,g.r.a.n.t,gr/A\NT,_,fro,14,ADJqua,sfr,grand,DMF,grand,"Alexis, l. 14",,<lb/>
112,14,6,nobilitet,nobilitet,nObiLitæð,n.o.b.i.l.i.t.e.t,n/O\.b/i\.L/i\.'t/æ\ð,_,fro,14,NOMcom,sfr,nobilité,DMF,nobilité,"Alexis, l. 14",</l>,
113,15,1,pur,pur,pur,p.u.r,p/u\r,_,fro,15,PRE,---,pour,DMF,pour,"Alexis, l. 15",,<l n=&quot;15&quot;>
114,15,2,hoc,hoc,oK,ho.c,/o\K,_,fro,15,PRNdem,snr,o4,DMF,o4,"Alexis, l. 15",,
115,15,3,uus,vus,vuS,v.u.s,v/u\S,_,fro,15,PRCper,5pmr,vous,DMF,vous,"Alexis, l. 15",,
116,15,4,di,di,di,d.i,d/i\,_,fro,15,VERcjg,indpst1,dire,DMF,dire,"Alexis, l. 15",,
117,15,5,d,d,d,d,d/\,+,fro,15,PRE,---,de,DMF,de,"Alexis, l. 15",,
118,15,6,un,un,yn,u.n,/y\n,_,fro,15,DETndf,smr,un,DMF,un,"Alexis, l. 15",,
119,15,7,son,son,SON,s.o.n,S/O\N,+,fro,15,ADJpos,3smr,son4,DMF,son4,"Alexis, l. 15",,
120,15,8,filz,filz,fiLÇ,f.i.l.z,f/i\LÇ,_,fro,15,NOMcom,smr,fils,DMF,fils,"Alexis, l. 15",,
121,15,9,uoil,voil,voiL,v.o.i.l,v/o\iL,_,fro,15,VERcjg,indpst1,vouloir,DMF,vouloir,"Alexis, l. 15",,
122,15,10,parler,parler,pArLær,p.a.r.l.e.r,p/A\r.'L/æ\r,.|,fro,15,VERinf,---,parler,DMF,parler,"Alexis, l. 15",</l></lg>,
123,16,1,ufemien[=Eufemien],eufemien,EufEmiEn,e.u.f.e.m.i.e.n,/E\u.f/E\.m/i\.'/E\n,_,fro,16,NOMpro,smx,Eufemien,---,---,"Alexis, l. 16",,<lb/><lg n=&quot;4&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaaa&quot;><l n=&quot;16&quot;>
124,16,2,si,si,Si,s.i,S/i\,_,fro,16,ADVgen,---,si4,DMF,si4,"Alexis, l. 16",,
125,16,3,out,out,ɔuT,o.u.t,/ɔ\uT,_,fro,16,VERcjg,indpsp3,avoir,DMF,avoir,"Alexis, l. 16",,
126,16,4,a,a,a,a,/a\,+,fro,16,PRE,---,à,DMF,à,"Alexis, l. 16",,
127,16,5,nnum,nnum,nOm,nn.u.m,n/O\m,_,fro,16,NOMcom,smr,nom,DMF,nom,"Alexis, l. 16",,
128,16,6,li,li,Li,l.i,L/i\,+,fro,16,DETdef,smn,le,DMF,le,"Alexis, l. 16",,
129,16,7,pedre,pedre,pæðrə,p.e.d.r.e,'p/æ\.ðr/(ə)\,.,fro,16,NOMcom,smn,père,DMF,père,"Alexis, l. 16",</l>,
130,17,1,cons,cons,kONS,c.o.n.s,k/O\NS,_,fro,17,NOMcom,smn,comte,DMF,comte,"Alexis, l. 17",,<l n=&quot;17&quot;>
131,17,2,fut,fut,fyð,f.u.t,f/y\ð,_,fro,17,VERcjg,indpsp3,être,DMF,être,"Alexis, l. 17",,
132,17,3,de,de,dE,d.e,d/(E)\,_,fro,17,PRE,---,de,DMF,de,"Alexis, l. 17",,
133,17,4,rome,rome,rOmə,r.o.m.e,'r/O\.m/(ə)\,_,fro,17,NOMpro,sfr,Rome,---,---,"Alexis, l. 17",,
134,17,5,de,de,dE,d.e,d/(E)\,+,fro,17,PRE,---,de,DMF,de,"Alexis, l. 17",,
135,17,6,s,s,S,s,/\S,_,fro,17,DETdef,pmr,le,DMF,le,"Alexis, l. 17",,
136,17,7,melz,melz,meLÇ,m.e.l.z,m/e\LÇ,|,fro,17,ADJqua,pmr,mieux,DMF,mieux,"Alexis, l. 17",,
137,17,8,ki,ki,ki,k.i,k/i\,_,fro,17,PRNrel,smn,qui,DMF,qui,"Alexis, l. 17",,<lb/>
138,17,9,dunc,dunc,dONK,d.u.n.c,d/O\NK,_,fro,17,ADVgen,---,donc,DMF,donc,"Alexis, l. 17",,
139,17,10,i,i,i,i,/i\,+,fro,17,PRCadv,---,y2,DMF,y2,"Alexis, l. 17",,
140,17,11,eret,eret,ærəð,e.r.e.t,'/æ\.r/ə\ð,.,fro,17,VERcjg,indipf3,être,DMF,être,"Alexis, l. 17",</l>,
141,18,1,sur,sur,Sur,s.u.r,S/u\r,_,fro,18,PRE,---,sur,DMF,sur,"Alexis, l. 18",,<l n=&quot;18&quot;>
142,18,2,tuz,tuz,tuTS,t.u.z.,t/u\TS,_,fro,18,DETind,pmr,tout,DMF,tout,"Alexis, l. 18",,
143,18,3,ses,ses,SES,s.e.s,S/E\S,_,fro,18,DETpos,3pmr,son4,DMF,son4,"Alexis, l. 18",,
144,18,4,pers,pers,pærS,p.e.r.s,p/æ\rS,_,fro,18,NOMcom,pmr,pair,DMF,pair,"Alexis, l. 18",,
145,18,5,l,l,L,l,L/\,+,fro,18,PRCper,3sma,le,DMF,le,"Alexis, l. 18",,
146,18,6,amat,amat,Amað,a.m.a.t,/A\.'m/a\ð,_,fro,18,VERcjg,indpsp3,aimer,DMF,aimer,"Alexis, l. 18",,
147,18,7,li,li,Li,l.i,L/i\,_,fro,18,DETdef,smn,le,DMF,le,"Alexis, l. 18",,
148,18,8,emperere,emperere,ÆNpErærə,e.m.p.e.r.e.r.e,/Æ\N.p/E\.'r/æ\.r/(ə)\,.,fro,18,NOMcom,smn,empereur,DMF,empereur,"Alexis, l. 18",</l>,
149,19,1,dunc,dunc,dONK,d.u.n.c,d/O\NK,_,fro,19,ADVgen,---,donc,DMF,donc,"Alexis, l. 19",,<l n=&quot;19&quot;>
150,19,2,p[ri]st,prist,priST,p.r.i.s.t,pr/i\ST,|,fro,19,VERcjg,indpsp3,prendre,DMF,prendre,"Alexis, l. 19",,
151,19,3,muiler,muiler,muiLer,m.u.i.l.e.r,m/u\i.'L/e\r,_,fro,19,NOMcom,sfr,moillier,DMF,moillier,"Alexis, l. 19",,<lb/>
152,19,4,uailante,vailante,vAiLANtə,v.a.i.l.a.n.t.e,v/A\i.'L/A\N.t/(ə)\,_,fro,19,ADJqua,sfr,vaillant,DMF,vaillant,"Alexis, l. 19",,
153,19,5,[et],et,eð,e.t,/e\ð,_,fro,19,CONcoo,---,et,DMF,et,"Alexis, l. 19",,
154,19,6,honurede,honurede,Onuræðə,ho.n.u.r.e.d.e,/O\.n/u\.'r/æ\.ð/(ə)\,.,fro,19,VERppe,sfr,honorer,DMF,honorer,"Alexis, l. 19",</l>,
155,20,1,de,de,dE,d.e,d/(E)\,+,fro,20,PRE,---,de,DMF,de,"Alexis, l. 20",,<l n=&quot;20&quot;>
156,20,2,s,s,S,s,/\S,_,fro,20,DETdef,pfr,le,DMF,le,"Alexis, l. 20",,
157,20,3,melz,melz,meLÇ,m.e.l.z,m/e\LÇ,_,fro,20,ADJqua,pfrs,mieux,DMF,mieux,"Alexis, l. 20",,
158,20,4,gentils,gentils,ʤÆNtiLS,g.e.n.t.i.l.s,ʤ/Æ\N.'t/i\LS,_,fro,20,NOMcom,pfr,gentil,DMF,gentil,"Alexis, l. 20",,
159,20,5,de,de,dE,d.e,d/(E)\,+,fro,20,PRE,---,de,DMF,de,"Alexis, l. 20",,
160,20,6,tuta,tuta,tutə,t.u.t.a,'t/u\.t/(ə)\,_,fro,20,DETind,sfr,tout,DMF,tout,"Alexis, l. 20",,
161,20,7,la,la,La,l.a,L/(a)\,|,fro,20,DETdef,sfr,le,DMF,le,"Alexis, l. 20",,
162,20,8,cuntretha,cuntretha,kONtræðə,c.u.n.t.r.e.th.a,k/O\N.'tr/æ\.ð/(ə)\,.,fro,20,NOMcom,sfr,contrée,DMF,contrée,"Alexis, l. 20",</l></lg>,<lb/>
163,21,1,P_uis,puis,pyiS,p.u.i.s,p/y\iS,_,fro,21,ADVgen,---,puis,DMF,puis,"Alexis, l. 21",,<lg n=&quot;5&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaaa&quot;><l n=&quot;21&quot;>
164,21,2,conuerserent,converserent,kONvErSærəNT,c.o.n.v.e.r.s.e.r.e.n.t,k/O\N.v/E\r.'S/æ\.r/ə\NT,_,fro,21,VERcjg,indpsp6,converser,DMF,converser,"Alexis, l. 21",,
165,21,3,ansemble,ansemble,ÆNSENbLə,a.n.s.e.m.b.l.e,/Æ\N.'S/E\N.bL/(ə)\,_,fro,21,ADVgen,---,ensemble,DMF,ensemble,"Alexis, l. 21",,
166,21,4,longament,longament,LONġEmENT,l.o.n.g.a.m.e.n.t,L/O\N.ġ/E\.'m/E\NT,_,fro,21,ADVgen,---,longuement2,DMF,longuement2,"Alexis, l. 21",</l>,
167,22,1,n,n,n,n,n/\,+,fro,22,ADVneg,---,ne,DMF,ne,"Alexis, l. 22",,<l n=&quot;22&quot;>
168,22,2,ourent,ourent,ɔurəNT,o.u.r.e.n.t,'/ɔ\u.r/ə\NT,|,fro,22,VERcjg,indpsp6,avoir,DMF,avoir,"Alexis, l. 22",,
169,22,3,amfant,amfant,ÆNfANT,a.m.f.a.n.t,/Æ\N.'f/A\NT,_,fro,22,NOMcom,smr,enfant,DMF,enfant,"Alexis, l. 22",,<lb/>
170,22,4,peiset,peiset,pEizəð,p.e.i.s.e.t,'p/E\i.z/ə\ð,_,fro,22,VERcjg,indpst0,peser,DMF,peser,"Alexis, l. 22",,
171,22,5,lur,lur,Lur,l.u.r,L/u\r,_,fro,22,PRCper,6pmi,leur,DMF,leur,"Alexis, l. 22",,
172,22,6,en,en,ÆN,e.n,/Æ\N,_,fro,22,PRCadv,---,en2,DMF,en2,"Alexis, l. 22",,
173,22,7,forment,forment,fOrmENT,f.o.r.m.e.n.t,f/O\r.'m/E\NT,.,fro,22,ADVgen,---,fortement,DMF,fortement,"Alexis, l. 22",</l>,
174,23,1,e,e,e,e,/e\,_,fro,23,CONcoo,---,et,DMF,et,"Alexis, l. 23",,<l n=&quot;23&quot;>
175,23,2,deu,deu,dæu,d.e.u,d/æ\u,_,fro,23,NOMpro,smr,Dieu,DMF,Dieu,"Alexis, l. 23",,
176,23,3,apelent,apelent,ApɛLəNT,a.p.e.l.e.n.t,/A\.'p/ɛ\.L/ə\NT,_,fro,23,VERcjg,indpst6,appeler,DMF,appeler,"Alexis, l. 23",,
177,23,4,andui,andui,ÆNdyi,a.n.d.u.i,/Æ\N.'d/y\i,_,fro,23,PRNcar,pmn,ambedeux,DMF,ambedeux,"Alexis, l. 23",,
178,23,5,parfitem[en]t,parfitement,pArfitEmENT,p.a.r.f.i.t.e.m.e.n.t,p/A\r.f/i\.t/E\.'m/E\NT,|,fro,23,ADVgen,---,parfaitement,DMF,parfaitement,"Alexis, l. 23",</l>,
179,24,1,E,e,e,e,/e\,+,fro,24,INJ,---,hé,DMF,hé,"Alexis, l. 24",,<lb/><l n=&quot;24&quot;><q>
