wd_id,line_id,line_wd,dipl,word,phon,phon_map,syllabified,wd_div,lang,textlineid,pos,morph,lemma,lemma_src,lemma_dmf,ref,tei_right,tei_left
2523,322,9,set,set,SæT,s.e.t,S/æ\T,.|,fro,325,VERcjg,indpst3,savoir,DMF,savoir,"Alexis, l. 325",</l></lg>,
2524,323,1,Li,li,Li,l.i,L/i\,_,fro,326,DETdef,smn,le,DMF,le,"Alexis, l. 326",,<lb/><lg n=&quot;66&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaaa&quot;><l n=&quot;326&quot;>
2525,323,2,apostolie,apostolie,ApOStɔLiə,a.p.o.s.t.o.l.i.e,/A\.p/O\S.'t/ɔ\.Li/(ə)\,_,fro,326,NOMcom,smr,apostole,DMF,apostole,"Alexis, l. 326",,
2526,323,3,e,e,e,e,/e\,+,fro,326,CONcoo,---,et,DMF,et,"Alexis, l. 326",,
2527,323,4,li,li,Li,l.i,L/i\,_,fro,326,DETdef,pmn,le,DMF,le,"Alexis, l. 326",,
2528,323,5,empereur,empereur,ÆNpErEur,e.m.p.e.r.e.u.r,/Æ\N.p/E\.r/E\.'/u\r,.,fro,326,NOMcom,pmn,empereur,DMF,empereur,"Alexis, l. 326",</l>,
2529,324,1,sedent,sedent,SeðəNT,s.e.d.e.n.t,'S/e\.ð/ə\NT,_,fro,327,VERcjg,indpst6,seoir,DMF,seoir,"Alexis, l. 327",,<l n=&quot;327&quot;>
2530,324,2,e,e,E,e,/E\,+,fro,327,PRE,---,en,DMF,en,"Alexis, l. 327",,
2531,324,3,s,s,S,s,/\S,_,fro,327,DETdef,pmr,le,DMF,le,"Alexis, l. 327",,
2532,324,4,bans,bans,bANS,b.a.n.s,b/A\NS,_,fro,327,NOMcom,pmr,ban,DMF,ban,"Alexis, l. 327",,
2533,324,5,pensis,pensis,pÆNsiS,p.e.n.s.i.s,p/Æ\N.'s/i\S,_,fro,327,ADJqua,pmr,pensif,DMF,pensif,"Alexis, l. 327",,
2534,324,6,e,e,e,e,/e\,+,fro,327,CONcoo,---,et,DMF,et,"Alexis, l. 327",,
2535,324,7,plurus,plurus,pLuruS,p.l.u.r.u.s,pL/u\.'r/u\S,.,fro,327,ADJqua,pmr,pleureux,DMF,pleureux,"Alexis, l. 327",</l>,
2536,325,1,iloc,iloc,iLoK,i.l.o.c,/i\.'L/o\K,_,fro,328,ADVgen,---,illuec,DMF,illuec,"Alexis, l. 328",,<l n=&quot;328&quot;>
2537,325,2,es|guardent,esguardent,ESguardəNT,e.s.g.u.a.r.d.e.n.t,/E\S.'gu/a\r.d/ə\NT,_,fro,328,VERcjg,indpst6,égarder,DMF,égarder,"Alexis, l. 328",,
2538,325,3,tuit,tuit,tyiT,t.u.i.t,t/y\iT,_,fro,328,DETind,pmn,tout,DMF,tout,"Alexis, l. 328",,<lb/>
2539,325,4,cil,cil,ÇiL,c.i.l,Ç/i\L,_,fro,328,DETdem,pmn,cil,DMF,cil,"Alexis, l. 328",,
2540,325,5,altre,altre,aLtrə,a.l.t.r.e,'/a\L.tr/(ə)\,_,fro,328,ADJind,pmn,autre,DMF,autre,"Alexis, l. 328",,
2541,325,6,seinors,seinors,SEiɲurS,s.e.i.n.o.r.s,S/E\i.'ɲ/u\rS,.,fro,328,NOMcom,pmr,seigneur,DMF,seigneur,"Alexis, l. 328",</l>,
2542,326,1,si,si,Si,s.i,S/i\,_,fro,329,ADVgen,---,si4,DMF,si4,"Alexis, l. 329",,<l n=&quot;329&quot;>
2543,326,2,preient,preient,prEiəNT,p.r.e.i.e.n.t,'pr/E\i./ə\NT,_,fro,329,VERcjg,indpst6,prier,DMF,prier,"Alexis, l. 329",,
2544,326,3,deu,deu,dæu,d.e.u,d/æ\u,_,fro,329,NOMpro,smr,Dieu,DMF,Dieu,"Alexis, l. 329",,
2545,326,4,que,que,kE,qu.e,k/(E)\,_,fro,329,CONsub,---,que,DMF,que,"Alexis, l. 329",,
2546,326,5,conseil,conseil,kONSEiL,c.o.n.s.e.i.l,k/O\N.'S/E\iL,_,fro,329,NOMcom,smr,conseil,DMF,conseil,"Alexis, l. 329",,
2547,326,6,lur,lur,Lur,l.u.r,L/u\r,|,fro,329,PRCper,6pmi,leur,DMF,leur,"Alexis, l. 329",,
2548,326,7,an,an,ÆN,a.n,/Æ\N,+,fro,329,PRCadv,---,en2,DMF,en2,"Alexis, l. 329",,<lb/>
2549,326,8,duins,duins,dOiNS,d.u.i.n.s,d/O\iNS,.,fro,329,VERcjg,subpst3,donner,DMF,donner,"Alexis, l. 329",</l>,
2550,327,1,d,d,d,d,d/\,+,fro,330,PRE,---,de,DMF,de,"Alexis, l. 330",,<l n=&quot;330&quot;>
2551,327,2,i_cel,icel,iʦeL,i.c.e.l,/i\.'ʦ/e\L,_,fro,330,DETdem,smr,cil,DMF,cil,"Alexis, l. 330",,
2552,327,3,saint,saint,SAiNT,s.a.i.n.t,S/A\iNT,_,fro,330,ADJqua,smr,saint,DMF,saint,"Alexis, l. 330",,
2553,327,4,hume,hume,Omə,hu.m.e,'/O\.m/(ə)\,_,fro,330,NOMcom,smr,homme,DMF,homme,"Alexis, l. 330",,
2554,327,5,par,par,par,p.a.r,p/a\r,_,fro,330,PRE,---,par,DMF,par,"Alexis, l. 330",,
2555,327,6,qui,qui,ki,qu.i,k/i\,_,fro,330,PRNrel,smr,qui,DMF,qui,"Alexis, l. 330",,
2556,327,7,il,il,iL,i.l,/i\L,_,fro,330,PRNper,6pmn,il,DMF,il,"Alexis, l. 330",,
2557,327,8,guarirunt,guarirunt,guArirONT,g.u.a.r.i.r.u.n.t,gu/A\.r/i\.'r/O\NT,.,fro,330,VERcjg,indfut6,guérir,DMF,guérir,"Alexis, l. 330",</l></lg>,
2558,328,1,An,an,ÆN,a.n,/Æ\N,_,fro,331,PRE,---,en,DMF,en,"Alexis, l. 331",,<lg n=&quot;67&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaaa&quot;><l n=&quot;331&quot;>
2559,328,2,tant,tant,tANT,t.a.n.t,t/A\NT,_,fro,331,ADVgen,---,tant,DMF,tant,"Alexis, l. 331",,
2560,328,3,de|mentres,dementres,dEmENtrəS,d.e.m.e.n.t.r.e.s,d/E\.'m/E\N.tr/ə\S,_,fro,331,ADVgen,---,dementre,TL,---,"Alexis, l. 331",,
2561,328,4,cum,cum,kOm,c.u.m,k/O\m,_,fro,331,CONsub,---,comme,DMF,comme,"Alexis, l. 331",,<lb/>
2562,328,5,il,il,iL,i.l,/i\L,_,fro,331,PRNper,6pmn,il,DMF,il,"Alexis, l. 331",,
2563,328,6,iloec,iloec,iLuEK,i.l.o.e.c,/i\.'L/uE\K,_,fro,331,ADVgen,---,illuec,DMF,illuec,"Alexis, l. 331",,
2564,328,7,unt,unt,ONT,u.n.t,/O\NT,_,fro,331,VERcjg,indpst6,avoir,DMF,avoir,"Alexis, l. 331",,
2565,328,8,sis,sis,SiS,s.i.s,S/i\S,.,fro,331,VERppe,snr,seoir,DMF,seoir,"Alexis, l. 331",</l>,
2566,329,1,deseiuret,deseivret,dEsEivrəð,d.e.s.e.i.v.r.e.t,d/E\.'s/E\i.vr/ə\ð,_,fro,332,VERcjg,indpst3,dessevrer,DMF,dessevrer,"Alexis, l. 332",,<l n=&quot;332&quot;>
2567,329,2,l,l,L,l,L/\,+,fro,332,DETdef,sfn,le,DMF,le,"Alexis, l. 332",,
2568,329,3,aneme,aneme,Anəmə,a.n.e.m.e,'/A\.n/[ə]\.m/(ə)\,_,fro,332,NOMcom,sfn,âme,DMF,âme,"Alexis, l. 332",,
2569,329,4,de,de,dE,d.e,d/(E)\,+,fro,332,PRE,---,de,DMF,de,"Alexis, l. 332",,
2570,329,5,l,l,L,l,/\L,_,fro,332,DETdef,smr,le,DMF,le,"Alexis, l. 332",,
2571,329,6,cors,cors,kɔrS,c.o.r.s,k/ɔ\rS,+,fro,332,NOMcom,smr,corps,DMF,corps,"Alexis, l. 332",,
2572,329,7,sainz,sainz,SAiNTS,s.a.i.n.z.,S/A\iNTS,|,fro,332,ADJqua,smn,saint,DMF,saint,"Alexis, l. 332",,
2573,329,8,alexis,alexis,ALEkSiS,a.l.e.x..i.s,/A\.L/E\k.'S/i\S,.,fro,332,NOMpro,smn,Alexis,---,---,"Alexis, l. 332",</l>,<lb/>
2574,330,1,tut,tut,tuT,t.u.t,t/u\T,_,fro,333,ADVgen,---,tout,DMF,tout,"Alexis, l. 333",,<l n=&quot;333&quot;>
2575,330,2,dreitem[en]t,dreitement,drEitEmENT,d.r.e.i.t.e.m.e.n.t,dr/E\i.t/E\.'m/E\NT,_,fro,333,ADVgen,---,droitement,DMF,droitement,"Alexis, l. 333",,
2576,330,3,en,en,ÆN,e.n,/Æ\N,+,fro,333,PRCadv,---,en2,DMF,en2,"Alexis, l. 333",,
2577,330,4,uait,vait,vAiT,v.a.i.t,v/A\iT,_,fro,333,VERcjg,indpst3,aller,DMF,aller,"Alexis, l. 333",,
2578,330,5,en,en,ÆN,e.n,/Æ\N,+,fro,333,PRE,---,en,DMF,en,"Alexis, l. 333",,
2579,330,6,paradis,paradis,pArAðiS,p.a.r.a.d.i.s,p/A\.r/A\.'ð/i\S,.,fro,333,NOMcom,smr,paradis,DMF,paradis,"Alexis, l. 333",</l>,
2580,331,1,a,a,a,a,/a\,+,fro,334,PRE,---,à,DMF,à,"Alexis, l. 334",,<l n=&quot;334&quot;>
2581,331,2,sun,sun,SON,s.u.n,S/O\N,_,fro,334,DETpos,3smr,son4,DMF,son4,"Alexis, l. 334",,
2582,331,3,seinor,seinor,SEiɲur,s.e.i.n.o.r,S/E\i.'ɲ/u\r,_,fro,334,NOMcom,smr,seigneur,DMF,seigneur,"Alexis, l. 334",,
2583,331,4,q[u],qu,k,qu,k/\,_,fro,334,PRNrel,smr,que,DMF,que,"Alexis, l. 334",,
2584,331,5,[i]l,il,iL,i.l,/i\L,_,fro,334,PRNper,3smn,il,DMF,il,"Alexis, l. 334",,
2585,331,6,aueit,aveit,AvEiT,a.v.e.i.t,/A\.'v/E\iT,_,fro,334,VERcjg,indipf3,avoir,DMF,avoir,"Alexis, l. 334",,
2586,331,7,tant,tant,tANT,t.a.n.t,t/A\NT,|,fro,334,ADVgen,---,tant,DMF,tant,"Alexis, l. 334",,
2587,331,8,seruit,servit,SErvið,s.e.r.v.i.t,S/E\r.'v/i\ð,.,fro,334,VERppe,smr,servir,DMF,servir,"Alexis, l. 334",</l>,<lb/>
2588,332,1,e,e,e,e,/e\,+,fro,335,INJ,---,hé,DMF,hé,"Alexis, l. 335",,<l n=&quot;335&quot;>
2589,332,2,reis,reis,rEiS,r.e.i.s,r/E\iS,_,fro,335,NOMcom,smn,roi,DMF,roi,"Alexis, l. 335",,
2590,332,3,celeste,celeste,ÇELɛStə,c.e.l.e.s.t.e,Ç/E\.'L/ɛ\S.t/(ə)\,_,fro,335,ADJqua,smr,céleste,DMF,céleste,"Alexis, l. 335",,
2591,332,4,tu,tu,ty,t.u,t/y\,_,fro,335,PRNpro,2smn,tu,DMF,tu,"Alexis, l. 335",,
2592,332,5,nus,nus,nuS,n.u.s,n/u\S,_,fro,335,PRCper,4pmr,nous,DMF,nous,"Alexis, l. 335",,
2593,332,6,i,i,i,i,/i\,+,fro,335,PRCadv,---,y2,DMF,y2,"Alexis, l. 335",,
2594,332,7,fai,fai,fAi,f.a.i,f/A\i,_,fro,335,VERcjg,imp---2,faire,DMF,faire,"Alexis, l. 335",,
2595,332,8,uenir,venir,vEnir,v.e.n.i.r,v/E\.'n/i\r,.,fro,335,VERinf,---,venir,DMF,venir,"Alexis, l. 335",</l></lg>,
2596,333,1,Li,li,Li,l.i,L/i\,+,fro,336,DETdef,smn,le,DMF,le,"Alexis, l. 336",,<lg n=&quot;68&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaaa&quot;><l n=&quot;336&quot;>
2597,333,2,boens,boens,buENS,b.o.e.n.s,b/uE\NS,_,fro,336,ADJqua,smn,bon,DMF,bon,"Alexis, l. 336",,
2598,333,3,serganz,serganz,SErʤANTS,s.e.r.g.a.n.z.,S/E\r.'ʤ/A\NTS,_,fro,336,NOMcom,smn,sergent,DMF,sergent,"Alexis, l. 336",,
2599,333,4,ki,ki,ki,k.i,k/i\,+,fro,336,PRNrel,smn,qui,DMF,qui,"Alexis, l. 336",,
2600,333,5,l,l,L,l,/\L,+,fro,336,PRCper,3sma,le,DMF,le,"Alexis, l. 336",,
2601,333,6,serueit,serveit,SErvEiT,s.e.r.v.e.i.t,S/E\r.'v/E\iT,|,fro,336,VERcjg,indipf3,servir,DMF,servir,"Alexis, l. 336",,
2602,333,7,uolentiers,volentiers,vuLÆNtiErS,v.o.l.e.n.t.i.e.r.s,v/u\.L/Æ\N.'t/iE\rS,.,fro,336,ADVgen,---,volontiers,DMF,volontiers,"Alexis, l. 336",</l>,<lb/>
2603,334,1,il,il,iL,i.l,/i\L,+,fro,337,PRNper,3smn,il,DMF,il,"Alexis, l. 337",,<l n=&quot;337&quot;>
2604,334,2,le,le,LE,l.e,L/(E)\,_,fro,337,PRCper,3sna,le,DMF,le,"Alexis, l. 337",,
2605,334,3,nuncat,nuncat,nONÇað,n.u.n.c.a.t,n/O\N.'Ç/a\ð,_,fro,337,VERcjg,indpsp3,noncer,DMF,noncer,"Alexis, l. 337",,
2606,334,4,sum,sum,SON,s.u.m,S/O\N,_,fro,337,DETpos,3smr,son4,DMF,son4,"Alexis, l. 337",,
2607,334,5,pedre,pedre,pæðrə,p.e.d.r.e,'p/æ\.ðr/(ə)\,_,fro,337,NOMcom,smr,père,DMF,père,"Alexis, l. 337",,
2608,334,6,Eufemien,eufemien,EufEmiEn,e.u.f.e.m.i.e.n,/E\u.f/E\.m/i\.'/E\n,.,fro,337,NOMpro,smr,Eufemien,---,---,"Alexis, l. 337",</l>,
2609,335,1,suëf,suef,SuæF,s.u.e.f,S/u\.'/æ\F,_,fro,338,ADVgen,---,souef,DMF,souef,"Alexis, l. 338",,<l n=&quot;338&quot;>
2610,335,2,l,l,L,l,L/\,+,fro,338,PRCper,3sma,le,DMF,le,"Alexis, l. 338",,
2611,335,3,apelet,apelet,ApɛLəð,a.p.e.l.e.t,/A\.'p/ɛ\.L/ə\ð,_,fro,338,VERcjg,indpst3,appeler,DMF,appeler,"Alexis, l. 338",,
2612,335,4,si,si,Si,s.i,S/i\,_,fro,338,ADVgen,---,si4,DMF,si4,"Alexis, l. 338",,
2613,335,5,li,li,Li,l.i,L/i\,_,fro,338,PRCper,3smi,li,DMF,li,"Alexis, l. 338",,
2614,335,6,ad,ad,að,a.d,/a\ð,|,fro,338,VERcjg,indpst3,avoir,DMF,avoir,"Alexis, l. 338",,
2615,335,7,conseilet,conseilet,kONSEiLeð,c.o.n.s.e.i.l.e.t,k/O\N.S/E\i.'L/e\ð,.,fro,338,VERppe,snr,conseiller2,DMF,conseiller2,"Alexis, l. 338",</l>,<lb/>
2616,336,1,sire,sire,Sirə,s.i.r.e,'S/i\.r/(ə)\,_,fro,339,NOMcom,smn,sire,DMF,sire,"Alexis, l. 339",</q>,<l n=&quot;339&quot;><q>
2617,336,2,dist,dist,diST,d.i.s.t,d/i\ST,_,fro,339,VERcjg,indpst3|indpsp3,dire,DMF,dire,"Alexis, l. 339",,
2618,336,3,il,il,iL,i.l,/i\L,_,fro,339,PRNper,3smn,il,DMF,il,"Alexis, l. 339",,
2619,336,4,morz,morz,mɔrTS,m.o.r.z.,m/ɔ\rTS,_,fro,339,VERppe,smn,mourir,DMF,mourir,"Alexis, l. 339",,<q>
2620,336,5,est,est,EST,e.s.t,/E\ST,_,fro,339,VERcjg,indpst3,être,DMF,être,"Alexis, l. 339",,
2621,336,6,tes,tes,tES,t.e.s,t/E\S,_,fro,339,DETpos,2smn,ton2,DMF,ton2,"Alexis, l. 339",,
2622,336,7,prouenders,provenders,pruvÆNderS,p.r.o.v.e.n.d.e.r.s,pr/u\.v/Æ\N.'d/e\rS,.,fro,339,NOMcom,smn,provendier,DMF,provendier,"Alexis, l. 339",</q></l>,
2623,337,1,e,e,e,e,/e\,_,fro,340,CONcoo,---,et,DMF,et,"Alexis, l. 340",,<l n=&quot;340&quot;><q>
2624,337,2,ćó,co,Çɔ,c.o,Ç/ɔ\,_,fro,340,PRNdem,snr,ce,DMF,ce,"Alexis, l. 340",,
2625,337,3,sai,sai,SAi,s.a.i,S/A\i,_,fro,340,VERcjg,indpst1,savoir,DMF,savoir,"Alexis, l. 340",,
2626,337,4,dire,dire,dirə,d.i.r.e,'d/i\.r/(ə)\,_,fro,340,VERinf,---,dire,DMF,dire,"Alexis, l. 340",,
2627,337,5,qu,qu,k,qu,k/\,+,fro,340,CONsub,---,que,DMF,que,"Alexis, l. 340",,
2628,337,6,il,il,iL,i.l,/i\L,|,fro,340,PRNper,3smn,il,DMF,il,"Alexis, l. 340",,
2629,337,7,fut,fut,fyð,f.u.t,f/y\ð,_,fro,340,VERcjg,indpsp3,être,DMF,être,"Alexis, l. 340",,<lb/>
2630,337,8,bons,bons,bONS,b.o.n.s,b/O\NS,_,fro,340,ADJqua,smn,bon,DMF,bon,"Alexis, l. 340",,
2631,337,9,cristiens,cristiens,kriStiENS,c.r.i.s.t.i.e.n.s,kr/i\S.t/i\.'/E\NS,.,fro,340,NOMcom,smn,chrétien,DMF,chrétien,"Alexis, l. 340",</q></l></lg>,
2632,338,1,Mult,mult,muLT,m.u.l.t,m/u\LT,_,fro,341,ADVgen,---,moult,DMF,moult,"Alexis, l. 341",,<lg n=&quot;69&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaaa&quot;><l n=&quot;341&quot;><q>
2633,338,2,lungament,lungament,LONġEmENT,l.u.n.g.a.m.e.n.t,L/O\N.ġ/E\.'m/E\NT,_,fro,341,ADVgen,---,longuement2,DMF,longuement2,"Alexis, l. 341",,
2634,338,3,ai,ai,Ai,a.i,/A\i,_,fro,341,VERcjg,indpst1,avoir,DMF,avoir,"Alexis, l. 341",,
2635,338,4,a,a,a,a,/a\,+,fro,341,PRE,---,à,DMF,à,"Alexis, l. 341",,
2636,338,5,lui,lui,Lyi,l.u.i,L/y\i,_,fro,341,PRNper,3smr,lui,DMF,lui,"Alexis, l. 341",,
2637,338,6,conuerset,converset,kONvErSæð,c.o.n.v.e.r.s.e.t,k/O\N.v/E\r.'S/æ\ð,.,fro,341,VERppe,snr,converser,DMF,converser,"Alexis, l. 341",</q></l>,
2638,339,1,de,de,dE,d.e,d/(E)\,_,fro,342,PRE,---,de,DMF,de,"Alexis, l. 342",,<l n=&quot;342&quot;><q>
2639,339,2,nule,nule,nyLə,n.u.l.e,'n/y\.L/(ə)\,|,fro,342,DETind,sfr,nul,DMF,nul,"Alexis, l. 342",,
2640,339,3,cose,cose,ċɔzə,c.o.s.e,'ċ/ɔ\.z/(ə)\,_,fro,342,NOMcom,sfr,chose,DMF,chose,"Alexis, l. 342",,<lb/>
2641,339,4,certes,certes,ÇɛrtəS,c.e.r.t.e.s,'Ç/ɛ\r.t/ə\S,_,fro,342,ADVgen,---,certes,DMF,certes,"Alexis, l. 342",,
2642,339,5,ne,ne,nE,n.e,n/(E)\,+,fro,342,ADVneg,---,ne,DMF,ne,"Alexis, l. 342",,
2643,339,6,l,l,L,l,/\L,_,fro,342,PRCper,3sma,le,DMF,le,"Alexis, l. 342",,
2644,339,7,sai,sai,SAi,s.a.i,S/A\i,_,fro,342,VERcjg,indpst1,savoir,DMF,savoir,"Alexis, l. 342",,
2645,339,8,blasmer,blasmer,bLASmær,b.l.a.s.m.e.r,bL/A\S.'m/æ\r,.,fro,342,VERinf,---,blâmer,DMF,blâmer,"Alexis, l. 342",</q></l>,
2646,340,1,e,e,e,e,/e\,_,fro,343,CONcoo,---,et,DMF,et,"Alexis, l. 343",,<l n=&quot;343&quot;><q>
2647,340,2,ćó,co,Çɔ,c.o,Ç/ɔ\,_,fro,343,PRNdem,snn,ce,DMF,ce,"Alexis, l. 343",,
2648,340,3,m,m,m,m,m/\,+,fro,343,PRCper,1smr,me,DMF,me,"Alexis, l. 343",,
2649,340,4,est,est,EST,e.s.t,/E\ST,_,fro,343,VERcjg,indpst3,être,DMF,être,"Alexis, l. 343",,
2650,340,5,uis,vis,viS,v.i.s,v/i\S,_,fro,343,NOMcom,smn,vis3,DMF,vis3,"Alexis, l. 343",,
2651,340,6,que,que,kE,qu.e,k/(E)\,_,fro,343,CONsub,---,que,DMF,que,"Alexis, l. 343",,
2652,340,7,ćó,co,Çɔ,c.o,Ç/ɔ\,_,fro,343,PRNdem,snn,ce,DMF,ce,"Alexis, l. 343",,
2653,340,8,est,est,EST,e.s.t,/[E]\ST,_,fro,343,VERcjg,indpst3,être,DMF,être,"Alexis, l. 343",,
2654,340,9,l,l,L,l,L/\,+,fro,343,DETdef,smr,le,DMF,le,"Alexis, l. 343",,
2655,340,10,ume,ume,Omə,u.m.e,'/O\.m/(ə)\,_,fro,343,NOMcom,smr,homme,DMF,homme,"Alexis, l. 343",,
2656,340,11,deu,deu,dæu,d.e.u,d/æ\u,.,fro,343,NOMpro,smr,Dieu,DMF,Dieu,"Alexis, l. 343",</q></l>,
2657,341,1,tut,tut,tuT,t.u.t,t/u\T,|,fro,344,ADVgen,---,tout,DMF,tout,"Alexis, l. 344",,<l n=&quot;344&quot;>
2658,341,2,sul,sul,SuL,s.u.l,S/u\L,_,fro,344,ADJqua,smr,seul,DMF,seul,"Alexis, l. 344",,<lb/>
2659,341,3,s,s,S,s,S/\,+,fro,344,PRCper,3smr,se,DMF,se,"Alexis, l. 344",,
2660,341,4,en,en,ÆN,e.n,/Æ\N,_,fro,344,PRCadv,---,en2,DMF,en2,"Alexis, l. 344",,
2661,341,5,est,est,EST,e.s.t,/E\ST,_,fro,344,VERcjg,indpst3,être,DMF,être,"Alexis, l. 344",,
2662,341,6,eufemien,eufemien,EufEmiEn,e.u.f.e.m.i.e.n,/E\u.f/E\.m/i\.'/E\n,_,fro,344,NOMpro,smr,Eufemien,---,---,"Alexis, l. 344",,
2663,341,7,turnet,turnet,turnæð,t.u.r.n.e.t,t/u\r.'n/æ\ð,.,fro,344,VERppe,smr,tourner,DMF,tourner,"Alexis, l. 344",</l>,
2664,342,1,uint,vint,viNT,v.i.n.t,v/i\NT,_,fro,345,VERcjg,indpsp3,venir,DMF,venir,"Alexis, l. 345",,<l n=&quot;345&quot;>
2665,342,2,a,a,a,a,/a\,+,fro,345,PRE,---,à,DMF,à,"Alexis, l. 345",,
2666,342,3,sun,sun,SON,s.u.n,S/O\N,_,fro,345,DETpos,3smr,son4,DMF,son4,"Alexis, l. 345",,
2667,342,4,filz,filz,fiLÇ,f.i.l.z,f/i\LÇ,_,fro,345,NOMcom,smr,fils,DMF,fils,"Alexis, l. 345",,
2668,342,5,ou,ou,ou,o.u,/o\u,_,fro,345,PRNrel,---,où,DMF,où,"Alexis, l. 345",,
2669,342,6,il,il,iL,i.l,/i\L,_,fro,345,PRNper,3smn,il,DMF,il,"Alexis, l. 345",,
2670,342,7,gist,gist,ʤiST,g.i.s.t,ʤ/i\ST,_,fro,345,VERcjg,indpst3,gésir,DMF,gésir,"Alexis, l. 345",,
2671,342,8,suz,suz,SuTS,s.u.z.,S/u\TS,_,fro,345,PRE,---,sous,DMF,sous,"Alexis, l. 345",,
2672,342,9,lu,lu,Lu,l.u,L/(u)\,+,fro,345,DETdef,smr,le,DMF,le,"Alexis, l. 345",,
2673,342,10,de|gret,degret,dEgræð,d.e.g.r.e.t,d/E\.'gr/æ\ð,.,fro,345,NOMcom,smr,degré,DMF,degré,"Alexis, l. 345",</l></lg>,
2674,343,1,Les,les,LES,l.e.s,L/E\S,_,fro,346,DETdef,pmr,le,DMF,le,"Alexis, l. 346",,<lb/><lg n=&quot;70&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaaa&quot;><l n=&quot;346&quot;>
2675,343,2,dras,dras,drAS,d.r.a.s,dr/A\S,_,fro,346,NOMcom,pmr,drap,DMF,drap,"Alexis, l. 346",,
2676,343,3,suzleuet,suzlevet,SuTSLɛvəð,s.u.z..l.e.v.e.t,S/u\TS.'L/ɛ\.v/ə\ð,_,fro,346,VERcjg,indpst3,soulever,DMF,soulever,"Alexis, l. 346",,
2677,343,4,dum,dum,dOm,d.u.m,d/O\m,_,fro,346,PRNrel,pmr,dont,DMF,dont,"Alexis, l. 346",,
2678,343,5,il,il,iL,i.l,/i\L,+,fro,346,PRNper,3smn,il,DMF,il,"Alexis, l. 346",,
2679,343,6,esteit,esteit,EStEiT,e.s.t.e.i.t,/E\S.'t/E\iT,_,fro,346,VERcjg,indipf3,être,DMF,être,"Alexis, l. 346",,
2680,343,7,cuuert,cuvert,kuvɛrT,c.u.v.e.r.t,k/u\.'v/ɛ\rT,.,fro,346,VERppe,smr,couvrir,DMF,couvrir,"Alexis, l. 346",</l>,
2681,344,1,uit,vit,viT,v.i.t,v/i\T,_,fro,347,VERcjg,indpsp3,voir,DMF,voir,"Alexis, l. 347",,<l n=&quot;347&quot;>
2682,344,2,de,de,dE,d.e,d/(E)\,+,fro,347,PRE,---,de,DMF,de,"Alexis, l. 347",,
2683,344,3,l,l,L,l,/\L,_,fro,347,DETdef,smr,le,DMF,le,"Alexis, l. 347",,
2684,344,4,sain,sain,SAin,s.a.i.n,S/A\in,+,fro,347,ADJqua,smr,saint,DMF,saint,"Alexis, l. 347",,
2685,344,5,home,home,Omə,ho.m.e,'/O\.m/(ə)\,|,fro,347,NOMcom,smr,homme,DMF,homme,"Alexis, l. 347",,
2686,344,6,le,le,LE,l.e,L/(E)\,_,fro,347,DETdef,smr,le,DMF,le,"Alexis, l. 347",,<lb/>
2687,344,7,uis,vis,viS,v.i.s,v/i\S,_,fro,347,NOMcom,smr,vis,DMF,vis,"Alexis, l. 347",,
2688,344,8,e,e,e,e,/e\,_,fro,347,CONcoo,---,et,DMF,et,"Alexis, l. 347",,
2689,344,9,cler,cler,kLær,c.l.e.r,kL/æ\r,_,fro,347,ADJqua,smr,clair,DMF,clair,"Alexis, l. 347",,
2690,344,10,e,e,e,e,/e\,+,fro,347,CONcoo,---,et,DMF,et,"Alexis, l. 347",,
2691,344,11,bel,bel,bɛL,b.e.l,b/ɛ\L,.,fro,347,ADJqua,smr,beau,DMF,beau,"Alexis, l. 347",</l>,
2692,345,1,en,en,ÆN,e.n,/Æ\N,_,fro,348,PRE,---,en,DMF,en,"Alexis, l. 348",,<l n=&quot;348&quot;>
2693,345,2,sum,sum,SON,s.u.m,S/O\N,_,fro,348,DETpos,3smr,son4,DMF,son4,"Alexis, l. 348",,
2694,345,3,puing,puing,pOiɲ,p.u.i.ng,p/O\iɲ,_,fro,348,NOMcom,smr,poing,DMF,poing,"Alexis, l. 348",,
2695,345,4,tint,tint,tiNT,t.i.n.t,t/i\NT,_,fro,348,VERcjg,indpsp3,tenir,DMF,tenir,"Alexis, l. 348",,
2696,345,5,le,le,LE,l.e,L/(E)\,_,fro,348,DETdef,sfr,le,DMF,le,"Alexis, l. 348",,
2697,345,6,cartre,cartre,ċartrə,c.a.r.t.r.e,'ċ/a\r.tr/(ə)\,_,fro,348,NOMcom,sfr,charte,DMF,charte,"Alexis, l. 348",,
2698,345,7,le,le,LE,l.e,L/(E)\,_,fro,348,DETdef,smr,le,DMF,le,"Alexis, l. 348",,
2699,345,8,deu,deu,dæu,d.e.u,d/æ\u,_,fro,348,NOMpro,smr,Dieu,DMF,Dieu,"Alexis, l. 348",,
2700,345,9,serf,serf,SɛrF,s.e.r.f,S/ɛ\rF,.,fro,348,NOMcom,smr,serf,DMF,serf,"Alexis, l. 348",</l>,
