wd_id,line_id,line_wd,dipl,word,wd_div,phon,phon_map,syllabified,lang,pos,pos_syn,morph,lemma,lemma_src,lemma_dmf,ref,phil_note,tei_right,tei_left
97,24,4,maria,maria,_,NVRVV,m.a.r.i.a,N/V\.'R/V\./V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 24",,</l></lg>,
98,25,1,Sine,sine,_,QVNV,s.i.n.e,'Q/V\.N/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 25",,,<lg xml:lang=&quot;lat&quot; n=&quot;7&quot; type=&quot;stanza&quot; rhyme=&quot;aaab&quot; met=&quot;heptasyllable&quot;><l n=&quot;25&quot;>
99,25,2,uiri,viri,_,QVRV,v.i.r.i,'Q/V\.R/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 25",,,
100,25,3,copula,copula,–,QVQVLV,c.o.p.u.l.a,'Q/V\.Q/V\.'L/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 25",,</l>,
101,26,1,florem,florem,–,QLVRVN,f.l.o.r.e.m,'QL/V\.R/V\N,lat,ETR,ETR,,---,---,,"PrVierge2, l. 26",,,<l n=&quot;26&quot;>
102,26,2,de–|dit,dedit,–,QVQVQ,d.e.d.i.t,'Q/V\.Q/V\Q,lat,ETR,ETR,,---,---,,"PrVierge2, l. 26",,<lb/>,
103,26,3,uirgula,virgula,–,QVRQVLV,v.i.r.g.u.l.a,'Q/V\R.Q/V\.'L/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 26",,</l>,
104,27,1,qui,qui,_,QRV,q.u.i,QR/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 27",,,<l n=&quot;27&quot;>
105,27,2,man[et],manet,–,NVNVQ,m.a.n.e.t,'N/V\.N/V\Q,lat,ETR,ETR,,---,---,,"PrVierge2, l. 27",,,
106,27,3,in,in,+,VN,i.n,/V\N,lat,ETR,ETR,,---,---,,"PrVierge2, l. 27",,,
107,27,4,secula,secula,_,QVQVLV,s.e.c.u.l.a,'Q/V\.Q/V\.'L/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 27",,</l>,
108,28,1,De,de,+,QV,d.e,Q/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 28",,,<l n=&quot;28&quot;>
109,28,2,u[=uirgine],virgine,_,QVRQVNV,v.i.r.g.i.n.e,'Q/V\R.Q/V\.'N/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 28",,<supplied reason=&quot;missing&quot;>maria</supplied></l></lg>,
110,29,1,Non,non,+,nOn,n.o.n,n/O\n,pro,ADVneg,ADVneg,,nón,DOM,,"PrVierge2, l. 29",lemma_BrunPrVierge:412 lemma_SponsT:237,,<lg n=&quot;8&quot; type=&quot;stanza&quot; rhyme=&quot;aaab&quot; met=&quot;heptasyllable&quot;><l n=&quot;29&quot;><q>
111,29,2,p[er]_drai,perdrai,–,pErdrAi,p.e.r.d.r.a.i,p/E\r.'dr/A\i,pro,VERcjg,VERcjg,indfut1,pèrdre,DOM,,"PrVierge2, l. 29",,,
112,29,3,uirginitat,virginitat,–|,virʤinitAT,v.i.r.g.i.n.i.t.a.t,v/i\r.ʤ/i\.n/i\.'t/A\T,pro,NOMcom,NOMcom,sfr,vergenetat,DOM,,"PrVierge2, l. 29",,</q></l>,<pb n=&quot;48v&quot; facs=&quot;https://gallica.bnf.fr/ark:/12148/btv1b6000946s/f104.item&quot;/><lb/>
113,30,1,tos,tos,_,toS,t.o.s,t/o\S,pro,DETind,DETind,pmr,tót,DOM,,"PrVierge2, l. 30",,,<l n=&quot;30&quot;><q>
114,30,2,temps,temps,–,tENPS,t.e.m.p.s,t/E\NPS,pro,NOMcom,NOMcom,pmr,témps,DOM,,"PrVierge2, l. 30",,,
115,30,3,aurai,aurai,–,AurAi,a.u.r.a.i,/A\u.'r/A\i,pro,VERcjg,VERcjg,indfut1,avér,DOM,,"PrVierge2, l. 30",,,
116,30,4,chasti_tat,chastitat,–,ċAStitAT,ch.a.s.t.i.t.a.t,ċ/A\S.t/i\.'t/A\T,pro,NOMcom,NOMcom,sfr,castedat,DOM,,"PrVierge2, l. 30",,</q></l>,
117,31,1,si,si,+,Si,s.i,S/<i>\,pro,ADVgen,ADVgen,,si2,DOM,,"PrVierge2, l. 31",,,<l n=&quot;31&quot;><q>
118,31,2,cum,cum,–,kOm,c.u.m,k/O\m,pro,CONsub,CONsub,,cóm,DOM,,"PrVierge2, l. 31",,,
119,31,3,es,es,_,ES,e.s,/E\S,pro,VERcjg,VERcjg,indpst0,èser,DOM,,"PrVierge2, l. 31",,,
120,31,4,p[ro]_feti–zat,profetizat,–,prOfEtizAT,p.r.o.f.e.t.i.z.a.t,pr/O\.f/E\.t/i\.'z/A\T,pro,VERppe,VERppe,snn,profetizar,DOM,,"PrVierge2, l. 31",,</q></l>,
121,32,1,pois,pois,_,pɔiS,p.o.i.s,p/ɔ\iS,pro,ADVgen,ADVgen,,pòis,DOM,,"PrVierge2, l. 32",,,<l n=&quot;32&quot;>
122,32,2,uirgo,virgo,_,QVRQV,v.i.r.g.o,'Q/V\R.Q/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 32",,,
123,32,3,maria,maria,–|,NVRVV,m.a.r.i.a,N/V\.'R/V\./V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 32",,</l></lg><lb/>,
124,33,1,S_um_mi,summi,_,QVNNV,s.u.m.m.i,'Q/V\N.N/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 33",,,<lg xml:lang=&quot;lat&quot; n=&quot;9&quot; type=&quot;stanza&quot; rhyme=&quot;aaab&quot; met=&quot;heptasyllable&quot;><l n=&quot;33&quot;>
125,33,2,patri,patri,–,QVQRV,p.a.t.r.i,'Q/V\.QR/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 33",,,
126,33,3,filio,filio,–,QVLVV,f.i.l.i.o,'Q/V\.L/V\.'/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 33",,</l>,
127,34,1,datur,datur,–,QVQVR,d.a.t.u.r,'Q/V\.Q/V\R,lat,ETR,ETR,,---,---,,"PrVierge2, l. 34",,,<l n=&quot;34&quot;>
128,34,2,in,in,+,VN,i.n,/V\N,lat,ETR,ETR,,---,---,,"PrVierge2, l. 34",,,
129,34,3,presepio,presepio,–,QRVQVQVV,p.r.e.s.e.p.i.o,QR/V\.'Q/V\.Q/V\.'/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 34",,</l>,
130,35,1,sed,sed,_,QVQ,s.e.d,Q/V\Q,lat,ETR,ETR,,---,---,,"PrVierge2, l. 35",,,<l n=&quot;35&quot;>
131,35,2,uolentes,volentes,–,QVLVNQVQ,v.o.l.e.n.t.e.s,Q/V\.'L/V\N.Q/V\Q,lat,ETR,ETR,,---,---,,"PrVierge2, l. 35",,,
132,35,3,mansio,mansio,–,NVNQVV,m.a.n.s.i.o,'N/V\N.Q/V\.'/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 35",,</l>,
133,36,1,e,e,–|,V,e,/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 36",,<supplied reason=&quot;missing&quot;>virgine maria</supplied></l></lg><lb/>,<l n=&quot;36&quot;>
134,37,1,Eu,eu,_,ɛu,e.u,/ɛ\u,pro,PRNper,PRNper,,eu,DOM,,"PrVierge2, l. 37",,,<lg n=&quot;10&quot; type=&quot;stanza&quot; rhyme=&quot;aaab&quot; met=&quot;heptasyllable&quot;><l n=&quot;37&quot;><q>
135,37,2,soi,soi,–,Soi,s.o.i,S/o\i,pro,VERcjg,VERcjg,indpst1,èser,DOM,,"PrVierge2, l. 37",,,
136,37,3,l,l,+,L,l,L/\,pro,DETdef,DETdef,smn,lo2,DOM,,"PrVierge2, l. 37",,,
137,37,4,angels,angels,–,ANʤELS,a.n.g.e.l.s,'/A\N.ʤ/E\LS,pro,NOMcom,NOMcom,smn,angel,DOM,,"PrVierge2, l. 37",,,
138,37,5,gabriels,gabriels,–,gAbriɛLS,g.a.b.r.i.e.l.s,g/A\.br/i\.'/ɛ\LS,pro,NOMpro,NOMpro,smn,Gabriel,wikipedia.fr,,"PrVierge2, l. 37",,</q></l>,
139,38,1,apor,apor,+,Apɔr,a.p.o.r,/A\.'p/ɔ\r,pro,VERcjg,VERcjg,indpst1,aportar,DOM,,"PrVierge2, l. 38",,,<l n=&quot;38&quot;><q>
140,38,2,uos,vos,–,vOS,v.o.s,v/O\S,pro,PRCper,PRCper,5pmr,vós,DOM,,"PrVierge2, l. 38",,,
141,38,3,salut,salut,–,SAlyT,s.a.l.u.t,S/A\.'l/y\T,pro,NOMcom,NOMcom,smr,salut,DOM,,"PrVierge2, l. 38",,,
142,38,4,fiels,fiels,–,fiɛLS,f.i.e.l.s,f/i\.'/ɛ\LS,pro,ADJqua,ADJqua,pmr,fezèl,DOM,,"PrVierge2, l. 38",,</q></l>,
143,39,1,deus,deus,–,dɛuS,d.e.u.s,d/ɛ\uS,pro,NOMpro,NOMpro,smn,dèu,DOM,,"PrVierge2, l. 39",,<supplied reason=&quot;illegible&quot;>descen</supplied>,<l n=&quot;39&quot;><q>
144,39,2,de,de,+,dE,d.e,d/(E)\,pro,PRE,PRE,,de,DOM,,"PrVierge2, l. 39",,,
145,39,3,sus,sus,–,SyS,s.u.s,S/y\S,pro,ADVgen,ADVgen,,sus,DOM,,"PrVierge2, l. 39",,,
146,39,4,de,de,+,dE,d.e,d/E\,pro,PRE,PRE,,de,DOM,,"PrVierge2, l. 39",,,
147,39,5,u,u,–|,u,u,/\u,pro,DETdef,DETdef,smr,lo2,DOM,,"PrVierge2, l. 39",,<lb/>,
148,39,6,cel,cel,–,Sɛl,c.e.l,S/ɛ\l,pro,NOMcom,NOMcom,smr,cèl,DOM,,"PrVierge2, l. 39",,</q></l>,
149,40,1,n[=In],in,+,VN,i.n,/V\N,lat,ETR,ETR,,---,---,,"PrVierge2, l. 40",,,<l xml:lang=&quot;lat&quot; n=&quot;40&quot;><q>
150,40,2,te,te,_,QV,t.e,Q/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 40",,<supplied reason=&quot;missing&quot;>virgo maria</supplied></q></l></lg>,
151,41,1,Animal,animal,–,VNVNVL,a.n.i.m.a.l,'/V\.N/V\.'N/V\L,lat,ETR,ETR,,---,---,,"PrVierge2, l. 41",,,<lg xml:lang=&quot;lat&quot; n=&quot;11&quot; type=&quot;stanza&quot; rhyme=&quot;aaab&quot; met=&quot;heptasyllable&quot;><l n=&quot;41&quot;>
152,41,2,impositum,impositum,–,VNQVQVQVN,i.m.p.o.s.i.t.u.m,/V\N.'Q/V\.Q/V\.'Q/V\N,lat,ETR,ETR,,---,---,,"PrVierge2, l. 41",,</l>,
153,42,1,ueneratur,veneratur,–,QVNVRVQVR,v.e.n.e.r.a.t.u.r,Q/V\.N/V\.'R/V\.Q/V\R,lat,ETR,ETR,,---,---,,"PrVierge2, l. 42",,,<l n=&quot;42&quot;>
154,42,2,agni_tum,agnitum,–,VQNVQVN,a.g.n.i.t.u.m,'/V\Q.N/V\.'Q/V\N,lat,ETR,ETR,,---,---,,"PrVierge2, l. 42",,</l>,
155,43,1,hu[n]c,hunc,_,QVNQ,h.u.n.c,Q/V\NQ,lat,ETR,ETR,,---,---,,"PrVierge2, l. 43",,,<l n=&quot;43&quot;>
156,43,2,infantem,infantem,–|,VNQVNQVN,i.n.f.a.n.t.e.m,/V\N.'Q/V\N.Q/V\N,lat,ETR,ETR,,---,---,,"PrVierge2, l. 43",,<lb/>,
157,43,3,genitum,genitum,–,QVNVQVN,g.e.n.i.t.u.m,'Q/V\.N/V\.'Q/V\N,lat,ETR,ETR,,---,---,,"PrVierge2, l. 43",,</l>,
158,44,1,E,e,_,V,e,/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 44",,<supplied reason=&quot;missing&quot;>virgine maria</supplied></l></lg>,<l n=&quot;44&quot;>
159,45,1,Cum,cum,_,kOm,c.u.m,k/O\m,pro,CONsub,CONsub,,cóm,DOM,,"PrVierge2, l. 45",,,<lg n=&quot;12&quot; type=&quot;stanza&quot; rhyme=&quot;aaab&quot; met=&quot;heptasyllable&quot;><l n=&quot;45&quot;>
160,45,2,la,la,+,LA,l.a,L/(A)\,pro,DETdef,DETdef,sfn,la,DOM,,"PrVierge2, l. 45",,,
161,45,3,reina,reina,_,rEinA,r.e.i.n.a,r/E\.'/i\.n/(A)\,pro,NOMcom,NOMcom,sfn,regina,DOM,,"PrVierge2, l. 45",,,
162,45,4,l,l,+,L,l,L/\,pro,PRCper,PRCper,3sma,lo3,DOM,,"PrVierge2, l. 45",,,
163,45,5,enten,enten,–,ENtEn,e.n.t.e.n,/E\N.'t/E\n,pro,VERcjg,VERcjg,indpst3,enténdre,DOM,,"PrVierge2, l. 45",,</l>,
164,46,1,si,si,+,Si,s.i,S/i\,pro,ADVgen,ADVgen,,si2,DOM,,"PrVierge2, l. 46",,,<l n=&quot;46&quot;>
165,46,2,l,l,_,L,l,/\L,pro,PRCper,PRCper,3smi,li3,DOM,,"PrVierge2, l. 46",,,
166,46,3,respon,respon,–,rESpOn,r.e.s.p.o.n,r/E\S.'p/O\n,pro,VERcjg,VERcjg,indpst3,repóndre,DOM,,"PrVierge2, l. 46",,,
167,46,4,tam,tam,_,tAm,t.a.m,t/A\m,pro,ADVgen,ADVgen,,tan,DOM,,"PrVierge2, l. 46",,,
168,46,5,piamen,piamen,_,piAmEn,p.i.a.m.e.n,p/i\./A\.'m/E\n,pro,ADVgen,ADVgen,,piamen,DOM,,"PrVierge2, l. 46",,</l>,
169,47,1,aco,aco,–|,Akɔ,a.c.o,/A\.'k/ɔ\,pro,PRNdem,PRNdem,snn,aco,DOM,,"PrVierge2, l. 47",,<lb/>,<l n=&quot;47&quot;><q>
170,47,2,sia,sia,–,SiA,s.i.a,'S/i\./(A)\,pro,VERcjg,VERcjg,subpst3,èser,DOM,,"PrVierge2, l. 47",,,
171,47,3,a,a,+,A,a,/A\,pro,PRE,PRE,,a2,DOM,,"PrVierge2, l. 47",,,
172,47,4,u,u,+,u,u,/\u,pro,DETdef,DETdef,smr,lo2,DOM,,"PrVierge2, l. 47",,,
173,47,5,so,so,_,So,s.o,S/o\,pro,ADJpos,ADJpos,3smr,sóN2,DOM,,"PrVierge2, l. 47",,,
174,47,6,talent,talent,–,tAlENT,t.a.l.e.n.t,t/A\.'l/E\NT,pro,NOMcom,NOMcom,smr,talén,DOM,,"PrVierge2, l. 47",,</q></l>,
175,48,1,e,e,_,V,e,/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 48",,<supplied reason=&quot;missing&quot;>virgine maria</supplied></l></lg>,<l xml:lang=&quot;lat&quot; n=&quot;48&quot;>
176,49,1,O,o,_,V,o,/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 49",,,<lg xml:lang=&quot;lat&quot; n=&quot;13&quot; type=&quot;stanza&quot; rhyme=&quot;aaab&quot; met=&quot;heptasyllable&quot;><l n=&quot;49&quot;>
177,49,2,beata,beata,_,QVVQV,b.e.a.t.a,Q/V\.'/V\.Q/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 49",,,
178,49,3,femina,femina,–,QVNVNV,f.e.m.i.n.a,'Q/V\.N/V\.'N/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 49",,</l>,
179,50,1,cui[us],cujus,_,QVRVQ,c.u.j.u.s,'Q/V\.R/V\Q,lat,ETR,ETR,,---,---,,"PrVierge2, l. 50",,,<l n=&quot;50&quot;>
180,50,2,uentris,ventris,–,QVNQRVQ,v.e.n.t.r.i.s,'Q/V\N.QR/V\Q,lat,ETR,ETR,,---,---,,"PrVierge2, l. 50",,,
181,50,3,sarcina,sarcina,_,QVRQVNV,s.a.r.c.i.n.a,'Q/V\R.Q/V\.'N/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 50",,</l>,
182,51,1,mun–|di,mundi,_,NVNQV,m.u.n.d.i,'N/V\N.Q/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 51",,<lb/>,<l n=&quot;51&quot;>
183,51,2,luit,luit,–,LVVQ,l.u.i.t,'L/V\./V\Q,lat,ETR,ETR,,---,---,,"PrVierge2, l. 51",,,
184,51,3,crimi_na,crimina,–,QRVNVNV,c.r.i.m.i.n.a,'QR/V\.N/V\.'N/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 51",,</l>,
185,52,1,e,e,_,V,e,/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 52",,<supplied reason=&quot;missing&quot;>virgine maria</supplied></l></lg>,<l n=&quot;52&quot;>
186,53,1,Cum,cum,_,kOm,c.u.m,k/O\m,pro,CONsub,CONsub,,cóm,DOM,,"PrVierge2, l. 53",,,<lg n=&quot;14&quot; type=&quot;stanza&quot; rhyme=&quot;aaab&quot; met=&quot;heptasyllable&quot;><l n=&quot;53&quot;>
187,53,2,la,la,+,LA,l.a,L/(A)\,pro,DETdef,DETdef,sfn,la,DOM,,"PrVierge2, l. 53",,,
188,53,3,rei_na,reina,–,rEinA,r.e.i.n.a,r/E\.'/i\.n/(A)\,pro,NOMcom,NOMcom,sfn,regina,DOM,,"PrVierge2, l. 53",,,
189,53,4,l,l,+,L,l,L/\,pro,PRCper,PRCper,3sma,lo3,DOM,,"PrVierge2, l. 53",,,
190,53,5,auuit,auvit,–,AuviT,a.u.v.i.t,/A\u.'v/i\T,pro,VERcjg,VERcjg,indpsp3,auzir,DOM,,"PrVierge2, l. 53",,</l>,
191,54,1,si,si,+,Si,s.i,S/<i>\,pro,ADVgen,ADVgen,,si2,DOM,,"PrVierge2, l. 54",,,<l n=&quot;54&quot;>
192,54,2,l,l,+,L,l,L/\,pro,PRCper,PRCper,3sma,lo3,DOM,,"PrVierge2, l. 54",,,
193,54,3,amet,amet,–,AmɛT,a.m.e.t,/A\.'m/ɛ\T,pro,VERcjg,VERcjg,indpsp3,amar,DOM,,"PrVierge2, l. 54",,,
194,54,4,e,e,+,E,e,/E\,pro,CONcon,CONcon,,e,DOM,,"PrVierge2, l. 54",,,
195,54,5,si,si,+,Si,s.i,S/i\,pro,ADVgen,ADVgen,,si2,DOM,,"PrVierge2, l. 54",,,
196,54,6,u,u,–|,u,u,/\u,pro,PRCper,PRCper,3sma,lo3,DOM,,"PrVierge2, l. 54",,<lb/>,
197,54,7,i_auuit,jauvit,–,ʤAuviT,j.a.u.v.i.t,ʤ/A\u.'v/i\T,pro,VERcjg,VERcjg,indpsp3,jauzir,DOM,,"PrVierge2, l. 54",,</l>,
198,55,1,aco,aco,_,Akɔ,a.c.o,/A\.'k/ɔ\,pro,PRNdem,PRNdem,snn,aco,DOM,,"PrVierge2, l. 55",,,<l n=&quot;55&quot;>
199,55,2,sia,sia,–,SiA,s.i.a,'S/i\./(A)\,pro,VERcjg,VERcjg,subpst3,èser,DOM,,"PrVierge2, l. 55",,,
200,55,3,a,a,+,A,a,/A\,pro,PRE,PRE,,a2,DOM,,"PrVierge2, l. 55",,,
201,55,4,u,u,+,u,u,/\u,pro,DETdef,DETdef,smr,lo2,DOM,,"PrVierge2, l. 55",,,
202,55,5,so,so,–,So,s.o,S/o\,pro,ADJpos,ADJpos,3smr,sóN2,DOM,,"PrVierge2, l. 55",,,
203,55,6,chausit,chausit,_,ċAuziT,ch.a.u.s.i.t,ċ/A\u.'z/i\T,pro,NOMcom,NOMcom,smr,cauzit,DOM,,"PrVierge2, l. 55",,</l>,
204,56,1,In,in,+,VN,i.n,/V\N,lat,ETR,ETR,,---,---,,"PrVierge2, l. 56",,,<l xml:lang=&quot;lat&quot; n=&quot;56&quot;>
205,56,2,te,te,_,QV,t.e,Q/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 56",,<supplied reason=&quot;missing&quot;>virgo maria</supplied></l></lg>,
206,57,1,Illi,illi,_,VLLV,i.l.l.i,'/V\L.L/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 57",,,<lg xml:lang=&quot;lat&quot; n=&quot;15&quot; type=&quot;stanza&quot; rhyme=&quot;aaab&quot; met=&quot;heptasyllable&quot;><l n=&quot;57&quot;>
207,57,2,laus,laus,–,LVQ,l.au.s,L/V\Q,lat,ETR,ETR,,---,---,,"PrVierge2, l. 57",,,
208,57,3,[et],et,+,VQ,e.t,/V\Q,lat,ETR,ETR,,---,---,,"PrVierge2, l. 57",,,
209,57,4,gloria,gloria,–,QLVRVV,g.l.o.r.i.a,'QL/V\.R/V\.'/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 57",,</l>,
210,58,1,honor,honor,_,QVNVR,h.o.n.o.r,'Q/V\.N/V\R,lat,ETR,ETR,,---,---,,"PrVierge2, l. 58",,,<l n=&quot;58&quot;>
211,58,2,uir–|tus,virtus,–,QVRQVQ,v.i.r.t.u.s,'Q/V\R.Q/V\Q,lat,ETR,ETR,,---,---,,"PrVierge2, l. 58",,<lb/>,
212,58,3,gratia,gratia,–,QRVQVV,g.r.a.t.i.a,'QR/V\.Q/V\.'/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 58",,</l>,
213,59,1,decus,decus,–,QVQVQ,d.e.c.u.s,'Q/V\.Q/V\Q,lat,ETR,ETR,,---,---,,"PrVierge2, l. 59",,,<l n=&quot;59&quot;>
214,59,2,[et],et,+,VQ,e.t,/V\Q,lat,ETR,ETR,,---,---,,"PrVierge2, l. 59",,,
215,59,3,uictoria,victoria,–,QVQQVRVV,v.i.c.t.o.r.i.a,Q/V\Q.'Q/V\.R/V\.'/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 59",,</l>,
216,60,1,e,e,_,V,e,/V\,lat,ETR,ETR,,---,---,,"PrVierge2, l. 60",,<supplied reason=&quot;missing&quot;>virgine maria</supplied></l></lg>,<l n=&quot;60&quot;>
217,61,1,Tv,tu,_,ty,t.u,t/y\,pro,PRNper,PRNper,2smn,tu,DOM,,"PrVierge2, l. 61",,,<lg n=&quot;16&quot; type=&quot;stanza&quot; rhyme=&quot;aaab&quot; met=&quot;heptasyllable&quot;><l n=&quot;61&quot;><q>
218,61,2,es,es,_,ES,e.s,/E\S,pro,VERcjg,VERcjg,indpst2,èser,DOM,,"PrVierge2, l. 61",,,
219,61,3,mesat_s[=mesatjes],mesatjes,–,mEsATʤES,m.e.s.a.t.j.e.s,m/E\.'s/A\T.ʤ/E\S,pro,NOMcom,NOMcom,smn,mesatge,DOM,,"PrVierge2, l. 61",,,
220,61,4,a,a,+,A,a,/A\,pro,PRE,PRE,,a2,DOM,,"PrVierge2, l. 61",,,
221,61,5,l,l,+,L,l,/\L,pro,DETdef,DETdef,smr,lo2,DOM,,"PrVierge2, l. 61",,,
222,61,6,rei,rei,–,rei,r.e.i,r/e\i,pro,NOMcom,NOMcom,smr,réi,DOM,,"PrVierge2, l. 61",,</q></l>,
223,62,1,si,si,–|,Si,s.i,S/<i>\,pro,ADVgen,ADVgen,,si2,DOM,,"PrVierge2, l. 62",,<lb/>,<l n=&quot;62&quot;><q>
224,62,2,cum,cum,–,kOm,c.u.m,k/O\m,pro,CONsub,CONsub,,cóm,DOM,,"PrVierge2, l. 62",,,<pb n=&quot;49r&quot; facs=&quot;https://gallica.bnf.fr/ark:/12148/btv1b6000946s/f105.item&quot;/>
225,62,3,tu,tu,_,ty,t.u,t/y\,pro,PRNper,PRNper,2smn,tu,DOM,,"PrVierge2, l. 62",,,
226,62,4,o,o,_,O,o,/O\,pro,PRCdem,PRCdem,snr,ó2,DOM,,"PrVierge2, l. 62",,,
227,62,5,dit,dit,–,diT,d.i.t,d/i\T,pro,VERcjg,VERcjg,indpst2,dire,DOM,,"PrVierge2, l. 62",,,
228,62,6,o,o,+,O,o,/O\,pro,PRCdem,PRCdem,snr,ó2,DOM,,"PrVierge2, l. 62",,,
229,62,7,crei,crei,–,krei,c.r.e.i,kr/e\i,pro,VERcjg,VERcjg,indpst1,créire,DOM,,"PrVierge2, l. 62",,</q></l>,
230,63,1,a,a,+,A,a,/A\,pro,PRE,PRE,,a2,DOM,,"PrVierge2, l. 63",,,<l n=&quot;63&quot;><q>
231,63,2,lui,lui,–,Lyi,l.u.i,L/y\i,pro,PRNper,PRNper,3smr,lui,DOM,,"PrVierge2, l. 63",,,
232,63,3,me,me,+,mE,m.e,m/(E)\,pro,PRCper,PRCper,1smr,me,DOM,,"PrVierge2, l. 63",,,
233,63,4,do,do,–,do,d.o,d/o\,pro,VERcjg,VERcjg,indpst1,donar,DOM,,"PrVierge2, l. 63",,,
234,63,5,e,e,+,E,e,/E\,pro,CONcoo,CONcoo,,e,DOM,,"PrVierge2, l. 63",,,
