wd_id,line_id,line_wd,textlineid,ref,dipl,word,phon,phon_map,syllabified,wd_div,lang,pos,morph,lemma,lemma_src,lemma_dmf,phil_note,tei_right,tei_left
397,27,10,63,"EpreuveJudic, l. 27",de,de,dE,d.e,d/(E)\,_,fro,PRE,---,de,DMF,de,,,
398,27,11,63,"EpreuveJudic, l. 27",s[an]c[t]o,sancto,,,,_,lat,ADJqua,smr,sanctus,wiktionary,saint,,,
399,27,12,63,"EpreuveJudic, l. 27",stephano,stephano,,,,.|,lat,NOMpro,smr,Stephanus,wiktionary,---,,,
400,28,1,63,"EpreuveJudic, l. 28",deit,deit,dEiT,d.e.i.t,d/E\iT,_,fro,VERcjg,indpst3,devoir2,DMF,devoir2,,,<lb n=&quot;28&quot;/>
401,28,2,63,"EpreuveJudic, l. 28",l,l,L,l,,+,fro,DETdef,smn,le,DMF,le,,,
402,28,3,63,"EpreuveJudic, l. 28",un,un,On,u.n,/O\n,_,fro,PRNind,smn,homme,DMF,homme,,,
403,28,4,63,"EpreuveJudic, l. 28",dire,dire,dirə,d.i.r.e,'d/i\.r/(ə)\,_,fro,VERinf,---,dire,DMF,dire,,,
404,28,5,63,"EpreuveJudic, l. 28",por,por,por,p.o.r,p/o\r,_,fro,PRE,---,pour,DMF,pour,,,
405,28,6,63,"EpreuveJudic, l. 28",le,le,LE,l.e,L/(E)\,+,fro,DETdef,smr,le,DMF,le,,,
406,28,7,63,"EpreuveJudic, l. 28",ca[m]piun,campiun,ċANpiOn,c.a.m.p.i.u.n,ċ/A\N.p/i\.'/O\n,_,fro,NOMcom,smr,champion,DMF,champion,,,
407,28,8,63,"EpreuveJudic, l. 28",quant,quant,kANT,qu.a.n.t,k/A\NT,_,fro,CONsub,---,quand,DMF,quand,,,
408,28,9,63,"EpreuveJudic, l. 28",il,il,il,i.l,/i\l,_,fro,PRNper,3smn,il,DMF,il,,,
409,28,10,63,"EpreuveJudic, l. 28",entr[et],entre,ENtrə,e.n.t.r.e,'/E\N.tr/(ə)\,_,fro,VERcjg,indpst3,entrer,DMF,entrer,,,
410,28,11,63,"EpreuveJudic, l. 28",e,e,E,e,/E\,+,fro,PRE,---,en,DMF,en,,,
411,28,12,63,"EpreuveJudic, l. 28",l,l,L,l,,_,fro,DETdef,smr,le,DMF,le,,,
412,28,13,63,"EpreuveJudic, l. 28",ca[m]p,camp,ċANP,c.a.m.p,ċ/A\NP,.,fro,NOMcom,smr,champ,DMF,champ,,</s></p>,
413,28,14,64,"EpreuveJudic, l. 28",ps[almus],psalmus,,,,.,lat,---,---,---,---,---,,</s></label>,<p><list type=&quot;label&quot;><label><s xml:lang=&quot;lat&quot;>
414,28,15,65,"EpreuveJudic, l. 28",Quicu[m]q[ue],quicumque,,,,_,lat,---,---,---,---,---,,,<item><s xml:lang=&quot;lat&quot;>
415,28,16,65,"EpreuveJudic, l. 28",uult,vult,,,,.|,lat,---,---,---,---,---,,</s></item></list></p></body></text>,
