wd_id,line_id,line_wd,textlineid,ref,dipl,word,phon,phon_map,syllabified,wd_div,lang,pos,morph,lemma,lemma_src,lemma_dmf,phil_note,tei_right,tei_left
173,12,5,26,"EpreuveJudic, l. 12",rotele,rotele,rotɛlə,r.o.t.e.l.e,r/o\.'t/ɛ\.l/(ə)\,_,fro,NOMcom,sfr,rouelle,DMF,rouelle,,,
174,12,6,26,"EpreuveJudic, l. 12",a,a,A,a,/A\,+,fro,PRE,---,à,DMF,à,,,
175,12,7,26,"EpreuveJudic, l. 12",d_uos,duos,duoS,d.u.o.s,du/o\S,_,fro,PRNcar,pmr,deux,DMF,deux,,,
176,12,8,26,"EpreuveJudic, l. 12",deenz,deenz,dEENÇ,d.e.e.n.z,d/E\.'/E\NÇ,.,fro,ADVgen,---,déans,DMF,déans,,,
177,12,9,26,"EpreuveJudic, l. 12",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,
178,12,10,26,"EpreuveJudic, l. 12",ius,jus,ʤyS,j.u.s,ʤ/y\S,_,fro,ADVgen,---,jus,DMF,jus,,,
179,12,11,26,"EpreuveJudic, l. 12",prendre,prendre,prENdrə,p.r.e.n.d.r.e,'pr/E\N.dr/(ə)\,.,fro,VERinf,---,prendre,DMF,prendre,,</s></p>,
180,12,12,27,"EpreuveJudic, l. 12",D[omi]ne,domine,,,,_,lat,---,---,---,---,---,,,<p><s xml:lang=&quot;lat&quot;>
181,12,13,27,"EpreuveJudic, l. 12",ih[es]u,jhesu,,,,_,lat,---,---,---,---,---,,,
182,12,14,27,"EpreuveJudic, l. 12",[christ]e,christe,,,,_,lat,---,---,---,---,---,,,
183,12,15,27,"EpreuveJudic, l. 12",fili,fili,,,,_,lat,---,---,---,---,---,,,
184,12,16,27,"EpreuveJudic, l. 12",d[e]i,dei,,,,|,lat,---,---,---,---,---,,,
185,13,1,27,"EpreuveJudic, l. 13",uiui,vivi,,,,.,lat,---,---,---,---,---,,,<lb n=&quot;13&quot;/>
186,13,2,27,"EpreuveJudic, l. 13",q[u]ia,quia,,,,_,lat,---,---,---,---,---,,,
187,13,3,27,"EpreuveJudic, l. 13",tu,tu,,,,_,lat,---,---,---,---,---,,,
188,13,4,27,"EpreuveJudic, l. 13",mundas,mundas,,,,_,lat,---,---,---,---,---,,,
189,13,5,27,"EpreuveJudic, l. 13",man[us],manus,,,,_,lat,---,---,---,---,---,,,
190,13,6,27,"EpreuveJudic, l. 13",posuisti,posuisti,,,,_,lat,---,---,---,---,---,,,
191,13,7,27,"EpreuveJudic, l. 13",in,in,,,,_,lat,---,---,---,---,---,,,
192,13,8,27,"EpreuveJudic, l. 13",cruce,cruce,,,,.,lat,---,---,---,---,---,,,
193,13,9,27,"EpreuveJudic, l. 13",[et],et,,,,_,lat,---,---,---,---,---,,,
194,13,10,27,"EpreuveJudic, l. 13",nos,nos,,,,_,lat,---,---,---,---,---,,,
195,13,11,27,"EpreuveJudic, l. 13",om[ne]s,omnes,,,,_,lat,---,---,---,---,---,,,
196,13,12,27,"EpreuveJudic, l. 13",tua,tua,,,,_,lat,---,---,---,---,---,,,
197,13,13,27,"EpreuveJudic, l. 13",p[re]tioso,pretioso,,,,_,lat,---,---,---,---,---,,,
198,13,14,27,"EpreuveJudic, l. 13",sanguine,sanguine,,,,_,lat,---,---,---,---,---,,,
199,13,15,27,"EpreuveJudic, l. 13",redemisti,redemisti,,,,.|,lat,---,---,---,---,---,,,
200,14,1,27,"EpreuveJudic, l. 14",appareat,appareat,,,,_,lat,---,---,---,---,---,,,<lb n=&quot;14&quot;/>
201,14,2,27,"EpreuveJudic, l. 14",ueritas,veritas,,,,_,lat,---,---,---,---,---,,,
202,14,3,27,"EpreuveJudic, l. 14",tua,tua,,,,_,lat,---,---,---,---,---,,,
203,14,4,27,"EpreuveJudic, l. 14",sup[er],super,,,,_,lat,---,---,---,---,---,,,
204,14,5,27,"EpreuveJudic, l. 14",libru[m],librum,,,,_,lat,---,---,---,---,---,,,
205,14,6,27,"EpreuveJudic, l. 14",istu[m],istum,,,,_,lat,---,---,---,---,---,,,
206,14,7,27,"EpreuveJudic, l. 14",q[u]i,qui,,,,_,lat,---,---,---,---,---,,,
207,14,8,27,"EpreuveJudic, l. 14",in,in,,,,_,lat,---,---,---,---,---,,,
208,14,9,27,"EpreuveJudic, l. 14",dextera[m],dexteram,,,,_,lat,---,---,---,---,---,,,
209,14,10,27,"EpreuveJudic, l. 14",formasti,formasti,,,,_,lat,---,---,---,---,---,,,
210,14,11,27,"EpreuveJudic, l. 14",[et],et,,,,_,lat,---,---,---,---,---,,,
211,14,12,27,"EpreuveJudic, l. 14",benedixisti,benedixisti,,,,_,lat,---,---,---,---,---,,,
212,14,13,27,"EpreuveJudic, l. 14",in,in,,,,_,lat,---,---,---,---,---,,,
213,14,14,27,"EpreuveJudic, l. 14",sub-|stantia,substantia,,,,_,lat,---,---,---,---,---,,,
214,15,1,27,"EpreuveJudic, l. 15",hominu[m],hominum,,,,_,lat,---,---,---,---,---,,,<lb n=&quot;15&quot;/>
215,15,2,27,"EpreuveJudic, l. 15",[et],et,,,,_,lat,---,---,---,---,---,,,
216,15,3,27,"EpreuveJudic, l. 15",ad,ad,,,,_,lat,---,---,---,---,---,,,
217,15,4,27,"EpreuveJudic, l. 15",continenda[m],continendam,,,,_,lat,---,---,---,---,---,,</s>,
218,15,5,28,"EpreuveJudic, l. 15",si,si,,,,+,lat,---,---,---,---,---,,,<s xml:lang=&quot;lat&quot;>
219,15,6,28,"EpreuveJudic, l. 15",uerita,verita,,,,_,lat,---,---,---,---,---,,,
220,15,7,28,"EpreuveJudic, l. 15",e[st],est,,,,_,lat,---,---,---,---,---,,,
221,15,8,28,"EpreuveJudic, l. 15",q[u]i,qui,,,,_,lat,---,---,---,---,---,,,
222,15,9,28,"EpreuveJudic, l. 15",culpabilis,culpabilis,,,,_,lat,---,---,---,---,---,,,
223,15,10,28,"EpreuveJudic, l. 15",sit,sit,,,,_,lat,---,---,---,---,---,,,
224,15,11,28,"EpreuveJudic, l. 15",ille,ille,,,,_,lat,---,---,---,---,---,,,
225,15,12,28,"EpreuveJudic, l. 15",homo,homo,,,,_,lat,---,---,---,---,---,,,
226,15,13,28,"EpreuveJudic, l. 15",aliq[u]id,aliquid,,,,_,lat,---,---,---,---,---,,,
227,15,14,28,"EpreuveJudic, l. 15",qui,qui,,,,|,lat,---,---,---,---,---,,,
228,16,1,28,"EpreuveJudic, l. 16",te',te.,,,,_,lat,---,---,---,---,---,word_Gersbach1965:65,,<lb n=&quot;16&quot;/> 
229,16,2,28,"EpreuveJudic, l. 16",nom',nom.,,,,.,lat,---,---,---,---,---,word_Gersbach1965:65,,
230,16,3,28,"EpreuveJudic, l. 16",ill',ill.,,,,.,lat,---,---,---,---,---,word_Gersbach1965:65,,
231,16,4,28,"EpreuveJudic, l. 16",si,si,,,,_,lat,---,---,---,---,---,,,
232,16,5,28,"EpreuveJudic, l. 16",ille,ille,,,,_,lat,---,---,---,---,---,,,
233,16,6,28,"EpreuveJudic, l. 16",furtu[m],furtum,,,,_,lat,---,---,---,---,---,,,
234,16,7,28,"EpreuveJudic, l. 16",fecerit,fecerit,,,,_,lat,---,---,---,---,---,,,
235,16,8,28,"EpreuveJudic, l. 16",aut,aut,,,,_,lat,---,---,---,---,---,,,
236,16,9,28,"EpreuveJudic, l. 16",consenserit,consenserit,,,,_,lat,---,---,---,---,---,,,
237,16,10,28,"EpreuveJudic, l. 16",tornet,tornet,,,,_,lat,---,---,---,---,---,,,
238,16,11,28,"EpreuveJudic, l. 16",libru[m],librum,,,,_,lat,---,---,---,---,---,,,
239,16,12,28,"EpreuveJudic, l. 16",istu[m],istum,,,,.,lat,---,---,---,---,---,,</s>,
240,16,13,29,"EpreuveJudic, l. 16",[et],et,,,,_,lat,---,---,---,---,---,,,<s xml:lang=&quot;lat&quot;>
241,16,14,29,"EpreuveJudic, l. 16",si,si,,,,|,lat,---,---,---,---,---,,,
242,17,1,29,"EpreuveJudic, l. 17",ille,ille,,,,_,lat,---,---,---,---,---,,,<lb n=&quot;17&quot;/> 
243,17,2,29,"EpreuveJudic, l. 17",furtu[m],furtum,,,,_,lat,---,---,---,---,---,,,
244,17,3,29,"EpreuveJudic, l. 17",n[on],non,,,,_,lat,---,---,---,---,---,,,
245,17,4,29,"EpreuveJudic, l. 17",fecerit,fecerit,,,,_,lat,---,---,---,---,---,,,
246,17,5,29,"EpreuveJudic, l. 17",nec,nec,,,,_,lat,---,---,---,---,---,,,
247,17,6,29,"EpreuveJudic, l. 17",consenserit,consenserit,,,,_,lat,---,---,---,---,---,,,
248,17,7,29,"EpreuveJudic, l. 17",n[on],non,,,,_,lat,---,---,---,---,---,,,
249,17,8,29,"EpreuveJudic, l. 17",tornet,tornet,,,,.,lat,---,---,---,---,---,,</s></p>,
250,17,9,30,"EpreuveJudic, l. 17",D[omi]ne,domine,,,,_,lat,---,---,---,---,---,,,<p><s xml:lang=&quot;lat&quot;> 
251,17,10,30,"EpreuveJudic, l. 17",d[eu]s,deus,,,,_,lat,---,---,---,---,---,,,
252,17,11,30,"EpreuveJudic, l. 17",abraha[m],abraham,,,,.,lat,---,---,---,---,---,,,
253,17,12,30,"EpreuveJudic, l. 17",d[omi]ne,domine,,,,_,lat,---,---,---,---,---,,,
254,17,13,30,"EpreuveJudic, l. 17",d[eu]s,deus,,,,|,lat,---,---,---,---,---,,,
255,18,1,30,"EpreuveJudic, l. 18",isáác,isaac,,,,_,lat,---,---,---,---,---,,,<lb n=&quot;18&quot;/> 
256,18,2,30,"EpreuveJudic, l. 18",d[omi]ne,domine,,,,_,lat,---,---,---,---,---,,,
257,18,3,30,"EpreuveJudic, l. 18",d[eu]s,deus,,,,_,lat,---,---,---,---,---,,,
258,18,4,30,"EpreuveJudic, l. 18",iacob,jacob,,,,.,lat,---,---,---,---,---,,,
259,18,5,30,"EpreuveJudic, l. 18",d[omine],domine,,,,+,lat,---,---,---,---,---,,,
260,18,6,30,"EpreuveJudic, l. 18",d[eu]s,deus,,,,_,lat,---,---,---,---,---,,,
261,18,7,30,"EpreuveJudic, l. 18",micael,micael,,,,.,lat,---,---,---,---,---,,,
262,18,8,30,"EpreuveJudic, l. 18",d[omine],domine,,,,_,lat,---,---,---,---,---,,,
263,18,9,30,"EpreuveJudic, l. 18",d[eu]s,deus,,,,_,lat,---,---,---,---,---,,,
264,18,10,30,"EpreuveJudic, l. 18",gabriel,gabriel,,,,.,lat,---,---,---,---,---,,,
265,18,11,30,"EpreuveJudic, l. 18",d[omine],domine,,,,_,lat,---,---,---,---,---,,,
266,18,12,30,"EpreuveJudic, l. 18",d[eu]s,deus,,,,_,lat,---,---,---,---,---,,,
267,18,13,30,"EpreuveJudic, l. 18",raphael,raphael,,,,.,lat,---,---,---,---,---,,,
268,18,14,30,"EpreuveJudic, l. 18",d[omine],domine,,,,_,lat,---,---,---,---,---,,,
269,18,15,30,"EpreuveJudic, l. 18",d[eu]s,deus,,,,_,lat,---,---,---,---,---,,,
270,18,16,30,"EpreuveJudic, l. 18",ang[e]lor[um],angelorum,,,,.,lat,---,---,---,---,---,,,
271,18,17,30,"EpreuveJudic, l. 18",d[omi]ne,domine,,,,_,lat,---,---,---,---,---,,,
272,18,18,30,"EpreuveJudic, l. 18",d[eu]s,deus,,,,|,lat,---,---,---,---,---,,,
273,19,1,30,"EpreuveJudic, l. 19",arca[n]g[e]lor[um],arcangelorum,,,,.,lat,---,---,---,---,---,,,<lb n=&quot;19&quot;/>
274,19,2,30,"EpreuveJudic, l. 19",d[omine],domine,,,,_,lat,---,---,---,---,---,,,
275,19,3,30,"EpreuveJudic, l. 19",d[eu]s,deus,,,,_,lat,---,---,---,---,---,,,
276,19,4,30,"EpreuveJudic, l. 19",p[ro]ph[et]aru[m],prophetarum,,,,.,lat,---,---,---,---,---,,,
277,19,5,30,"EpreuveJudic, l. 19",d[omine],domine,,,,_,lat,---,---,---,---,---,,,
278,19,6,30,"EpreuveJudic, l. 19",d[eu]s,deus,,,,_,lat,---,---,---,---,---,,,
279,19,7,30,"EpreuveJudic, l. 19",ap[osto]lor[um],apostolorum,,,,.,lat,---,---,---,---,---,,,
280,19,8,30,"EpreuveJudic, l. 19",d[omine],domine,,,,_,lat,---,---,---,---,---,,,
281,19,9,30,"EpreuveJudic, l. 19",d[eu]s,deus,,,,_,lat,---,---,---,---,---,,,
282,19,10,30,"EpreuveJudic, l. 19",martiru[m],martirum,,,,.,lat,---,---,---,---,---,,,
283,19,11,30,"EpreuveJudic, l. 19",d[omine],domine,,,,_,lat,---,---,---,---,---,,,
284,19,12,30,"EpreuveJudic, l. 19",d[eu]s,deus,,,,_,lat,---,---,---,---,---,,,
285,19,13,30,"EpreuveJudic, l. 19",confessor[um],confessorum,,,,.,lat,---,---,---,---,---,,,
286,19,14,30,"EpreuveJudic, l. 19",d[omine],domine,,,,_,lat,---,---,---,---,---,,,
287,19,15,30,"EpreuveJudic, l. 19",d[eu]s,deus,,,,_,lat,---,---,---,---,---,,,
288,19,16,30,"EpreuveJudic, l. 19",virginu[m],virginum,,,,.|,lat,---,---,---,---,---,,,
289,20,1,30,"EpreuveJudic, l. 20",d[omine],domine,,,,_,lat,---,---,---,---,---,,,<lb n=&quot;20&quot;/>
290,20,2,30,"EpreuveJudic, l. 20",d[eu]s,deus,,,,_,lat,---,---,---,---,---,,,
291,20,3,30,"EpreuveJudic, l. 20",om[n]iu[m],omnium,,,,_,lat,---,---,---,---,---,,,
292,20,4,30,"EpreuveJudic, l. 20",s[an]c[t]or[um],sanctorum,,,,.,lat,---,---,---,---,---,,,
293,20,5,30,"EpreuveJudic, l. 20",d[omine],domine,,,,_,lat,---,---,---,---,---,,,
294,20,6,30,"EpreuveJudic, l. 20",d[eu]s,deus,,,,_,lat,---,---,---,---,---,,,
295,20,7,30,"EpreuveJudic, l. 20",q[u]i,qui,,,,_,lat,---,---,---,---,---,,,
296,20,8,30,"EpreuveJudic, l. 20",lib[er]asti,liberasti,,,,_,lat,---,---,---,---,---,,,
297,20,9,30,"EpreuveJudic, l. 20",tres,tres,,,,_,lat,---,---,---,---,---,,,
298,20,10,30,"EpreuveJudic, l. 20",pueros,pueros,,,,_,lat,---,---,---,---,---,,,
299,20,11,30,"EpreuveJudic, l. 20",de,de,,,,+,lat,---,---,---,---,---,,,
300,20,12,30,"EpreuveJudic, l. 20",camino,camino,,,,_,lat,---,---,---,---,---,,,
301,20,13,30,"EpreuveJudic, l. 20",ignis,ignis,,,,_,lat,---,---,---,---,---,,,
302,20,14,30,"EpreuveJudic, l. 20",ardentis,ardentis,,,,_,lat,---,---,---,---,---,,,
303,20,15,30,"EpreuveJudic, l. 20",sidrac,sidrac,,,,.,lat,---,---,---,---,---,,,
304,20,16,30,"EpreuveJudic, l. 20",misac,misac,,,,.,lat,---,---,---,---,---,,,
305,20,17,30,"EpreuveJudic, l. 20",[et],et,,,,|,lat,---,---,---,---,---,,,
306,21,1,30,"EpreuveJudic, l. 21",abdenago,abdenago,,,,.,lat,---,---,---,---,---,,,<lb n=&quot;21&quot;/>
307,21,2,30,"EpreuveJudic, l. 21",d[omine],domine,,,,_,lat,---,---,---,---,---,,,
308,21,3,30,"EpreuveJudic, l. 21",d[eu]s,deus,,,,_,lat,---,---,---,---,---,,,
309,21,4,30,"EpreuveJudic, l. 21",q[u]i,qui,,,,_,lat,---,---,---,---,---,,,
310,21,5,30,"EpreuveJudic, l. 21",lib[er]asti,liberasti,,,,_,lat,---,---,---,---,---,,,
311,21,6,30,"EpreuveJudic, l. 21",daniele[m],danielem,,,,_,lat,---,---,---,---,---,,,
312,21,7,30,"EpreuveJudic, l. 21",de,de,,,,_,lat,---,---,---,---,---,,,
313,21,8,30,"EpreuveJudic, l. 21",lacu,lacu,,,,_,lat,---,---,---,---,---,,,
314,21,9,30,"EpreuveJudic, l. 21",leonu[m],leonum,,,,_,lat,---,---,---,---,---,,,
315,21,10,30,"EpreuveJudic, l. 21",lib[er]a,libera,,,,_,lat,---,---,---,---,---,,,
316,21,11,30,"EpreuveJudic, l. 21",innocente[m],innocentem,,,,.,lat,---,---,---,---,---,,,
317,21,12,30,"EpreuveJudic, l. 21",[et],et,,,,_,lat,---,---,---,---,---,,,
318,21,13,30,"EpreuveJudic, l. 21",trade,trade,,,,_,lat,---,---,---,---,---,,,
319,21,14,30,"EpreuveJudic, l. 21",malefactore[m],malefactorem,,,,|,lat,---,---,---,---,---,,,
320,22,1,30,"EpreuveJudic, l. 22",in,in,,,,_,lat,---,---,---,---,---,,,<lb n=&quot;22&quot;/>
321,22,2,30,"EpreuveJudic, l. 22",culpa[m],culpam,,,,.,lat,---,---,---,---,---,,</s></p>,
322,22,3,31,"EpreuveJudic, l. 22",ps[almus],psalmus,,,,.,lat,---,---,---,---,---,,</s></label>,<p><list type=&quot;label&quot;><label><s xml:lang=&quot;lat&quot;>
323,22,4,32,"EpreuveJudic, l. 22",Miserere,miserere,,,,_,lat,---,---,---,---,---,,,<item><s xml:lang=&quot;lat&quot;>
324,22,5,32,"EpreuveJudic, l. 22",mei,mei,,,,_,lat,---,---,---,---,---,,,
325,22,6,32,"EpreuveJudic, l. 22",d[eu]s,deus,,,,_,lat,---,---,---,---,---,,,
326,22,7,32,"EpreuveJudic, l. 22",totus,totus,,,,.,lat,---,---,---,---,---,,</s></item>,
327,22,8,33,"EpreuveJudic, l. 22",Gl[ori]a,gloria,,,,_,lat,---,---,---,---,---,,,<item><s xml:lang=&quot;lat&quot;>
328,22,9,33,"EpreuveJudic, l. 22",patri,patri,,,,.,lat,---,---,---,---,---,,</s></item></list></p>,
329,22,10,34,"EpreuveJudic, l. 22",Enquore,enquore,ENkɔrə,e.n.qu.o.r.e,/E\N.'k/ɔ\.r/(ə)\,_,fro,ADVgen,---,encore,DMF,encore,,,<p><s xml:lang=&quot;fro&quot;>
330,22,11,34,"EpreuveJudic, l. 22",enq[u]irere,enquirere,ENkirɛr,e.n.qu.i.r.e.re,/E\N.k/i\.'r/ɛ\r,_,fro,VERinf,---,inquirier,DMF,inquirier,,</s></p>,
331,22,12,35,"EpreuveJudic, l. 22",Agn[us],agnus,,,,_,lat,---,---,---,---,---,,,<p><list type=&quot;label&quot;><label><s xml:lang=&quot;lat&quot;>
332,22,13,35,"EpreuveJudic, l. 22",d[e]i,dei,,,,.,lat,---,---,---,---,---,,</s></label>,
333,22,14,36,"EpreuveJudic, l. 22",co[mmunio],communio,,,,.|,lat,---,---,---,---,---,,</s></label>,<label><s xml:lang=&quot;lat&quot;>
334,23,1,37,"EpreuveJudic, l. 23",Rede[m]ptor,redemptor,,,,_,lat,---,---,---,---,---,,,<lb n=&quot;23&quot;/><item><s xml:lang=&quot;lat&quot;>
335,23,2,37,"EpreuveJudic, l. 23",mundi,mundi,,,,.,lat,---,---,---,---,---,,</s></item>,
336,23,3,38,"EpreuveJudic, l. 23",p[ost]co[mmunio],postcommunio,,,,.,lat,---,---,---,---,---,,</s></label>,<label><s xml:lang=&quot;lat&quot;>
337,23,4,39,"EpreuveJudic, l. 23",Repleti,repleti,,,,_,lat,---,---,---,---,---,,,<item><s xml:lang=&quot;lat&quot;>
338,23,5,39,"EpreuveJudic, l. 23",alimonia,alimonia,,,,.,lat,---,---,---,---,---,,</s></item>,
339,23,6,40,"EpreuveJudic, l. 23",p[salmus],psalmus,,,,_,lat,---,---,---,---,---,,</s></label>,<label><s xml:lang=&quot;lat&quot;>
340,23,7,41,"EpreuveJudic, l. 23",p[ro]fitiat,profitiat,,,,.,lat,---,---,---,---,---,,</s></item></list></p>,<item><s xml:lang=&quot;lat&quot;>
341,23,8,42,"EpreuveJudic, l. 23",missa,missa,,,,_,lat,NOMcom,sfr,missa,wiktionary,messe,,,<p><s xml:lang=&quot;fro&quot;>
342,23,9,42,"EpreuveJudic, l. 23",de,de,dE,d.e,d/(E)\,_,fro,PRE,---,de,DMF,de,,,
343,23,10,42,"EpreuveJudic, l. 23",nat[a]li,natali,,,,_,lat,NOMcom,smr,natalis,wiktionary,noël,,,
344,23,11,42,"EpreuveJudic, l. 23",d[omi]ni,domini,,,,_,lat,NOMpro,smr,dominus,wiktionary,dan,,,
345,23,12,42,"EpreuveJudic, l. 23",deit,deit,dEiT,d.e.i.t,d/E\iT,_,fro,VERcjg,indpst3,devoir2,DMF,devoir2,,,
346,23,13,42,"EpreuveJudic, l. 23",odir,odir,ɔðir,o.d.i.r,/ɔ\.'ð/i\r,|,fro,VERinf,---,ouïr,DMF,ouïr,,,
347,24,1,42,"EpreuveJudic, l. 24",chi,chi,ki,ch.i,k/i\,_,fro,PRNrel,snn,qui,DMF,qui,,,<lb n=&quot;24&quot;/>
348,24,2,42,"EpreuveJudic, l. 24",ca[m]pist,campist,ċANpiST,c.a.m.p.i.s.t,ċ/A\N.'p/i\ST,.,fro,VERcjg,indpst3,champir,DMF,champir,,</s></p>,
349,24,3,43,"EpreuveJudic, l. 24",a[ntiphona],antiphona,,,,_,lat,---,---,---,---,---,,</s></label>,<p><list type=&quot;label&quot;><label><s xml:lang=&quot;lat&quot;>
350,24,4,44,"EpreuveJudic, l. 24",lux,lux,,,,_,lat,---,---,---,---,---,,,<item><s xml:lang=&quot;lat&quot;>
351,24,5,44,"EpreuveJudic, l. 24",fulgebit,fulgebit,,,,.,lat,---,---,---,---,---,,</s></item>,
352,24,6,45,"EpreuveJudic, l. 24",p[salmus],psalmus,,,,.,lat,---,---,---,---,---,,</s></label>,<label><s xml:lang=&quot;lat&quot;>
353,24,7,46,"EpreuveJudic, l. 24",d[omi]n[u]s,dominus,,,,_,lat,---,---,---,---,---,,,<item><s xml:lang=&quot;lat&quot;>
354,24,8,46,"EpreuveJudic, l. 24",regnauit,regnavit,,,,.,lat,---,---,---,---,---,,</s></item>,
355,24,9,47,"EpreuveJudic, l. 24",or[atio],oratio,,,,.,lat,---,---,---,---,---,,</s></label>,<label><s xml:lang=&quot;lat&quot;>
356,24,10,48,"EpreuveJudic, l. 24",Da,da,,,,_,lat,---,---,---,---,---,,,<item><s xml:lang=&quot;lat&quot;>
357,24,11,48,"EpreuveJudic, l. 24",q[uaesumu]s,quaesumus,,,,_,lat,---,---,---,---,---,,,
358,24,12,48,"EpreuveJudic, l. 24",om[ni]p[oten]s,omnipotens,,,,_,lat,---,---,---,---,---,,,
359,24,13,48,"EpreuveJudic, l. 24",d[eu]s,deus,,,,_,lat,---,---,---,---,---,,,
360,24,14,48,"EpreuveJudic, l. 24",ut,ut,,,,+,lat,---,---,---,---,---,,,
361,24,15,48,"EpreuveJudic, l. 24",q[u]i,qui,,,,_,lat,---,---,---,---,---,,,
362,24,16,48,"EpreuveJudic, l. 24",noua,nova,,,,.,lat,---,---,---,---,---,,</s></item>,
363,24,17,49,"EpreuveJudic, l. 24",ep[isto]la,epistola,,,,.|,lat,---,---,---,---,---,,</s></label>,<label><s xml:lang=&quot;lat&quot;>
364,25,1,50,"EpreuveJudic, l. 25",A_pparuit,apparuit,,,,_,lat,---,---,---,---,---,,,<lb n=&quot;25&quot;/><item><s xml:lang=&quot;lat&quot;>
365,25,2,50,"EpreuveJudic, l. 25",benignitas,benignitas,,,,.,lat,---,---,---,---,---,,</s></item>,
366,25,3,51,"EpreuveJudic, l. 25",R[esponsum],responsum,,,,.,lat,---,---,---,---,---,,</s></label>,<label><s xml:lang=&quot;lat&quot;>
367,25,4,52,"EpreuveJudic, l. 25",Benedict[us],benedictus,,,,_,lat,---,---,---,---,---,,,<item><s xml:lang=&quot;lat&quot;>
368,25,5,52,"EpreuveJudic, l. 25",q[u]i,qui,,,,_,lat,---,---,---,---,---,,,
369,25,6,52,"EpreuveJudic, l. 25",uenit,venit,,,,.,lat,---,---,---,---,---,,</s></item>,
370,25,7,53,"EpreuveJudic, l. 25",V[ersus],versus,,,,.,lat,---,---,---,---,---,,</s></label>,<label><s xml:lang=&quot;lat&quot;>
371,25,8,54,"EpreuveJudic, l. 25",A,a,,,,_,lat,---,---,---,---,---,,,<item><s xml:lang=&quot;lat&quot;>
372,25,9,54,"EpreuveJudic, l. 25",d[omi]no,domino,,,,.,lat,---,---,---,---,---,,</s></item>,
373,25,10,55,"EpreuveJudic, l. 25",All[eluia],alleluia,,,,.,lat,---,---,---,---,---,,</s></label>,<label><s xml:lang=&quot;lat&quot;>
374,25,11,56,"EpreuveJudic, l. 25",D[omi]n[u]s,dominus,,,,_,lat,---,---,---,---,---,,,<item><s xml:lang=&quot;lat&quot;>
375,25,12,56,"EpreuveJudic, l. 25",regnauit,regnavit,,,,.,lat,---,---,---,---,---,,</s></item>,
376,25,13,57,"EpreuveJudic, l. 25",EV[AN]G[ELIUM],evangelium,,,,.|,lat,---,---,---,---,---,,</s></label>,<label><s xml:lang=&quot;lat&quot;>
377,26,1,58,"EpreuveJudic, l. 26",P_astores,pastores,,,,_,lat,---,---,---,---,---,,,<lb n=&quot;26&quot;/><item><s xml:lang=&quot;lat&quot;>
378,26,2,58,"EpreuveJudic, l. 26",loquebant[ur],loquebantur,,,,.,lat,---,---,---,---,---,,</s></item>,
379,26,3,59,"EpreuveJudic, l. 26",of[fertorium],offertorium,,,,.,lat,---,---,---,---,---,,</s></label>,<label><s xml:lang=&quot;lat&quot;>
380,26,4,60,"EpreuveJudic, l. 26",D[eu]s,deus,,,,_,lat,---,---,---,---,---,,,<item><s xml:lang=&quot;lat&quot;>
381,26,5,60,"EpreuveJudic, l. 26",eni[m],enim,,,,_,lat,---,---,---,---,---,,,
382,26,6,60,"EpreuveJudic, l. 26",firmauit,firmavit,,,,.,lat,---,---,---,---,---,,</s></item>,
383,26,7,61,"EpreuveJudic, l. 26",Secreta,secreta,,,,.,lat,---,---,---,---,---,,</s></label>,<label><s xml:lang=&quot;lat&quot;>
384,26,8,62,"EpreuveJudic, l. 26",Munera,munera,,,,_,lat,---,---,---,---,---,,,<item><s xml:lang=&quot;lat&quot;>
385,26,9,62,"EpreuveJudic, l. 26",n[ost]ra,nostra,,,,_,lat,---,---,---,---,---,,,
386,26,10,62,"EpreuveJudic, l. 26",q[uaesumu]s,quaesumus,,,,_,lat,---,---,---,---,---,,,
387,26,11,62,"EpreuveJudic, l. 26",d[omi]ne,domine,,,,.|,lat,---,---,---,---,---,,</s></item></list></p>,
388,27,1,63,"EpreuveJudic, l. 27",M_issa,missa,,,,_,lat,NOMcom,sfr,missa,wiktionary,messe,,,<lb n=&quot;27&quot;/><p><s xml:lang=&quot;fro&quot;>
389,27,2,63,"EpreuveJudic, l. 27",de,de,dE,d.e,d/(E)\,_,fro,PRE,---,de,DMF,de,,,
390,27,3,63,"EpreuveJudic, l. 27",la,la,LA,l.a,L/(A)\,_,fro,DETdef,sfr,le,DMF,le,,,
391,27,4,63,"EpreuveJudic, l. 27",resurrectiun,resurrectiun,rEzyrrEktiOn,r.e.s.u.r.r.e.c.t.i.u.n,r/E\.z/y\r.r/E\k.t/i\.'/O\n,.,fro,NOMcom,sfr,résurrection,DMF,résurrection,,,
392,27,5,63,"EpreuveJudic, l. 27",missa[m],missam,,,,_,lat,NOMcom,sfr,missa,wiktionary,messe,,,
393,27,6,63,"EpreuveJudic, l. 27",de,de,dE,d.e,d/(E)\,+,fro,PRE,---,de,DMF,de,,,
394,27,7,63,"EpreuveJudic, l. 27",s[an]c[t]a,sancta,,,,_,lat,ADJqua,sfr,sanctus,wiktionary,saint,,,
395,27,8,63,"EpreuveJudic, l. 27",trinitate,trinitate,,,,.,lat,NOMcom,sfr,trinitas,wiktionary,trinité,,,
396,27,9,63,"EpreuveJudic, l. 27",missa,missa,,,,_,lat,NOMcom,sfr,missa,wiktionary,messe,,,
