wd_id,line_id,line_wd,dipl,word,phon,phon_map,syllabified,wd_div,lang,para_id,syntag,syntag2,lemma,lemma_src,lemma_dmf,pos,pos_syn,morph,ref,tei_right,tei_left
168,25,2,lingua,lingua,,,,_,lat,4,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13r, col. b, l. 27",,
169,25,3,sic,sic,,,,_,lat,4,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13r, col. b, l. 27",,
170,25,4,se,se,,,,_,lat,4,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13r, col. b, l. 27",,
171,25,5,hab[et],habet,,,,.,lat,4,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13r, col. b, l. 27",</s></p>,
172,25,6,Si,si,Si,s.i,S/i\,+,fro,4,Sub,Sub,si3,DMF,si3,CONsub,CONsub,,"Serments, 13r, col. b, l. 27",,<p><q><s xml:lang=&quot;fro&quot;>
173,25,7,lodhu|uigs,lodhuuigs,LoðouiKS,l.o.dh.u.u.i.g.s,L/o\.ð/o\.'u/i\KS,_,fro,4,N,N,Louis,---,,NOMpro,NOMpro,smn,"Serments, 13r, col. b, l. 27",,
174,26,1,sagrament,sagrament,SAɣrAmENT,s.a.g.r.a.m.e.n.t,S/A\.ɣr/A\.'m/E\NT,.,fro,4,N,N,serment,DMF,serment,NOMcom,NOMcom,smr,"Serments, 13r, col. b, l. 28",,<lb n=&quot;28&quot;/>
175,26,2,quę,que,kE,qu.e,k/E\,_,fro,4,Qux,Qux,que,DMF,que,PRNrel,PRNrel,smr,"Serments, 13r, col. b, l. 28",,
176,26,3,son,son,SON,s.o.n,S/O\N,_,fro,4,Det,Det,son4,DMF,son4,DETpos,DETpos,3smr,"Serments, 13r, col. b, l. 28",,
177,26,4,fradre,fradre,frAðrə,f.r.a.d.r.e,'fr/A\.ðr/ə\,_,fro,4,N,N,frère,DMF,frère,NOMcom,NOMcom,smr,"Serments, 13r, col. b, l. 28",,
178,26,5,karlo,karlo,kArLə,k.a.r.l.o,'k/A\r.L/ə\,|,fro,4,N,N,Charles,---,,NOMpro,NOMpro,smr,"Serments, 13r, col. b, l. 28",,
179,27,1,iurat,jurat,ʤyrAð,j.u.r.a.t,ʤ/y\.'r/A\ð,_,fro,4,Vfin,Vfin,jurer,DMF,jurer,VERcjg,VERcjg,indpsp3|indpst3,"Serments, 13r, col. b, l. 29",,<lb n=&quot;29&quot;/>
180,27,2,conseruat,conservat,kONSɛrvəð,c.o.n.s.e.r.v.a.t,k/O\N.'S/ɛ\r.v/ə\ð,.,fro,4,Vfin,Vfin,conserver,DMF,conserver,VERcjg,VERcjg,indpst3,"Serments, 13r, col. b, l. 29",,
181,27,3,Et,et,eð,e.t,/e\ð,_,fro,4,Crd,Crd,et,DMF,et,CONcoo,CONcoo,,"Serments, 13r, col. b, l. 29",,
182,27,4,carlus,carlus,kArLəS,c.a.r.l.u.s,'k/A\r.L/ə\S,_,fro,4,N,N,Charles,---,,NOMpro,NOMpro,smn,"Serments, 13r, col. b, l. 29",,
183,27,5,meos,meos,mɛuS,m.e.o.s,m/ɛ\uS,_,fro,4,Det,Det,mon,DMF,mon,DETpos,DETpos,1smn,"Serments, 13r, col. b, l. 29",,
184,27,6,sendra,sendra,SENdrə,s.e.n.d.r.a,'S/E\N.dr/ə\,|,fro,4,N,N,seigneur,DMF,seigneur,NOMcom,NOMcom,smn,"Serments, 13r, col. b, l. 29",,
185,28,1,de,de,dE,d.e,d/E\,+,fro,4,Pre,Pre,de,DMF,de,PRE,PRE,,"Serments, 13r, col. b, l. 30",,<lb n=&quot;30&quot;/>
186,28,2,suo,suo,Soə,s.u.o,'S/o\./ə\,_,fro,4,Det,Det,son4,DMF,son4,DETpos,DETpos,3sfr,"Serments, 13r, col. b, l. 30",,
187,28,3,part,part,pArT,p.a.r.t,p/A\rT,+,fro,4,N,N,part,DMF,part,NOMcom,NOMcom,sfr,"Serments, 13r, col. b, l. 30",,
188,28,4,n[on],non,nON,n.o.n,n/O\N,_,fro,4,Neg,Neg,ne,DMF,ne,ADVneg,ADVneg,,"Serments, 13r, col. b, l. 30",,
189,28,5,lo,lo,Lo,l.o,L/o\,+,fro,4,Prn,Prn$$,le,DMF,le,PRCper,PRCper,3sma,"Serments, 13r, col. b, l. 30",,
190,28,6,s,s,S,s,/\S,+,fro,4,Prn,Prn$$,se,DMF,se,PRCper,PRCper,3smr,"Serments, 13r, col. b, l. 30",,
191,28,7,tanit,tanit,tAnəð,t.a.n.i.t,'t/A\.n/ə\ð,.,fro,4,Vfin,Vfin,tenir,DMF,tenir,VERcjg,VERcjg,indpst3,"Serments, 13r, col. b, l. 30",,
192,28,8,si,si,Si,s.i,S/i\,_,fro,4,Sub,Sub,si3,DMF,si3,CONsub,CONsub,,"Serments, 13r, col. b, l. 30",,
193,28,9,io,io,eu,i.o,/e\u,+,fro,4,Prn,Prn,je,DMF,je,PRNper,PRNper,1smn,"Serments, 13r, col. b, l. 30",,
194,28,10,returnar,returnar,rEtornAr,r.e.t.u.r.n.a.r,r/E\.t/o\r.'n/A\r,_,fro,4,Vinf,Vinf,retourner,DMF,retourner,VERinf,VERinf,,"Serments, 13r, col. b, l. 30",,
195,28,11,non,non,nON,n.o.n,n/O\N,|,fro,4,Neg,Neg,ne,DMF,ne,ADVneg,ADVneg,,"Serments, 13r, col. b, l. 30",,
196,29,1,l,l,L,l,L/\,+,fro,4,Prn,Prn$$,le,DMF,le,PRCper,PRCper,3sma,"Serments, 13r, col. b, l. 31",,<lb n=&quot;31&quot;/>
197,29,2,int,int,ENT,i.n.t,/E\NT,_,fro,4,Prn,Prn$$,en2,DMF,en2,PRCadv,PRCadv,,"Serments, 13r, col. b, l. 31",,
198,29,3,pois,pois,pOiS,p.o.i.s,p/O\iS,.,fro,4,Vfin,Vfin,pouvoir2,DMF,pouvoir2,VERcjg,VERcjg,indpst1,"Serments, 13r, col. b, l. 31",,
199,29,4,ne,ne,nE,n.e,n/E\,+,fro,4,Crd,Crd,ne2,DMF,ne2,CONcoo,CONcoo,,"Serments, 13r, col. b, l. 31",,
200,29,5,io,io,eu,i.o,/e\u,_,fro,4,Prn,Prn,je,DMF,je,PRNper,PRNper,1smn,"Serments, 13r, col. b, l. 31",,
201,29,6,ne,ne,nE,n.e,n/E\,+,fro,4,Crd,Crd,ne2,DMF,ne2,CONcoo,CONcoo,,"Serments, 13r, col. b, l. 31",,
202,29,7,neuls,neuls,nEyLS,n.e.u.l.s,n/E\.'/y\LS,_,fro,4,QIs,QIs,nul,DMF,nul,PRNind,PRNind,smn,"Serments, 13r, col. b, l. 31",,
203,29,8,cui,cui,kyi,c.u.i,k/y\i,_,fro,4,Qux,Qux,qui,DMF,qui,PRNrel,PRNrel,smr,"Serments, 13r, col. b, l. 31",,
204,29,9,eo,eo,eu,e.o,/e\u,_,fro,4,Prn,Prn,je,DMF,je,PRNper,PRNper,1smn,"Serments, 13r, col. b, l. 31",,
205,29,10,returnar,returnar,rEtornAr,r.e.t.u.r.n.a.r,r/E\.t/o\r.'n/A\r,|,fro,4,Vinf,Vinf,retourner,DMF,retourner,VERinf,VERinf,,"Serments, 13r, col. b, l. 31",,
206,30,1,int,int,ENT,i.n.t,/E\NT,_,fro,4,Prn,Prn$$,en2,DMF,en2,PRCadv,PRCadv,,"Serments, 13r, col. b, l. 32",,<lb n=&quot;32&quot;/>
207,30,2,pois,pois,pOiS,p.o.i.s,p/O\iS,.,fro,4,Vfin,Vfin,pouvoir2,DMF,pouvoir2,VERcjg,VERcjg,indpst1,"Serments, 13r, col. b, l. 32",,
208,30,3,in,in,EN,i.n,/E\N,_,fro,4,Pre,Pre,en,DMF,en,PRE,PRE,,"Serments, 13r, col. b, l. 32",,
209,30,4,nulla,nulla,nylə,n.u.ll.a,'n/y\.l/ə\,_,fro,4,QIs,QIs,nul,DMF,nul,DETind,DETind,sfr,"Serments, 13r, col. b, l. 32",,
210,30,5,a_iudha,aiudha,Aiyðə,a.i.u.dh.a,/A\i.'/y\.ð/ə\,_,fro,4,N,N,aide,DMF,aide,NOMcom,NOMcom,sfr,"Serments, 13r, col. b, l. 32",,
211,30,6,contra,contra,kONtrə,c.o.n.t.r.a,'k/O\N.tr/ə\,_,fro,4,Pre,Pre,contre,DMF,contre,PRE,PRE,,"Serments, 13r, col. b, l. 32",,
212,30,7,lodhu|uuig,lodhuwig,LoðouiK,l.o.dh.u.w.i.g,L/o\.ð/o\.'u/i\K,_,fro,4,N,N,Louis,---,,NOMpro,NOMpro,smr,"Serments, 13r, col. b, l. 32",,
213,31,1,nun,nun,nON,n.u.n,n/O\N,+,fro,4,Neg,Neg,ne,DMF,ne,ADVneg,ADVneg,,"Serments, 13r, col. b, l. 33",,<lb n=&quot;33&quot;/>
214,31,2,li,li,Li,l.i,L/i\,_,fro,4,Prn,Prn$$,li,DMF,li,PRCper,PRCper,3smi,"Serments, 13r, col. b, l. 33",,
215,31,3,iu,iu,iu,i.u,/i\u,+,fro,4,Prn,Prn$$,y2,DMF,y2,PRCadv,PRCadv,,"Serments, 13r, col. b, l. 33",,
216,31,4,er,er,Er,e.r,/E\r,.,fro,4,Vfin,Vfin,être,DMF,être,VERcjg,VERcjg,indfut1,"Serments, 13r, col. b, l. 33",</s></q></p>,
217,31,5,Teudisca,teudisca,,,,_,lat,4,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13r, col. b, l. 33",,<p xml:lang=&quot;lat&quot;><s>
218,31,6,aut[em],autem,,,,_,lat,4,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13r, col. b, l. 33",,
219,31,7,lingua,lingua,,,,.|,lat,4,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13r, col. b, l. 33",</s></p>,
220,32,1,Oba,oba,,,,_,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 1",,<pb facs=&quot;https://gallica.bnf.fr/ark:/12148/btv1b84238417/f30.item&quot; n=&quot;13v&quot;/><cb n=&quot;a&quot;/><lb n=&quot;1&quot;/><p><q><s xml:lang=&quot;goh&quot;>
221,32,2,karl,karl,,,,_,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 1",,
222,32,3,then,then,,,,+,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 1",,
223,32,4,eid,eid,,,,.,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 1",,
224,32,5,then,then,,,,_,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 1",,
225,32,6,er,er,,,,_,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 1",,
226,32,7,sine_n.o[=sinemo],sinemo,,,,+,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 1",,
227,32,8,bruodher,bruodher,,,,|,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 1",,
228,33,1,ludhuuuige,ludhuuuige,,,,_,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 2",,<lb n=&quot;2&quot;/>
229,33,2,gesuor,gesuor,,,,.,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 2",,
230,33,3,geleistit,geleistit,,,,.,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 2",,
231,33,4,indi,indi,,,,+,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 2",,
232,33,5,lud|huuuig,ludhuuuig,,,,_,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 2",,
233,34,1,min,min,,,,_,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 3",,<lb n=&quot;3&quot;/>
234,34,2,herro,herro,,,,_,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 3",,
235,34,3,then,then,,,,+,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 3",,
236,34,4,er,er,,,,+,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 3",,
237,34,5,imo,imo,,,,_,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 3",,
238,34,6,gesuor,gesuor,,,,_,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 3",,
239,34,7,forbrih|chit,forbrihchit,,,,.,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 3",,
240,35,1,ob,ob,,,,+,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 4",,<lb n=&quot;4&quot;/>
241,35,2,i_h,ih,,,,+,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 4",,
242,35,3,ina_n,inan,,,,+,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 4",,
243,35,4,es,es,,,,_,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 4",,
244,35,5,iruuen_den,iruuenden,,,,+,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 4",,
245,35,6,ne,ne,,,,_,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 4",,
246,35,7,mag,mag,,,,.,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 4",,
247,35,8,noh,noh,,,,|,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 4",,
248,36,1,ih,ih,,,,_,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 5",,<lb n=&quot;5&quot;/>
249,36,2,noh,noh,,,,_,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 5",,
250,36,3,thero,thero,,,,+,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 5",,
251,36,4,noh_hein,nohhein,,,,_,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 5",,
252,36,5,then,then,,,,+,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 5",,
253,36,6,ih,ih,,,,+,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 5",,
254,36,7,es,es,,,,_,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 5",,
255,36,8,iruuenden,iruuenden,,,,+,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 5",,
256,36,9,mag,mag,,,,|,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 5",,
257,37,1,uuidar,uuidar,,,,_,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 6",,<lb n=&quot;6&quot;/>
258,37,2,karle,karle,,,,_,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 6",,
259,37,3,imo,imo,,,,+,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 6",,
260,37,4,ce,ce,,,,_,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 6",,
261,37,5,follus_ti,follusti,,,,+,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 6",,
262,37,6,ne,ne,,,,_,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 6",,
263,37,7,uuirdhit,uuirdhit,,,,.|,goh,5,Etr,Etr,---,---,,ETR,ETR,,"Serments, 13v, col. a, l. 6",</s></q></p></body></text>,
