wd_id,line_id,linewd,word,dipl,wd_div,phon,phon_map,syllabified,lang,pos,morph,lemma,lemma_src,lemma_dmf,phil_note,ref,tei_right,tei_left
775,123,2,concordan,co[n]cordan,_,kONkɔrdAn,c.o.n.c.o.r.d.a.n,k/O\N.'k/ɔ\r.d/A\n,pro,VERcjg,indpst6,concordar,DOM,concorder,,"SFoi, l. 123",,
776,123,3,lur,lur,_,LOr,l.u.r,L/O\r,pro,DETpos,6smr,lor,DOM,leur,,"SFoi, l. 123",,
777,123,4,afar,afar,.,AfAr,a.f.a.r,/A\.'f/A\r,pro,NOMcom,smr,afaire,DOM,affaire,,"SFoi, l. 123",</l>,
778,124,1,idolas,idolas,|,idɔlAz,i.d.o.l.a.s,/i\.'d/ɔ\.l/A\z,pro,NOMcom,pfr,idola,DOM,idole,,"SFoi, l. 124",,<l n=&quot;124&quot;>
779,124,2,tegrun,tegrun,_,tegrOn,t.e.g.r.u.n,'t/e\.gr/O\n,pro,VERcjg,indpsp6,tenér,DOM,tenir,,"SFoi, l. 124",,<lb/>
780,124,3,nemias,nemias,_,nEmiAz,n.e.m.i.a.s,'n/E\.mi/A\z,pro,ADVgen,---,némias,DOM,---,,"SFoi, l. 124",,
781,124,4,car,car,.,kAr,c.a.r,k/A\r,pro,ADJqua,snr,car2,DOM,cher,,"SFoi, l. 124",</l>,
782,125,1,mandan,mandan,_,mANdAn,m.a.n.d.a.n,'m/A\N.d/A\n,pro,VERcjg,indpst6,mandar,DOM,mander,,"SFoi, l. 125",,<l n=&quot;125&quot;>
783,125,2,las,las,_,LAS,l.a.s,L/A\S,pro,PRCper,6pfa,las4,DOM,le,,"SFoi, l. 125",,
784,125,3,colre,colre,_,kɔLrE,c.o.l.r.e,'k/ɔ\L.r/(E)\,pro,VERinf,---,còlre,DOM,---,,"SFoi, l. 125",,
785,125,4,et,et,+,ed,e.t,/e\d,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 125",,
786,125,5,honrar,honrar,.,ONrAr,ho.n.r.a.r,/O\N.'r/A\r,pro,VERinf,---,onrar,DOM,honorer,,"SFoi, l. 125",</l>,
787,126,1,e,e,_,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 126",,<l n=&quot;126&quot;>
788,126,2,per,p[er],+,pEr,p.e.r,p/E\r,pro,PRE,---,pér,DOM,par,,"SFoi, l. 126",,
789,126,3,la,la,|,LA,l.a,L/A\,pro,DETdef,sfr,la,DOM,le,,"SFoi, l. 126",,
790,126,4,terra,terra,_,tɛrrA,t.e.r.r.a,'t/ɛ\r.r/(A)\,pro,NOMcom,sfr,tèrra,DOM,terre,,"SFoi, l. 126",,<lb/>
791,126,5,e,e,+,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 126",,
792,126,6,per,p[er],_,pEr,p.e.r,p/E\r,pro,PRE,---,pér,DOM,par,,"SFoi, l. 126",,
793,126,7,mar,mar,.,mAr,m.a.r,m/A\r,pro,NOMcom,sfr,mar,DOM,mer,,"SFoi, l. 126",</l>,
794,127,1,e,e,+,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 127",,<l n=&quot;127&quot;>
795,127,2,preiron,preiron,_,preirOn,p.r.e.i.r.o.n,'pr/e\i.r/O\n,pro,VERcjg,indpsp6,préndre,DOM,prendre,,"SFoi, l. 127",,
796,127,3,un,un,_,yn,u.n,/y\n,pro,DETndf,smr,uN,DOM,un,,"SFoi, l. 127",,
797,127,4,fellon,fellon,_,fELLOn,f.e.l.l.o.n,f/E\L.'L/O\n,pro,NOMcom,smr,felóN,DOM,félon,,"SFoi, l. 127",,
798,127,5,avar,avar,.,AvAr,a.v.a.r,/A\.'v/A\r,pro,ADJqua,smr,avar,DOM,avare,,"SFoi, l. 127",</l>,
799,128,1,czo,czo,+,ʦO,cz.o,ʦ/O\,pro,PRNdem,snn,so,DOM,ce,,"SFoi, l. 128",,<l n=&quot;128&quot;>
800,128,2,s,s,+,0S,.s,/[0]\S,pro,VERcjg,indpst3,èser,DOM,être,,"SFoi, l. 128",,
801,128,3,dacians,dacians,|,dAʦiAnS,d.a.c.i.a.n.s,d/A\.ʦ/i\.'/A\nS,pro,NOMpro,smn,Dacien,---,---,,"SFoi, l. 128",,
802,128,4,cui,cui,_,kyi,c.u.i,k/y\i,pro,PRNrel,smr,qui,DOM,qui,,"SFoi, l. 128",,<lb/>
803,128,5,deus,deus,_,dɛuS,d.e.u.s,d/ɛ\uS,pro,NOMcom,smn,dèu,DOM,dieu,,"SFoi, l. 128",,
804,128,6,non,no[n],_,nOn,n.o.n,n/O\n,pro,ADVneg,---,nóN,DOM,ne,,"SFoi, l. 128",,
805,128,7,guar,guar,.,guAr,g.u.a.r,gu/A\r,pro,VERcjg,subpst3,gardar,DOM,garder,,"SFoi, l. 128",</l>,
806,129,1,trameirun,trameirun,_,trAmeirOn,t.r.a.m.e.i.r.u.n,tr/A\.'m/e\i.r/O\n,pro,VERcjg,indpsp6,tramétre,DOM,tramettre,,"SFoi, l. 129",,<l n=&quot;129&quot;>
807,129,2,lo,lo,_,Lo,l.o,L/o\,pro,PRCper,3sma,lo3,DOM,le,,"SFoi, l. 129",,
808,129,3,q,q,+,k,q,k/\,pro,CONsub,---,que2,DOM,que,,"SFoi, l. 129",,
809,129,4,est,est,_,eSt,e.s.t,/e\St,pro,DETdem,smr,ést,DOM,---,,"SFoi, l. 129",,
810,129,5,regn,regn,+,rEɲ,r.e.gn,r/E\ɲ,pro,NOMcom,smr,rénh,DOM,règne,,"SFoi, l. 129",,
811,129,6,antpar,antpar,.,ANtpAr,a.n.t.p.a.r,/A\Nt.'p/A\r,pro,VERcjg,subpst3,amparar,DOM,emparer,,"SFoi, l. 129",</l>,
812,130,1,e,e,+,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 130",,<l n=&quot;130&quot;>
813,130,2,ls,ls,|,LS,l.s,/\LS,pro,DETdef,pmr,los,DOM,le,,"SFoi, l. 130",,
814,130,3,cristians,[crist]ians,_,kriStiAnS,c.r.i.s.t.i.a.n.s,kr/i\S.t/i\.'/A\nS,pro,NOMcom,pmr,crestiaN,DOM,chrétien,,"SFoi, l. 130",,<lb/>
815,130,4,prend,prend,+,prENd0,p.r.e.n.d.,'pr/E\N.d/[0]\,pro,VERcjg,subpst3,préndre,DOM,prendre,,"SFoi, l. 130",,
816,130,5,et,et,_,ed,e.t,/e\d,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 130",,
817,130,6,eschar,eschar,.,ESkAr,e.s.ch.a.r,/E\S.'k/A\r,pro,VERcjg,subpst3,escarar,DOM,---,,"SFoi, l. 130",</l>,
818,131,1,e,e,+,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 131",,<l n=&quot;131&quot;>
819,131,2,ls,ls,+,LS,l.s,/\LS,pro,PRCper,6pma,los2,DOM,le,,"SFoi, l. 131",,
820,131,3,destrenga,destrenga,_,dEStrENgA,d.e.s.t.r.e.n.g.a,d/E\S.'tr/E\N.g/(A)\,pro,VERcjg,subpst3,destrénher,DOM,destreindre,,"SFoi, l. 131",,
821,131,4,fort,fort,_,fɔrt,f.o.r.t,f/ɔ\rt,pro,ADVgen,---,fòrt,DOM,fort,,"SFoi, l. 131",,
822,131,5,et,[et],_,ed,e.t,/e\d,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 131",,
823,131,6,amar,amar,.|,AmAr,a.m.a.r,/A\.'m/A\r,pro,ADVgen,---,amar2,DOM,amer,,"SFoi, l. 131",</l></lg>,
824,132,1,ve,Ve,+,ve,v.e,v/e\,pro,INJ,---,vec,DOM,voir,,"SFoi, l. 132",,<lg n=&quot;14&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><lb/><l n=&quot;132&quot;>
825,132,2,ll,ll,_,LL,l.l,/\LL,pro,PRCper,3smr,lo3,DOM,le,,"SFoi, l. 132",,
826,132,3,vos,uos,_,voz,v.o.s,v/o\z,pro,PRCper,5pmr,vos,DOM,vous,,"SFoi, l. 132",,
827,132,4,vengud,ven_gud,_,vENgyd,v.e.n.g.u.d,v/E\N.'g/y\d,pro,VERppe,smr,venir,DOM,venir,,"SFoi, l. 132",,
828,132,5,inz,inz,_,iNtS,i.n.z.,/i\NtS,pro,ADVgen,---,ins,DOM,ens,,"SFoi, l. 132",,
829,132,6,en,en,+,EN,e.n,/E\N,pro,PRE,---,én,DOM,en,,"SFoi, l. 132",,
830,132,7,agen,agen,.,AʤEn,a.g.e.n,/A\.'ʤ/E\n,pro,NOMpro,smr,Agen,,---,,"SFoi, l. 132",</l>,
831,133,1,aqo,aqo,_,AkO,a.q.o,/A\.'k/O\,pro,PRNdem,snn,aco,DOM,---,,"SFoi, l. 133",,<l n=&quot;133&quot;>
832,133,2,fo,fo,_,fo,f.o,f/o\,pro,VERcjg,indpsp3,èser,DOM,être,,"SFoi, l. 133",,
833,133,3,hom,hom,_,Om,ho.m,/O\m,pro,NOMcom,smn,óme,DOM,homme,,"SFoi, l. 133",,
834,133,4,non,no[n],_,nOn,n.o.n,n/O\n,pro,ADVneg,---,nóN,DOM,ne,,"SFoi, l. 133",,
835,133,5,ag,ag,_,Ag,a.g,/A\g,pro,VERcjg,indpsp3,avér,DOM,avoir,,"SFoi, l. 133",,
836,133,6,bon,bon,_,bOn,b.o.n,b/O\n,pro,ADJqua,smr,bóN,DOM,bon,,"SFoi, l. 133",,
837,133,7,sen,sen,.|,SEn,s.e.n,S/E\n,pro,NOMcom,smr,sén,DOM,sens,,"SFoi, l. 133",</l>,
838,134,1,tals,tals,_,tALS,t.a.l.s,t/A\LS,pro,DETind,pfr,tal,DOM,tel,,"SFoi, l. 134",,<pb n=&quot;16v&quot;/><lb/><l n=&quot;134&quot;>
839,134,2,obras,obras,_,ɔbrAz,o.b.r.a.s,'/ɔ\.br/A\z,pro,NOMcom,pfr,òbra,DOM,œuvre,,"SFoi, l. 134",,
840,134,3,va,ua,_,vA,v.a,v/A\,pro,VERcjg,indpst3,anar,DOM,aner,,"SFoi, l. 134",,
841,134,4,pertot,p[er]tot,_,pErtot,p.e.r.t.o.t,p/E\r.'t/o\t,pro,PRNind,snr,pertót,---,partout,,"SFoi, l. 134",,
842,134,5,fazen,fazen,.,fAÇEn,f.a.z.e.n,f/A\.'Ç/E\n,pro,VERppa,---,faire,DOM,faire,,"SFoi, l. 134",</l>,
843,135,1,per,p[er],+,pEr,p.e.r,p/E\r,pro,PRE,---,pér,DOM,par,,"SFoi, l. 135",,<l n=&quot;135&quot;>
844,135,2,que,que,_,ke,qu.e,k/(e)\,pro,PRNrel,snr,que,DOM,que,,"SFoi, l. 135",,
845,135,3,sabem,sabem,_,SAbEm,s.a.b.e.m,S/A\.'b/E\m,pro,VERcjg,indpst4,sabér,DOM,savoir,,"SFoi, l. 135",,
846,135,4,qe,qe,_,ke,q.e,k/(e)\,pro,CONsub,---,que2,DOM,que,,"SFoi, l. 135",,
847,135,5,deu,deu,_,dɛu,d.e.u,d/ɛ\u,pro,NOMcom,smr,dèu,DOM,dieu,,"SFoi, l. 135",,
848,135,6,offen,offen,.,OfEn,o.ff.e.n,/O\.'f/E\n,pro,VERcjg,indpst3,oféndre,DOM,offendre,,"SFoi, l. 135",</l>,
849,136,1,diabl,diabl,+,diAbL0,d.i.a.b.l.,d/i\.'/A\.bL/[0]\,pro,NOMcom,smr,diable,DOM,diable,,"SFoi, l. 136",,<l n=&quot;136&quot;>
850,136,2,ador,ad-|or,_,Ador0,a.d.o.r.,/A\.'d/o\.r/[0]\,pro,VERcjg,indpst3,adorar,DOM,aorer,,"SFoi, l. 136",,
851,136,3,et,[et],_,ed,e.t,/e\d,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 136",,<lb/>
852,136,4,homens,homens,_,OmEnS,ho.m.e.n.s,'/O\.m/E\nS,pro,NOMcom,pmr,óme,DOM,homme,,"SFoi, l. 136",,
853,136,5,ven,uen,.,vEn,v.e.n,v/E\n,pro,VERcjg,indpst3,véndre,DOM,vendre,,"SFoi, l. 136",</l>,
854,137,1,e,e,+,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 137",,<l n=&quot;137&quot;>
855,137,2,lz,lz,_,LÇ,l.z,/\LÇ,pro,DETdef,pmr,los,DOM,le,,"SFoi, l. 137",,
856,137,3,cristians,[crist]ians,_,kriStiAnS,c.r.i.s.t.i.a.n.s,kr/i\S.t/i\.'/A\nS,pro,NOMcom,pmr,crestiaN,DOM,chrétien,,"SFoi, l. 137",,
857,137,4,aguait,aguait,+,AguAit,a.g.u.a.i.t,/A\.'gu/A\it,pro,VERcjg,indpst3,agachar,DOM,aguetter,,"SFoi, l. 137",,
858,137,5,e,e,_,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 137",,
859,137,6,pren,pren,.,prEn,p.r.e.n,pr/E\n,pro,VERcjg,indpst3,préndre,DOM,prendre,,"SFoi, l. 137",</l>,
860,138,1,los,los,+,LOS,l.o.s,L/O\S,pro,DETdef,pmr,los,DOM,le,,"SFoi, l. 138",,<l n=&quot;138&quot;>
861,138,2,uns,uns,-|,ynS,u.n.s,/y\nS,pro,PRNind,pmr,uN,DOM,un,,"SFoi, l. 138",,
862,138,3,aucid,aucid,_,Auʦid,a.u.c.i.d,/A\u.'ʦ/i\d,pro,VERcjg,indpst3,aucire,DOM,occire,,"SFoi, l. 138",,<lb/>
863,138,4,e,e,+,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 138",,
864,138,5,ls,ls,_,LS,l.s,/\LS,pro,DETdef,pmr,los,DOM,le,,"SFoi, l. 138",,
865,138,6,altres,altres,_,ALtrEz,a.l.t.r.e.s,'/A\L.tr/E\z,pro,PRNind,pmr,autre,DOM,autre,,"SFoi, l. 138",,
866,138,7,pen,pen,.,pEn,p.e.n,p/E\n,pro,VERcjg,indpst3,péndre,DOM,pendre,,"SFoi, l. 138",</l>,
867,139,1,et,[et],_,ed,e.t,/e\d,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 139",,<l n=&quot;139&quot;>
868,139,2,en,en,+,EN,e.n,/E\N,pro,PRE,---,én,DOM,en,,"SFoi, l. 139",,
869,139,3,la,la,+,LA,l.a,L/A\,pro,DETdef,sfr,la,DOM,le,,"SFoi, l. 139",,
870,139,4,flamma,fla[m]ma,_,fLAmmA,f.l.a.m.m.a,'fL/A\m.m/(A)\,pro,NOMcom,sfr,flama,DOM,flamme,,"SFoi, l. 139",,
871,139,5,moltz,moltz,_,moLtS,m.o.l.t.z,m/o\LtS,pro,PRNind,pmr,mólt,DOM,moult,,"SFoi, l. 139",,
872,139,6,n,n,+,n,n,n/\,pro,PRCadv,---,én3,DOM,en2,,"SFoi, l. 139",,
873,139,7,encen,encen,.,ENÇEn,e.n.c.e.n,/E\N.'Ç/E\n,pro,VERcjg,indpst3,encéndre,DOM,encendrer,,"SFoi, l. 139",</l>,
874,140,1,e,e,_,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 140",,<l n=&quot;140&quot;>
875,140,2,czo,czo,|,ʦO,cz.o,ʦ/O\,pro,PRNdem,snr,so,DOM,ce,,"SFoi, l. 140",,
876,140,3,vol,uol,_,vɔl,v.o.l,v/ɔ\l,pro,VERcjg,indpst3,volér,DOM,vouloir,,"SFoi, l. 140",,<lb/>
877,140,4,far,far,_,fAr,f.a.r,f/A\r,pro,VERinf,---,faire,DOM,faire,,"SFoi, l. 140",,
878,140,5,nemias,nemias,_,nEmiAz,n.e.m.i.a.s,'n/E\.mi/A\z,pro,ADVgen,---,némias,DOM,---,,"SFoi, l. 140",,
879,140,6,soen,soen,.,SOEn,s.o.e.n,S/O\.'/E\n,pro,ADVgen,---,sovén,DOM,souvent,,"SFoi, l. 140",</l></lg>,
880,141,1,con,Con,_,kOn,c.o.n,k/O\n,pro,CONsub,---,cóm,DOM,comme,,"SFoi, l. 141",,<lg n=&quot;15&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;141&quot;>
881,141,2,audun,audun,_,AuðOn,a.u.d.u.n,'/A\u.ð/O\n,pro,VERcjg,indpst6,auzir,DOM,ouïr,,"SFoi, l. 141",,
882,141,3,q,q,+,k,q,k/\,pro,CONsub,---,que2,DOM,que,,"SFoi, l. 141",,
883,141,4,intra,intra,_,iNtrA,i.n.t.r.a,'/i\N.tr/(A)\,pro,VERcjg,indpst3,intrar,DOM,entrer,,"SFoi, l. 141",,
884,141,5,dacians,dacians,.,dAʦiAnS,d.a.c.i.a.n.s,d/A\.ʦ/i\.'/A\nS,pro,NOMpro,smn,Dacien,---,---,,"SFoi, l. 141",</l>,
885,142,1,aqo,aqo,+,AkO,a.q.o,/A\.'k/O\,pro,PRNdem,snn,aco,DOM,---,,"SFoi, l. 142",,<l n=&quot;142&quot;>
886,142,2,fo,fo,|,fo,f.o,f/o\,pro,VERcjg,indpsp3,èser,DOM,être,,"SFoi, l. 142",,
887,142,3,granz,granz,_,grANdS,g.r.a.n.z.,gr/A\NdS,pro,ADJqua,sfn,gran,DOM,grand,,"SFoi, l. 142",,<lb/>
888,142,4,gauiz,gauiz,_,gAuidS,g.a.u.i.z.,g/A\uidS,pro,NOMcom,sfn,gaug,DOM,joi,,"SFoi, l. 142",,
889,142,5,a,a,+,A,a,/A\,pro,PRE,---,a2,DOM,à,,"SFoi, l. 142",,
890,142,6,lz,lz,_,LÇ,l.z,/\LÇ,pro,DETdef,pmr,los,DOM,le,,"SFoi, l. 142",,
891,142,7,pagans,pagans,.,pAgAnS,p.a.g.a.n.s,p/A\.'g/A\nS,pro,NOMcom,pmr,pagaN,DOM,païen,,"SFoi, l. 142",</l>,
892,143,1,ydolas,ydolas,_,idɔlAz,y.d.o.l.a.s,/i\.'d/ɔ\.l/A\z,pro,NOMcom,pfr,idola,DOM,idole,,"SFoi, l. 143",,<l n=&quot;143&quot;>
893,143,2,erzon,er_zon,_,erʣOn,e.r.z.o.n,'/e\r.ʣ/O\n,pro,VERcjg,indpst6,érdre,DOM,---,,"SFoi, l. 143",,
894,143,3,sobre,sobre,+,SobrE,s.o.b.r.e,'S/o\.br/(E)\,pro,PRE,---,sóbre,DOM,sur,,"SFoi, l. 143",,
895,143,4,ls,ls,_,LS,l.s,/\LS,pro,DETdef,pmr,los,DOM,le,,"SFoi, l. 143",,
896,143,5,fans,fans,.,fAnS,f.a.n.s,f/A\nS,pro,NOMcom,pmr,faN,DOM,fan,,"SFoi, l. 143",</l>,
897,144,1,e,e,+,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 144",,<l n=&quot;144&quot;>
898,144,2,ls,ls,|,LS,l.s,/\LS,pro,DETdef,pmr,los,DOM,le,,"SFoi, l. 144",,
899,144,3,paramentz,paramentz,_,pArAmENtS,p.a.r.a.m.e.n.t.z,p/A\.r/A\.'m/E\NtS,pro,NOMcom,pmr,paramén,DOM,parement,,"SFoi, l. 144",,<lb/>
900,144,4,tradun,tradun,_,trAðOn,t.r.a.d.u.n,tr/A\.'ð/O\n,pro,VERcjg,indpst6,traire,DOM,traire,,"SFoi, l. 144",,
901,144,5,e,e,+,E,e,/E\,pro,PRE,---,én,DOM,en,,"SFoi, l. 144",,
902,144,6,lz,lz,_,LÇ,l.z,/\LÇ,pro,DETdef,pmr,los,DOM,le,,"SFoi, l. 144",,
903,144,7,plans,plans,.,pLAnS,p.l.a.n.s,pL/A\nS,pro,NOMcom,pmr,plaN,DOM,plain,,"SFoi, l. 144",</l>,
904,145,1,czo,czo,_,ʦO,cz.o,ʦ/O\,pro,PRNdem,snn,so,DOM,ce,,"SFoi, l. 145",,<l n=&quot;145&quot;>
905,145,2,fo,fo,_,fo,f.o,f/o\,pro,VERcjg,indpsp3,èser,DOM,être,,"SFoi, l. 145",,
906,145,3,conres,conres,_,kONrez,c.o.n.r.e.s,k/O\N.'r/e\z,pro,NOMcom,smn,conré,DOM,conroi,,"SFoi, l. 145",,
907,145,4,avols,auols,_,AvOLS,a.v.o.l.s,/A\.'v/O\LS,pro,ADJqua,smn,avol,DOM,---,,"SFoi, l. 145",,
908,145,5,e,e,+,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 145",,
909,145,6,vans,uans,.|,vAnS,v.a.n.s,v/A\nS,pro,ADJqua,smn,vaN,DOM,vain,,"SFoi, l. 145",</l>,
910,146,1,e,e,+,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 146",,<lb/><l n=&quot;146&quot;>
911,146,2,trobed,trobed,+,trObɛd,t.r.o.b.e.d,tr/O\.'b/ɛ\d,pro,VERcjg,indpsp3,trobar,DOM,trouver,,"SFoi, l. 146",,
912,146,3,lo,lo,_,Lo,l.o,L/o\,pro,PRCper,3sma,lo3,DOM,le,,"SFoi, l. 146",,
913,146,4,folz,folz,_,fɔLÇ,f.o.l.z,f/ɔ\LÇ,pro,NOMcom,smn,fòl,DOM,fou,,"SFoi, l. 146",,
914,146,5,e,e,+,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 146",,
915,146,6,bazans,bazans,_,bAʣAnS,b.a.z.a.n.s,b/A\.'ʣ/A\nS,pro,NOMcom,smn,basan,DOM,---,,"SFoi, l. 146",</l>,
916,147,1,e,e,+,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 147",,<l n=&quot;147&quot;>
917,147,2,dunc,dunc,_,dONk,d.u.n.c,d/O\Nk,pro,ADVgen,---,dónc,DOM,donc,,"SFoi, l. 147",,
918,147,3,parlan,parlan,_,pArLAn,p.a.r.l.a.n,'p/A\r.L/A\n,pro,VERcjg,indpst6,parlar,DOM,parler,,"SFoi, l. 147",,
919,147,4,de,de,+,dE,d.e,d/(E)\,pro,PRE,---,de,DOM,de,,"SFoi, l. 147",,
920,147,5,ls,ls,_,LS,l.s,/\LS,pro,DETdef,pmr,los,DOM,le,,"SFoi, l. 147",,
921,147,6,cristians,[crist]ians,.|,kriStiAnS,c.r.i.s.t.i.a.n.s,kr/i\S.t/i\.'/A\nS,pro,NOMcom,pmr,crestiaN,DOM,chrétien,,"SFoi, l. 147",</l></lg>,
922,148,1,don,Don,_,dOn,d.o.n,d/O\n,pro,NOMcom,smn,dón,DOM,dom,,"SFoi, l. 148",,<lg n=&quot;16&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><lb/><l n=&quot;148&quot;><q>
923,148,2,qe,qe,+,kE,q.e,k/E\,pro,ADVint,---,que,DOM,que,,"SFoi, l. 148",,
924,148,3,us,us,_,uz,u.s,/\uz,pro,PRNper,5smn,vos,DOM,vous,,"SFoi, l. 148",,
925,148,4,avez,auez,_,AvɛdS,a.v.e.z.,/A\.'v/ɛ\dS,pro,VERcjg,indpst5,avér,DOM,avoir,,"SFoi, l. 148",,
926,148,5,aitan,aitan,_,AitAn,a.i.t.a.n,/A\i.'t/A\n,pro,ADVgen,---,aitan,DOM,---,,"SFoi, l. 148",,
927,148,6,tarzad,tarzad,.,tArʣAd,t.a.r.z.a.d,t/A\r.'ʣ/A\d,pro,VERppe,---,tardar,DOM,tarder,,"SFoi, l. 148",</q></l>,
928,149,1,pos,pos,_,pɔS,p.o.s,p/ɔ\S,pro,ADVgen,---,pòis,DOM,puis,,"SFoi, l. 149",,<l n=&quot;149&quot;><q>
929,149,2,est,est,_,eSt,e.s.t,/e\St,pro,DETdem,smr,ést,DOM,---,,"SFoi, l. 149",,
930,149,3,regn,regn,+,rEɲ,r.e.gn,r/E\ɲ,pro,NOMcom,smr,rénh,DOM,règne,,"SFoi, l. 149",,
931,149,4,aggestz,aggestz,_,AgeStS,a.gg.e.s.t.z,/A\.'g/e\StS,pro,VERcjg,subipf5,avér,DOM,avoir,,"SFoi, l. 149",,
932,149,5,acaptad,acaptad,.|,AkAptAd,a.c.a.p.t.a.d,/A\.k/A\p.'t/A\d,pro,VERppe,smr,acaptar,DOM,acheter,,"SFoi, l. 149",</q></l>,
933,150,1,degraz,degraz,_,dEgrAdS,d.e.g.r.a.z.,d/E\.'gr/A\dS,pro,VERcjg,con---5,devér,DOM,devoir2,,"SFoi, l. 150",,<lb/><l n=&quot;150&quot;><q>
934,150,2,l,l,+,L,l,L/\,pro,PRCper,3sma,lo3,DOM,le,,"SFoi, l. 150",,
935,150,3,aver,auer,_,Aver,a.v.e.r,/A\.'v/e\r,pro,VERinf,---,avér,DOM,avoir,,"SFoi, l. 150",,
936,150,4,antz,antz,_,ANtS,a.n.t.z,/A\NtS,pro,ADVgen,---,anz,DOM,ains,,"SFoi, l. 150",,
937,150,5,revisdad,reuisdad,.,rEviSdAd,r.e.v.i.s.d.a.d,r/E\.v/i\S.'d/A\d,pro,VERppe,smr,revisdar2,DOM,revisder,,"SFoi, l. 150",</q></l>,
938,151,1,qe,qe,_,ke,q.e,k/(e)\,pro,CONsub,---,que2,DOM,que,,"SFoi, l. 151",,<l n=&quot;151&quot;><q>
939,151,2,nostra,nostra,_,nɔStrA,n.o.s.t.r.a,'n/ɔ\S.tr/(A)\,pro,DETpos,4sfn,nòstre,DOM,notre,,"SFoi, l. 151",,
940,151,3,gent,gent,_,ʤENt,g.e.n.t,ʤ/E\Nt,pro,NOMcom,sfn,gén,DOM,gent,,"SFoi, l. 151",,
941,151,4,aggess,aggess,-.|,Ages,a.gg.e.ss,/A\.'g/e\s,pro,VERcjg,subipf3,avér,DOM,avoir,,"SFoi, l. 151",,
942,151,5,bauzad,bauzad,.,bAuʣAd,b.a.u.z.a.d,b/A\u.'ʣ/A\d,pro,VERppe,---,bauzar,DOM,boisier,,"SFoi, l. 151",</q></l>,<lb/>
943,152,1,una,una,_,ynA,u.n.a,'/y\.n/(A)\,pro,DETndf,sfn,uN,DOM,un,,"SFoi, l. 152",,<l n=&quot;152&quot;><q>
944,152,2,donzella,donzella,+,dONʣɛLLA,d.o.n.z.e.l.l.a,d/O\N.'ʣ/ɛ\L.L/(A)\,pro,NOMcom,sfn,donsèla,DOM,donzelle,,"SFoi, l. 152",,
945,152,3,nz,nz,+,NÇ,n.z,/\NÇ,pro,PRCper,4pmr,nós,DOM,nous,,"SFoi, l. 152",,
946,152,4,a,a,_,A,a,/A\,pro,VERcjg,indpst3,avér,DOM,avoir,,"SFoi, l. 152",,
947,152,5,laudad,laudad,.,LAuðAd,l.a.u.d.a.d,L/A\u.'ð/A\d,pro,VERppe,snr,lauzar,DOM,louer,,"SFoi, l. 152",</q></l>,
948,153,1,q,q,+,k,q,k/\,pro,CONsub,---,que2,DOM,que,,"SFoi, l. 153",,<l n=&quot;153&quot;><q>
949,153,2,uns,uns,_,ynS,u.n.s,/y\nS,pro,DETndf,smn,uN,DOM,un,,"SFoi, l. 153",,
950,153,3,deus,d[eu]s,_,dɛuS,d.e.u.s,d/ɛ\uS,pro,NOMcom,smn,dèu,DOM,dieu,,"SFoi, l. 153",,
951,153,4,es,es,_,ES,e.s,/E\S,pro,VERcjg,indpst3,èser,DOM,être,,"SFoi, l. 153",,
952,153,5,bons,bons,_,bOnS,b.o.n.s,b/O\nS,pro,ADJqua,smn,bóN,DOM,bon,,"SFoi, l. 153",,
953,153,6,en,en,+,EN,e.n,/E\N,pro,PRE,---,én,DOM,en,,"SFoi, l. 153",,
954,153,7,trinitad,tri|nitad,.,trinitAd,t.r.i.n.i.t.a.d,tr/i\.n/i\.'t/A\d,pro,NOMcom,sfr,ternitat,DOM,trinité,,"SFoi, l. 153",</q></l>,
955,154,1,qi,qi,_,ki,q.i,k/i\,pro,PRNrel,smn,qui,DOM,qui,,"SFoi, l. 154",,<lb/><l n=&quot;154&quot;><q>
