wd_id,line_id,linewd,word,dipl,wd_div,phon,phon_map,syllabified,lang,pos,morph,lemma,lemma_src,lemma_dmf,phil_note,ref,tei_right,tei_left
1,1,1,legir,[L]EGIR,_,LEʤir,l.e.g.i.r,L/E\.'ʤ/i\r,pro,VERinf,---,legir,DOM,lire,,"SFoi, l. 1",,<text><body xml:lang=&quot;pro&quot;><pb n=&quot;14v&quot;/><lg n=&quot;1&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;1&quot;>
2,1,2,audi,AUDI,_,Auði,a.u.d.i,/A\u.'ð/i\,pro,VERcjg,indpsp1,auzir,DOM,ouïr,,"SFoi, l. 1",,
3,1,3,sotz,SOTZ,_,SotS,s.o.t.z,S/o\tS,pro,PRE,---,sótz,DOM,sous,,"SFoi, l. 1",,
4,1,4,eiss,EISS,_,eis,e.i.ss,/e\is,pro,ADJind,smr,éis,DOM,---,,"SFoi, l. 1",,
5,1,5,un,VN,_,yn,u.n,/y\n,pro,DETndf,smr,uN,DOM,un,,"SFoi, l. 1",,
6,1,6,pin,PIN,.|,pin,p.i.n,p/i\n,pro,NOMcom,smr,piN,DOM,pin,,"SFoi, l. 1",</l>,
7,2,1,de,de,+,dE,d.e,d/(E)\,pro,PRE,---,de,DOM,de,,"SFoi, l. 2",,<lb/><l n=&quot;2&quot;>
8,2,2,l,l,_,L,l,/\L,pro,DETdef,smr,lo2,DOM,le,,"SFoi, l. 2",,
9,2,3,vell,vell,_,veʎ,v.e.ll,v/e\ʎ,pro,ADJqua,smr,vélh,DOM,vieux,,"SFoi, l. 2",,
10,2,4,temps,temps,_,tENpS,t.e.m.p.s,t/E\NpS,pro,NOMcom,smr,témps,DOM,temps,,"SFoi, l. 2",,
11,2,5,un,un,_,yn,u.n,/y\n,pro,DETndf,smr,uN,DOM,un,,"SFoi, l. 2",,
12,2,6,libre,libre,_,LibrE,l.i.b.r.e,'L/i\.br/(E)\,pro,NOMcom,smr,libre,DOM,livre,,"SFoi, l. 2",,
13,2,7,latin,latin,.,LAtin,l.a.t.i.n,L/A\.'t/i\n,pro,ADJqua,smr,latiN,DOM,latin,,"SFoi, l. 2",</l>,
14,3,1,tot,tot,_,tot,t.o.t,t/o\t,pro,PRNind,smr,tót,DOM,tout,,"SFoi, l. 3",,<l n=&quot;3&quot;>
15,3,2,l,l,+,L,l,L/\,pro,PRCper,3sma,lo3,DOM,le,,"SFoi, l. 3",,
16,3,3,escoltei,escol|tei,_,ESkOLtɛi,e.s.c.o.l.t.e.i,/E\S.k/O\L.'t/ɛ\i,pro,VERcjg,indpsp1,escoltar,DOM,écouter,,"SFoi, l. 3",,
17,3,4,tro,tro,+,trO,t.r.o,tr/(O)\,pro,PRE,---,tro,DOM,entre,,"SFoi, l. 3",,<lb/>
18,3,5,a,a,_,A,a,/A\,pro,PRE,---,a2,DOM,à,,"SFoi, l. 3",,
19,3,6,la,la,_,LA,l.a,L/A\,pro,DETdef,sfr,la,DOM,le,,"SFoi, l. 3",,
20,3,7,fin,fin,.,fin,f.i.n,f/i\n,pro,NOMcom,sfr,fiN,DOM,fin,,"SFoi, l. 3",</l>,
21,4,1,hanc,hanc,_,ANk,ha.n.c,/A\Nk,pro,ADVgen,---,anc,DOM,oncques,,"SFoi, l. 4",,<l n=&quot;4&quot;>
22,4,2,non,no[n],+,nOn,n.o.n,n/O\n,pro,ADVneg,---,nóN,DOM,ne,,"SFoi, l. 4",,
23,4,3,fo,fo,_,fo,f.o,f/o\,pro,VERcjg,indpsp3,èser,DOM,être,,"SFoi, l. 4",,
24,4,4,senz,senz,_,SENÇ,s.e.n.z,S/E\NÇ,pro,NOMcom,smn,sén,DOM,sens,,"SFoi, l. 4",,
25,4,5,q,q,+,k,q,k/\,pro,CONsub,---,que2,DOM,que,,"SFoi, l. 4",,
26,4,6,el,el,_,el,e.l,/e\l,pro,PRNper,3smn,el2,DOM,il,,"SFoi, l. 4",,
27,4,7,non,no[n],+,nOn,n.o.n,n/O\n,pro,ADVneg,---,nóN,DOM,ne,,"SFoi, l. 4",,
28,4,8,l,l,_,L,l,/\L,pro,PRCper,3sma,lo3,DOM,le,,"SFoi, l. 4",,
29,4,9,declin,de|clin,.,dEkLin,d.e.c.l.i.n,d/E\.'kL/i\n,pro,VERcjg,subpst3,declinar,DOM,décliner,,"SFoi, l. 4",</l>,
30,5,1,parled,parled,_,pArLɛd,p.a.r.l.e.d,p/A\r.'L/ɛ\d,pro,VERcjg,indpsp3,parlar,DOM,parler,,"SFoi, l. 5",,<lb/><l n=&quot;5&quot;>
31,5,2,de,de,+,dE,d.e,d/(E)\,pro,PRE,---,de,DOM,de,,"SFoi, l. 5",,
32,5,3,l,l,_,L,l,/\L,pro,DETdef,smr,lo2,DOM,le,,"SFoi, l. 5",,
33,5,4,pair,pair,+,pAir0,p.a.i.r.,'p/A\i.r/[0]\,pro,NOMcom,smr,paire,DOM,père,,"SFoi, l. 5",,
34,5,5,a,a,+,A,a,/A\,pro,PRE,---,a2,DOM,à,,"SFoi, l. 5",,
35,5,6,l,l,_,L,l,/\L,pro,DETdef,smr,lo2,DOM,le,,"SFoi, l. 5",,
36,5,7,rei,rei,_,rei,r.e.i,r/e\i,pro,NOMcom,smr,réi,DOM,roi,,"SFoi, l. 5",,
37,5,8,licin,licin,.,Liʦin,l.i.c.i.n,L/i\.'ʦ/i\n,pro,NOMpro,smr,Licin,---,---,,"SFoi, l. 5",</l>,
38,6,1,e,e,+,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 6",,<l n=&quot;6&quot;>
39,6,2,de,de,+,dE,d.e,d/(E)\,pro,PRE,---,de,DOM,de,,"SFoi, l. 6",,
40,6,3,l,l,|,L,l,/\L,pro,DETdef,smr,lo2,DOM,le,,"SFoi, l. 6",,
41,6,4,linnadg,linnadg,+,LiɲAdʤ0,l.i.nn.a.d.g.,L/i\.'ɲ/A\d.ʤ/[0]\,pro,NOMcom,smr,linhatge,DOM,lignage,,"SFoi, l. 6",,<lb/>
42,6,5,a,a,+,A,a,/A\,pro,PRE,---,a2,DOM,à,,"SFoi, l. 6",,
43,6,6,l,l,_,L,l,/\L,pro,DETdef,smr,lo2,DOM,le,,"SFoi, l. 6",,
44,6,7,maximin,maximin,.,mAkSimin,m.a.x..i.m.i.n,m/A\k.S/i\.'m/i\n,pro,NOMpro,smr,Maximien,---,---,,"SFoi, l. 6",</l>,
45,7,1,cel,cel,_,Çel,c.e.l,Ç/e\l,pro,PRNdem,pmn,cél2,DOM,cil,,"SFoi, l. 7",,<l n=&quot;7&quot;>
46,7,2,meiro,meiro,+,meirO,m.e.i.r.o,'m/e\i.r/O\,pro,VERcjg,indpsp6,métre,DOM,mettre,,"SFoi, l. 7",,
47,7,3,ls,ls,_,LS,l.s,/\LS,pro,DETdef,pmr,los,DOM,le,,"SFoi, l. 7",,
48,7,4,saintz,saintz,|,SAiNtS,s.a.i.n.t.z,S/A\iNtS,pro,NOMcom,pmr,sanh,DOM,saint,,"SFoi, l. 7",,
49,7,5,en,en,+,EN,e.n,/E\N,pro,PRE,---,én,DOM,en,,"SFoi, l. 7",,<lb/>
50,7,6,tal,tal,_,tAl,t.a.l,t/A\l,pro,DETind,smr,tal,DOM,tel,,"SFoi, l. 7",,
51,7,7,train,train,.,trAin,t.r.a.i.n,tr/A\.'/i\n,pro,NOMcom,smr,tragiN,DOM,train,,"SFoi, l. 7",</l>,
52,8,1,con,co[n],_,kOn,c.o.n,k/O\n,pro,CONsub,---,cóm,DOM,comme,,"SFoi, l. 8",,<l n=&quot;8&quot;>
53,8,2,fa,fa,+,fA,f.a,f/A\,pro,VERcjg,indpst3,faire,DOM,faire,,"SFoi, l. 8",,
54,8,3,l,l,_,L,l,/\L,pro,DETdef,smn,lo2,DOM,le,,"SFoi, l. 8",,
55,8,4,venaire,uenaire,+,vEnAirE,v.e.n.a.i.r.e,v/E\.'n/A\i.r/(E)\,pro,NOMcom,smn,venadór,DOM,veneur,,"SFoi, l. 8",,
56,8,5,ls,ls,_,LS,l.s,/\LS,pro,DETdef,pmr,los,DOM,le,,"SFoi, l. 8",,
57,8,6,cervs,cerus,_,ÇɛrvS,c.e.r.v.s,Ç/ɛ\rvS,pro,NOMcom,pmr,cèr,DOM,cerf,,"SFoi, l. 8",,
58,8,7,matin,matin,_,mAtin,m.a.t.i.n,m/A\.'t/i\n,pro,NOMcom,smr,matiN,DOM,matin,,"SFoi, l. 8",</l>,
59,9,1,a,a,+,A,a,/A\,pro,PRE,---,a2,DOM,à,,"SFoi, l. 9",,<l n=&quot;9&quot;>
60,9,2,clusa,clusa,+,kLyzA,c.l.u.s.a,'kL/y\.z/(A)\,pro,NOMcom,sfr,cluza,DOM,close,,"SFoi, l. 9",,
61,9,3,ls,ls,_,LS,l.s,/\LS,pro,PRCper,6pma,los2,DOM,le,,"SFoi, l. 9",,
62,9,4,menan,menan,|,mEnAn,m.e.n.a.n,'m/E\.n/A\n,pro,VERcjg,indpst6,menar,DOM,mener,,"SFoi, l. 9",,
63,9,5,et,et,_,ed,e.t,/e\d,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 9",,<lb/>
64,9,6,a,a,+,A,a,/A\,pro,PRE,---,a2,DOM,à,,"SFoi, l. 9",,
65,9,7,fin,fin,_,fin,f.i.n,f/i\n,pro,NOMcom,sfr,fiN,DOM,fin,,"SFoi, l. 9",</l>,
66,10,1,mortz,mortz,_,mɔrtS,m.o.r.t.z,m/ɔ\rtS,pro,VERppe,pmr,morir,DOM,mourir,,"SFoi, l. 10",,<l n=&quot;10&quot;>
67,10,2,los,los,_,LoS,l.o.s,L/o\S,pro,PRCper,6pma,los2,DOM,le,,"SFoi, l. 10",,
68,10,3,laissavan,laissavan,_,LAisAvAn,l.a.i.ss.a.v.a.n,L/A\i.'s/A\.v/A\n,pro,VERcjg,indipf6,laisar,DOM,laisser,,"SFoi, l. 10",,
69,10,4,en,en,+,EN,e.n,/E\N,pro,PRE,---,én,DOM,en,,"SFoi, l. 10",,
70,10,5,sopin,sopin,_,SOpin,s.o.p.i.n,S/O\.'p/i\n,pro,ADJqua,smr,sobiN,DOM,souvin,,"SFoi, l. 10",</l>,
71,11,1,jazon,iazon,_,ʤAʣOn,j.a.z.o.n,'ʤ/A\.ʣ/O\n,pro,VERcjg,indpsp6,jazér,DOM,gésir,,"SFoi, l. 11",,<l n=&quot;11&quot;>
72,11,2,e,e,+,E,e,/E\,pro,PRE,---,én,DOM,en,,"SFoi, l. 11",,
73,11,3,ls,ls,_,LS,l.s,/\LS,pro,DETdef,pmr,los,DOM,le,,"SFoi, l. 11",,
74,11,4,camps,camps,|,kANpS,c.a.m.p.s,k/A\NpS,pro,NOMcom,pmr,camp,DOM,champ,,"SFoi, l. 11",,
75,11,5,cuma,cuma,_,kOmA,c.u.m.a,'k/O\.m/(A)\,pro,CONsub,---,cóm,DOM,comme,,"SFoi, l. 11",,<lb/>
76,11,6,fradin,fradin,_,frAdin,f.r.a.d.i.n,fr/A\.'d/i\n,pro,NOMcom,pmn,fradiN,DOM,---,,"SFoi, l. 11",</l>,
77,12,1,no,no,+,nO,n.o,n/O\,pro,ADVneg,---,nóN,DOM,ne,,"SFoi, l. 12",,<l n=&quot;12&quot;>
78,12,2,lz,lz,_,LÇ,l.z,/\LÇ,pro,PRCper,6pma,los2,DOM,le,,"SFoi, l. 12",,
79,12,3,sebelliron,sebelliron,_,SEbELLirOn,s.e.b.e.l.l.i.r.o.n,S/E\.b/E\L.'L/i\.r/O\n,pro,VERcjg,indpsp6,sebelir,DOM,sevelir,,"SFoi, l. 12",,
80,12,4,lur,lur,_,LOr,l.u.r,L/O\r,pro,DETpos,6pmn,lor,DOM,leur,,"SFoi, l. 12",,
81,12,5,vizin,uizin,.,viʣin,v.i.z.i.n,v/i\.'ʣ/i\n,pro,NOMcom,pmn,veziN,DOM,voisin,,"SFoi, l. 12",</l>,
82,13,1,czo,czo,_,ʦO,cz.o,ʦ/O\,pro,PRNdem,snn,so,DOM,ce,,"SFoi, l. 13",,<l n=&quot;13&quot;>
83,13,2,fo,fo,_,fo,f.o,f/o\,pro,VERcjg,indpsp3,èser,DOM,être,,"SFoi, l. 13",,
84,13,3,prob,prob,|,prɔb,p.r.o.b,pr/ɔ\b,pro,ADVgen,---,pròp,DOM,pruef,,"SFoi, l. 13",,
85,13,4,de,de,+,dE,d.e,d/(E)\,pro,PRE,---,de,DOM,de,,"SFoi, l. 13",,<lb/>
86,13,5,l,l,+,L,l,/\L,pro,DETdef,smr,lo2,DOM,le,,"SFoi, l. 13",,
87,13,6,temps,temps,_,tENpS,t.e.m.p.s,t/E\NpS,pro,NOMcom,smr,témps,DOM,temps,,"SFoi, l. 13",,
88,13,7,constantin,co[n]stantin,.,kONStANtin,c.o.n.s.t.a.n.t.i.n,k/O\NS.t/A\N.'t/i\n,pro,NOMpro,smr,Constantin,---,---,,"SFoi, l. 13",</l></lg>,
89,14,1,canczon,Canczon,_,kANʦOn,c.a.n.cz.o.n,k/A\N.'ʦ/O\n,pro,NOMcom,sfr,cansóN,DOM,chanson,,"SFoi, l. 14",,<lg n=&quot;2&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;14&quot;>
90,14,2,audi,audi,_,Auði,a.u.d.i,/A\u.'ð/i\,pro,VERcjg,indpsp1,auzir,DOM,ouïr,,"SFoi, l. 14",,
91,14,3,q,q,+,k,q,k/\,pro,PRNrel,sfn,que,DOM,que,,"SFoi, l. 14",,
92,14,4,es,es,_,ES,e.s,/E\S,pro,VERcjg,indpst3,èser,DOM,être,,"SFoi, l. 14",,
93,14,5,bella,bella,+,bɛLLA,b.e.l.l.a,'b/ɛ\L.L/(A)\,pro,ADJqua,sfn,bèl,DOM,beau,,"SFoi, l. 14",,
94,14,6,ntresca,ntresca,|,0NtreSkA,.n.t.r.e.s.c.a,/[0]\N.'tr/e\S.k/(A)\,pro,NOMcom,sfn,entrésca,SFoiL,---,,"SFoi, l. 14",</l>,
95,15,1,que,que,_,ke,qu.e,k/(e)\,pro,PRNrel,sfn,que,DOM,que,,"SFoi, l. 15",,<lb/><l n=&quot;15&quot;>
96,15,2,fo,fo,_,fo,f.o,f/o\,pro,VERcjg,indpsp3,èser,DOM,être,,"SFoi, l. 15",,
97,15,3,de,de,_,dE,d.e,d/(E)\,pro,PRE,---,de,DOM,de,,"SFoi, l. 15",,
98,15,4,razo,razo,_,rAʣo,r.a.z.o,r/A\.'ʣ/o\,pro,NOMcom,sfr,razóN,DOM,raison,,"SFoi, l. 15",,
99,15,5,espanesca,espanesca,.,ESpAneSkA,e.s.p.a.n.e.s.c.a,/E\S.p/A\.'n/e\S.k/(A)\,pro,ADJqua,sfr,espaneis,DOM,espagnol,,"SFoi, l. 15",</l>,
100,16,1,non,no[n],+,nOn,n.o.n,n/O\n,pro,ADVneg,---,nóN,DOM,ne,,"SFoi, l. 16",,<l n=&quot;16&quot;>
101,16,2,fo,fo,_,fo,f.o,f/o\,pro,VERcjg,indpsp3,èser,DOM,être,,"SFoi, l. 16",,
102,16,3,de,de,_,dE,d.e,d/(E)\,pro,PRE,---,de,DOM,de,,"SFoi, l. 16",,
103,16,4,paraulla,paraulla,_,pArAuLA,p.a.r.a.u.ll.a,p/A\.'r/A\u.L/(A)\,pro,NOMcom,sfr,paraula,DOM,parole,,"SFoi, l. 16",,
104,16,5,grezesca,grezesca,|,grEʣeSkA,g.r.e.z.e.s.c.a,gr/E\.'ʣ/e\S.k/(A)\,pro,ADJqua,sfr,grezés,DOM,grégeois,,"SFoi, l. 16",</l>,
105,17,1,ne,ne,_,ne,n.e,n/(e)\,pro,CONcoo,---,ni,DOM,ne2,,"SFoi, l. 17",,<lb/><l n=&quot;17&quot;>
106,17,2,de,de,+,dE,d.e,d/(E)\,pro,PRE,---,de,DOM,de,,"SFoi, l. 17",,
107,17,3,lengua,lengua,_,LENguA,l.e.n.g.u.a,'L/E\N.gu/(A)\,pro,NOMcom,sfr,lénga,DOM,langue,,"SFoi, l. 17",,
108,17,4,serrazinesca,serrazinesca,.,SErrAʣineSkA,s.e.r.r.a.z.i.n.e.s.c.a,S/E\r.r/A\.ʣ/i\.'n/e\S.k/(A)\,pro,ADJqua,sfr,sarrazinésc,DOM,sarrasinois,,"SFoi, l. 17",</l>,
109,18,1,dolz,dolz,_,doLÇ,d.o.l.z,d/o\LÇ,pro,ADJqua,sfn,dóus,DOM,doux,,"SFoi, l. 18",,<l n=&quot;18&quot;>
110,18,2,e,e,+,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 18",,
111,18,3,suaus,suaus,_,SOAuS,s.u.a.u.s,S/O\.'/A\uS,pro,ADJqua,sfn,suau,DOM,souef,,"SFoi, l. 18",,
112,18,4,es,es,_,ES,e.s,/E\S,pro,VERcjg,indpst3,èser,DOM,être,,"SFoi, l. 18",,
113,18,5,plus,plus,_,pLyz,p.l.u.s,pL/y\z,pro,ADVgen,---,plus,DOM,plus,,"SFoi, l. 18",,
114,18,6,que,que,+,ke,qu.e,k/(e)\,pro,CONsub,---,que2,DOM,que,,"SFoi, l. 18",,
115,18,7,bresca,bres|ca,.,breSkA,b.r.e.s.c.a,'br/e\S.k/(A)\,pro,NOMcom,sfn,brésca,DOM,bresche,,"SFoi, l. 18",</l>,
116,19,1,e,e,+,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 19",,<lb/><l n=&quot;19&quot;>
117,19,2,plus,plus,_,pLyz,p.l.u.s,pL/y\z,pro,ADVgen,---,plus,DOM,plus,,"SFoi, l. 19",,
118,19,3,qe,qe,_,ke,q.e,k/(e)\,pro,CONsub,---,que2,DOM,que,,"SFoi, l. 19",,
119,19,4,nulz,nulz,_,nyLÇ,n.u.l.z,n/y\LÇ,pro,DETind,smn,nul,DOM,nul,,"SFoi, l. 19",,
120,19,5,pimentz,pimentz,_,pimENtS,p.i.m.e.n.t.z,p/i\.'m/E\NtS,pro,NOMcom,smn,pimén,DOM,piment,,"SFoi, l. 19",,
121,19,6,q,q,+,k,q,k/\,pro,PRNrel,smr,que,DOM,que,,"SFoi, l. 19",,
122,19,7,om,om,_,Om,o.m,/O\m,pro,PRNind,smn,óme,DOM,on,,"SFoi, l. 19",,
123,19,8,mesca,mesca,_,meSkA,m.e.s.c.a,'m/e\S.k/(A)\,pro,VERcjg,subpst3,méiser,DOM,---,,"SFoi, l. 19",</l>,
124,20,1,qui,q[u]i,+,ki,qu.i,k/i\,pro,PRNrel,smn,qui,DOM,qui,,"SFoi, l. 20",,<l n=&quot;20&quot;>
125,20,2,ben,ben,_,bEn,b.e.n,b/E\n,pro,ADVgen,---,béN,DOM,bien,,"SFoi, l. 20",,
126,20,3,la,la,+,LA,l.a,L/A\,pro,PRCper,3sfa,la2,DOM,le,,"SFoi, l. 20",,
127,20,4,diz,diz,_,diʣ,d.i.z,d/i\ʣ,pro,VERcjg,indpsp3,dire,DOM,dire,,"SFoi, l. 20",,
128,20,5,a,a,|,A,a,/A\,pro,PRE,---,a2,DOM,à,,"SFoi, l. 20",,
129,20,6,lei,lei,_,Lei,l.e.i,L/e\i,pro,NOMcom,sfr,léi,DOM,loi,,"SFoi, l. 20",,<lb/>
130,20,7,francesca,francesca,_,frANÇeSkA,f.r.a.n.c.e.s.c.a,fr/A\N.'Ç/e\S.k/(A)\,pro,ADJqua,sfr,francésc,DOM,français,,"SFoi, l. 20",</l>,
131,21,1,cuig,cuig,_,kyig,c.u.i.g,k/y\ig,pro,VERcjg,indpst1,cuidar,DOM,cuider,,"SFoi, l. 21",,<l n=&quot;21&quot;>
132,21,2,me,me,_,me,m.e,m/e\,pro,PRCper,1smr,me,DOM,me,,"SFoi, l. 21",,
133,21,3,qe,qe,_,ke,q.e,k/(e)\,pro,CONsub,---,que2,DOM,que,,"SFoi, l. 21",,
134,21,4,sos,sos,_,SOS,s.o.s,S/O\S,pro,DETpos,3smn,sos,DOM,son4,,"SFoi, l. 21",,
135,21,5,granz,granz,_,grANdS,g.r.a.n.z.,gr/A\NdS,pro,ADJqua,smn,gran,DOM,grand,,"SFoi, l. 21",,
136,21,6,pros,pros,_,proz,p.r.o.s,pr/o\z,pro,NOMcom,smn,pró2,DOM,preu,,"SFoi, l. 21",,
137,21,7,l,l,+,L,l,L/\,pro,PRCper,3smi,li3,DOM,li,,"SFoi, l. 21",,
138,21,8,en,en,_,EN,e.n,/E\N,pro,PRCadv,---,én3,DOM,en2,,"SFoi, l. 21",,
139,21,9,cresca,cresca,.-|,kreSkA,c.r.e.s.c.a,'kr/e\S.k/A\,pro,VERcjg,subpst3,créiser,DOM,croître,,"SFoi, l. 21",</l>,
140,22,1,e,e,+,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 22",,<lb/><l n=&quot;22&quot;>
141,22,2,q,q,+,k,q,k/\,pro,CONsub,---,que2,DOM,que,,"SFoi, l. 22",,
142,22,3,en,e_n,+,EN,e.n,/E\N,pro,PRE,---,én,DOM,en,,"SFoi, l. 22",,
143,22,4,est,est,_,eSt,e.s.t,/e\St,pro,DETdem,smr,ést,DOM,---,,"SFoi, l. 22",,
144,22,5,segle,segle,_,SɛgLE,s.e.g.l.e,'S/ɛ\.gL/(E)\,pro,NOMcom,smr,sègle,DOM,siècle,,"SFoi, l. 22",,
145,22,6,l,l,+,L,l,L/\,pro,PRCper,3smi,li3,DOM,li,,"SFoi, l. 22",,
146,22,7,en,en,_,EN,e.n,/E\N,pro,PRCadv,---,én3,DOM,en2,,"SFoi, l. 22",,
147,22,8,paresca,paresca,.,pAreSkA,p.a.r.e.s.c.a,p/A\.'r/e\S.k/(A)\,pro,VERcjg,subpst3,paréiser,DOM,paraître,,"SFoi, l. 22",</l></lg>,
148,23,1,tota,Tota,_,totA,t.o.t.a,'t/o\.t/(A)\,pro,DETind,sfn,tót,DOM,tout,,"SFoi, l. 23",,<lg n=&quot;3&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;23&quot;>
149,23,2,basconn,basconn,+,bASkOɲ0,b.a.s.c.o.nn.,b/A\S.'k/O\.ɲ/[0]\,pro,NOMpro,sfn,Basconha,,---,,"SFoi, l. 23",,
150,23,3,et,et,_,ed,e.t,/e\d,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 23",,
151,23,4,aragons,aragons,.|,ArAgOnS,a.r.a.g.o.n.s,/A\.r/A\.'g/O\nS,pro,NOMpro,smn,Aragon,,---,,"SFoi, l. 23",</l>,
152,24,1,e,e,+,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 24",,<lb/><l n=&quot;24&quot;>
153,24,2,l,l,_,L,l,L/\,pro,DETdef,sfn,la,DOM,le,,"SFoi, l. 24",,
154,24,3,encontrada,enco[n]trada,_,ENkONtrAdA,e.n.c.o.n.t.r.a.d.a,/E\N.k/O\N.'tr/A\.d/(A)\,pro,NOMcom,sfn,encontrada,DOM,encontrée,,"SFoi, l. 24",,
155,24,4,de,de,+,dE,d.e,d/(E)\,pro,PRE,---,de,DOM,de,,"SFoi, l. 24",,
156,24,5,lz,lz,_,LÇ,l.z,/\LÇ,pro,DETdef,pmr,los,DOM,le,,"SFoi, l. 24",,
157,24,6,gascons,gascons,.,gASkOnS,g.a.s.c.o.n.s,g/A\S.'k/O\nS,pro,NOMcom,pmr,gascóN,DOM,gascon,,"SFoi, l. 24",</l>,
158,25,1,sabon,sabon,_,SAbOn,s.a.b.o.n,'S/A\.b/O\n,pro,VERcjg,indpst6,sabér,DOM,savoir,,"SFoi, l. 25",,<l n=&quot;25&quot;>
159,25,2,quals,quals,_,kuALS,q.u.a.l.s,ku/A\LS,pro,PRNrel,sfn,cal,DOM,quel,,"SFoi, l. 25",,
160,25,3,es,es,_,ES,e.s,/E\S,pro,VERcjg,indpst3,èser,DOM,être,,"SFoi, l. 25",,
161,25,4,aqist,aqist,_,AkiSt,a.q.i.s.t,/A\.'k/i\St,pro,DETdem,sfn,aquést,DOM,---,,"SFoi, l. 25",,
162,25,5,canczons,can|czons,.,kANʦOnS,c.a.n.cz.o.n.s,k/A\N.'ʦ/O\nS,pro,NOMcom,sfn,cansóN,DOM,chanson,,"SFoi, l. 25",</l>,
163,26,1,e,e,+,e,e,/e\,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 26",,<lb/><l n=&quot;26&quot;>
164,26,2,ss,ss,+,s,ss,s/\,pro,ADVgen,---,si2,DOM,si4,,"SFoi, l. 26",,
165,26,3,es,es,_,ES,e.s,/E\S,pro,VERcjg,indpst3,èser,DOM,être,,"SFoi, l. 26",,
166,26,4,ben,ben,_,bEn,b.e.n,b/E\n,pro,ADVgen,---,béN,DOM,bien,,"SFoi, l. 26",,
167,26,5,vera,uera,_,verA,v.e.r.a,'v/e\.r/(A)\,pro,ADJqua,sfn,vér,DOM,voir2,,"SFoi, l. 26",,
168,26,6,sta,sta,_,0StA,.s.t.a,'/[0]\S.t/(A)\,pro,DETdem,sfn,ést,DOM,---,,"SFoi, l. 26",,
169,26,7,razons,razons,.,rAʣOnS,r.a.z.o.n.s,r/A\.'ʣ/O\nS,pro,NOMcom,sfn,razóN,DOM,raison,,"SFoi, l. 26",</l>,
170,27,1,eu,eu,_,ɛu,e.u,/ɛ\u,pro,PRNper,1smn,eu,DOM,je,,"SFoi, l. 27",,<l n=&quot;27&quot;>
171,27,2,l,l,+,L,l,L/\,pro,PRCper,3sfa,la2,DOM,le,,"SFoi, l. 27",,
172,27,3,audi,audi,_,Auði,a.u.d.i,/A\u.'ð/i\,pro,VERcjg,indpsp1,auzir,DOM,ouïr,,"SFoi, l. 27",,
173,27,4,legir,legir,_,LEʤir,l.e.g.i.r,L/E\.'ʤ/i\r,pro,VERinf,---,legir,DOM,lire,,"SFoi, l. 27",,
174,27,5,a,a,|,A,a,/A\,pro,PRE,---,a2,DOM,à,,"SFoi, l. 27",,
175,27,6,clerczons,cler_czons,.,kLErʦOnS,c.l.e.r.cz.o.n.s,kL/E\r.'ʦ/O\nS,pro,NOMcom,pmr,clersóN,DOM,clergeon,,"SFoi, l. 27",</l>,<lb/>
176,28,1,et,et,_,ed,e.t,/e\d,pro,CONcoo,---,e,DOM,et,,"SFoi, l. 28",,<l n=&quot;28&quot;>
177,28,2,a,a,+,A,a,/A\,pro,PRE,---,a2,DOM,à,,"SFoi, l. 28",,
178,28,3,gramadis,gramadis,_,grAmAdiz,g.r.a.m.a.d.i.s,gr/A\.'m/A\.d/i\z,pro,NOMcom,pmr,gramadi,DOM,---,,"SFoi, l. 28",,
179,28,4,a,a,+,A,a,/A\,pro,PRE,---,a2,DOM,à,,"SFoi, l. 28",,
180,28,5,molt,molt,_,moLt,m.o.l.t,m/o\Lt,pro,ADVgen,---,mólt,DOM,moult,,"SFoi, l. 28",,
181,28,6,bons,bons,_,bOnS,b.o.n.s,b/O\nS,pro,ADJqua,pmr,bóN,DOM,bon,,"SFoi, l. 28",</l>,
182,29,1,si,si,+,Si,s.i,S/(i)\,pro,ADVgen,---,si2,DOM,si4,,"SFoi, l. 29",,<l n=&quot;29&quot;>
183,29,2,qon,qo_n,+,kOn,q.o.n,k/O\n,pro,CONsub,---,cóm,DOM,comme,,"SFoi, l. 29",,
184,29,3,o,o,+,o,o,/o\,pro,PRCdem,snr,ó2,DOM,---,,"SFoi, l. 29",,
185,29,4,monstra,mons|tra,+,mONStrA,m.o.n.s.t.r.a,'m/O\NS.tr/(A)\,pro,VERcjg,indpst3,mostrar,DOM,montrer,,"SFoi, l. 29",,
186,29,5,l,l,_,L,l,/\L,pro,DETdef,sfn,la,DOM,le,,"SFoi, l. 29",,<lb/>
