wd_id,line_id,line_wd,textlineid,ref,dipl,word,phon,phon_map,syllabified,wd_div,lang,pos,morph,lemma,lemma_src,lemma_dmf,phil_note,tei_right,tei_left
172,28,7,23,"EpSEt, l. 23",sot,sot,SɔT,s.o.t,S/ɔ\T,_,fro,VERcjg,indpsp3,savoir,DMF,savoir,,,
173,28,8,23,"EpSEt, l. 23",deraisner,deraisner,dErÆiSnær,d.e.r.a.i.s.n.e.r,d/E\.r/Æ\iS.'n/æ\r,.,fro,VERinf,---,déraisner,DMF,déraisner,,</l>,
174,29,1,24,"EpSEt, l. 24",vn_ques,unques,ONkəS,u.n.qu.e.s,'/O\N.k/ə\S,_,fro,ADVgen,---,onques,DMF,onques,,,<l n=&quot;24&quot;>
175,29,2,24,"EpSEt, l. 24",uers,vers,vɛrS,v.e.r.s,v/ɛ\rS,_,fro,PRE,---,vers3,DMF,vers3,,,
176,29,3,24,"EpSEt, l. 24",luí,lui,Lyi,l.u.i,L/y\i,|,fro,PRNper,3smr,lui,DMF,lui,,,
177,29,4,24,"EpSEt, l. 24",ne,ne,nE,n.e,n/(E)\,+,fro,ADVneg,---,ne,DMF,ne,,,<lb/>
178,29,5,24,"EpSEt, l. 24",porent,porent,porəNT,p.o.r.e.n.t,'p/o\.r/ə\NT,_,fro,VERcjg,indpsp3,pouvoir,DMF,pouvoir,,,
179,29,6,24,"EpSEt, l. 24",mot,mot,mɔT,m.o.t,m/ɔ\T,_,fro,NOMcom,smr,mot,DMF,mot,,,
180,29,7,24,"EpSEt, l. 24",soner,soner,Sonær,s.o.n.e.r,S/o\.'n/æ\r,;,fro,VERinf,---,sonner,DMF,sonner,,</l>,
181,30,1,25,"EpSEt, l. 25",entreos,entreos,ÆNtruES,e.n.t.r.e.o.s,/Æ\N.'tr/uE\S,_,fro,ADVgen,---,entruès,DMF,entruès,,,<l n=&quot;25&quot;>
182,30,2,25,"EpSEt, l. 25",porpe[n]sent,porpensent,porpÆNSəNT,p.o.r.p.e.n.s.e.n.t,p/o\r.'p/Æ\N.S/ə\NT,_,fro,VERcjg,indpst6,pourpenser,DMF,pourpenser,,,
183,30,3,25,"EpSEt, l. 25",[con],con,kOn,c.o.n,k/O\n,_,fro,CONsub,---,comme,DMF,comme,,,
184,30,4,25,"EpSEt, l. 25",le,le,LE,l.e,L/(E)\,+,fro,PRCper,3sma,le,DMF,le,,,
185,30,5,25,"EpSEt, l. 25",porru[n]t,porrunt,porrONT,p.o.r.r.u.n.t,p/o\r.'r/O\NT,_,fro,VERcjg,indfut6,pouvoir,DMF,pouvoir,,,
186,30,6,25,"EpSEt, l. 25",danner,danner,dÆnær,d.a.nn.e.r,d/Æ\.'n/æ\r,¶,fro,VERinf,---,damner,DMF,damner,,</l></lg>,
187,31,1,---,"EpSEt, heading VI",co[m][=cum],cum,,,,_,lat,---,---,---,---,---,,,<lg n=&quot;6&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaa&quot;><head xml:lang=&quot;lat&quot;>
188,31,2,---,"EpSEt, heading VI",a[utem],autem,,,,_,lat,---,---,---,---,---,,,
189,31,3,---,"EpSEt, heading VI",e[ss]et,esset,,,,|¶,lat,---,---,---,---,---,,</head>,
190,32,1,26,"EpSEt, l. 26",M[u]lt,mult,moLT,m.u.l.t,m/o\LT,_,fro,ADVgen,---,moult,DMF,moult,,,<lb/><l n=&quot;26&quot;>
191,32,2,26,"EpSEt, l. 26",s[un]t,sunt,SONT,s.u.n.t,S/O\NT,_,fro,VERcjg,indpst6,être,DMF,être,,,
192,32,3,26,"EpSEt, l. 26",ire,ire,iræ,i.r.e,/i\.'r/æ\,_,fro,ADJqua,pmn,iré,DMF,iré,,,
193,32,4,26,"EpSEt, l. 26",li,li,Li,l.i,L/i\,+,fro,DETdef,pmn,le,DMF,le,,,
194,32,5,26,"EpSEt, l. 26",íue,jue,ʤyæ,j.u.e,ʤ/y\.'/æ\,_,fro,NOMcom,pmn,juif,DMF,juif,,,
195,32,6,26,"EpSEt, l. 26",li,li,Li,l.i,L/i\,_,fro,DETdef,pmn,le,DMF,le,,,
196,32,7,26,"EpSEt, l. 26",felu[n],felun,fElOn,f.e.l.u.n,f/E\.'l/O\n,_,fro,NOMcom,pmn,félon,DMF,félon,,</l>,
197,33,1,27,"EpSEt, l. 27",croisent,croisent,kroizəNT,c.r.o.i.s.e.n.t,'kr/o\i.z/ə\NT,_,fro,VERcjg,indpst6,creuser,DMF,creuser,,,<l n=&quot;27&quot;>
198,33,2,27,"EpSEt, l. 27",les,les,LES,l.e.s,L/E\S,+,fro,DETdef,pfr,le,DMF,le,,,
199,33,3,27,"EpSEt, l. 27",dent,dent,dÆNT,d.e.n.t,d/Æ\NT,_,fro,NOMcom,pfr,dent,DMF,dent,,,
200,33,4,27,"EpSEt, l. 27",e[n][con]tre,encontre,ÆNkONtrə,e.n.c.o.n.t.r.e,/Æ\N.'k/O\N.tr/(ə)\,_,fro,PRE,---,encontre,DMF,encontre,,,
201,33,5,27,"EpSEt, l. 27",lo,lo,Lo,l.o,L/(o)\,+,fro,DETdef,smr,le,DMF,le,,,
202,33,6,27,"EpSEt, l. 27",baru[n],barun,bArOn,b.a.r.u.n,b/A\.'r/O\n,.,fro,NOMcom,smr,baron,DMF,baron,,</l>,
203,34,1,28,"EpSEt, l. 28",[con],con,kOn,c.o.n,k/O\n,+,fro,CONsub,---,comme,DMF,comme,,,<l n=&quot;28&quot;>
204,34,2,28,"EpSEt, l. 28",fait,fait,fɛT,f.ai.t,f/ɛ\T,_,fro,VERcjg,indpst3,faire,DMF,faire,,,
205,34,3,28,"EpSEt, l. 28",li,li,Li,l.i,L/i\,_,fro,DETdef,smn,le,DMF,le,,,
206,34,4,28,"EpSEt, l. 28",chi_ens,chiens,ċiENS,ch.i.e.n.s,ċ/iE\NS,_,fro,NOMcom,smn,chien,DMF,chien,,,
207,34,5,28,"EpSEt, l. 28",e[n][con]treo,encontreo,ÆNkONtrə,e.n.c.o.n.t.r.eo,/Æ\N.'k/O\N.tr/(ə)\,|,fro,PRE,---,encontre,DMF,encontre,,,
208,34,6,28,"EpSEt, l. 28",lo,lo,Lo,l.o,L/(o)\,+,fro,DETdef,smr,le,DMF,le,,,<lb/>
209,34,7,28,"EpSEt, l. 28",laru[n],larun,LArOn,l.a.r.u.n,L/A\.'r/O\n,.,fro,NOMcom,smr,larron,DMF,larron,,</l>,
210,35,1,29,"EpSEt, l. 29",M[u]lt,mult,moLT,m.u.l.t,m/o\LT,_,fro,ADVgen,---,moult,DMF,moult,,,<l n=&quot;29&quot;>
211,35,2,29,"EpSEt, l. 29",uo_le[n]_tiers,volentiers,volÆNtiErS,v.o.l.e.n.t.i.e.r.s,v/o\.l/Æ\N.'t/iE\rS,_,fro,ADVgen,---,volentiers,DMF,volentiers,,,
212,35,3,29,"EpSEt, l. 29",da[n]nasse[n]t,dannassent,dAnasəNT,d.a.nn.a.ss.e.n.t,d/A\.'n/a\.s/ə\NT,_,fro,VERcjg,subipf6,damner,DMF,damner,,,
213,35,4,29,"EpSEt, l. 29",le,le,LE,l.e,L/(E)\,+,fro,DETdef,smr,le,DMF,le,,,
214,35,5,29,"EpSEt, l. 29",baru[n],barun,bArOn,b.a.r.u.n,b/A\.'r/O\n,;,fro,NOMcom,smr,baron,DMF,baron,,</l>,
215,36,1,30,"EpSEt, l. 30",se,se,SE,s.e,S/(E)\,_,fro,CONsub,---,se2,DMF,se2,,,<l n=&quot;30&quot;>
216,36,2,30,"EpSEt, l. 30",il,il,il,i.l,/i\l,+,fro,PRNper,6pmn,il,DMF,il,,,
217,36,3,30,"EpSEt, l. 30",en,en,Æn,e.n,/Æ\n,+,fro,PRE,---,en,DMF,en,,,
218,36,4,30,"EpSEt, l. 30",luj,lui,Lyi,l.u.i,L/y\i,_,fro,PRNper,3smr,lui,DMF,lui,,,
219,36,5,30,"EpSEt, l. 30",tro_uassent,trovassent,trovasəNT,t.r.o.v.a.ss.e.n.t,tr/o\.'v/a\.s/ə\NT,_,fro,VERcjg,subipf6,trouver,DMF,trouver,,,
220,36,6,30,"EpSEt, l. 30",l,l,L,l,L/\,+,fro,DETdef,sfr,le,DMF,le,,,
221,36,7,30,"EpSEt, l. 30",achisu[n],achisun,AkizOn,a.ch.i.s.u.n,/A\.k/i\.'z/O\n,.¶|,fro,NOMcom,sfr,ochaison,DMF,ochaison,,</l></lg>,
222,37,1,---,"EpSEt, heading VII",ecce,ecce,,,,_,lat,---,---,---,---,---,,,<lb/><lg n=&quot;7&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaa&quot;><head xml:lang=&quot;lat&quot;>
223,37,2,---,"EpSEt, heading VII",uídeo,video,,,,¶,lat,---,---,---,---,---,,</head>,
224,38,1,31,"EpSEt, l. 31",Vnq[ue]s,unques,ONkəS,u.n.qu.e.s,'/O\N.k/ə\S,_,fro,ADVgen,---,onques,DMF,onques,,,<l n=&quot;31&quot;>
225,38,2,31,"EpSEt, l. 31",p[er],per,pEr,p.e.r,p/E\r,_,fro,PRE,---,par,DMF,par,,,
226,38,3,31,"EpSEt, l. 31",els,els,ɛLS,e.l.s,/ɛ\LS,_,fro,PRNper,6pmr,eux,DMF,eux,,,
227,38,4,31,"EpSEt, l. 31",ne,ne,nE,n.e,n/(E)\,+,fro,ADVneg,---,ne,DMF,ne,,,
228,38,5,31,"EpSEt, l. 31",se,se,SE,s.e,S/(E)\,+,fro,PRCper,3smr,se,DMF,se,,,
229,38,6,31,"EpSEt, l. 31",uolt,volt,vɔLT,v.o.l.t,v/ɔ\LT,_,fro,VERcjg,indpsp3,vouloir,DMF,vouloir,,,
230,38,7,31,"EpSEt, l. 31",desme[n]tir,desmentir,dESmÆNtir,d.e.s.m.e.n.t.i.r,d/E\S.m/Æ\N.'t/i\r,.,fro,VERinf,---,démentir,DMF,démentir,,</l>,
231,39,1,32,"EpSEt, l. 32",p[er],per,pEr,p.e.r,p/E\r,_,fro,PRE,---,par,DMF,par,,,<l n=&quot;32&quot;>
232,39,2,32,"EpSEt, l. 32",nule,nule,nylə,n.u.l.e,'n/y\.l/(ə)\,_,fro,DETind,sfr,nul,DMF,nul,,,
233,39,3,32,"EpSEt, l. 32",chose,chose,ċɔzə,ch.o.s.e,'ċ/ɔ\.z/(ə)\,_,fro,NOMcom,sfr,chose,DMF,chose,,,
234,39,4,32,"EpSEt, l. 32",que,que,kE,qu.e,k/(E)\,_,fro,PRNrel,sfr,que,DMF,que,,,
235,39,5,32,"EpSEt, l. 32",negu[n]t,negunt,nEgyNT,n.e.g.u.n.t,n/E\.'g/y\NT,_,fro,PRNind,smn,negun,DMF,negun,,,
236,39,6,32,"EpSEt, l. 32",li,li,Li,l.i,L/i\,+,fro,PRCper,3smi,li,DMF,li,,,
237,39,7,32,"EpSEt, l. 32",deit,deit,dEiT,d.e.i.t,d/E\iT,.|,fro,VERcjg,subipf3,dire,DMF,dire,,</l>,
238,40,1,33,"EpSEt, l. 33",esgarde,esgarde,ESgardə,e.s.g.a.r.d.e,/E\S.'g/a\r.d/(ə)\,_,fro,VERcjg,indpst3,égarder,DMF,égarder,,,<lb/><l n=&quot;33&quot;>
239,40,2,33,"EpSEt, l. 33",e,e,E,e,/E\,+,fro,PRE,---,en,DMF,en,,,
240,40,3,33,"EpSEt, l. 33",l,l,L,l,/\L,+,fro,DETdef,smr,le,DMF,le,,,
241,40,4,33,"EpSEt, l. 33",cel,cel,Çɛl,c.e.l,Ç/ɛ\l,_,fro,NOMcom,smr,ciel,DMF,ciel,,,
242,40,5,33,"EpSEt, l. 33",si,si,Si,s.i,S/i\,+,fro,ADVgen,---,si4,DMF,si4,,,
243,40,6,33,"EpSEt, l. 33",í,i,i,i,/i\,+,fro,PRCadv,---,y2,DMF,y2,,,
244,40,7,33,"EpSEt, l. 33",uit,vit,viT,v.i.t,v/i\T,_,fro,VERcjg,indpsp3,voir,DMF,voir,,,
245,40,8,33,"EpSEt, l. 33",ih[es]u,jhesu,ʤEzy,jh.e.s.u,ʤ/E\.'z/y\,_,fro,NOMpro,smr,Jésus,DMF,Jésus,,,
246,40,9,33,"EpSEt, l. 33",[christ],christ,kriST,ch.r.i.s.t,kr/i\ST,.,fro,NOMpro,smr,Christ,DMF,Christ,,</l>,
247,41,1,34,"EpSEt, l. 34",pois,pois,pɔiS,p.o.i.s,p/ɔ\iS,+,fro,ADVgen,---,puis,DMF,puis,phon_Foerster1879:10,,<l n=&quot;34&quot;>
248,41,2,34,"EpSEt, l. 34",a,a,A,a,/A\,+,fro,PRE,---,à,DMF,à,,,
249,41,3,34,"EpSEt, l. 34",s,s,S,s,/\S,+,fro,DETdef,pmr,le,DMF,le,,,
250,41,4,34,"EpSEt, l. 34",íues,jues,ʤyæS,j.u.e.s,ʤ/y\.'/æ\S,_,fro,NOMcom,pmr,juif,DMF,juif,,,
251,41,5,34,"EpSEt, l. 34",a,a,A,a,/A\,+,fro,PRE,---,à,DMF,à,,,
252,41,6,34,"EpSEt, l. 34",felu[n]s,feluns,fElONS,f.e.l.u.n.s,f/E\.'l/O\NS,.,fro,NOMcom,pmr,félon,DMF,félon,,,
253,41,7,34,"EpSEt, l. 34",si,si,Si,s.i,S/i\,+,fro,ADVgen,---,si4,DMF,si4,,,
254,41,8,34,"EpSEt, l. 34",lor,lor,Lor,l.o.r,L/o\r,+,fro,PRCper,6pmi,leur,DMF,leur,,,
255,41,9,34,"EpSEt, l. 34",dit,dit,diT,d.i.t,d/i\T,.¶,fro,VERcjg,indpsp3,dire,DMF,dire,,</l><l n=&quot;35&quot;><gap unit=&quot;line&quot; reason=&quot;missing&quot;/></l></lg>,
256,42,1,---,"EpSEt, heading VIII",ex_clama[n]tes,exclamantes,,,,.|¶,lat,---,---,---,---,---,,</head>,<lg n=&quot;8&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaa&quot;><head xml:lang=&quot;lat&quot;>
257,43,1,36,"EpSEt, l. 36",qa[n]t,qant,kÆNT,q.a.n.t,k/Æ\NT,_,fro,CONsub,---,quand,DMF,quand,,,<lb/><l n=&quot;36&quot;>
258,43,2,36,"EpSEt, l. 36",ce,ce,ÇE,c.e,Ç/(E)\,+,fro,PRNdem,snr,ce,DMF,ce,,,
259,43,3,36,"EpSEt, l. 36",oirent,oirent,ɔirəNT,o.i.r.e.n.t,/ɔ\.'/i\.r/ə\NT,_,fro,VERcjg,indpsp6,ouïr,DMF,ouïr,,,
260,43,4,36,"EpSEt, l. 36",e[n]_senble,ensenble,ÆNSÆNbLə,e.n.s.e.n.b.l.e,/Æ\N.'S/Æ\N.bL/(ə)\,_,fro,ADVgen,---,ensemble,DMF,ensemble,,,
261,43,5,36,"EpSEt, l. 36",s,s,S,s,S/\,+,fro,PRCper,6pmr,se,DMF,se,,,
262,43,6,36,"EpSEt, l. 36",ecriiert[=ecriierent],ecriierent,EkriiErəNT,e.c.r.i.i.e.r.e.n.t,/E\.kr/i\.'/iE\.r/ə\NT,.,fro,VERcjg,indpsp6,écrier,DMF,écrier,,</l>,
263,44,1,37,"EpSEt, l. 37",ta[n],tan,tÆn,t.a.n,t/Æ\n,+,fro,ADVgen,---,tant,DMF,tant,,,<l n=&quot;37&quot;>
264,44,2,37,"EpSEt, l. 37",dolent,dolent,dolÆNT,d.o.l.e.n.t,d/o\.'l/Æ\NT,_,fro,ADJqua,pmn,dolent,DMF,dolent,,,
265,44,3,37,"EpSEt, l. 37",furu[n]t,furunt,fyrəNT,f.u.r.u.n.t,'f/y\.r/ə\NT,_,fro,VERcjg,indpsp6,être,DMF,être,,,
266,44,4,37,"EpSEt, l. 37",por,por,por,p.o.r,p/o\r,_,fro,PRE,---,pour,DMF,pour,,,
267,44,5,37,"EpSEt, l. 37",poi,poi,pɔi,p.o.i,p/ɔ\i,_,fro,PRNind,snr,peu,DMF,peu,,,
268,44,6,37,"EpSEt, l. 37",ne,ne,nE,n.e,n/(E)\,_,fro,ADVgen,---,ne,DMF,ne,,,
269,44,7,37,"EpSEt, l. 37",s,s,S,s,S/\,+,fro,PRCper,6pmr,se,DMF,se,,,
270,44,8,37,"EpSEt, l. 37",esrageret[=esragerent],esragerent,ESrAʤærəNT,e.s.r.a.g.e.r.e.n.t,/E\S.r/A\.'ʤ/æ\.r/ə\NT,.,fro,VERcjg,indpsp6,esrager,DMF,esrager,,</l>,
271,45,1,38,"EpSEt, l. 38",lo,lo,Lo,l.o,L/(o)\,_,fro,DETdef,smr,le,DMF,le,,,<l n=&quot;38&quot;>
272,45,2,38,"EpSEt, l. 38",baru[n],barun,bArOn,b.a.r.u.n,b/A\.'r/O\n,|,fro,NOMcom,smr,baron,DMF,baron,,,
273,45,3,38,"EpSEt, l. 38",p[r]itrent,pritrent,pritrəNT,p.r.i.t.r.e.n.t,'pr/i\.tr/ə\NT,_,fro,VERcjg,indpsp6,prendre,DMF,prendre,,,<lb/>
274,45,4,38,"EpSEt, l. 38",lede_m[en]t,ledement,LEðEmÆNT,l.e.d.e.m.e.n.t,L/E\.ð/E\.'m/Æ\NT,_,fro,ADVgen,---,laidement,DMF,laidement,,,
275,45,5,38,"EpSEt, l. 38",le,le,LE,l.e,L/(E)\,+,fro,PRCper,3sma,le,DMF,le,,,
276,45,6,38,"EpSEt, l. 38",baterent,baterent,bAtærəNT,b.a.t.e.r.e.n.t,b/A\.'t/æ\.r/ə\NT,.,fro,VERcjg,indpsp6,battre,DMF,battre,,</l>,
277,46,1,39,"EpSEt, l. 39",fors,fors,fɔrS,f.o.r.s,f/ɔ\rS,_,fro,ADVgen,---,hors,DMF,hors,,,<l n=&quot;39&quot;>
278,46,2,39,"EpSEt, l. 39",de,de,dE,d.e,d/(E)\,+,fro,PRE,---,de,DMF,de,,,
279,46,3,39,"EpSEt, l. 39",la,la,LA,l.a,L/(A)\,+,fro,DETdef,sfr,le,DMF,le,,,
280,46,4,39,"EpSEt, l. 39",uíle,vile,vilə,v.i.l.e,'v/i\.l/(ə)\,_,fro,NOMcom,sfr,ville,DMF,ville,,,
281,46,5,39,"EpSEt, l. 39",ledem[en]t,ledement,LEðEmÆNT,l.e.d.e.m.e.n.t,L/E\.ð/E\.'m/Æ\NT,_,fro,ADVgen,---,laidement,DMF,laidement,,,
282,46,6,39,"EpSEt, l. 39",le,le,LE,l.e,L/(E)\,+,fro,PRCper,3sma,le,DMF,le,,,
283,46,7,39,"EpSEt, l. 39",gitere[n]t,giterent,ʤitærəNT,g.i.t.e.r.e.n.t,ʤ/i\.'t/æ\.r/ə\NT,;,fro,VERcjg,indpsp6,jeter,DMF,jeter,,</l>,
284,47,1,40,"EpSEt, l. 40",pois,pois,pɔiS,p.o.i.s,p/ɔ\iS,_,fro,ADVgen,---,puis,DMF,puis,phon_Foerster1879:10,,<l n=&quot;40&quot;>
285,47,2,40,"EpSEt, l. 40",le,le,LE,l.e,L/(E)\,+,fro,DETdef,smr,le,DMF,le,,,
286,47,3,40,"EpSEt, l. 40",baru[n],barun,bArOn,b.a.r.u.n,b/A\.'r/O\n,|,fro,NOMcom,smr,baron,DMF,baron,,,
287,47,4,40,"EpSEt, l. 40",entros,entros,ÆNtroS,e.n.t.r.o.s,/Æ\N.'tr/o\S,_,fro,ADVgen,---,entruès,DMF,entruès,,,<lb/>
288,47,5,40,"EpSEt, l. 40",si,si,Si,s.i,S/i\,+,fro,ADVgen,---,si4,DMF,si4,,,
289,47,6,40,"EpSEt, l. 40",lapidere[n]t,lapiderent,LApidærəNT,l.a.p.i.d.e.r.e.n.t,L/A\.p/i\.'d/æ\.r/ə\NT,.¶,fro,VERcjg,indpsp6,lapider,DMF,lapider,,</l></lg>,
290,48,1,---,"EpSEt, heading IX",et,et,,,,+,lat,---,---,---,---,---,,,<lg n=&quot;9&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaa&quot;><head xml:lang=&quot;lat&quot;>
291,48,2,---,"EpSEt, heading IX",testes,testes,,,,.¶,lat,---,---,---,---,---,,</head>,
292,49,1,41,"EpSEt, l. 41",Mes,mes,mɛS,m.e.s,m/ɛ\S,_,fro,CONcoo,---,mais,DMF,mais,,,<l n=&quot;41&quot;>
293,49,2,41,"EpSEt, l. 41",ce,ce,ÇE,c.e,Ç/(E)\,+,fro,PRNdem,snr,ce,DMF,ce,,,
294,49,3,41,"EpSEt, l. 41",trouu[n],trovun,trovOn,t.r.o.v.u.n,tr/o\.'v/O\n,_,fro,VERcjg,indpst4,trouver,DMF,trouver,,,
295,49,4,41,"EpSEt, l. 41",q[ue],que,kE,qu.e,k/(E)\,_,fro,CONsub,---,que,DMF,que,,,
296,49,5,41,"EpSEt, l. 41",a,a,A,a,/A\,+,fro,PRE,---,à,DMF,à,,,
297,49,6,41,"EpSEt, l. 41",s,s,S,s,/\S,_,fro,DETdef,pmr,le,DMF,le,,,
298,49,7,41,"EpSEt, l. 41",piet,piet,piET,p.i.e.t,p/iE\T,_,fro,NOMcom,pmr,pied,DMF,pied,,,
299,49,8,41,"EpSEt, l. 41",d,d,d,d,d/\,+,fro,PRE,---,de,DMF,de,,,
300,49,9,41,"EpSEt, l. 41",u[n],un,yn,u.n,/y\n,_,fro,DETndf,smr,un,DMF,un,,,
301,49,10,41,"EpSEt, l. 41",enfant,enfant,ÆNfÆNT,e.n.f.a.n.t,/Æ\N.'f/Æ\NT,_,fro,NOMcom,smr,enfant,DMF,enfant,,</l>,
302,50,1,42,"EpSEt, l. 42",mistrent,mistrent,miStrəNT,m.i.s.t.r.e.n.t,'m/i\S.tr/ə\NT,|,fro,VERcjg,indpsp6,mettre,DMF,mettre,,,<l n=&quot;42&quot;>
303,50,2,42,"EpSEt, l. 42",lor,lor,Lor,l.o.r,L/o\r,_,fro,DETpos,6pmr,leur2,DMF,leur2,,,<lb/>
304,50,3,42,"EpSEt, l. 42",dras,dras,draS,d.r.a.s,dr/a\S,_,fro,NOMcom,pmr,drap,DMF,drap,,,
305,50,4,42,"EpSEt, l. 42",cil,cil,Çil,c.i.l,Ç/i\l,_,fro,PRNdem,pmn,cil,DMF,cil,,,
306,50,5,42,"EpSEt, l. 42",q[u]i,qui,ki,qu.i,k/i\,_,fro,PRNrel,pmn,qui,DMF,qui,,,
307,50,6,42,"EpSEt, l. 42",le,le,LE,l.e,L/(E)\,+,fro,PRCper,3sma,le,DMF,le,,,
308,50,7,42,"EpSEt, l. 42",segueie[n]t,segueient,SEguEiəNT,s.e.g.u.e.i.e.n.t,S/E\.'g/uE\i./ə\NT,.,fro,VERcjg,indipf6,suivre,DMF,suivre,,</l>,
309,51,1,43,"EpSEt, l. 43",saulus,saulus,SAulyS,s.a.u.l.u.s,S/A\u.'l/y\S,_,fro,NOMpro,smn,Saul,DMF,Saul,,,<l n=&quot;43&quot;>
310,51,2,43,"EpSEt, l. 43",ot,ot,ɔT,o.t,/ɔ\T,_,fro,VERcjg,indpsp3,avoir,DMF,avoir,,,
311,51,3,43,"EpSEt, l. 43",n[on],non,nOn,n.o.n,n/O\n,_,fro,NOMcom,smr,nom,DMF,nom,,,
312,51,4,43,"EpSEt, l. 43",de,de,dE,d.e,d/(E)\,+,fro,PRE,---,de,DMF,de,,,
313,51,5,43,"EpSEt, l. 43",damassa,damassa,dAmasə,d.a.m.a.ss.a,d/A\.'m/a\.s/(ə)\,_,fro,NOMpro,sfr,Damas,wikipedia,---,,,
314,51,6,43,"EpSEt, l. 43",la,la,LA,l.a,L/(A)\,+,fro,DETdef,sfr,le,DMF,le,,,
315,51,7,43,"EpSEt, l. 43",grant,grant,grÆNT,g.r.a.n.t,gr/Æ\NT,.,fro,ADJqua,sfr,grand,DMF,grand,,</l>,
316,52,1,44,"EpSEt, l. 44",pois,pois,pɔiS,p.o.i.s,p/ɔ\iS,_,fro,ADVgen,---,puis,DMF,puis,phon_Foerster1879:10,,<l n=&quot;44&quot;>
317,52,2,44,"EpSEt, l. 44",fut,fut,fyð,f.u.t,f/y\ð,_,fro,VERcjg,indpsp3,être,DMF,être,,,
318,52,3,44,"EpSEt, l. 44",apotres,apotres,ApɔtrəS,a.p.o.t.r.e.s,/A\.'p/ɔ\.tr/ə\S,|,fro,NOMcom,smn,apôtre,DMF,apôtre,,,
319,52,4,44,"EpSEt, l. 44",si,si,Si,s.i,S/i\,+,fro,ADVgen,---,si4,DMF,si4,,,<lb/>
320,52,5,44,"EpSEt, l. 44",co[n],con,kOn,c.o.n,k/O\n,+,fro,CONsub,---,comme,DMF,comme,,,
321,52,6,44,"EpSEt, l. 44",trouu[n],trovun,trovOn,t.r.o.v.u.n,tr/o\.'v/O\n,_,fro,VERcjg,indpst4,trouver,DMF,trouver,,,
322,52,7,44,"EpSEt, l. 44",lésant,lesant,LEzÆNT,l.e.s.a.n.t,L/E\.'z/Æ\NT,;,fro,VERppa,---,lire,DMF,lire,,</l>,
323,53,1,45,"EpSEt, l. 45",saínt,saint,SÆiNT,s.a.i.n.t,S/Æ\iNT,_,fro,ADJqua,smr,saint,DMF,saint,,,<l n=&quot;45&quot;>
324,53,2,45,"EpSEt, l. 45",pol,pol,pɔl,p.o.l,p/ɔ\l,_,fro,NOMcom,smr,Paul,wiktionary,---,,,
325,53,3,45,"EpSEt, l. 45",l,l,L,l,L/\,+,fro,PRCper,3sma,le,DMF,le,,,
326,53,4,45,"EpSEt, l. 45",apelle[n]t,apellent,ApɛləNT,a.p.e.ll.e.n.t,/A\.'p/ɛ\.l/ə\NT,_,fro,VERcjg,indpst6,appeler,DMF,appeler,,,
327,53,5,45,"EpSEt, l. 45",la,la,LA,l.a,L/(A)\,_,fro,DETdef,sfn,le,DMF,le,,,
328,53,6,45,"EpSEt, l. 45",crestiane,crestiane,krEStiAnə,c.r.e.s.t.i.a.n.e,kr/E\S.t/i\.'/A\.n/(ə)\,_,fro,ADJqua,sfn,chrétien,DMF,chrétien,,,
329,53,7,45,"EpSEt, l. 45",gent,gent,ʤÆNT,g.e.n.t,ʤ/Æ\NT,.¶,fro,NOMcom,sfn,gent,DMF,gent,,</l></lg>,
330,54,1,---,"EpSEt, heading X",[et],et,,,,_,lat,---,---,---,---,---,,,<lg n=&quot;10&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaa&quot;><head xml:lang=&quot;lat&quot;>
331,54,2,---,"EpSEt, heading X",lapidabant,lapidabant,,,,.¶,lat,---,---,---,---,---,,</head>,
332,55,1,46,"EpSEt, l. 46",lo,lo,Lo,l.o,L/(o)\,_,fro,DETdef,smr,le,DMF,le,,,<l n=&quot;46&quot;>
333,55,2,46,"EpSEt, l. 46",baru[n],barun,bArOn,b.a.r.u.n,b/A\.'r/O\n,|,fro,NOMcom,smr,baron,DMF,baron,,,
334,55,3,46,"EpSEt, l. 46",segue[n]t,seguent,SɛguəNT,s.e.g.u.e.n.t,S/ɛ\.'g/u\./ə\NT,_,fro,VERcjg,indpst6,suivre,DMF,suivre,,,<lb/>
335,55,4,46,"EpSEt, l. 46",m[u]lt,mult,moLT,m.u.l.t,m/o\LT,_,fro,ADVgen,---,moult,DMF,moult,,,
336,55,5,46,"EpSEt, l. 46",gant[=grant],grant,grÆNT,g.r.a.n.t,gr/Æ\NT,_,fro,ADJqua,sfn,grand,DMF,grand,,,
337,55,6,46,"EpSEt, l. 46",torbe,torbe,torbə,t.o.r.b.e,'t/o\r.b/(ə)\,_,fro,NOMcom,sfn,tourbe,DMF,tourbe,,,
338,55,7,46,"EpSEt, l. 46",de,de,dE,d.e,d/(E)\,+,fro,PRE,---,de,DMF,de,,,
339,55,8,46,"EpSEt, l. 46",gent,gent,ʤÆNT,g.e.n.t,ʤ/Æ\NT,.,fro,NOMcom,sfr,gent,DMF,gent,,</l>,
