wd_id,line_id,linewd,dipl,wd_div,word,phon,phon_map,syllabified,lang,pos,pos_syn,morph,penn_pos,syntag,syntag2,lemma,lemma_src,lemma_dmf,ref,tei_right,tei_left
166,21,6,peior,.,pejor,pEʤor,p.e.j.o.r,p/E\.'ʤ/o\r,pro,ADJqua,ADJqua,pmn,ADJR,Adj,Adj,pejór,DOM,pire,"Boeci, l. 21",</l>,<pb n=&quot;270&quot;/><lb/>
167,22,1,uolg,_,volg,vɔLK,v.o.l.g,v/ɔ\LK,pro,VERcjg,VERcjg,indpsp3,MDJ,Vfin,Vfin,volér,DOM,vouloir,"Boeci, l. 22",,<l n=&quot;22&quot;>
168,22,2,i,+,i,i,i,/i\,pro,PRCadv,PRCadv,,PRO,Prn,Prn%%,i,DOM,y2,"Boeci, l. 22",,
169,22,3,boecis,_,boecis,bOɛʦiS,b.o.e.c.i.s,b/O\.'/ɛ\.ʦ/i\S,pro,NOMpro,NOMpro,smn,NPRS,N,N,Boèci,---,,"Boeci, l. 22",,
170,22,4,metre,_,metre,metrE,m.e.t.r.e,'m/e\.tr/(E)\,pro,VERinf,VERinf,,VX,Vinf,Vinf,métre,DOM,mettre,"Boeci, l. 22",,
171,22,5,quastiazo,.,quastiazo,kAStiAʣo,qu.a.s.t.i.a.z.o,k/A\S.t/<i>\./A\.'ʣ/o\,pro,NOMcom,NOMcom,sfr,NCS,N,N,castiazóN,DOM,,"Boeci, l. 22",</l>,
172,23,1,au_uent,_,auvent,AuvENT,a.u.v.e.n.t,/A\u.'v/E\NT,pro,VERppa,VERppa,,VG,Vprs,Vprs,auzir,DOM,ouïr,"Boeci, l. 23",,<l n=&quot;23&quot;>
173,23,2,la,_,la,LA,l.a,L/A\,pro,DETdef,DETdef,sfr,D,Det,Det,la,DOM,le,"Boeci, l. 23",,
174,23,3,gent,_,gent,ʤENT,g.e.n.t,ʤ/E\NT,pro,NOMcom,NOMcom,sfr,NCS,N,N,gén,DOM,gent,"Boeci, l. 23",,
175,23,4,fazia,_,fazia,fAʦiA,f.a.z.i.a,f/A\.'ʦ/<i>\./(A)\,pro,VERcjg,VERcjg,indipf3,VJ,Vfin,Vfin,faire,DOM,faire,"Boeci, l. 23",,
176,23,5,en,|,en,EN,e.n,/E\N,pro,PRCadv,PRCadv,,PRO,Prn,Prn%%,én3,DOM,en2,"Boeci, l. 23",,
177,23,6,so,_,so,SO,s.o,S/O\,pro,DETpos,DETpos,3smr,DZ,Det,Det,sóN2,DOM,son4,"Boeci, l. 23",,<lb/>
178,23,7,sermo,_,sermo,SErmo,s.e.r.m.o,S/E\r.'m/o\,pro,NOMcom,NOMcom,smr,NCS,N,N,sermóN,DOM,sermon,"Boeci, l. 23",</l>,
179,24,1,cre_essen,_,creessen,krEesEn,c.r.e.e.ss.e.n,kr/E\.'/e\.s/E\n,pro,VERcjg,VERcjg,indpst6,VJ,Vfin,Vfin,créire,DOM,croire,"Boeci, l. 24",,<l n=&quot;24&quot;>
180,24,2,deu,_,deu,dɛu,d.e.u,d/ɛ\u,pro,NOMpro,NOMpro,smr,NPRS,N,N,dèu,DOM,Dieu,"Boeci, l. 24",,
181,24,3,qui,_,qui,ki,qu.i,k/<i>\,pro,PRNrel,PRNrel,smn,WPRO,Qux,Qux,qui,DOM,qui,"Boeci, l. 24",,
182,24,4,sostenc,_,sostenc,SOStENK,s.o.s.t.e.n.c,S/O\S.'t/E\NK,pro,VERcjg,VERcjg,indpsp3,VJ,Vfin,Vfin,sostenér,DOM,soutenir,"Boeci, l. 24",,
183,24,5,passio,.,passio,pAsio,p.a.ss.i.o,p/A\.s/i\.'/o\,pro,NOMcom,NOMcom,sfr,NCS,N,N,pasióN,DOM,passion,"Boeci, l. 24",</l>,
184,25,1,per,_,per,pEr,p.e.r,p/E\r,pro,PRE,PRE,,P,Pre,Pre,pér,DOM,par,"Boeci, l. 25",,<l n=&quot;25&quot;>
185,25,2,lui,_,lui,Lyi,l.u.i,L/y\i,pro,PRNper,PRNper,3smr,PRO,Prn,Prn,lui,DOM,lui,"Boeci, l. 25",,
186,25,3,aurien,_,aurien,AuriEn,a.u.r.i.e.n,/A\u.'r/<i>\./E\n,pro,VERcjg,VERcjg,con---6,VJ,Vfin,Vfin,avér,DOM,avoir,"Boeci, l. 25",,
187,25,4,tras|tut,_,trastut,trAStoT,t.r.a.s.t.u.t,tr/A\S.'t/o\T,pro,PRNind,PRNind,pmn,Q,QIs,QIs,trastót,DOM,trèstout,"Boeci, l. 25",,
188,25,5,redemcio,_,redemcio,rEðENÇio,r.e.d.e.m.c.i.o,r/E\.ð/E\N.Ç/i\.'/o\,pro,NOMcom,NOMcom,sfr,NCS,N,N,rezemsóN,DOM,rédemption,"Boeci, l. 25",</l>,<lb/>
189,26,1,mas,_,mas,mAS,m.a.s,m/A\S,pro,CONcoo,CONcoo,,CONJO,Crd,Crd,mais,DOM,mais,"Boeci, l. 26",,<l n=&quot;26&quot;>
190,26,2,molt,_,molt,moLT,m.o.l.t,m/o\LT,pro,ADVgen,ADVgen,,Q,QIs,QIs,mólt,DOM,moult,"Boeci, l. 26",,
191,26,3,s,+,s,S,s,S/\,pro,PRCper,PRCper,3smr,PRO,Prn,Prn$$,sé,DOM,se,"Boeci, l. 26",,
192,26,4,en,_,en,En,e.n,/E\n,pro,PRCadv,PRCadv,,PRO,Prn,Prn$$,én3,DOM,en2,"Boeci, l. 26",,
193,26,5,penet,_,penet,pEnɛT,p.e.n.e.t,p/E\.'n/ɛ\T,pro,VERcjg,VERcjg,indpsp3,VJ,Vfin,Vfin,penar,DOM,pener,"Boeci, l. 26",,
194,26,6,quar,_,quar,kAr,qu.a.r,k/A\r,pro,ADVgen,ADVgen,,CONJO,Crd,Crd,car3,DOM,car,"Boeci, l. 26",,
195,26,7,non,_,non,nOn,n.o.n,n/O\n,pro,ADVneg,ADVneg,,NEG,Neg,Neg$$,nóN,DOM,ne,"Boeci, l. 26",,
196,26,8,i,+,i,i,i,/i\,pro,PRCadv,PRCadv,,PRO,Prn,Prn$$,i,DOM,y2,"Boeci, l. 26",,
197,26,9,mes,_,mes,meS,m.e.s,m/e\S,pro,VERcjg,VERcjg,indpsp3,VJ,Vfin,Vfin,métre,DOM,mettre,"Boeci, l. 26",,
198,26,10,foiso,.,foiso,fOizo,f.o.i.s.o,f/O\i.'z/o\,pro,NOMcom,NOMcom,sfr,NCS,N,N,foizóN,DOM,foison,"Boeci, l. 26",</l>,
199,27,1,anz,|,anz,ANÇ,a.n.z,/A\NÇ,pro,ADVgen,ADVgen,,ADV,Crd,Crd,anz,DOM,ains,"Boeci, l. 27",,<l n=&quot;27&quot;>
200,27,2,p[er],_,per,pEr,p.e.r,p/E\r,pro,PRE,PRE,,P,Pre,Pre,pér,DOM,par,"Boeci, l. 27",,<lb/>
201,27,3,eueia,_,eveja,EveʤA,e.v.e.j.a,/E\.'v/e\.ʤ/(A)\,pro,NOMcom,NOMcom,sfr,NCS,N,N,envéja,DOM,envie,"Boeci, l. 27",,
202,27,4,lo,_,lo,Lu,l.o,L/(u)\,pro,PRCper,PRCper,3sma,PRO,Prn,Prn$$,lo3,DOM,le,"Boeci, l. 27",,
203,27,5,mesdren,_,mesdren,meSdrEn,m.e.s.d.r.e.n,'m/e\S.dr/E\n,pro,VERcjg,VERcjg,indpsp6,VJ,Vfin,Vfin,métre,DOM,mettre,"Boeci, l. 27",,
204,27,6,e,_,e,E,e,/E\,pro,PRE,PRE,,P,Pre,Pre,én,DOM,en,"Boeci, l. 27",,
205,27,7,preiso,.,preiso,prEizo,p.r.e.i.s.o,pr/E\i.'z/o\,pro,NOMcom,NOMcom,sfr,NCS,N,N,preizóN,DOM,prison,"Boeci, l. 27",</l></lg>,
206,28,1,Donz,_,donz,dONÇ,d.o.n.z,d/O\NÇ,pro,NOMcom,NOMcom,smn,NCS,N,N,dón,DOM,dan,"Boeci, l. 28",,<lg n=&quot;4&quot; type=&quot;laisse&quot; met=&quot;decasyllable&quot;><l n=&quot;28&quot;>
207,28,2,fo,_,fo,fo,f.o,f/o\,pro,VERcjg,VERcjg,indpsp3,VJ,Vfin,Vfin,èser,DOM,être,"Boeci, l. 28",,
208,28,3,boecis,_,boecis,bOɛʦiS,b.o.e.c.i.s,b/O\.'/ɛ\.ʦ/i\S,pro,NOMpro,NOMpro,smn,NPRS,N,N,Boèci,---,,"Boeci, l. 28",,
209,28,4,corps,_,corps,korPS,c.o.r.p.s,k/o\rPS,pro,NOMcom,NOMcom,smr,NCS,N,N,córs,DOM,corps,"Boeci, l. 28",,
210,28,5,ag,_,ag,AK,a.g,/A\K,pro,VERcjg,VERcjg,indpsp3,VJ,Vfin,Vfin,avér,DOM,avoir,"Boeci, l. 28",,
211,28,6,bo,+,bo,bo,b.o,b/o\,pro,ADJqua,ADJqua,smr,ADJ,Adj,Adj,bóN,DOM,bon,"Boeci, l. 28",,
212,28,7,e,+,e,e,e,/e\,pro,CONcoo,CONcoo,,CONJO,Crd,Crd,e,DOM,et,"Boeci, l. 28",,
213,28,8,pro,|,pro,pro,p.r.o,pr/o\,pro,ADJqua,ADJqua,smr,ADJ,Adj,Adj,pró3,DOM,preu,"Boeci, l. 28",</l>,
214,29,1,cui,_,cui,kyi,c.u.i,k/y\i,pro,PRNrel,PRNrel,smr,WPRO,Qux,Qux,qui,DOM,qui,"Boeci, l. 29",,<lb/><l n=&quot;29&quot;>
215,29,2,tan,_,tan,tAn,t.a.n,t/A\n,pro,ADVgen,ADVgen,,Q,QIs,QIs,tan,DOM,tant,"Boeci, l. 29",,
216,29,3,amet,_,amet,AmɛT,a.m.e.t,/A\.'m/ɛ\T,pro,VERcjg,VERcjg,indpsp3,VJ,Vfin,Vfin,amar,DOM,aimer,"Boeci, l. 29",,
217,29,4,torquator,_,torquator,tOrkAtOr,t.o.r.qu.a.t.o.r,t/O\r.k/A\.'t/O\r,pro,NOMpro,NOMpro,smn,NPRS,N,N,Torquator,--,,"Boeci, l. 29",,
218,29,5,mallios,.,mallios,mALLiOS,m.a.l.l.i.o.s,m/A\L.L/<i>\.'/O\S,pro,NOMpro,NOMpro,smn,NPRS,N,N,Mallio,---,,"Boeci, l. 29",</l>,
219,30,1,de,_,de,dE,d.e,d/(E)\,pro,PRE,PRE,,P,Pre,Pre,de,DOM,de,"Boeci, l. 30",,<l n=&quot;30&quot;>
220,30,2,sapiencia,_,sapiencia,SApiENÇiA,s.a.p.i.e.n.c.i.a,S/A\.p/<i>\.'/E\N.Çi/(A)\,pro,NOMcom,NOMcom,sfr,NCS,N,N,sapiensa,DOM,sapience,"Boeci, l. 30",,
221,30,3,no,_,no,no,n.o,n/o\,pro,ADVneg,ADVneg,,NEG,Neg,Neg$$,nóN,DOM,ne,"Boeci, l. 30",,
222,30,4,fo,_,fo,fo,f.o,f/o\,pro,VERcjg,VERcjg,indpsp3,VJ,Vfin,Vfin,èser,DOM,être,"Boeci, l. 30",,
223,30,5,trop,_,trop,trɔP,t.r.o.p,tr/ɔ\P,pro,ADVgen,ADVgen,,Q,QIs,QIs,tròp2,DOM,trop,"Boeci, l. 30",,
224,30,6,nuallos,.|,nuallos,nyAʎoS,n.u.a.ll.o.s,n/y\./A\.'ʎ/o\S,pro,ADJqua,ADJqua,smn,ADJ,Adj,Adj,nualhós,DOM,,"Boeci, l. 30",</l>,
225,31,1,tant,_,tant,tANT,t.a.n.t,t/A\NT,pro,ADVgen,ADVgen,,Q,QIs,QIs,tan,DOM,tant,"Boeci, l. 31",,<lb/><l n=&quot;31&quot;>
226,31,2,en,_,en,En,e.n,/E\n,pro,PRCadv,PRCadv,,PRO,Prn,Prn$$,én3,DOM,en2,"Boeci, l. 31",,
227,31,3,retenc,_,retenc,rEtENK,r.e.t.e.n.c,r/E\.'t/E\NK,pro,VERcjg,VERcjg,indpsp3,VJ,Vfin,Vfin,retenér,DOM,retenir,"Boeci, l. 31",,
228,31,4,que,_,que,ke,qu.e,k/(e)\,pro,CONsub,CONsub,,CONJS,Sub,Sub,que2,DOM,que,"Boeci, l. 31",,
229,31,5,de,+,de,dE,d.e,d/(E)\,pro,PRE,PRE,,P,Pre,Pre,de,DOM,de,"Boeci, l. 31",,
230,31,6,tót,_,tot,toT,t.o.t,t/o\T,pro,PRNind,PRNind,snr,Q,QIs,QIs,tót,DOM,tout,"Boeci, l. 31",,
231,31,7,no,+,no,no,n.o,n/o\,pro,ADVneg,ADVneg,,NEG,Neg,Neg$$,nóN,DOM,ne,"Boeci, l. 31",,
232,31,8,n,_,n,n,n,/\n,pro,PRCadv,PRCadv,,PRO,Prn,Prn$$,én3,DOM,en2,"Boeci, l. 31",,
233,31,9,fo,_,fo,fo,f.o,f/o\,pro,VERcjg,VERcjg,indpsp3,VJ,Vfin,Vfin,èser,DOM,être,"Boeci, l. 31",,
234,31,10,blos,.,blos,bLoS,b.l.o.s,bL/o\S,pro,ADJqua,ADJqua,smn,ADJ,Adj,Adj,blós,DOM,,"Boeci, l. 31",</l>,
235,32,1,tan,_,tan,tAn,t.a.n,t/A\n,pro,ADVgen,ADVgen,,Q,QIs,QIs,tan,DOM,tant,"Boeci, l. 32",,<l n=&quot;32&quot;>
236,32,2,bo,_,bo,bo,b.o,b/o\,pro,ADJqua,ADJqua,smr,ADJ,Adj,Adj,bóN,DOM,bon,"Boeci, l. 32",,
237,32,3,essemple,_,essemple,EsENpLE,e.ss.e.m.p.l.e,/E\.'s/E\N.pL/(E)\,pro,NOMcom,NOMcom,smr,NCS,N,N,eisémple,DOM,exemple,"Boeci, l. 32",,
238,32,4,en,_,en,En,e.n,/E\n,pro,PRCadv,PRCadv,,PRO,Prn,Prn$$,én3,DOM,en2,"Boeci, l. 32",,
239,32,5,laiset,|,laiset,LAisɛT,l.a.i.s.e.t,L/A\i.'s/ɛ\T,pro,VERcjg,VERcjg,indpsp3,VJ,Vfin,Vfin,laisar,DOM,laisser,"Boeci, l. 32",,
240,32,6,entre,_,entre,ENtrE,e.n.t.r.e,'/E\N.tr/(E)\,pro,PRE,PRE,,P,PrA,PrA,éntre,DOM,entre,"Boeci, l. 32",,<lb/>
241,32,7,nos,.,nos,noS,n.o.s,n/o\S,pro,PRNper,PRNper,4pmr,PRO,Prn,Prn,nós,DOM,nous,"Boeci, l. 32",</l>,
242,33,1,no,_,no,no,n.o,n/o\,pro,ADVneg,ADVneg,,NEG,Neg,Neg$$,nóN,DOM,ne,"Boeci, l. 33",,<l n=&quot;33&quot;>
243,33,2,cuid,_,cuid,kyiT,c.u.i.d,k/y\iT,pro,VERcjg,VERcjg,indpst1,VJ,Vfin,Vfin,cuidar,DOM,cuider,"Boeci, l. 33",,
244,33,3,qu,+,qu,k,qu,k/\,pro,CONsub,CONsub,,CONJS,Sub,Sub,que2,DOM,que,"Boeci, l. 33",,
245,33,4,e,_,e,E,e,/E\,pro,PRE,PRE,,P,Pre,Pre,én,DOM,en,"Boeci, l. 33",,
246,33,5,roma,_,roma,rOmA,r.o.m.a,'r/O\.m/(A)\,pro,NOMpro,NOMpro,sfr,NPRS,N,N,Roma,---,Rome,"Boeci, l. 33",,
247,33,6,om,_,om,Om,o.m,/O\m,pro,NOMcom,NOMcom,smn,NCS,N,N,óme,DOM,homme,"Boeci, l. 33",,
248,33,7,de,_,de,dE,d.e,d/(E)\,pro,PRE,PRE,,P,Pre,Pre,de,DOM,de,"Boeci, l. 33",,
249,33,8,so,_,so,SO,s.o,S/O\,pro,DETpos,DETpos,3smr,DZ,Det,Det,sóN2,DOM,son4,"Boeci, l. 33",,
250,33,9,saber,_,saber,SAber,s.a.b.e.r,S/A\.'b/e\r,pro,NOMcom,NOMcom,smr,NCS,N,N,sabér,DOM,savoir,"Boeci, l. 33",,
251,33,10,fos,.,fos,foS,f.o.s,f/o\S,pro,VERcjg,VERcjg,subipf3,VJ,Vfin,Vfin,èser,DOM,être,"Boeci, l. 33",</l></lg>,
252,34,1,Cóms,_,coms,kOmS,c.o.m.s,k/O\mS,pro,NOMcom,NOMcom,smn,NCS,N,N,cómte,DOM,comte,"Boeci, l. 34",,<lg n=&quot;5&quot; type=&quot;laisse&quot; met=&quot;decasyllable&quot;><l n=&quot;34&quot;>
253,34,2,fo,_,fo,fo,f.o,f/o\,pro,VERcjg,VERcjg,indpsp3,VJ,Vfin,Vfin,èser,DOM,être,"Boeci, l. 34",,
254,34,3,de,_,de,dE,d.e,d/(E)\,pro,PRE,PRE,,P,Pre,Pre,de,DOM,de,"Boeci, l. 34",,
255,34,4,roma,|,roma,rOmA,r.o.m.a,'r/O\.m/(A)\,pro,NOMpro,NOMpro,sfr,NPRS,N,N,Roma,---,Rome,"Boeci, l. 34",,
256,34,5,e,_,e,e,e,/e\,pro,CONcoo,CONcoo,,CONJO,Crd,Crd,e,DOM,et,"Boeci, l. 34",,<lb/>
257,34,6,ac,_,ac,AK,a.c,/A\K,pro,VERcjg,VERcjg,indpsp3,VJ,Vfin,Vfin,avér,DOM,avoir,"Boeci, l. 34",,
258,34,7,ta,+,ta,tA,t.a,t/A\,pro,ADVgen,ADVgen,,Q,QIs,QIs,tan,DOM,tant,"Boeci, l. 34",,
259,34,8,gran,_,gran,grAn,g.r.a.n,gr/A\n,pro,ADJqua,ADJqua,sfr,ADJ,Adj,Adj,gran,DOM,grand,"Boeci, l. 34",,
260,34,9,ualor,.,valor,vAlor,v.a.l.o.r,v/A\.'l/o\r,pro,NOMcom,NOMcom,sfr,NCS,N,N,valór,DOM,valeur,"Boeci, l. 34",</l>,
261,35,1,aprob,_,aprob,AprɔP,a.p.r.o.b,/A\.'pr/ɔ\P,pro,PRE,PRE,,P,PrA,PrA,apròp,DOM,,"Boeci, l. 35",,<l n=&quot;35&quot;>
262,35,2,mallio,_,mallio,mALLiO,m.a.l.l.i.o,m/A\L.'L/i\./O\,pro,NOMpro,NOMpro,smr,NPRS,N,N,Mallio,---,,"Boeci, l. 35",,
263,35,3,lo,+,lo,LO,l.o,L/(O)\,pro,DETdef,DETdef,smr,D,Det,Det,lo2,DOM,le,"Boeci, l. 35",,
264,35,4,rei,_,rei,rei,r.e.i,r/e\i,pro,NOMcom,NOMcom,smr,NCS,N,N,réi,DOM,roi,"Boeci, l. 35",,
265,35,5,emperador,.,emperador,ENpErAdor,e.m.p.e.r.a.d.o.r,/E\N.p/E\.r/A\.'d/o\r,pro,NOMcom,NOMcom,smr,NCS,N,N,emperadór,DOM,empereur,"Boeci, l. 35",</l>,
266,36,1,el,_,el,el,e.l,/e\l,pro,PRNper,PRNper,3smn,PRO,Prn,Prn$,el2,DOM,il,"Boeci, l. 36",,<l n=&quot;36&quot;>
267,36,2,era,+,era,ɛrA,e.r.a,'/ɛ\.r/(A)\,pro,VERcjg,VERcjg,indipf3,VJ,Vfin,Vfin,èser,DOM,être,"Boeci, l. 36",,
268,36,3,l,_,l,L,l,/\L,pro,DETdef,DETdef,smn,D,Det,Det,lo2,DOM,le,"Boeci, l. 36",,
269,36,4,meler,|,meler,mɛʎEr,m.e.l.e.r,'m/ɛ\.ʎ/E\r,pro,ADJqua,ADJqua,smn,ADJR,Adj,Adj,melhór,DOM,meilleur,"Boeci, l. 36",,
270,36,5,de,+,de,dE,d.e,d/(E)\,pro,PRE,PRE,,P,Pre,Pre,de,DOM,de,"Boeci, l. 36",,<lb/>
271,36,6,tota,_,tota,totA,t.o.t.a,'t/o\.t/(A)\,pro,DETind,DETind,sfr,Q,QIs,QIs,tót,DOM,tout,"Boeci, l. 36",,
272,36,7,la,_,la,LA,l.a,L/A\,pro,DETdef,DETdef,sfr,D,Det,Det,la,DOM,le,"Boeci, l. 36",,
273,36,8,onor,_,onor,Onor,o.n.o.r,/O\.'n/o\r,pro,NOMcom,NOMcom,sfr,NCS,N,N,onór,DOM,honneur,"Boeci, l. 36",</l>,
274,37,1,de,_,de,dE,d.e,d/(E)\,pro,PRE,PRE,,P,Pre,Pre,de,DOM,de,"Boeci, l. 37",,<l n=&quot;37&quot;>
275,37,2,tót,_,tot,toT,t.o.t,t/o\T,pro,DETind,DETind,smr,Q,QIs,QIs,tót,DOM,tout,"Boeci, l. 37",,
276,37,3,l,+,l,L,l,L/\,pro,DETdef,DETdef,smr,D,Det,Det,lo2,DOM,le,"Boeci, l. 37",,
277,37,4,emperi,+,emperi,ENpɛri,e.m.p.e.r.i,/E\N.'p/ɛ\.r/(i)\,pro,NOMcom,NOMcom,smr,NCS,N,N,empèri,DOM,empire,"Boeci, l. 37",,
278,37,5,l,_,l,L,l,/\L,pro,PRCper,PRCper,3sma,PRO,Prn,Prn$$,lo3,DOM,le,"Boeci, l. 37",,
279,37,6,tenien,_,tenien,tEniEn,t.e.n.i.e.n,t/E\.'n/<i>\./E\n,pro,VERcjg,VERcjg,indipf6,VJ,Vfin,Vfin,tenér,DOM,tenir,"Boeci, l. 37",,
280,37,7,per,_,per,pEr,p.e.r,p/E\r,pro,PRE,PRE,,P,Pre,Pre,pér,DOM,par,"Boeci, l. 37",,
281,37,8,senor,_,senor,SEɲor,s.e.n.o.r,S/E\.'ɲ/o\r,pro,NOMcom,NOMcom,smr,NCS,N,N,senhór,DOM,seigneur,"Boeci, l. 37",</l>,
282,38,1,mas,_,mas,mAS,m.a.s,m/A\S,pro,CONcoo,CONcoo,,CONJO,Crd,Crd,mais,DOM,mais,"Boeci, l. 38",,<l n=&quot;38&quot;>
283,38,2,d,+,d,d,d,d/\,pro,PRE,PRE,,P,Pre,Pre,de,DOM,de,"Boeci, l. 38",,
284,38,3,una,_,una,ynA,u.n.a,'/y\.n/(A)\,pro,DETndf,DETndf,sfr,D,QIs,QIs,uN,DOM,un,"Boeci, l. 38",,
285,38,4,cau|sa,_,causa,kAuzA,c.a.u.s.a,'k/A\u.z/(A)\,pro,NOMcom,NOMcom,sfr,NCS,N,N,causa,DOM,chose,"Boeci, l. 38",,
286,38,5,u,_,u,y,u,/y\,pro,DETndf,DETndf,smr,D,QIs,QIs,uN,DOM,un,"Boeci, l. 38",,<lb/>
287,38,6,nom,_,nom,nOm,n.o.m,n/O\m,pro,NOMcom,NOMcom,smr,NCS,N,N,nóm,DOM,nom,"Boeci, l. 38",,
288,38,7,auia,_,avia,AviA,a.v.i.a,/A\.'v/<i>\./(A)\,pro,VERcjg,VERcjg,indipf3,VJ,Vfin,Vfin,avér,DOM,avoir,"Boeci, l. 38",,
289,38,8,genzor,.,genzor,ʤENÇor,g.e.n.z.o.r,ʤ/E\N.'Ç/o\r,pro,ADJqua,ADJqua,smr,ADJ,Adj,Adj,gensór,DOM,gent2,"Boeci, l. 38",</l>,
290,39,1,de,_,de,dE,d.e,d/(E)\,pro,PRE,PRE,,P,Pre,Pre,de,DOM,de,"Boeci, l. 39",,<l n=&quot;39&quot;>
291,39,2,sapiencia,_,sapiencia,SApiENÇiA,s.a.p.i.e.n.c.i.a,S/A\.p/<i>\.'/E\N.Çi/(A)\,pro,NOMcom,NOMcom,sfr,NCS,N,N,sapiensa,DOM,sapience,"Boeci, l. 39",,
292,39,3,l,+,l,L,l,/\L,pro,PRCper,PRCper,3sma,PRO,Prn,Prn$$,lo3,DOM,le,"Boeci, l. 39",,
293,39,4,a_pellauen,_,apellaven,ApELLAvEn,a.p.e.l.l.a.v.e.n,/A\.p/E\L.'L/A\.v/E\n,pro,VERcjg,VERcjg,indipf6,VJ,Vfin,Vfin,apelar,DOM,appeler,"Boeci, l. 39",,
294,39,5,doctor,.,doctor,dOktor,d.o.c.t.o.r,d/O\k.'t/o\r,pro,NOMcom,NOMcom,smr,NCS,N,N,doctor,DOM,docteur,"Boeci, l. 39",</l>,
295,40,1,Quan,|,quan,kAn,qu.a.n,k/A\n,pro,CONsub,CONsub,,CONJS,Sub,Sub,can,DOM,quand,"Boeci, l. 40",,<l n=&quot;40&quot;>
296,40,2,ueng,_,veng,vENK,v.e.n.g,v/E\NK,pro,VERcjg,VERcjg,indpsp3,VJ,Vfin,Vfin,venir,DOM,venir,"Boeci, l. 40",,<lb/>
297,40,3,la,_,la,LA,l.a,L/A\,pro,DETdef,DETdef,sfn,D,Det,Det,la2,DOM,le,"Boeci, l. 40",,
298,40,4,fis,_,fis,fiS,f.i.s,f/i\S,pro,NOMcom,NOMcom,sfn,NCS,N,N,fiN2,DOM,fin,"Boeci, l. 40",,
299,40,5,mallio,_,mallio,mALLiO,m.a.l.l.i.o,m/A\L.'L/i\./O\,pro,NOMpro,NOMpro,smr,NPRS,N,N,Mallio,---,,"Boeci, l. 40",,
300,40,6,torquator,.,torquator,tOrkAtOr,t.o.r.qu.a.t.o.r,t/O\r.k/A\.'t/O\r,pro,NOMpro,NOMpro,smr,NPRS,N,N,Torquator,--,,"Boeci, l. 40",</l>,
301,41,1,donc,_,donc,dONK,d.o.n.c,d/O\NK,pro,ADVgen,ADVgen,,ADV,Adv,Adv,dónc,DOM,donc,"Boeci, l. 41",,<l n=&quot;41&quot;>
302,41,2,uenc,_,venc,vENK,v.e.n.c,v/E\NK,pro,VERcjg,VERcjg,indpsp3,VJ,Vfin,Vfin,venir,DOM,venir,"Boeci, l. 41",,
303,41,3,boeci,_,boeci,bOɛʦi,b.o.e.c.i,b/O\.'/ɛ\.ʦ/<i>\,pro,NOMpro,NOMpro,smr,NPRS,N,N,Boèci,---,,"Boeci, l. 41",,
304,41,4,ta,+,ta,tA,t.a,t/A\,pro,ADVgen,ADVgen,,Q,QIs,QIs,tan,DOM,tant,"Boeci, l. 41",,
305,41,5,gran,_,gran,grAn,g.r.a.n,gr/A\n,pro,ADJqua,ADJqua,sfn,ADJ,Adj,Adj,gran,DOM,grand,"Boeci, l. 41",,
306,41,6,dolors,|,dolors,dOlorS,d.o.l.o.r.s,d/O\.'l/o\rS,pro,NOMcom,NOMcom,sfn,NCS,N,N,dolór,DOM,douleur,"Boeci, l. 41",,
307,41,7,a,+,a,A,a,/A\,pro,PRE,PRE,,P,Pre,Pre,a2,DOM,à,"Boeci, l. 41",,<lb/>
308,41,8,l,_,l,L,l,/\L,pro,DETdef,DETdef,smr,D,Det,Det,lo2,DOM,le,"Boeci, l. 41",,
309,41,9,cor,.,cor,kɔr,c.o.r,k/ɔ\r,pro,NOMcom,NOMcom,smr,NCS,N,N,còr,DOM,coeur,"Boeci, l. 41",</l>,
310,42,1,no,_,no,no,n.o,n/o\,pro,ADVneg,ADVneg,,NEG,Neg,Neg$$,nóN,DOM,ne,"Boeci, l. 42",,<l n=&quot;42&quot;>
311,42,2,cuid,_,cuid,kyiT,c.u.i.d,k/y\iT,pro,VERcjg,VERcjg,indpst1,VJ,Vfin,Vfin,cuidar,DOM,cuider,"Boeci, l. 42",,
312,42,3,aprob,_,aprob,AprɔP,a.p.r.o.b,/A\.'pr/ɔ\P,pro,ADVgen,ADVgen,,ADV,PrA,PrA,apròp,DOM,,"Boeci, l. 42",,
313,42,4,altre,_,altre,ALtrE,a.l.t.r.e,'/A\L.tr/(E)\,pro,ADJind,ADJind,smn,D,Adj,Adj,autre,DOM,autre,"Boeci, l. 42",,
314,42,5,dols,_,dols,dɔLS,d.o.l.s,d/ɔ\LS,pro,NOMcom,NOMcom,smn,NCS,N,N,dòl,DOM,deuil,"Boeci, l. 42",,
315,42,6,li,+,li,Li,l.i,L/<i>\,pro,PRCper,PRCper,3smi,PRO,Prn,Prn$$,li3,DOM,li,"Boeci, l. 42",,
316,42,7,demor,.,demor,dEmor,d.e.m.o.r,d/E\.'m/o\r,pro,VERcjg,VERcjg,subpst3,VJ,Vfin,Vfin,demorar,DOM,demeurer,"Boeci, l. 42",</l></lg>,
