wd_id,line_id,linewd,dipl,word,phon,phon_map,syllabified,wd_div,textlineid,syntag,syntag2,lang,lemma,lemma_src,lemma_dmf,pos,morph,ref,tei_right,tei_left,
759,138,1,tuit,tuit,tyiT,t.u.i.t,t/y\iT,_,138,QIs,QIs,fro,tout,DMF,tout,DETind,pmn,"Passion, l. 138",,<l n=&quot;138&quot;>,
760,138,2,li,li,Li,l.i,L/i\,_,138,Det,Det,fro,le,DMF,le,DETdef,pmn,"Passion, l. 138",,,
761,138,3,felun,felun,fElOn,f.e.l.u.n,f/E\.'l/O\n,|,138,Adj,Adj,fro,félon,DMF,félon,NOMcom,pmn,"Passion, l. 138",,,
762,138,4,cade_gren,cadegren,ċAðegrəN,c.a.d.e.g.r.e.n,ċ/A\.'ð/e\.gr/ə\N,_,138,Vfin,Vfin,fro,choir,DMF,choir,VERcjg,indpsp6,"Passion, l. 138",,<lb/>,
763,138,5,ios,jos,ʤyS,j.o.s,ʤ/y\S,_,138,Adv,Adv,fro,jus2,DMF,jus2,ADVgen,---,"Passion, l. 138",</l>,,
764,139,1,terce,terce,tErÇə,t.e.r.c.e,'t/E\r.Ç/(ə)\,_,139,Adj,Adj,fro,tierce,DMF,tierce,DETord,sfr,"Passion, l. 139",,<l n=&quot;139&quot;>,
765,139,2,uez,vez,veZ,v.e.z,v/e\Z,_,139,N,N,fro,fois,DMF,fois,NOMcom,sfr,"Passion, l. 139",,,
766,139,3,lor,lor,Lor,l.o.r,L/o\r,_,139,Prn,Prn$$,fro,leur,DMF,leur,PRCper,6pmi,"Passion, l. 139",,,
767,139,4,o,o,o,o,/o\,+,139,Prn,Prn$$,fro,ó2,DOM,---,PRNdem,snr,"Passion, l. 139",,,
768,139,5,de|manded,demanded,dEmaNdɛD,d.e.m.a.n.d.e.d,d/E\.m/a\N.'d/ɛ\D,_,139,Vfin,Vfin,fro,demander,DMF,demander,VERcjg,indpsp3,"Passion, l. 139",</l>,,
769,140,1,a,a,a,a,/a\,+,140,Pre,Pre,fro,à,DMF,à,PRE,---,"Passion, l. 140",,<lb/><l n=&quot;140&quot;>,
770,140,2,totas,totas,totəS,t.o.t.a.s,'t/o\.t/ə\S,_,140,QIs,QIs,fro,tout,DMF,tout,DETind,pfr,"Passion, l. 140",,,
771,140,3,treis,treis,treiS,t.r.e.i.s,tr/e\iS,.,140,QIs,QIs,fro,trois,DMF,trois,ADJcar,pfr,"Passion, l. 140",,,
772,140,4,chedent,chedent,ċEðəNT,ch.e.d.e.n.t,'ċ/E\.ð/ə\NT,_,140,Vfin,Vfin,fro,choir,DMF,choir,VERcjg,indpst6,"Passion, l. 140",,,
773,140,5,enuers,envers,ENvɛrS,e.n.v.e.r.s,/E\N.'v/ɛ\rS,|,140,PrA,PrA,fro,envers,DMF,envers,ADVgen,---,"Passion, l. 140",</l></lg>,,
774,141,1,Mais,mais,mAiS,m.a.i.s,m/A\iS,_,141,Crd,Crd,fro,mais,DMF,mais,CONcoo,---,"Passion, l. 141",,<lb/><lg n=&quot;36&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot; rhyme=&quot;aabb&quot;><l n=&quot;141&quot;>,
775,141,2,li,li,Li,l.i,L/i\,_,141,Det,Det,fro,le,DMF,le,DETdef,pmn,"Passion, l. 141",,,
776,141,3,felun,felun,fElOn,f.e.l.u.n,f/E\.'l/O\n,_,141,Adj,Adj,fro,félon,DMF,félon,NOMcom,pmn,"Passion, l. 141",,,
777,141,4,tuit,tuit,tyiZ,t.u.i.t,t/y\iZ,_,141,QIs,QIs,fro,tout,DMF,tout,ADJind,pmn,"Passion, l. 141",,,
778,141,5,trassudad,trassudad,trasyðæZ,t.r.a.ss.u.d.a.d,tr/a\.s/y\.'ð/æ\Z,_,141,Vpp,Vpp,fro,tressuer,DMF,tressuer,VERppe,pmn,"Passion, l. 141",</l>,,
779,142,1,uers,vers,vɛrS,v.e.r.s,v/ɛ\rS,|,142,Pre,Pre,fro,vers2,DMF,vers2,PRE,---,"Passion, l. 142",,<l n=&quot;142&quot;>,
780,142,2,nostrę,nostre,nɔStrə,n.o.s.t.r.e,'n/ɔ\S.tr/(ə)\,_,142,Det,Det,fro,notre,DMF,notre,DETpos,4smr,"Passion, l. 142",,<lb/>,
781,142,3,don,don,dOn,d.o.n,d/O\n,+,142,N,N,fro,dan,DMF,dan,NOMcom,smr,"Passion, l. 142",,,
782,142,4,son,son,SOn,s.o.n,S/O\n,_,142,Vfin,Vfin,fro,être,DMF,être,VERcjg,indpst6,"Passion, l. 142",,,
783,142,5,aprois_mad,aproismad,AprOiSmæZ,a.p.r.o.i.s.m.a.d,/A\.pr/O\iS.'m/æ\Z,_,142,Vpp,Vpp,fro,approismer,DMF,approismer,VERppe,pmn,"Passion, l. 142",</l>,,
784,143,1,iudas,judas,ʤydəS,j.u.d.a.s,'ʤ/y\.d/ə\S,_,143,N,N,fro,Judas,wikipedia.fr,---,NOMpro,smn,"Passion, l. 143",,<l n=&quot;143&quot;>,
785,143,2,li,li,Li,l.i,L/i\,|,143,Det,Det,fro,le,DMF,le,DETdef,smn,"Passion, l. 143",,,
786,143,3,uel,vel,vɛl,v.e.l,v/ɛ\l,_,143,Adj,Adj,fro,félon,DMF,félon,ADJqua,smn,"Passion, l. 143",,<lb/>,
787,143,4,ensenna,ensenna,ENSEɲə,e.n.s.e.nn.a,/E\N.'S/E\.ɲ/(ə)\,_,143,N,N,fro,enseigne,DMF,enseigne,NOMcom,sfr,"Passion, l. 143",,,
788,143,5,fei,fei,fEi,f.e.i,f/E\i,_,143,Vfin,Vfin,fro,faire,DMF,faire,VERcjg,indpsp3,"Passion, l. 143",</l>,,
789,144,1,celui,celui,ÇElyi,c.e.l.u.i,Ç/E\.'l/y\i,_,144,Dem,Dem,fro,celui,DMF,celui,PRNdem,smr,"Passion, l. 144",,<l n=&quot;144&quot;><q>,
790,144,2,pren|det,prendet,prENdɛZ,p.r.e.n.d.e.t,pr/E\N.'d/ɛ\Z,_,144,Vfin,Vfin,fro,prendre,DMF,prendre,VERcjg,indpst5,"Passion, l. 144",,,
791,144,3,cui,cui,kyi,c.u.i,k/y\i,_,144,Qux,Qux,fro,qui,DMF,qui,PRNrel,smr,"Passion, l. 144",,<lb/>,
792,144,4,bassærei,bassaerei,bAsErEi,b.a.ss.ae.r.e.i,b/A\.s/E\.'r/E\i,.,144,Vfin,Vfin,fro,baiser2,DMF,baiser2,VERcjg,indfut1,"Passion, l. 144",</q></l></lg>,,
793,145,1,Iudas,judas,ʤydəS,j.u.d.a.s,'ʤ/y\.d/ə\S,_,145,N,N,fro,Judas,wikipedia.fr,---,NOMpro,smn,"Passion, l. 145",,<lg n=&quot;37&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot; rhyme=&quot;aabb&quot;><l n=&quot;145&quot;>,
794,145,2,cum,cum,kOm,c.u.m,k/O\m,_,145,Sub,Sub,fro,comme,DMF,comme,CONsub,---,"Passion, l. 145",,,
795,145,3,veg|gra,veggra,vegrə,v.e.gg.r.a,'v/e\.gr/(ə)\,_,145,Vfin,Vfin,fro,venir,DMF,venir,VERcjg,indpqp3,"Passion, l. 145",,,
796,145,4,ad,ad,að,a.d,/a\ð,_,145,Pre,Pre,fro,à,DMF,à,PRE,---,"Passion, l. 145",,<lb/>,
797,145,5,i[esu]m,jesum,QVQVR,j.e.s.u.m,Q/V\.'Q/V\R,_,145,N,N,lat,Jesus,wiktionary,---,NOMpro,smr,"Passion, l. 145",</l>,,
798,146,1,semper,semper,SENpər,s.e.m.p.e.r,'S/E\N.p/ə\r,_,146,Adv,Adv,fro,sempres,DMF,sempres,ADVgen,---,"Passion, l. 146",,<l n=&quot;146&quot;>,
799,146,2,li,li,Li,l.i,L/i\,+,146,Prn,Prn$$,fro,le,DMF,le,PRCper,3smi,"Passion, l. 146",,,
800,146,3,tend,tend,tENT,t.e.n.d,t/E\NT,|,146,Vfin,Vfin,fro,tenir,DMF,tenir,VERcjg,indpst3,"Passion, l. 146",,,
801,146,4,lo,lo,LO,l.o,L/(O)\,+,146,Det,Det,fro,le,DMF,le,DETdef,smr,"Passion, l. 146",,<lb/>,
802,146,5,son,son,SoN,s.o.n,S/o\N,_,146,Adj,Adj,fro,son4,DMF,son4,ADJpos,3smr,"Passion, l. 146",,,
803,146,6,menton,menton,mENtOn,m.e.n.t.o.n,m/E\N.'t/O\n,_,146,N,N,fro,menton,DMF,menton,NOMcom,smr,"Passion, l. 146",</l>,,
804,147,1,i[esu]s,jesus,ʤEzUS,j.e.s.u.s,ʤ/E\.'z/U\S,_,147,N,N,fro,Jésus,wikipedia.fr,---,NOMpro,smn,"Passion, l. 147",,<l n=&quot;147&quot;>,
805,147,2,li,li,Li,l.i,L/i\,+,147,Det,Det,fro,le,DMF,le,DETdef,smn,"Passion, l. 147",,,
806,147,3,bons,bons,bOnS,b.o.n.s,b/O\nS,_,147,Adj,Adj,fro,bon,DMF,bon,ADJqua,smn,"Passion, l. 147",,,
807,147,4,no,no,nO,n.o,n/O\,+,147,Neg,Neg$$,fro,ne,DMF,ne,ADVneg,---,"Passion, l. 147",,,
808,147,5,l,l,L,l,/\L,_,147,Prn,Prn$$,fro,le,DMF,le,PRCper,3sma,"Passion, l. 147",,,
809,147,6,re|fuded,refuded,rEfyðɛD,r.e.f.u.d.e.d,r/E\.f/y\.'ð/ɛ\D,_,147,Vfin,Vfin,fro,réfuter,DMF,réfuter,VERcjg,indpsp3,"Passion, l. 147",</l>,,
810,148,1,a,a,a,a,/a\,+,148,Pre,Pre,fro,à,DMF,à,PRE,---,"Passion, l. 148",,<lb/><l n=&quot;148&quot;>,
811,148,2,l,l,L,l,/\L,+,148,Det,Det,fro,le,DMF,le,DETdef,smr,"Passion, l. 148",,,
812,148,3,tradetur,tradetur,trAðEtor,t.r.a.d.e.t.u.r,tr/A\.ð/E\.'t/o\r,_,148,N,N,fro,traître,DMF,traître,NOMcom,smr,"Passion, l. 148",,,
813,148,4,baisair,baisair,bAizEr,b.a.i.s.ai.r,b/A\i.'z/E\r,_,148,N,N,fro,baiser,DMF,baiser,NOMcom,smr,"Passion, l. 148",,,
814,148,5,doned,doned,dOnɛD,d.o.n.e.d,d/O\.'n/ɛ\D,|,148,Vfin,Vfin,fro,donner,DMF,donner,VERcjg,indpsp3,"Passion, l. 148",</l></lg>,,
815,149,1,Amicx,amicx,AmiKS,a.m.i.c.x,/A\.'m/i\KS,_,149,N,N,fro,ami,DMF,ami,NOMcom,smn,"Passion, l. 149",</q>,<lb/><lg n=&quot;38&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot; rhyme=&quot;aabb&quot;><l n=&quot;149&quot;><q>,
816,149,2,zo,zo,Çɔ,z.o,Ç/ɔ\,+,149,Prn,Prn,fro,ce,DMF,ce,PRNdem,snr,"Passion, l. 149",,,
817,149,3,dis,dis,diS,d.i.s,d/i\S,_,149,Vfin,Vfin,fro,dire,DMF,dire,VERcjg,indpsp3|indpst3,"Passion, l. 149",,,
818,149,4,lo,lo,LO,l.o,L/(O)\,+,149,Det,Det,fro,le,DMF,le,DETdef,smn,"Passion, l. 149",,,
819,149,5,bons,bons,bOnS,b.o.n.s,b/O\nS,_,149,Adj,Adj,fro,bon,DMF,bon,ADJqua,smn,"Passion, l. 149",,,
820,149,6,i[esu]s,jesus,ʤEzUS,j.e.s.u.s,ʤ/E\.'z/U\S,_,149,N,N,fro,Jésus,wikipedia.fr,---,NOMpro,smn,"Passion, l. 149",</l>,,
821,150,1,p[er],per,pEr,p.e.r,p/E\r,_,150,Pre,Pre,fro,par,DMF,par,PRE,---,"Passion, l. 150",,<l n=&quot;150&quot;><q>,
822,150,2,que,que,kE,qu.e,k/(E)\,+,150,Qux,Qux,fro,que,DMF,que,PRNrel,snr,"Passion, l. 150",,,
823,150,3,m,m,m,m,/\m,|,150,Prn,Prn$$,fro,me,DMF,me,PRCper,1smr,"Passion, l. 150",,,
824,150,4,trades,trades,trAðeS,t.r.a.d.e.s,tr/A\.'ð/e\S,_,150,Vfin,Vfin,fro,trahir,DMF,trahir,VERcjg,indpst2,"Passion, l. 150",,<lb/>,
825,150,5,in,in,EN,i.n,/E\N,+,150,Pre,Pre,fro,en,DMF,en,PRE,---,"Passion, l. 150",,,
826,150,6,to,to,to,t.o,t/o\,_,150,Det,Det,fro,ton2,DMF,ton2,DETpos,2smr,"Passion, l. 150",,,
827,150,7,baisol,baisol,bAizol,b.a.i.s.o.l,b/A\i.'z/o\l,_,150,N,N,fro,baisol,DOM,---,NOMcom,smr,"Passion, l. 150",</q></l>,,
828,151,1,melz,melz,mELZ,m.e.l.z,m/E\LZ,_,151,Adv,Adv,fro,mieux,DMF,mieux,ADVgen,---,"Passion, l. 151",,<l n=&quot;151&quot;><q>,
829,151,2,ti,ti,ti,t.i,t/i\,_,151,Prn,Prn$$,fro,te,DMF,te,PRCper,2smr,"Passion, l. 151",,,
830,151,3,fura,fura,fyrə,f.u.r.a,'f/y\.r/(ə)\,_,151,Vfin,Vfin,fro,être,DMF,être,VERcjg,indpqp2,"Passion, l. 151",,,
831,151,4,no[n],non,nON,n.o.n,n/O\N,|,151,Neg,Neg$$,fro,ne,DMF,ne,ADVneg,---,"Passion, l. 151",,,
832,151,5,fusses,fusses,fysəS,f.u.ss.e.s,'f/y\.s/ə\S,_,151,Vfin,Vfin,fro,être,DMF,être,VERcjg,subipf2,"Passion, l. 151",,<lb/>,
833,151,6,naz,naz,næZ,n.a.z,n/æ\Z,_,151,Vpp,Vpp,fro,naître,DMF,naître,VERppe,smn,"Passion, l. 151",</q></l>,,
834,152,1,que,que,kE,qu.e,k/(E)\,_,152,Sub,Sub,fro,que,DMF,que,CONsub,---,"Passion, l. 152",,<l n=&quot;152&quot;><q>,
835,152,2,me,me,mE,m.e,m/(E)\,_,152,Prn,Prn$$,fro,me,DMF,me,PRCper,1smr,"Passion, l. 152",,,
836,152,3,tradas,tradas,trAðeS,t.r.a.d.a.s,tr/A\.'ð/e\S,|,152,Vfin,Vfin,fro,trahir,DMF,trahir,VERcjg,subpst2,"Passion, l. 152",,,
837,152,4,p[er],per,pEr,p.e.r,p/E\r,_,152,Pre,Pre,fro,par,DMF,par,PRE,---,"Passion, l. 152",,<lb/>,
838,152,5,cobetad,cobetad,kObEtæZ,c.o.b.e.t.a.d,k/O\.b/E\.'t/æ\Z,.,152,N,N,fro,covoitié,DMF,covoitié,NOMcom,sfr,"Passion, l. 152",</q></l></lg>,,
839,153,1,Ar_mand,armand,ArmANZ,a.r.m.a.n.d,/A\r.'m/A\NZ,_,153,N,N,fro,armer,DMF,armer,NOMcom,pmn,"Passion, l. 153",,<lg n=&quot;39&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot; rhyme=&quot;aabb&quot;><l n=&quot;153&quot;>,
840,153,2,esterent,esterent,EStærəNT,e.s.t.e.r.e.n.t,/E\S.'t/æ\.r/ə\NT,|,153,Vfin,Vfin,fro,ester,DMF,ester,VERcjg,indpsp6,"Passion, l. 153",,,
841,153,3,euirum,evirum,EvirOm,e.v.i.r.u.m,/E\.v/i\.'r/O\m,_,153,PrA,PrA,fro,environ,DMF,environ,ADVgen,---,"Passion, l. 153",</l>,<lb/>,
842,154,1,de,de,dE,d.e,d/(E)\,+,154,Pre,Pre,fro,de,DMF,de,PRE,---,"Passion, l. 154",,<l n=&quot;154&quot;>,
843,154,2,totas,totas,totəS,t.o.t.a.s,'t/o\.t/ə\S,_,154,QIs,QIs,fro,tout,DMF,tout,DETind,pfr,"Passion, l. 154",,,
844,154,3,part,part,parZ,p.a.r.t,p/a\rZ,_,154,N,N,fro,part,DMF,part,NOMcom,pfr,"Passion, l. 154",,,
845,154,4,presdrent,presdrent,preSdrəNT,p.r.e.s.d.r.e.n.t,'pr/e\S.dr/ə\NT,|,154,Vfin,Vfin,fro,prendre,DMF,prendre,VERcjg,indpsp6,"Passion, l. 154",,,
846,154,5,iesum,jesum,QVQVR,j.e.s.u.m,Q/V\.'Q/V\R,_,154,N,N,lat,Jesus,wiktionary,---,NOMpro,smr,"Passion, l. 154",</l>,<lb/>,
847,155,1,no,no,nO,n.o,n/O\,+,155,Neg,Neg$$,fro,ne,DMF,ne,ADVneg,---,"Passion, l. 155",,<l n=&quot;155&quot;>,
848,155,2,s,s,S,s,/\S,+,155,Prn,Prn$$,fro,se,DMF,se,PRCper,3smr,"Passion, l. 155",,,
849,155,3,defended,defended,dEfENdɛD,d.e.f.e.n.d.e.d,d/E\.f/E\N.'d/ɛ\D,_,155,Vfin,Vfin,fro,défendre,DMF,défendre,VERcjg,indpsp3,"Passion, l. 155",,,
850,155,4,ne,ne,nE,n.e,n/(E)\,_,155,Crd,Crd,fro,ne2,DMF,ne2,CONcoo,---,"Passion, l. 155",,,
851,155,5,no,no,nO,n.o,n/O\,+,155,Neg,Neg$$,fro,ne,DMF,ne,ADVneg,---,"Passion, l. 155",,,
852,155,6,s_sus|ted,ssusted,SOStɛD,ss.u.s.t.e.d,S/O\S.'t/ɛ\D,_,155,Vfin,Vfin,fro,soutenir,DMF,soutenir,VERcjg,indpsp3,"Passion, l. 155",</l>,,
853,156,1,a,a,a,a,/a\,+,156,Pre,Pre,fro,à,DMF,à,PRE,---,"Passion, l. 156",,<lb/><l n=&quot;156&quot;>,
854,156,2,la(r),la,La,l.a,L/(a)\,_,156,Det,Det,fro,le,DMF,le,DETdef,sfr,"Passion, l. 156",,,
855,156,3,mort,mort,mɔrZ,m.o.r.t,m/ɔ\rZ,_,156,N,N,fro,mort,DMF,mort,NOMcom,sfr,"Passion, l. 156",,,
856,156,4,uai,vai,vAi,v.a.i,v/A\i,_,156,Vfin,Vfin,fro,aller,DMF,aller,VERcjg,indpst3,"Passion, l. 156",,,
857,156,5,cum,cum,kOm,c.u.m,k/O\m,_,156,Sub,Sub,fro,comme,DMF,comme,CONsub,---,"Passion, l. 156",,,
858,156,6,uns,uns,ynS,u.n.s,/y\nS,_,156,QIs,QIs,fro,un,DMF,un,DETndf,smn,"Passion, l. 156",,,
859,156,7,anel,anel,Anɛl,a.n.e.l,/A\.'n/ɛ\l,;|,156,N,N,fro,anneau,DMF,anneau,NOMcom,smn,"Passion, l. 156",</l></lg>,,
860,157,1,Sanct,sanct,SANKZ,s.a.n.c.t,S/A\NKZ,_,157,Adj,Adj,fro,saint,DMF,saint,ADJqua,smn,"Passion, l. 157",,<lb/><lg n=&quot;40&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot; rhyme=&quot;aabb&quot;><l n=&quot;157&quot;>,
861,157,2,pedre,pedre,pEðrə,p.e.d.r.e,'p/E\.ðr/(ə)\,_,157,N,N,fro,Pierre,wikipedia.fr,---,NOMpro,smn,"Passion, l. 157",,,
862,157,3,sols,sols,SoLS,s.o.l.s,S/o\LS,_,157,Adj,Adj,fro,seul,DMF,seul,ADJqua,smn,"Passion, l. 157",,,
863,157,4,ueniiar,venjiar,vENʤiEr,v.e.n.j.i.a.r,v/E\N.'ʤ/iE\r,_,157,Vinf,Vinf,fro,venger,DMF,venger,VERinf,---,"Passion, l. 157",,,
864,157,5,lo,lo,LO,l.o,L/(O)\,_,157,Prn,Prn$$,fro,le,DMF,le,PRCper,3sma,"Passion, l. 157",,,
865,157,6,uol,vol,vɔl,v.o.l,v/ɔ\l,|,157,Vfin,Vfin,fro,vouloir,DMF,vouloir,VERcjg,indpsp3,"Passion, l. 157",</l>,,
866,158,1,estrais,estrais,EStrAiS,e.s.t.r.a.i.s,/E\S.'tr/A\iS,.,158,Vfin,Vfin,fro,extraire,DMF,extraire,VERcjg,indpsp3,"Passion, l. 158",,<lb/><l n=&quot;158&quot;>,
867,158,2,lo,lo,LO,l.o,L/(O)\,_,158,Det,Det,fro,le,DMF,le,DETdef,smr,"Passion, l. 158",,,
868,158,3,fer,fer,fɛr,f.e.r,f/ɛ\r,_,158,N,N,fro,fer,DMF,fer,NOMcom,smr,"Passion, l. 158",,,
869,158,4,que,que,kE,qu.e,k/(E)\,_,158,Qux,Qux,fro,que,DMF,que,PRNrel,smr,"Passion, l. 158",,,
870,158,5,a,a,a,a,/a\,+,158,Pre,Pre,fro,à,DMF,à,PRE,---,"Passion, l. 158",,,
871,158,6,l,l,L,l,/\L,+,158,Det,Det,fro,le,DMF,le,DETdef,smr,"Passion, l. 158",,,
872,158,7,laz,laz,LæZ,l.a.z,L/æ\Z,_,158,N,N,fro,lez,DMF,lez,NOMcom,smr,"Passion, l. 158",,,
873,158,8,og,og,ɔK,o.g,/ɔ\K,|,158,Vfin,Vfin,fro,avoir,DMF,avoir,VERcjg,indpsp3,"Passion, l. 158",</l>,,
874,159,1,si,si,Si,s.i,S/i\,+,159,Adv,Adv,fro,si4,DMF,si4,ADVgen,---,"Passion, l. 159",,<lb/><l n=&quot;159&quot;>,
875,159,2,con_segued,consegued,kONSEgɛD,c.o.n.s.e.gu.e.d,k/O\N.S/E\.'g/ɛ\D,.,159,Vfin,Vfin,fro,consuivre,DMF,consuivre,VERcjg,indpsp3,"Passion, l. 159",,,
876,159,3,u,u,y,u,/y\,_,159,QIs,QIs,fro,un,DMF,un,DETndf,smr,"Passion, l. 159",,,
877,159,4,seru,serv,SɛrF,s.e.r.v,S/ɛ\rF,_,159,N,N,fro,serf,DMF,serf,NOMcom,smr,"Passion, l. 159",,,
878,159,5,fellon,fellon,fElOn,f.e.ll.o.n,f/E\.'l/O\n,|,159,Adj,Adj,fro,félon,DMF,félon,ADJqua,smr,"Passion, l. 159",</l>,,
879,160,1,la,la,La,l.a,L/(a)\,+,160,Det,Det,fro,le,DMF,le,DETdef,sfr,"Passion, l. 160",,<lb/><l n=&quot;160&quot;>,
880,160,2,destre,destre,dɛStrə,d.e.s.t.r.e,'d/ɛ\S.tr/(ə)\,_,160,Adj,Adj,fro,dextre,DMF,dextre,ADJqua,sfr,"Passion, l. 160",,,
881,160,3,aurelia,aurelia,Aureʎə,a.u.r.e.li.a,/A\u.'r/e\.ʎ/(ə)\,_,160,N,N,fro,oreille,DMF,oreille,NOMcom,sfr,"Passion, l. 160",,,
882,160,4,li,li,Li,l.i,L/i\,+,160,Prn,Prn$$,fro,le,DMF,le,PRCper,3smi,"Passion, l. 160",,,
883,160,5,excos,excos,EiSkoS,e.x..c.o.s,/E\iS.'k/o\S,_,160,Vfin,Vfin,fro,escourre,DMF,escourre,VERcjg,indpsp3,"Passion, l. 160",</l></lg>,,
884,161,1,I[esu]s,jesus,ʤEzUS,j.e.s.u.s,ʤ/E\.'z/U\S,|,161,N,N,fro,Jésus,wikipedia.fr,---,NOMpro,smn,"Passion, l. 161",,<lg n=&quot;41&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot; rhyme=&quot;aabb&quot;><l n=&quot;161&quot;>,
885,161,2,li,li,Li,l.i,L/i\,+,161,Det,Det,fro,le,DMF,le,DETdef,smn,"Passion, l. 161",,<lb/>,
886,161,3,bons,bons,bOnS,b.o.n.s,b/O\nS,_,161,Adj,Adj,fro,bon,DMF,bon,ADJqua,smn,"Passion, l. 161",,,
887,161,4,ben,ben,bEn,b.e.n,b/E\n,_,161,Adv,Adv,fro,bien,DMF,bien,ADVgen,---,"Passion, l. 161",,,
888,161,5,red,red,reT,r.e.d,r/e\T,_,161,Vfin,Vfin,fro,rendre,DMF,rendre,VERcjg,indpst3,"Passion, l. 161",,,
889,161,6,p[er],per,pEr,p.e.r,p/E\r,_,161,Pre,Pre,fro,par,DMF,par,PRE,---,"Passion, l. 161",,,
890,161,7,mal,mal,mæl,m.a.l,m/æ\l,_,161,N,N,fro,mal,DMF,mal,NOMcom,smr,"Passion, l. 161",</l>,,
891,162,1,l,l,L,l,L/\,+,162,Det,Det,fro,le,DMF,le,DETdef,sfr,"Passion, l. 162",,<l n=&quot;162&quot;>,
892,162,2,aurelia,aurelia,Aureʎə,a.u.r.e.li.a,/A\u.'r/e\.ʎ/(ə)\,|,162,N,N,fro,oreille,DMF,oreille,NOMcom,sfr,"Passion, l. 162",,,
893,162,3,ad,ad,að,a.d,/a\ð,_,162,Pre,Pre,fro,à,DMF,à,PRE,---,"Passion, l. 162",,<lb/>,
894,162,4,ser_u,serv,SɛrF,s.e.r.v,S/ɛ\rF,_,162,N,N,fro,serf,DMF,serf,NOMcom,smr,"Passion, l. 162",,,
895,162,5,semp[er],semper,SENpər,s.e.m.p.e.r,'S/E\N.p/ə\r,_,162,Adv,Adv,fro,sempres,DMF,sempres,ADVgen,---,"Passion, l. 162",,,
896,162,6,saned,saned,SAnɛD,s.a.n.e.d,S/A\.'n/ɛ\D,_,162,Vfin,Vfin,fro,saner,DMF,saner,VERcjg,indpsp3,"Passion, l. 162",</l>,,
897,163,1,liadens,liadens,LiadəS,l.i.a.d.en.s,L/i\.'/a\.d/ə\S,|,163,Adj,Adj,fro,lier,DMF,lier,VERppe,pfr,"Passion, l. 163",,<l n=&quot;163&quot;>,
898,163,2,mans,mans,mAnS,m.a.n.s,m/A\nS,_,163,N,N,fro,main,DMF,main,NOMcom,pfr,"Passion, l. 163",,<lb/>,
899,163,3,cum_e,cume,kOmə,c.u.m.e,'k/O\.m/(ə)\,+,163,Sub,Sub,fro,comme,DMF,comme,CONsub,---,"Passion, l. 163",,,
900,163,4,ladron,ladron,LAðrOn,l.a.d.r.o.n,L/A\.'ðr/O\n,_,163,N,N,fro,larron,DMF,larron,NOMcom,smr,"Passion, l. 163",</l>,,
901,164,1,si,si,Si,s.i,S/i\,+,164,Adv,Adv,fro,si4,DMF,si4,ADVgen,---,"Passion, l. 164",,<l n=&quot;164&quot;>,
902,164,2,l,l,L,l,L/\,+,164,Prn,Prn$$,fro,le,DMF,le,PRCper,3sma,"Passion, l. 164",,,
903,164,3,ent,ent,ENZ,e.n.t,/E\NZ,_,164,Prn,Prn$$,fro,en2,DMF,en2,PRCadv,---,"Passion, l. 164",,,
904,164,4,menen,menen,mɛnən,m.e.n.e.n,'m/ɛ\.n/ə\n,|,164,Vfin,Vfin,fro,mener,DMF,mener,VERcjg,indpst6,"Passion, l. 164",,,
905,164,5,a,a,a,a,/a\,+,164,Pre,Pre,fro,à,DMF,à,PRE,---,"Passion, l. 164",,<lb/>,
906,164,6,passiun,passiun,pAsiOn,p.a.ss.i.u.n,p/A\.s/i\.'/O\n,.,164,N,N,fro,passion,DMF,passion,NOMcom,sfr,"Passion, l. 164",</l></lg>,,
907,165,1,Donc,donc,dONK,d.o.n.c,d/O\NK,_,165,Adv,Adv,fro,donc,DMF,donc,ADVgen,---,"Passion, l. 165",,<lg n=&quot;42&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot; rhyme=&quot;aabb&quot;><l n=&quot;165&quot;>,
908,165,2,lo,lo,LO,l.o,L/(O)\,+,165,Prn,Prn$$,fro,le,DMF,le,PRCper,3sma,"Passion, l. 165",,,
909,165,3,en,en,EN,e.n,/[E]\N,+,165,Prn,Prn$$,fro,en2,DMF,en2,PRCadv,---,"Passion, l. 165",,,
910,165,4,gurpissen,gurpissen,gOrpisən,g.u.r.p.i.ss.e.n,g/O\r.'p/i\.s/ə\n,_,165,Vfin,Vfin,fro,guerpir,DMF,guerpir,VERcjg,indpst6,"Passion, l. 165",,,
911,165,5,sei,sei,Sei,s.e.i,S/e\i,|,165,Det,Det,fro,son4,DMF,son4,DETpos,3pmn,"Passion, l. 165",,,
912,165,6,fedel,fedel,fEdEl,f.e.d.e.l,f/E\.'d/E\l,_,165,N,N,fro,fidèle,DMF,fidèle,NOMcom,pmn,"Passion, l. 165",</l>,<lb/>,
913,166,1,cum,cum,kOm,c.u.m,k/O\m,_,166,Sub,Sub,fro,comme,DMF,comme,CONsub,---,"Passion, l. 166",,<l n=&quot;166&quot;>,
