wd_id,line_id,linewd,dipl,word,phon,phon_map,syllabified,wd_div,textlineid,syntag,syntag2,lang,lemma,lemma_src,lemma_dmf,pos,morph,ref,tei_right,tei_left,
1,1,1,Hora,hora,orə,ho.r.a,'/o\.r/(ə)\,_,1,Adv,Adv,fro,or2,DMF,or2,ADVgen,---,"Passion, l. 1",,<text><body xml:lang=&quot;fro&quot;><pb n=&quot;109v&quot;/><cb n=&quot;a&quot;/><lb/><lg n=&quot;1&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot; rhyme=&quot;aabb&quot;><l n=&quot;1&quot;>,
2,1,2,uos,vos,voS,v.o.s,v/o\S,_,1,Prn,Prn$$,fro,vous,DMF,vous,PRCper,5pmr,"Passion, l. 1",,,
3,1,3,dic,dic,diK,d.i.c,d/i\K,_,1,Vfin,Vfin,fro,dire,DMF,dire,VERcjg,indpst1,"Passion, l. 1",,,
4,1,4,uera,vera,verə,v.e.r.a,'v/e\.r/(ə)\,_,1,Adj,Adj,fro,dire,DMF,voir2,ADJqua,sfr,"Passion, l. 1",,,
5,1,5,raizun,raizun,rAiʣOn,r.a.i.z.u.n,r/A\i.'ʣ/O\n,.,1,N,N,fro,raison,DMF,raison,NOMcom,sfr,"Passion, l. 1",</l>,,
6,2,1,de,de,dE,d.e,d/(E)\,_,2,Pre,Pre,fro,de,DMF,de,PRE,---,"Passion, l. 2",,<l n=&quot;2&quot;>,
7,2,2,iesu,jesu,QVQV,j.e.s.u,Q/V\.'Q/V\,_,2,N,N,lat,Jesus,wiktionary,---,NOMpro,smr,"Passion, l. 2",,,
8,2,3,[christ]i,christi,QRVQQV,ch.r.i.s.t.i,'QR/V\Q.Q/V\,|,2,N,N,lat,Christus,wiktionary,Christ,NOMpro,smr,"Passion, l. 2",,,
9,2,4,passiun,passiun,pAsiOn,p.a.ss.i.u.n,p/A\.s/i\.'/O\n,.,2,N,N,fro,passion,DMF,passion,NOMcom,sfr,"Passion, l. 2",</l>,<lb/>,
10,3,1,los,los,LOS,l.o.s,L/O\S,+,3,Det,Det,fro,le,DMF,le,DETdef,pmr,"Passion, l. 3",,<l n=&quot;3&quot;>,
11,3,2,sos,sos,SoS,s.o.s,S/o\S,.,3,Adj,Adj,fro,son4,DMF,son4,ADJpos,3pmr,"Passion, l. 3",,,
12,3,3,affanz,affanz,AfANZ,a.ff.a.n.z,/A\.'f/A\NZ,.,3,N,N,fro,ahan,DMF,ahan,NOMcom,pmr,"Passion, l. 3",,,
13,3,4,uol,vol,vOl,v.o.l,v/O\l,.,3,Vfin,Vfin,fro,vouloir,DMF,vouloir,VERcjg,indpst1,"Passion, l. 3",,,
14,3,5,remembrar,remembrar,rEmENbrær,r.e.m.e.m.b.r.a.r,r/E\.m/E\N.'br/æ\r,.|,3,Vinf,Vinf,fro,remembrer,DMF,remembrer,VERinf,---,"Passion, l. 3",</l>,,
15,4,1,per,per,pEr,p.e.r,p/E\r,_,4,Pre,Pre,fro,par,DMF,par,PRE,---,"Passion, l. 4",,<lb/><l n=&quot;4&quot;>,
16,4,2,quę,que,kE,qu.e,k/(E)\,_,4,Qux,Qux,fro,que,DMF,que,PRNrel,---,"Passion, l. 4",,,
17,4,3,cest,cest,ÇeST,c.e.s.t,Ç/e\ST,_,4,Dem,Dem,fro,cist,DMF,cist,DETdem,smr,"Passion, l. 4",,,
18,4,4,mund,mund,mONZ,m.u.n.d,m/O\NZ,_,4,N,N,fro,monde,DMF,monde,NOMcom,smr,"Passion, l. 4",,,
19,4,5,tot,tot,toZ,t.o.t,t/o\Z,_,4,QIs,QIs,fro,tout,DMF,tout,ADVgen,---,"Passion, l. 4",,,
20,4,6,a,a,a,a,/a\,+,4,Vfin,Vfin,fro,avoir,DMF,avoir,VERcjg,indpst3,"Passion, l. 4",,,
21,4,7,salvad,salvad,SALvæZ,s.a.l.v.a.d,S/A\L.'v/æ\Z,;|,4,Vpp,Vpp,fro,sauver,DMF,sauver,VERppe,smr,"Passion, l. 4",</l></lg>,,
22,5,1,Trenta,trenta,trENtə,t.r.e.n.t.a,'tr/E\N.t/(ə)\,.,5,QIs,QIs,fro,trente,DMF,trente,DETcar,pmr,"Passion, l. 5",,<lb/><lg n=&quot;2&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot; rhyme=&quot;aabb&quot;><l n=&quot;5&quot;>,
23,5,2,tres,tres,treS,t.r.e.s,tr/e\S,_,5,QIs,QIs,fro,trois,DMF,trois,DETcar,pmr,"Passion, l. 5",,,
24,5,3,ant[s],ants,ANZ,a.n.ts,/A\NZ,.,5,N,N,fro,an,DMF,an,NOMcom,pmr,"Passion, l. 5",,,
25,5,4,et,et,ed,e.t,/e\d,_,5,Crd,Crd,fro,et,DMF,et,CONcoo,---,"Passion, l. 5",,,
26,5,5,al_ques,alques,aLkəS,a.l.qu.e.s,'/a\L.k/ə\S,.,5,Adv,Adv,fro,auques,DMF,auques,ADVgen,---,"Passion, l. 5",,,
27,5,6,plus,plus,pLyS,p.l.u.s,pL/y\S,.,5,Adv,Adv,fro,plus,DMF,plus,ADVgen,---,"Passion, l. 5",</l>,,
28,6,1,des,des,dES,d.e.s,d/E\S,_,6,Pre,Pre,fro,dès,DMF,dès,PRE,---,"Passion, l. 6",,<l n=&quot;6&quot;>,
29,6,2,quę,que,kE,qu.e,k/(E)\,|,6,Sub,Sub,fro,que,DMF,que,CONsub,---,"Passion, l. 6",,,
30,6,3,carn,carn,ċarn,c.a.r.n,ċ/a\rn,_,6,N,N,fro,chair,DMF,chair,NOMcom,sfr,"Passion, l. 6",,<lb/>,
31,6,4,pres,pres,preS,p.r.e.s,pr/e\S,.,6,Vfin,Vfin,fro,prendre,DMF,prendre,VERcjg,indpsp3,"Passion, l. 6",,,
32,6,5,in,in,EN,i.n,/E\N,+,6,Pre,Pre,fro,en,DMF,en,PRE,---,"Passion, l. 6",,,
33,6,6,terra,terra,tɛrrə,t.e.r.r.a,'t/ɛ\r.r/(ə)\,.,6,N,N,fro,terre,DMF,terre,NOMcom,sfr,"Passion, l. 6",,,
34,6,7,fu,fu,fy,f.u,f/y\,_,6,Vfin,Vfin,fro,être,DMF,être,VERcjg,indpsp3,"Passion, l. 6",</l>,,
35,7,1,per,per,pEr,p.e.r,p/E\r,_,7,Pre,Pre,fro,par,DMF,par,PRE,---,"Passion, l. 7",,<l n=&quot;7&quot;>,
36,7,2,tot,tot,toZ,t.o.t,t/o\Z,_,7,QIs,QIs,fro,tout,DMF,tout,PRNind,snr,"Passion, l. 7",,,
37,7,3,obred,obred,ObrɛD,o.b.r.e.d,/O\.'br/ɛ\D,|,7,Vfin,Vfin,fro,oeuvrer,DMF,oeuvrer,VERcjg,indpsp3,"Passion, l. 7",,,
38,7,4,que,que,kE,qu.e,k/(E)\,_,7,Sub,Sub,fro,que,DMF,que,CONsub,---,"Passion, l. 7",,<lb/>,
39,7,5,uerus,verus,QVRVQ,v.e.r.u.s,'Q/V\.R/V\Q,_,7,Adj,Adj,lat,verus,wiktionary,voir2,ADJqua,smn,"Passion, l. 7",,,
40,7,6,deus,deus,QVQ,d.eu.s,C/V\C,_,7,N,N,lat,Deus,wiktionary,Dieu,NOMpro,smn,"Passion, l. 7",</l>,,
41,8,1,per,per,pEr,p.e.r,p/E\r,_,8,Pre,Pre,fro,par,DMF,par,PRE,---,"Passion, l. 8",,<l n=&quot;8&quot;>,
42,8,2,tot,tot,toZ,t.o.t,t/o\Z,_,8,QIs,QIs,fro,tout,DMF,tout,PRNind,snr,"Passion, l. 8",,,
43,8,3,sosteg,sosteg,SOSteK,s.o.s.t.e.g,S/O\S.'t/e\K,_,8,Vfin,Vfin,fro,soutenir,DMF,soutenir,VERcjg,indpsp3,"Passion, l. 8",,,
44,8,4,quę,que,kE,qu.e,k/(E)\,|,8,Sub,Sub,fro,que,DMF,que,CONsub,---,"Passion, l. 8",,,
45,8,5,hom,hom,Om,ho.m,/O\m,_,8,N,N,fro,homme,DMF,homme,NOMcom,smn,"Passion, l. 8",,<lb/>,
46,8,6,carnals,carnals,ċArnæLS,c.a.r.n.a.l.s,ċ/A\r.'n/æ\LS,;,8,Adj,Adj,fro,charnel,DMF,charnel,ADJqua,smn,"Passion, l. 8",</l></lg>,,
47,9,1,Peccad,peccad,pEċEZ,p.e.cc.a.d,p/E\.'ċ/E\Z,_,9,N,N,fro,péché,DMF,péché,NOMcom,smr,"Passion, l. 9",,<lg n=&quot;3&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot; rhyme=&quot;aabb&quot;><l n=&quot;9&quot;>,
48,9,2,negun,negun,nEgyn,n.e.g.u.n,n/E\.'g/y\n,.,9,QIs,QIs,fro,negun,DMF,negun,ADJind,smr,"Passion, l. 9",,,
49,9,3,unquę,unque,ONkə,u.n.qu.e,'/O\N.k/(ə)\,|,9,Adv,Adv,fro,onques,DMF,onques,ADVgen,---,"Passion, l. 9",,,
50,9,4,non,non,nON,n.o.n,n/O\N,_,9,Neg,Neg$$,fro,ne,DMF,ne,ADVneg,---,"Passion, l. 9",,<lb/>,
51,9,5,fez,fez,feZ,f.e.z,f/e\Z,_,9,Vfin,Vfin,fro,faire,DMF,faire,VERcjg,indpsp3,"Passion, l. 9",</l>,,
52,10,1,per,per,pEr,p.e.r,p/E\r,_,10,Pre,Pre,fro,par,DMF,par,PRE,---,"Passion, l. 10",,<l n=&quot;10&quot;>,
53,10,2,eps,eps,ePS,e.p.s,/e\PS,_,10,Adj,Adj,fro,es2,TL,---,ADJind,pmr,"Passion, l. 10",,,
54,10,3,los,los,LOS,l.o.s,L/O\S,_,10,Det,Det,fro,le,DMF,le,DETdef,pmr,"Passion, l. 10",,,
55,10,4,nostres,nostres,nɔStrəS,n.o.s.t.r.e.s,'n/ɔ\S.tr/ə\S,.,10,Adj,Adj,fro,notre,DMF,notre,ADJpos,4pmr,"Passion, l. 10",,,
56,10,5,fu,fu,fy,f.u,f/y\,_,10,Vfin,Vfin,fro,être,DMF,être,VERcjg,indpsp3,"Passion, l. 10",,,
57,10,6,aucis,aucis,AuʦiS,a.u.c.i.s,/A\u.'ʦ/i\S,|,10,Vpp,Vpp,fro,occire,DMF,occire,VERppe,smn,"Passion, l. 10",</l>,,
58,11,1,la,la,La,l.a,L/(a)\,_,11,Det,Det,fro,le,DMF,le,DETdef,sfn,"Passion, l. 11",,<lb/><l n=&quot;11&quot;>,
59,11,2,sua,sua,Soə,s.u.a,'S/o\./(ə)\,_,11,Adj,Adj,fro,son4,DMF,son4,ADJpos,3sfn,"Passion, l. 11",,,
60,11,3,morz,morz,mɔrZ,m.o.r.z,m/ɔ\rZ,_,11,N,N,fro,mort,DMF,mort,NOMcom,sfn,"Passion, l. 11",,,
61,11,4,uida,vida,vidə,v.i.d.a,'v/i\.d/(ə)\,_,11,N,N,fro,vie,DMF,vie,NOMcom,sfr,"Passion, l. 11",,,
62,11,5,nos,nos,noS,n.o.s,n/o\S,_,11,Prn,Prn$$,fro,nous,DMF,nous,PRCper,4pmr,"Passion, l. 11",,,
63,11,6,rend,rend,rENZ,r.e.n.d,r/E\NZ,.,11,Vfin,Vfin,fro,rendre,DMF,rendre,VERcjg,indpst3,"Passion, l. 11",</l>,,
64,12,1,sa,sa,Sa,s.a,S/(a)\,_,12,Det,Det,fro,son4,DMF,son4,DETpos,3sfn,"Passion, l. 12",,<l n=&quot;12&quot;>,
65,12,2,passi|uns,passiuns,pAsiOnS,p.a.ss.i.u.n.s,p/A\.s/i\.'/O\nS,_,12,N,N,fro,passion,DMF,passion,NOMcom,sfn,"Passion, l. 12",,,
66,12,3,toz,toz,toZ,t.o.z,t/o\Z,_,12,QIs,QIs,fro,tout,DMF,tout,PRNind,pmr,"Passion, l. 12",,<lb/>,
67,12,4,nos,nos,noS,n.o.s,n/o\S,_,12,Prn,Prn,fro,nous,DMF,nous,PRCper,4pmr,"Passion, l. 12",,,
68,12,5,redepns,redepns,rEðEPNS,r.e.d.e.p.n.s,r/E\.'ð/E\PNS,.,12,Vfin,Vfin,fro,raiembre,DMF,raiembre,VERcjg,indpsp3,"Passion, l. 12",</l></lg>,,
69,13,1,Cum,cum,kOm,c.u.m,k/O\m,_,13,Sub,Sub,fro,comme,DMF,comme,CONsub,---,"Passion, l. 13",,<lg n=&quot;4&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot; rhyme=&quot;aabb&quot;><l n=&quot;13&quot;>,
70,13,2,aproismed,aproismed,AprOiSmɛD,a.p.r.o.i.s.m.e.d,/A\.pr/O\iS.'m/ɛ\D,|,13,Vfin,Vfin,fro,approismer,DMF,approismer,VERcjg,indpsp3,"Passion, l. 13",,,
71,13,3,sa,sa,Sa,s.a,S/(a)\,+,13,Det,Det,fro,son4,DMF,son4,DETpos,3sfn,"Passion, l. 13",,<lb/>,
72,13,4,passiuns,passiuns,pAsiOnS,p.a.ss.i.u.n.s,p/A\.s/i\.'/O\nS,_,13,N,N,fro,passion,DMF,passion,NOMcom,sfn,"Passion, l. 13",</l>,,
73,14,1,cho,cho,Çɔ,ch.o,Ç/ɔ\,_,14,Prn,Prn,fro,ce,DMF,ce,PRNdem,snn,"Passion, l. 14",,<l n=&quot;14&quot;>,
74,14,2,fu,fu,fy,f.u,f/y\,_,14,Vfin,Vfin,fro,être,DMF,être,VERcjg,indpsp3,"Passion, l. 14",,,
75,14,3,n[ost]ra,nostra,nɔStrə,n.o.s.t.r.a,'n/ɔ\S.tr/(ə)\,_,14,Det,Det,fro,notre,DMF,notre,DETpos,4sfn,"Passion, l. 14",,,
76,14,4,redemp|tions,redemptions,rEðENPtiONS,r.e.d.e.m.p.t.i.o.n.s,r/E\.ð/E\NP.t/i\.'/O\NS,.,14,N,N,fro,rédemption,DMF,rédemption,NOMcom,sfn,"Passion, l. 14",</l>,,
77,15,1,ap[ro]ismer,aproismer,AprOiSmær,a.p.r.o.i.s.m.e.r,/A\.pr/O\iS.'m/æ\r,_,15,Vinf,Vinf,fro,approismer,DMF,approismer,VERinf,---,"Passion, l. 15",,<lb/><l n=&quot;15&quot;>,
78,15,2,uol,vol,vOl,v.o.l,v/O\l,_,15,Vfin,Vfin,fro,vouloir,DMF,vouloir,VERcjg,indpsp3|indpst3,"Passion, l. 15",,,
79,15,3,a,a,a,a,/a\,+,15,Pre,Pre,fro,à,DMF,à,PRE,---,"Passion, l. 15",,,
80,15,4,la,la,La,l.a,L/(a)\,+,15,Det,Det,fro,le,DMF,le,DETdef,sfr,"Passion, l. 15",,,
81,15,5,ciutat,ciutat,ÇiutæZ,c.i.u.t.a.t,Ç/i\u.'t/æ\Z,|,15,N,N,fro,cité,DMF,cité,NOMcom,sfr,"Passion, l. 15",</l>,,
82,16,1,afanz,afanz,AfANZ,a.f.a.n.z,/A\.'f/A\NZ,+,16,N,N,fro,ahan,DMF,ahan,NOMcom,pmr,"Passion, l. 16",,<lb/><l n=&quot;16&quot;>,
83,16,2,per,per,pEr,p.e.r,p/E\r,_,16,Pre,Pre,fro,par,DMF,par,PRE,---,"Passion, l. 16",,,
84,16,3,no[s],nos,noS,n.o.s,n/o\S,_,16,Prn,Prn,fro,nous,DMF,nous,PRNper,4pmr,"Passion, l. 16",,,
85,16,4,susteg,susteg,SOSteK,s.u.s.t.e.g,S/O\S.'t/e\K,":,",16,Vfin,Vfin,fro,soutenir,DMF,soutenir,VERcjg,indpsp3,"Passion, l. 16",,,
86,16,5,mult,mult,moLZ,m.u.l.t,m/o\LZ,_,16,QIs,QIs,fro,moult,DMF,moult,ADVgen,---,"Passion, l. 16",,,
87,16,6,granz,granz,grANZ,g.r.a.n.z,gr/A\NZ,_,16,Adj,Adj,fro,grand,DMF,grand,ADJqua,pmr,"Passion, l. 16",</l></lg>,,
88,17,1,Cum,cum,kOm,c.u.m,k/O\m,_,17,Sub,Sub,fro,comme,DMF,comme,CONsub,---,"Passion, l. 17",,<lg n=&quot;5&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot; rhyme=&quot;aabb&quot;><l n=&quot;17&quot;>,
89,17,2,el,el,el,e.l,/e\l,_,17,Prn,Prn$,fro,il,DMF,il,PRNper,3smn,"Passion, l. 17",,,
90,17,3,p[er]|ueing,perveing,pErvEɲ,p.e.r.v.e.ing,p/E\r.'v/E\ɲ,_,17,Vfin,Vfin,fro,parvenir,DMF,parvenir,VERcjg,indpsp3,"Passion, l. 17",,,
91,17,4,a,a,a,a,/a\,+,17,Pre,Pre,fro,à,DMF,à,PRE,---,"Passion, l. 17",,<lb/>,
92,17,5,bet_fage,betfage,bETfAʤE,b.e.t.f.a.g.e,b/E\T.f/A\.'ʤ/E\,_,17,N,N,fro,Bethphagé,wikipedia.fr,---,NOMpro,smr,"Passion, l. 17",</l>,,
93,18,1,uil,vil,vil0,v.i.l.,'v/i\.l/(0)\,+,18,N,N,fro,ville,DMF,ville,NOMcom,sfn,"Passion, l. 18",,<l n=&quot;18&quot;>,
94,18,2,es,es,eS,e.s,/e\S,_,18,Vfin,Vfin,fro,être,DMF,être,VERcjg,indpst3,"Passion, l. 18",,,
95,18,3,de[s]soz,dessoz,dEsoZ,d.e.ss.o.z,d/E\.'s/o\Z,_,18,PrA,PrA,fro,dessous,DMF,dessous,PRE,---,"Passion, l. 18",,,
96,18,4,mont,mont,mONZ,m.o.n.t,m/O\NZ,|,18,N,N,fro,mont,DMF,mont,NOMcom,smr,"Passion, l. 18",,,
97,18,5,oliuet,olivet,OlivEZ,o.l.i.v.e.t,/O\.l/i\.'v/E\Z,_,18,N,N,fro,olivier,DMF,olivier,NOMpro,smr,"Passion, l. 18",</l>,<lb/>,
98,19,1,auant,avant,AvANZ,a.v.a.n.t,/A\.'v/A\NZ,_,19,PrA,PrA,fro,avant,DMF,avant,PRE,---,"Passion, l. 19",,<l n=&quot;19&quot;>,
99,19,2,de,de,dE,d.e,d/(E)\,+,19,Pre,Pre,fro,de,DMF,de,PRE,---,"Passion, l. 19",,,
100,19,3,ls,ls,LS,l.s,/\LS,_,19,Det,Det,fro,le,DMF,le,DETdef,pmr,"Passion, l. 19",,,
101,19,4,sos,sos,SoS,s.o.s,S/o\S,_,19,Adj,Adj,fro,son4,DMF,son4,ADJpos,3pmr,"Passion, l. 19",,,
102,19,5,dos,dos,doS,d.o.s,d/o\S,_,19,QIs,QIs,fro,deux,DMF,deux,PRNcar,pmr,"Passion, l. 19",,,
103,19,6,enueied,enveied,ENvEiɛD,e.n.v.e.i.e.d,/E\N.v/E\i.'/ɛ\D,|,19,Vfin,Vfin,fro,envoyer,DMF,envoyer,VERcjg,indpsp3,"Passion, l. 19",</l>,,
104,20,1,un,un,yN,u.n,/y\N,+,20,QIs,QIs,fro,un,DMF,un,DETndf,smr,"Passion, l. 20",,<lb/><l n=&quot;20&quot;>,
105,20,2,asnę,asne,aSnə,a.s.n.e,'/a\S.n/(ə)\,_,20,N,N,fro,âne,DMF,âne,NOMcom,smr,"Passion, l. 20",,,
106,20,3,adducere,adducere,VVV,ad.duce.re,/V\.'/V\./(V)\,_,20,Vinf,Vinf,lat,aduire,DMF,aduire,VERinf,---,"Passion, l. 20",,,
107,20,4,se,se,SE,s.e,S/(E)\,+,20,Prn,Prn$$,fro,se,DMF,se,PRCper,3smr,"Passion, l. 20",,,
108,20,5,roued,roved,rOvɛD,r.o.v.e.d,r/O\.'v/ɛ\D,;,20,Vfin,Vfin,fro,rover,DMF,rover,VERcjg,indpsp3,"Passion, l. 20",</l></lg>,,
109,21,1,Cum,cum,kOm,c.u.m,k/O\m,|,21,Sub,Sub,fro,comme,DMF,comme,CONsub,---,"Passion, l. 21",,<lg n=&quot;6&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot; rhyme=&quot;aabb&quot;><l n=&quot;21&quot;>,
110,21,2,cel,cel,Çel,c.e.l,Ç/e\l,_,21,Dem,Dem,fro,celui,DMF,celui,DETdem,smn,"Passion, l. 21",,<lb/>,
111,21,3,asnez,asnez,aSnəS,a.s.n.e.z,'/a\S.n/ə\S,_,21,N,N,fro,âne,DMF,âne,NOMcom,smn,"Passion, l. 21",,,
112,21,4,fu,fu,fy,f.u,f/y\,_,21,Vfin,Vfin,fro,être,DMF,être,VERcjg,indpsp3,"Passion, l. 21",,,
113,21,5,amenaz,amenaz,AmEnæZ,a.m.e.n.a.z,/A\.m/E\.'n/æ\Z,_,21,Vpp,Vpp,fro,amener,DMF,amener,VERppe,smn,"Passion, l. 21",</l>,,
114,22,1,de,de,dE,d.e,d/(E)\,+,22,Pre,Pre,fro,de,DMF,de,PRE,---,"Passion, l. 22",,<l n=&quot;22&quot;>,
115,22,2,lor,lor,Lor,l.o.r,L/o\r,_,22,Det,Det,fro,leur2,DMF,leur2,DETpos,6pmr,"Passion, l. 22",,,
116,22,3,man|telz,mantelz,mANtɛLZ,m.a.n.t.e.l.z,m/A\N.'t/ɛ\LZ,_,22,N,N,fro,manteau,DMF,manteau,NOMcom,pmr,"Passion, l. 22",,,
117,22,4,ben,ben,bEn,b.e.n,b/E\n,_,22,Adv,Adv,fro,bien,DMF,bien,ADVgen,---,"Passion, l. 22",,<lb/>,
118,22,5,l,l,L,l,L/\,+,22,Prn,Prn$$,fro,le,DMF,le,PRCper,3sma,"Passion, l. 22",,,
119,22,6,ant,ant,ANT,a.n.t,/A\NT,_,22,Vfin,Vfin,fro,avoir,DMF,avoir,VERcjg,indpst6,"Passion, l. 22",,,
120,22,7,parad,parad,pAræZ,p.a.r.a.d,p/A\.'r/æ\Z,_,22,Vpp,Vpp,fro,parer,DMF,parer,VERppe,smr,"Passion, l. 22",</l>,,
121,23,1,de,de,dE,d.e,d/(E)\,+,23,Pre,Pre,fro,de,DMF,de,PRE,---,"Passion, l. 23",,<l n=&quot;23&quot;>,
122,23,2,lor,lor,Lor,l.o.r,L/o\r,_,23,Det,Det,fro,leur2,DMF,leur2,DETpos,6pmr,"Passion, l. 23",,,
123,23,3,mantelz,mantelz,mANtɛLZ,m.a.n.t.e.l.z,m/A\N.'t/ɛ\LZ,|,23,N,N,fro,manteau,DMF,manteau,NOMcom,pmr,"Passion, l. 23",,,
124,23,4,de,de,dE,d.e,d/(E)\,+,23,Pre,Pre,fro,de,DMF,de,PRE,---,"Passion, l. 23",,<lb/>,
125,23,5,lor,lor,Lor,l.o.r,L/o\r,_,23,Det,Det,fro,leur2,DMF,leur2,DETpos,6pmr,"Passion, l. 23",,,
126,23,6,uestit,vestit,vEStiZ,v.e.s.t.i.t,v/E\S.'t/i\Z,.,23,N,N,fro,vestit,DMF,vestit,NOMcom,pmr,"Passion, l. 23",</l>,,
127,24,1,be[n],ben,bEn,b.e.n,b/E\n,+,24,Adv,Adv,fro,bien,DMF,bien,ADVgen,---,"Passion, l. 24",,<l n=&quot;24&quot;>,
128,24,2,li,li,Li,l.i,L/i\,_,24,Prn,Prn$$,fro,le,DMF,le,PRCper,3smi,"Passion, l. 24",,,
129,24,3,aprestunt,aprestunt,AprɛStəNT,a.p.r.e.s.t.u.n.t,/A\.'pr/ɛ\S.t/ə\NT,_,24,Vfin,Vfin,fro,apprêter,DMF,apprêter,VERcjg,indpst6,"Passion, l. 24",,,
130,24,4,o,o,o,o,/o\,+,24,Qux,Qux,fro,où,DMF,où,PRNrel,---,"Passion, l. 24",,,
131,24,5,ss,ss,S,ss,S/\,+,24,Prn,Prn$$,fro,se,DMF,se,PRCper,3smr,"Passion, l. 24",,,
132,24,6,as|sis,assis,AsiS,a.ss.i.s,/A\.'s/i\S,;,24,Vfin,Vfin,fro,asseoir,DMF,asseoir,VERcjg,indpsp3,"Passion, l. 24",</l></lg>,,
133,25,1,Per,per,pEr,p.e.r,p/E\r,_,25,Pre,Pre,fro,par,DMF,par,PRE,---,"Passion, l. 25",,<lb/><lg n=&quot;7&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot; rhyme=&quot;aabb&quot;><l n=&quot;25&quot;>,
134,25,2,sua,sua,Soə,s.u.a,'S/o\./(ə)\,_,25,Det,Det,fro,son4,DMF,son4,DETpos,3sfr,"Passion, l. 25",,,
135,25,3,grand,grand,grANZ,g.r.a.n.d,gr/A\NZ,_,25,Adj,Adj,fro,grand,DMF,grand,ADJqua,sfr,"Passion, l. 25",,,
136,25,4,humilitad,humilitad,UmilitæZ,hu.m.i.l.i.t.a.d,/U\.m/i\.l/i\.'t/æ\Z,;|,25,N,N,fro,humilité,DMF,humilité,NOMcom,sfr,"Passion, l. 25",</l>,,
137,26,1,iesus,jesus,ʤEzUS,j.e.s.u.s,ʤ/E\.'z/U\S,_,26,N,N,fro,Jésus,wikipedia.fr,---,NOMpro,smn,"Passion, l. 26",,<lb/><l n=&quot;26&quot;>,
138,26,2,rex,rex,reiS,r.e.x.,r/e\iS,_,26,N,N,fro,roi,DMF,roi,NOMcom,smn,"Passion, l. 26",,,
139,26,3,magnes,magnes,mAɲəS,m.a.gn.e.s,'m/A\.ɲ/ə\S,_,26,Adj,Adj,fro,maigne,DMF,maigne,ADJqua,smn,"Passion, l. 26",,,
140,26,4,sus,sus,SyS,s.u.s,S/y\S,_,26,PrA,PrA,fro,sus,DMF,sus,ADVgen,---,"Passion, l. 26",,,
141,26,5,monted,monted,mONtɛD,m.o.n.t.e.d,m/O\N.'t/ɛ\D,_,26,Vfin,Vfin,fro,monter,DMF,monter,VERcjg,indpsp3,"Passion, l. 26",</l>,,
142,27,1,si,si,Si,s.i,S/i\,+,27,Adv,Adv,fro,si4,DMF,si4,ADVgen,---,"Passion, l. 27",,<l n=&quot;27&quot;>,
143,27,2,cum,cum,kOm,c.u.m,k/O\m,|,27,Sub,Sub,fro,comme,DMF,comme,CONsub,---,"Passion, l. 27",,,
144,27,3,prophetes,prophetes,prOfɛtəS,p.r.o.ph.e.t.e.s,pr/O\.'f/ɛ\.t/ə\S,_,27,N,N,fro,prophète,DMF,prophète,NOMcom,pfr,"Passion, l. 27",,<lb/>,
145,27,4,anz,anz,ANZ,a.n.z,/A\NZ,_,27,PrA,PrA,fro,ains,DMF,ains,PRE,---,"Passion, l. 27",,,
146,27,5,mulz,mulz,moLZ,m.u.l.z,m/o\LZ,_,27,QIs,QIs,fro,moult,DMF,moult,DETind,pmr,"Passion, l. 27",,,
147,27,6,dis,dis,diS,d.i.s,d/i\S,_,27,N,N,fro,di,DMF,di,NOMcom,pmr,"Passion, l. 27",</l>,,
148,28,1,canted,canted,ċANtæZ,c.a.n.t.e.d,ċ/A\N.'t/æ\Z,|,28,Vpp,Vpp,fro,chanter,DMF,chanter,VERppe,snr,"Passion, l. 28",,<l n=&quot;28&quot;>,
149,28,2,aueien,aveien,AvEiən,a.v.e.i.e.n,/A\.'v/E\i./ə\n,_,28,Vfin,Vfin,fro,avoir,DMF,avoir,VERcjg,indipf6,"Passion, l. 28",,<lb/>,
150,28,3,de,de,dE,d.e,d/(E)\,_,28,Pre,Pre,fro,de,DMF,de,PRE,---,"Passion, l. 28",,,
151,28,4,iesu,jesu,ʤEzU,j.e.s.u,ʤ/E\.'z/U\,_,28,N,N,fro,Jésus,wikipedia.fr,---,NOMpro,smr,"Passion, l. 28",,,
152,28,5,crist,crist,kriSZ,c.r.i.s.t,kr/i\SZ,.,28,N,N,fro,Christ,DMF,Christ,NOMpro,smr,"Passion, l. 28",</l></lg>,,
153,29,1,Anz,anz,ANZ,a.n.z,/A\NZ,_,29,PrA,PrA,fro,ains,DMF,ains,PRE,---,"Passion, l. 29",,<lg n=&quot;8&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot; rhyme=&quot;aabb&quot;><l n=&quot;29&quot;>,
154,29,2,petiz,petiz,pEtiZ,p.e.t.i.z,p/E\.'t/i\Z,_,29,Adj,Adj,fro,petit,DMF,petit,ADJqua,pmr,"Passion, l. 29",,,
