wd_id,line_id,line_wd,textlineid,ref,dipl,word,wd_div,phon,map,lang,pos,pos_syn,morph,lemma,lemma_src,lemma_dmf,phil_note,tei_right,tei_left
434,70,5,70,"CantQuSol, l. 70",[et],et,_,e,et,fro,CONcoo,CONcoo,,et,DMF,et,,,
439,71,3,71,"CantQuSol, l. 71",[et],et,_,e,et,fro,CONcoo,CONcoo,,et,DMF,et,,,
442,72,1,72,"CantQuSol, l. 72",[et],et,_,e,et,fro,CONcoo,CONcoo,,et,DMF,et,,,<lb/><l n=&quot;72&quot;><q>
453,74,1,74,"CantQuSol, l. 74",[et],et,_,e,et,fro,CONcoo,CONcoo,,et,DMF,et,,,<l n=&quot;74&quot;><q>
455,74,3,74,"CantQuSol, l. 74",[et],et,_,e,et,fro,CONcoo,CONcoo,,et,DMF,et,,,
459,75,1,75,"CantQuSol, l. 75",[et],et,_,e,et,fro,CONcoo,CONcoo,,et,DMF,et,,,<l n=&quot;75&quot;><q>
461,76,1,76,"CantQuSol, l. 76",[Et],et,_,e,et,fro,CONcoo,CONcoo,,et,DMF,et,,,"<lg n=&quot;26&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;76&quot;><q>"
469,77,3,77,"CantQuSol, l. 77",[et],et,_,e,et,fro,CONcoo,CONcoo,,et,DMF,et,,,
472,78,1,78,"CantQuSol, l. 78",[et],et,_,e,et,fro,CONcoo,CONcoo,,et,DMF,et,,,<l n=&quot;78&quot;><q>
489,81,1,81,"CantQuSol, l. 81",[et],et,_,e,et,fro,CONcoo,CONcoo,,et,DMF,et,,,<l n=&quot;81&quot;><q>
495,83,1,83,"CantQuSol, l. 83",[et],et,_,e,et,fro,CONcoo,CONcoo,,et,DMF,et,,,<l n=&quot;83&quot;><q>
497,83,3,83,"CantQuSol, l. 83",[et],et,_,e,et,fro,CONcoo,CONcoo,,et,DMF,et,,,
513,86,3,86,"CantQuSol, l. 86",[et],et,_,e,et,fro,CONcoo,CONcoo,,et,DMF,et,,,<lb/>
516,87,1,87,"CantQuSol, l. 87",[et],et,_,e,et,fro,CONcoo,CONcoo,,et,DMF,et,,,<l n=&quot;87&quot;><q>
521,88,3,88,"CantQuSol, l. 88",[et],et,_,e,et,fro,CONcoo,CONcoo,,et,DMF,et,,,
87,16,8,16,"CantQuSol, l. 16",ested,ested,_,EStæZ,e.s.t.e.d,fro,NOMcom,NOMcom,smr,été,DMF,été,,</q></l>,
131,22,7,22,"CantQuSol, l. 22",eret,eret,|,ɛrə,e.r.et,fro,VERcjg,VERcjg,indipf1,être,DMF,être,,,
124,21,6,21,"CantQuSol, l. 21",ert,ert,;,ɛrT,e.r.t,fro,VERcjg,VERcjg,indfut3,être,DMF,être,,</q></l></lg>,<lb/>
326,53,6,53,"CantQuSol, l. 53",ert,ert,_,ɛrT,e.r.t,fro,VERcjg,VERcjg,indipf3,être,DMF,être,,,
423,68,8,68,"CantQuSol, l. 68",ert,ert,_,ɛrT,e.r.t,fro,VERcjg,VERcjg,indipf3,être,DMF,être,,,
11,2,5,2,"CantQuSol, l. 2",est,est,_,ɛST,e.s.t,fro,VERcjg,VERcjg,indpst3,être,DMF,être,,,
46,9,3,9,"CantQuSol, l. 9",est,est,_,ɛST,e.s.t,fro,VERcjg,VERcjg,indpst3,être,DMF,être,,,
64,13,5,13,"CantQuSol, l. 13",est,est,_,ɛST,e.s.t,fro,VERcjg,VERcjg,indpst3,être,DMF,être,,,
81,16,2,16,"CantQuSol, l. 16",est,est,_,ɛST,e.s.t,fro,VERcjg,VERcjg,indpst3,être,DMF,être,,,
97,18,3,18,"CantQuSol, l. 18",est,est,_,ɛST,e.s.t,fro,VERcjg,VERcjg,indpst3,être,DMF,être,,,
100,19,2,19,"CantQuSol, l. 19",[est],est,_,ɛST,e.s.t,fro,VERcjg,VERcjg,indpst3,être,DMF,être,,,
115,20,7,20,"CantQuSol, l. 20",est,est,|,ɛST,e.s.t,fro,VERcjg,VERcjg,indpst3,être,DMF,être,,,
155,26,5,26,"CantQuSol, l. 26",est,est,|,ɛST,e.s.t,fro,VERcjg,VERcjg,indpst3,être,DMF,être,,,
204,34,3,34,"CantQuSol, l. 34",est,est,|,ɛST,e.s.t,fro,VERcjg,VERcjg,indpst3,être,DMF,être,,,
212,35,3,35,"CantQuSol, l. 35",[est],est,_,ɛST,e.s.t,fro,VERcjg,VERcjg,indpst3,être,DMF,être,,,<lb/>
346,56,7,56,"CantQuSol, l. 56",est,est,_,ɛST,e.s.t,fro,VERcjg,VERcjg,être,être,DMF,être,,,
351,57,2,57,"CantQuSol, l. 57",est,est,_,ɛST,e.s.t,fro,VERcjg,VERcjg,indpst3,être,DMF,être,,,
372,61,2,61,"CantQuSol, l. 61",est,est,_,ɛST,e.s.t,fro,VERcjg,VERcjg,indpst3,être,DMF,être,,,
486,80,6,80,"CantQuSol, l. 80",[est],est,|,ɛST,e.s.t,fro,VERcjg,VERcjg,indpst3,être,DMF,être,,,
49,10,2,10,"CantQuSol, l. 10",fud,fud,+,fyZ,f.u.d,fro,VERcjg,VERcjg,indpsp3,être,DMF,être,,,
413,67,4,67,"CantQuSol, l. 67",fud,fud,_,fyZ,f.u.d,fro,VERcjg,VERcjg,indpsp3,être,DMF,être,,,
478,79,5,79,"CantQuSol, l. 79",fud,fud,_,fyZ,f.u.d,fro,VERcjg,VERcjg,indpsp3,être,DMF,être,,,
141,23,8,23,"CantQuSol, l. 23",soi,soi,_,Soi,s.o.i,fro,VERcjg,VERcjg,indpst1,être,DMF,être,,,
208,34,7,34,"CantQuSol, l. 34",sont,sont,_,SONT,s.o.n.t,fro,VERcjg,VERcjg,indpst6,être,DMF,être,,,
185,31,4,31,"CantQuSol, l. 31",suid,suid,_,Syi,s.u.id,fro,VERcjg,VERcjg,indpst1,être,DMF,être,,,
492,82,1,82,"CantQuSol, l. 82",Ezelcias,ezelcias,|,EʣELÇiaS,e.z.e.l.c.i.a.s,fro,NOMpro,NOMpro,smr,Ézéchias,wikipedia.fr,,,,"<lg n=&quot;28&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;82&quot;><q>"
289,47,5,47,"CantQuSol, l. 47",fait,fait,_,fAiT,f.a.i.t,fro,VERppe,VERppe,snr,faire,DMF,faire,,,
479,79,6,79,"CantQuSol, l. 79",faitet,faitet,|,fAitə,f.a.i.t.et,fro,VERppe,VERppe,sfn,faire,DMF,faire,,,
343,56,4,56,"CantQuSol, l. 56",fist,fist,_,fiST,f.i.s.t,fro,VERcjg,VERcjg,indpsp3,faire,DMF,faire,,,
402,65,5,65,"CantQuSol, l. 65",fist,fist,_,fiST,f.i.s.t,fro,VERcjg,VERcjg,indpsp3,faire,DMF,faire,,,
175,29,6,29,"CantQuSol, l. 29",funt,funt,|,fONT,f.u.n.t,fro,VERcjg,VERcjg,indpst6,faire,DMF,faire,,,
300,49,3,49,"CantQuSol, l. 49",fillesz,fillesz,_,fiʎəS,f.i.ll.e.sz,fro,NOMcom,NOMcom,pfn,fille,DMF,fille,,,
354,58,2,58,"CantQuSol, l. 58",fil,fil,_,fil,f.i.l,fro,NOMcom,NOMcom,pmn,fils,DMF,fils,,,
458,74,6,74,"CantQuSol, l. 74",fiz,fiz,_,fiS,f.i.z,fro,NOMcom,NOMcom,smn,fils,DMF,fils,,</q></l>,
209,34,8,34,"CantQuSol, l. 34",flories,flories,_,fLoriəS,f.l.o.r.i.e.s,fro,VERppe,VERppe,pfn,fleurir,DMF,fleurir,,</q></l>,
193,32,3,32,"CantQuSol, l. 32",florist,florist,_,fLoriST,f.l.o.r.i.s.t,fro,VERcjg,VERcjg,indpst3,fleurir,DMF,fleurir,,,
429,69,4,69,"CantQuSol, l. 69",fei,fei,;,fEi,f.e.i,fro,NOMcom,NOMcom,sfr,foi,DMF,foi,,</q></l></lg>,<lb/>
367,60,1,60,"CantQuSol, l. 60",fors,fors,_,fɔrS,f.o.r.s,fro,ADVgen,ADVgen,,fors,DMF,fors,,,<l n=&quot;60&quot;><q>
264,43,4,43,"CantQuSol, l. 43",guardent,guardent,|,gardəNT,gu.a.r.d.e.n.t,fro,VERcjg,VERcjg,indpst6,garder,DMF,garder,,,
292,47,8,47,"CantQuSol, l. 47",guardent,guardent,_,gardəNT,gu.a.r.d.e.n.t,fro,VERcjg,VERcjg,indpst6,garder,DMF,garder,,,
366,59,6,59,"CantQuSol, l. 59",guarder,guarder,_,gArdær,gu.a.r.d.e.r,fro,VERinf,VERinf,,garder,DMF,garder,,</q></l>,
83,16,4,16,"CantQuSol, l. 16",gensz,gensz,_,ʤENS,g.e.n.sz,fro,ADJqua,ADJqua,smn,gent2,DMF,gent2,,,
21,4,5,4,"CantQuSol, l. 4",gent,gent,_,ʤENT,g.e.n.t,fro,ADJqua,ADVgen,,gent2,DMF,gent2,,,
32,7,1,7,"CantQuSol, l. 7",Gentilz,gentilz,+,ʤENtiLS,g.e.n.t.i.l.z,fro,ADJqua,ADJqua,sfn,gentil,DMF,gentil,,,"<lg n=&quot;3&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;7&quot;><q>"
285,47,1,47,"CantQuSol, l. 47",grant,grant,_,grANT,g.r.a.n.t,fro,ADJqua,ADJqua,smr,grand,DMF,grand,,,<l n=&quot;47&quot;><q>
404,65,7,65,"CantQuSol, l. 65",grant,grant,_,grANT`,g.r.a.n.t,fro,ADJqua,ADJqua,sfr,grand,DMF,grand,,,
428,69,3,69,"CantQuSol, l. 69",grant,grant,|,grANT,g.r.a.n.t,fro,ADJqua,ADJqua,sfr,grand,DMF,grand,,,
186,31,5,31,"CantQuSol, l. 31",iuersz,iversz,_,ivɛrS,i.v.e.r.sz,fro,NOMcom,NOMcom,smn,hiver,DMF,hiver,,,
166,28,2,28,"CantQuSol, l. 28",om,om,_,Om,o.m,fro,NOMcom,NOMcom,smn,homme,DMF,homme,,,
393,64,4,64,"CantQuSol, l. 64",o[m],om,|,Om,o.m,fro,NOMcom,NOMcom,smn,homme,DMF,homme,,,
70,14,3,14,"CantQuSol, l. 14",on,on,|,On,o.n,fro,NOMcom,NOMcom,smn,homme,DMF,homme,,,
405,65,8,65,"CantQuSol, l. 65",en_nor,ennor,_,Enor,e.n.n.o.r,fro,NOMcom,NOMcom,sfr,honneur,DMF,honneur,,</q></l>,
12,2,6,2,"CantQuSol, l. 2",ort[us],ortus,_,ɔrtyS,o.r.t.u.s,lat,NOMcom,NOMcom,smn,hortus,wiktionary,,,,
173,29,4,29,"CantQuSol, l. 29",oillet,oillet,_,oiʎə,o.i.ll.et,fro,VERcjg,VERcjg,indpst3,huiler,DMF,huiler,,,
63,13,4,13,"CantQuSol, l. 13",il,il,_,il,i.l,fro,PRNper,PRNper,3smn,il,DMF,il,,,
80,16,1,16,"CantQuSol, l. 16",Il,il,_,il,i.l,fro,PRNper,PRNper,3smn,il,DMF,il,,,"<lg n=&quot;6&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;16&quot;><q>"
125,22,1,22,"CantQuSol, l. 22",Il,il,_,il,i.l,fro,PRNper,PRNper,3smn,il,DMF,il,,,"<lg n=&quot;8&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;22&quot;><q>"
317,52,6,52,"CantQuSol, l. 52",il,il,_,il,i.l,fro,PRNper,PRNper,3smn,il,DMF,il,,,
333,55,1,55,"CantQuSol, l. 55",Il,il,+,il,i.l,fro,PRNper,PRNper,3smn,il,DMF,il,,,"<lg n=&quot;19&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;55&quot;><q>"
422,68,7,68,"CantQuSol, l. 68",il,il,_,il,i.l,fro,PRNper,PRNper,3smn,il,DMF,il,,,
536,91,1,91,"CantQuSol, l. 91",Il,il,|,il,i.l,fro,PRNper,PRNper,3smn,il,DMF,il,,,"<lg n=&quot;31&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;91&quot;><q>"
47,9,4,9,"CantQuSol, l. 9",illi,illi,;|,ili,i.ll.i,fro,PRNper,PRNper,3smn,il,DMF,il,,</q></l></lg>,
485,80,5,80,"CantQuSol, l. 80",iluoc,iluoc,_,iluOk,i.l.u.o.c,fro,ADVgen,ADVgen,,illuec,DMF,illuec,,,
430,70,1,70,"CantQuSol, l. 70",Issac,issac,_,isak,i.ss.a.c,fro,NOMpro,NOMpro,smn,Isaac,wiktionary,,,,"<lg n=&quot;24&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;70&quot;><q>"
465,76,5,76,"CantQuSol, l. 76",issias,issias,_,isiaS,i.ss.i.a.s,fro,NOMpro,NOMpro,smn,Isaïe,wiktionary,,,,
120,21,2,21,"CantQuSol, l. 21",ia,ja,+,ʤa,j.a,fro,ADVgen,ADVgen,,jà,DMF,jà,,,
382,62,5,62,"CantQuSol, l. 62",íá,ja,_,ʤa,j.a,fro,ADVgen,ADVgen,,jà,DMF,jà,,,
433,70,4,70,"CantQuSol, l. 70",iacob,jacob,_,ʤAkɔP,j.a.c.o.b,fro,NOMpro,NOMpro,smn,Jacob,wiktionary,,,,
29,6,2,6,"CantQuSol, l. 6",i[=io],jo,_,ʤɔ,j.o,fro,PRNper,PRNper,1smn,je,DMF,je,,,
105,19,7,19,"CantQuSol, l. 19",io,jo,_,ʤɔ,j.o,fro,PRNper,PRNper,1sfn,je,DMF,je,,,
130,22,6,22,"CantQuSol, l. 22",io,jo,_,ʤɔ,j.o,fro,PRNper,PRNper,1sfn,je,DMF,je,,,
162,27,2,27,"CantQuSol, l. 27",io,jo,_,ʤɔ,j.o,fro,PRNper,PRNper,1sfn,je,DMF,je,,,
184,31,3,31,"CantQuSol, l. 31",io,jo,+,ʤɔ,j.o,fro,PRNper,PRNper,1sfn,je,DMF,je,,,
239,40,1,40,"CantQuSol, l. 40",Io,jo,_,ʤɔ,j.o,fro,PRNper,PRNper,1sfn,je,DMF,je,,,"<lg n=&quot;14&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;40&quot;><q>"
467,77,1,77,"CantQuSol, l. 77",ieu,jeu,+,ʤEy,j.e.u,fro,NOMpro,NOMpro,smn,Jéhu,wikipedia.fr,,,,<lb/><l n=&quot;77&quot;><q>
301,49,4,49,"CantQuSol, l. 49",ierusalem,jerusalem,_,ʤErysAlEm,j.e.r.u.s.a.l.e.m,fro,NOMpro,NOMpro,smr,Jérusalem,wiktionary,,,</q></l>,
468,77,2,77,"CantQuSol, l. 77",ioel,joel,_,ʤoɛl,j.o.e.l,fro,NOMpro,NOMpro,smn,Joël,wiktionary,,,,
496,83,2,83,"CantQuSol, l. 83",ioa_chim,joachim,_,ʤɔAkim,j.o.a.ch.i.m,fro,NOMpro,NOMpro,smr,Joiaqim,wikipedia.fr,,,,
436,70,7,70,"CantQuSol, l. 70",iosep,josep,_,ʤozɛP,j.o.s.e.p,fro,NOMpro,NOMpro,smn,Joseph,wiktionary,,,</q></l>,<lb/>
494,82,3,82,"CantQuSol, l. 82",iosias,josias,_,ʤɔziaS,j.o.s.i.a.s,fro,NOMpro,NOMpro,smr,Josias,wikipedia.fr,,,</q></l>,
473,78,2,78,"CantQuSol, l. 78",io_atam,joatam,;|,ʤoAtAm,j.o.a.t.a.m,fro,NOMpro,NOMpro,smr,Jotham,wikipedia.fr,,,</q></l></lg>,
182,31,1,31,"CantQuSol, l. 31",La,la,_,LA,l.a,fro,ADVgen,ADVgen,,là,DMF,là,,,"<cb n=&quot;b&quot;/><lb/><lg n=&quot;11&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;31&quot;><q>"
323,53,3,53,"CantQuSol, l. 53",laisiet,laisiet,_,LAisiEZ,l.a.i.s.i.e.t,fro,VERppe,VERppe,snr,laisser,DMF,laisser,,,<lb/>
157,26,7,26,"CantQuSol, l. 26",laiz,laiz,_,LAiÇ,l.a.i.z,fro,NOMcom,NOMcom,smn,lait,DMF,lait,,,
154,26,4,26,"CantQuSol, l. 26",languet,languet,_,LANgə,l.a.n.gu.et,fro,NOMcom,NOMcom,sfr,langue,DMF,langue,,,
311,51,3,51,"CantQuSol, l. 51",languis,languis,;,LANguiS,l.a.n.g.u.i.s,fro,VERcjg,VERcjg,indpst1,languir,DMF,languir,,</q></l></lg>,
77,15,2,15,"CantQuSol, l. 15",l,l,+,L,l,fro,DETdef,DETdef,sfr,le,DMF,le,,,
107,19,9,19,"CantQuSol, l. 19",l,l,+,L,l,fro,PRCper,PRCper,3snr,le,DMF,le,,,
179,30,2,30,"CantQuSol, l. 30",l,l,+,L,l,fro,DETdef,DETdef,smr,le,DMF,le,,,
210,35,1,35,"CantQuSol, l. 35",l,l,+,L,l,fro,DETdef,DETdef,sfn,le,DMF,le,,,<l n=&quot;35&quot;><q>
215,35,6,35,"CantQuSol, l. 35",l,l,+,L,l,fro,PRCper,PRCper,sfa,le,DMF,le,,,
240,40,2,40,"CantQuSol, l. 40",l,l,+,L,l,fro,PRCper,PRCper,3sma,le,DMF,le,,,
246,40,8,40,"CantQuSol, l. 40",l,l,+,L,l,fro,PRCper,PRCper,3sma,le,DMF,le,,,
254,41,6,41,"CantQuSol, l. 41",l,l,+,L,l,fro,PRCper,PRCper,3sma,le,DMF,le,,,
369,60,3,60,"CantQuSol, l. 60",l,l,+,L,l,fro,DETdef,DETdef,smr,le,DMF,le,,,
407,66,2,66,"CantQuSol, l. 66",l,l,+,L,l,fro,DETdef,DETdef,smr,le,DMF,le,,,
445,73,2,73,"CantQuSol, l. 73",l,l,+,L,l,fro,DETdef,DETdef,smr,le,DMF,le,,,
501,84,2,84,"CantQuSol, l. 84",l,l,+,L,l,fro,DETdef,DETdef,smr,le,DMF,le,,,
505,85,2,85,"CantQuSol, l. 85",l,l,+,L,l,fro,DETdef,DETdef,smr,le,DMF,le,,,
544,92,2,92,"CantQuSol, l. 92",l,l,+,L,l,fro,PRCper,PRCper,3sfa,le,DMF,le,,,
230,38,2,38,"CantQuSol, l. 38",la,la,+,LA,l.a,fro,DETdef,DETdef,sfr,le,DMF,le,,,
265,43,5,43,"CantQuSol, l. 43",la,la,+,LA,l.a,fro,DETdef,DETdef,sfr,le,DMF,le,,,<lb/>
342,56,3,56,"CantQuSol, l. 56",la,la,_,LA,l.a,fro,PRCper,PRCper,3sfa,le,DMF,le,,,
358,58,6,58,"CantQuSol, l. 58",la,la,|,LA,l.a,fro,PRCper,PRCper,3sfa,le,DMF,le,,,
541,91,6,91,"CantQuSol, l. 91",la,la,+,LA,l.a,fro,DETdef,DETdef,sfr,le,DMF,le,,,
293,47,9,47,"CantQuSol, l. 47",le,le,_,LE,l.e,fro,DETdef,DETdef,smr,le,DMF,le,,,
306,50,5,50,"CantQuSol, l. 50",le,le,_,LE,l.e,fro,PRCper,PRCper,3snr,le,DMF,le,,,
321,53,1,53,"CantQuSol, l. 53",lei,lei,+,LEi,l.e.i,fro,PRNper,PRNper,sfr,le,DMF,le,,,<l n=&quot;53&quot;><q>
159,26,9,26,"CantQuSol, l. 26",les,les,_,LES,l.e.s,fro,DEFdef,DEFdef,pfn,le,DMF,le,,,
206,34,5,34,"CantQuSol, l. 34",les,les,_,LES,l.e.s,fro,DETdef,DETdef,pfn,le,DMF,le,,,
261,43,1,43,"CantQuSol, l. 43",Les,les,_,LES,l.e.s,fro,DETdef,DETdef,pmr,le,DMF,le,,,"<lg n=&quot;15&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;43&quot;><q>"
363,59,3,59,"CantQuSol, l. 59",les,les,_,LES,l.e.s,fro,DETdef,DETdef,pfr,le,DMF,le,,,<lb/>
2,1,2,1,"CantQuSol, l. 1",li,li,+,Li,l.i,fro,DETdef,DETdef,smn,le,DMF,le,,,
60,13,1,13,"CantQuSol, l. 13",Li,li,+,Li,l.i,fro,DETdef,DETdef,smn,le,DMF,le,,,"<lb/><lg n=&quot;5&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;13&quot;><q>"
110,20,2,20,"CantQuSol, l. 20",li,li,_,Li,l.i,fro,DETdef,DETdef,smn,le,DMF,le,,,
140,23,7,23,"CantQuSol, l. 23",li,li,+,Li,l.i,fro,PRCper,PRCper,3smi,le,DMF,le,,,
156,26,6,26,"CantQuSol, l. 26",li,li,+,Li,l.i,fro,DETdef,DETdef,smn,le,DMF,le,,,<lb/>
194,32,4,32,"CantQuSol, l. 32",li,li,+,Li,l.i,fro,DETdef,DETdef,smn,le,DMF,le,,,
202,34,1,34,"CantQuSol, l. 34",li,li,+,Li,l.i,fro,DETdef,DETdef,smn,le,DMF,le,,,"<lg n=&quot;12&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;34&quot;><q>"
334,55,2,55,"CantQuSol, l. 55",li,li,+,Li,l.i,fro,PRCper,PRCper,3sfi,le,DMF,le,,,
353,58,1,58,"CantQuSol, l. 58",Li,li,+,Li,l.i,fro,DETdef,DETdef,pmn,le,DMF,le,,,"<lg n=&quot;20&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;58&quot;><q>"
362,59,2,59,"CantQuSol, l. 59",li,li,|,Li,l.i,fro,PRCper,PRCper,3sfi,le,DMF,le,,,
398,65,1,65,"CantQuSol, l. 65",li,li,+,Li,l.i,fro,DETdef,DETdef,smn,le,DMF,le,,,<l n=&quot;65&quot;><q>
30,6,3,6,"CantQuSol, l. 6",lli,lli,_,Li,ll.i,fro,PRCper,PRCper,3sfi,le,DMF,le,,,
150,25,6,25,"CantQuSol, l. 25",leures,levres,_,LɛvrəS,l.e.v.r.e.s,fro,NOMcom,NOMcom,pfr,lèvre,DMF,lèvre,,</q></l>,<lb/>
195,32,5,32,"CantQuSol, l. 32",leuz,leuz,_,LɛuS,l.e.u.z,fro,NOMcom,NOMcom,smn,lieu,DMF,lieu,,,
75,14,8,14,"CantQuSol, l. 14",lignaget,lignaget,_,Liɲaʤə,l.i.gn.a.g.et,fro,NOMcom,NOMcom,smr,lignage,DMF,lignage,,</q></l>,
6,1,6,1,"CantQuSol, l. 1",leon,leon,|,LEOn,l.e.o.n,fro,NOMcom,NOMcom,smr,lion,DMF,lion,,</l>,
89,17,2,17,"CantQuSol, l. 17",lui,lui,_,Lyi,l.u.i,fro,PRNper,PRNper,3smr,lui,DMF,lui,,,
258,42,2,42,"CantQuSol, l. 42",lui,lui,|,Lyi,l.u.i,fro,PRNper,PRNper,3smr,lui,DMF,lui,,,
416,68,1,68,"CantQuSol, l. 68",luid,luid,_,Lyi,l.u.id,fro,PRNper,PRNper,3smr,lui,DMF,lui,,,<l n=&quot;68&quot;><q>
383,62,6,62,"CantQuSol, l. 62",maisz,maisz,_,mAiS,m.a.i.sz,fro,ADVgen,ADVgen,,mais,DMF,mais,,,
493,82,2,82,"CantQuSol, l. 82",manases,manases,_,mAnAzɛS,m.a.n.a.s.e.s,fro,NOMpro,NOMpro,smr,Manassé,wikipedia.fr,,,,<lb/>
530,89,6,89,"CantQuSol, l. 89",madatz,madatz,|,mAdaZ,m.a.d.a.tz,fro,VERcjg,VERcjg,indpsp3,mander,DMF,mander,,,
16,3,3,3,"CantQuSol, l. 3",matin,matin,;,mAtin,m.a.t.i.n,fro,NOMcom,NOMcom,smr,matin,DMF,matin,,</l></lg>,
135,23,2,23,"CantQuSol, l. 23",m,m,+,m,m,fro,PRCper,PRCper,1sfr,me,DMF,me,,,
271,44,5,44,"CantQuSol, l. 44",m,m,+,m,m,fro,PRCper,PRCper,1sfr,me,DMF,me,,,
279,46,2,46,"CantQuSol, l. 46",m,m,+,m,m,fro,PRCper,PRCper,1sfr,me,DMF,me,,,
287,47,3,47,"CantQuSol, l. 47",m,m,+,m,m,fro,PRCper,PRCper,1sfr,me,DMF,me,,,<lb/>
417,68,2,68,"CantQuSol, l. 68",m,m,+,m,m,fro,PRCper,PRCper,3sfr,me,DMF,me,,,
268,44,2,44,"CantQuSol, l. 44",me,me,_,mE,m.e,fro,PRCper,PRCper,1sfr,me,DMF,me,,,
401,65,4,65,"CantQuSol, l. 65",me,me,+,mE,m.e,fro,PROper,PROper,1sfr,me,DMF,me,,,<lb/>
144,24,2,24,"CantQuSol, l. 24",mer|cid,mercid,;,mErʦiZ,m.e.r.c.i.d,fro,NOMcom,NOMcom,sfr,merci,DMF,merci,,</q></l></lg>,
356,58,4,58,"CantQuSol, l. 58",mered,mered,_,mærə,m.e.r.ed,fro,NOMcom,NOMcom,sfr,mère,DMF,mère,,,
415,67,6,67,"CantQuSol, l. 67",messaget,messaget,_,mEsaʤəS,m.e.ss.a.g.et,fro,NOMcom,NOMcom,smn,message,DMF,message,,</q></l>,<lb/>
218,35,9,35,"CantQuSol, l. 35",misiret,misiret,|,misirə,m.i.s.i.r.et,fro,NOMcom,NOMcom,smn,messire,DMF,messire,,</q></l>,
147,25,3,25,"CantQuSol, l. 25",mel,mel,_,mɛl,m.e.l,fro,NOMcom,NOMcom,smr,miel,DMF,miel,,,
61,13,2,13,"CantQuSol, l. 13",miens,miens,|,miENS,m.i.e.n.s,fro,ADJpos,ADJpos,1smn,mien,DMF,mien,,,
399,65,2,65,"CantQuSol, l. 65",miensz,miensz,_,miENS,m.i.e.n.sz,fro,ADJpos,ADJpos,1smn,mien,DMF,mien,,,
313,52,2,52,"CantQuSol, l. 52",milie,milie,+,miljə,m.i.l.i.e,fro,DETcar,DETcar,pmr,mille,DMF,mille,,,
118,20,10,20,"CantQuSol, l. 20",miliet,miliet,_,miljə,m.i.l.i.et,fro,PRNcar,PRNcar,pmr,mille,DMF,mille,,</q></l>,
512,86,2,86,"CantQuSol, l. 86",misael,misael,|,mizaɛl,m.i.s.ae.l,fro,NOMpro,NOMpro,smn,Misaël,wikipedia.fr,,,,
128,22,4,22,"CantQuSol, l. 22",mei,mei,_,mEi,m.e.i,fro,PRNper,PRNper,1sfr,moi,DMF,moi,,,
332,54,3,54,"CantQuSol, l. 54",mei,mei,;,mEi,m.e.i,fro,PRNper,PRNper,1sfr,moi,DMF,moi,,</q></l></lg>,
380,62,3,62,"CantQuSol, l. 62",mei,mei,_,mEi,m.e.i,fro,PRNper,PRNper,1sfr,moi,DMF,moi,,,
529,89,5,89,"CantQuSol, l. 89",mei,mei,+,mEi,m.e.i,fro,PRNper,PRNper,1sfr,moi,DMF,moi,,,
533,90,1,90,"CantQuSol, l. 90",mei,mei,_,mEi,m.e.i,fro,PRNper,PRNper,1sfr,moi,DMF,moi,,,<l n=&quot;90&quot;><q>
438,71,2,71,"CantQuSol, l. 71",moisen,moisen,_,mOizEn,m.o.i.s.e.n,fro,NOMpro,NOMpro,smn,Moïse,wiktionary,,,,
153,26,3,26,"CantQuSol, l. 26",ma,ma,+,mA,m.a,fro,DETpos,DETpos,1sfr,mon,DMF,mon,,,
197,32,7,32,"CantQuSol, l. 32",ma,ma,+,mA,m.a,fro,DETpos,DETpos,1sfr,mon,DMF,mon,,,
487,80,7,80,"CantQuSol, l. 80",ma,ma,+,mA,m.a,fro,DETpos,DETpos,1sfn,mon,DMF,mon,,,<lb/>
