wd_id,line_id,line_wd,textlineid,ref,dipl,word,wd_div,phon,map,lang,pos,pos_syn,morph,lemma,lemma_src,lemma_dmf,phil_note,tei_right,tei_left
220,36,2,36,"CantQuSol, l. 36",mei,mei,_,mEi,m.e.i,fro,DETpos,DETpos,1sfr,mon,DMF,mon,,,
303,50,2,50,"CantQuSol, l. 50",mei,mei,|,mEi,m.e.i,fro,DETpos,DETpos,1sfr,mon,DMF,mon,,,
149,25,5,25,"CantQuSol, l. 25",mes,mes,|,mES,m.e.s,fro,DETpos,DETpos,1pfr,mon,DMF,mon,,,
490,81,2,81,"CantQuSol, l. 81",mes,mes,_,mES,m.e.s,fro,DETpos,DETpos,1smn,mon,DMF,mon,,,
176,29,7,29,"CantQuSol, l. 29",mi,mi,_,mi,m.i,fro,DETpos,DETpos,1pmn,mon,DMF,mon,,,<lb/>
527,89,3,89,"CantQuSol, l. 89",mi,mi,+,mi,m.i,fro,DETpos,DETpos,1smn,mon,DMF,mon,,,
200,33,2,33,"CantQuSol, l. 33",mon,mon,_,mOn,m.o.n,fro,DETpos,DETpos,1smr,mon,DMF,mon,,,
237,39,2,39,"CantQuSol, l. 39",mon,mon,_,mOn,m.o.n,fro,DETpos,DETpos,1smr,mon,DMF,mon,,,<lb/>
276,45,2,45,"CantQuSol, l. 45",mon,mon,_,mOn,m.o.n,fro,DETpos,DETpos,1smr,mon,DMF,mon,,,
296,48,2,48,"CantQuSol, l. 48",mon,mon,_,mOn,m.o.n,fro,DETpos,DETpos,1smr,mon,DMF,mon,,,
307,50,6,50,"CantQuSol, l. 50",mon,mon,_,mOn,m.o.n,fro,DETpos,DETpos,1smr,mon,DMF,mon,,,
388,63,2,63,"CantQuSol, l. 63",mon,mon,_,mOn,m.o.n,fro,DETpos,DETpos,1smr,mon,DMF,mon,,,
282,46,5,46,"CantQuSol, l. 46",mun,mun,_,mOn,m.u.n,fro,DETpos,DETpos,1smr,mon,DMF,mon,,,
20,4,4,4,"CantQuSol, l. 4",molt,molt,_,moLT,m.o.l.t,fro,ADVgen,ADVgen,,moult,DMF,moult,,,
34,7,3,7,"CantQuSol, l. 7",molt,molt,_,moLT,m.o.l.t,fro,ADVgen,ADVgen,,moult,DMF,moult,,,<lb/>
132,22,8,22,"CantQuSol, l. 22",molt,molt,_,moLT,m.o.l.t,fro,ADVgen,ADVgen,,moult,DMF,moult,,,<lb/>
217,35,8,35,"CantQuSol, l. 35",molt,molt,_,moLT,m.o.l.t,fro,ADVgen,ADVgen,,moult,DMF,moult,,,
242,40,4,40,"CantQuSol, l. 40",molt,molt,_,moLT,m.o.l.t,fro,ADVgen,ADVgen,,moult,DMF,moult,,,
338,55,6,55,"CantQuSol, l. 55",molt,molt,_,moLT,m.o.l.t,fro,ADVgen,ADVgen,,moult,DMF,moult,,,
403,65,6,65,"CantQuSol, l. 65",molt,molt,_,moLT,m.o.l.t,fro,ADVgen,ADVgen,,moult,DMF,moult,,,
522,88,4,88,"CantQuSol, l. 88",molt,molt,_,moLT,m.o.l.t,fro,DETind,DETind,pmr,moult,DMF,moult,,,
294,47,10,47,"CantQuSol, l. 47",m|rt[=murt],murt,_,myr,m.u.rt,fro,NOMcom,NOMcom,smr,mur,DMF,mur,,</q></l>,
278,46,1,46,"CantQuSol, l. 46",Nauree,navree,_,nAvræə,n.a.v.r.e.e,fro,VERppe,VERppe,sfr,navrer,DMF,navrer,,,"<add place=""margin""><lg n=&quot;16&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;46&quot;><q>"
552,93,2,93,"CantQuSol, l. 93",nazareh,nazareh,;|,nAʣArɛ,n.a.z.a.r.eh,fro,NOMpro,NOMpro,smr,Nazareth,wikipedia.fr,,,</q></l></lg></body></text>,
71,14,4,14,"CantQuSol, l. 14",n,n,+,n,n,fro,ADVneg,ADVneg,,ne,DMF,ne,,,<lb/>
113,20,5,20,"CantQuSol, l. 20",n,n,+,n,n,fro,ADVneg,ADVneg,,ne,DMF,ne,,,
121,21,3,21,"CantQuSol, l. 21",n,n,+,n,n,fro,ADVneg,ADVneg,,ne,DMF,ne,,,
187,31,6,31,"CantQuSol, l. 31",n,n,+,n,n,fro,ADVneg,ADVneg,,ne,DMF,ne,,,
225,37,4,37,"CantQuSol, l. 37",n,n,+,n,n,fro,ADVneg,ADVneg,,ne,DMF,ne,,,<lb/>
325,53,5,53,"CantQuSol, l. 53",n,n,+,n,n,fro,ADVneg,ADVneg,,ne,DMF,ne,,,
384,62,7,62,"CantQuSol, l. 62",n,n,+,n,n,fro,ADVneg,ADVneg,,ne,DMF,ne,,,
90,17,3,17,"CantQuSol, l. 17",ne,ne,_,nE,n.e,fro,ADVneg,ADVneg,,ne,DMF,ne,,,
106,19,8,19,"CantQuSol, l. 19",ne,ne,+,nE,n.e,fro,ADVneg,ADVneg,,ne,DMF,ne,,,
167,28,3,28,"CantQuSol, l. 28",ne,ne,+,nE,n.e,fro,ADVneg,ADVneg,,ne,DMF,ne,,,
245,40,7,40,"CantQuSol, l. 40",ne,ne,+,nE,n.e,fro,ADVneg,ADVneg,,ne,DMF,ne,,,<lb/>
259,42,3,42,"CantQuSol, l. 42",ne,ne,+,nE,n.e,fro,ADVneg,ADVneg,,ne,DMF,ne,,,<lb/>
341,56,2,56,"CantQuSol, l. 56",ne,ne,_,nE,n.e,fro,ADVneg,ADVneg,,ne,DMF,ne,,,<lb/>
357,58,5,58,"CantQuSol, l. 58",ne,ne,_,nE,n.e,fro,ADVneg,ADVneg,,ne,DMF,ne,,,
249,41,1,41,"CantQuSol, l. 41",n,n,+,n,n,fro,ADVneg,ADVneg,,ne2,DMF,ne2,,,<l n=&quot;41&quot;><q>
119,21,1,21,"CantQuSol, l. 21",ne,ne,+,nE,n.e,fro,CONcoo,CONcoo,,ne2,DMF,ne2,,,<l n=&quot;21&quot;><q>
409,66,4,66,"CantQuSol, l. 66",noe,noe,:,noæ,n.o.e,fro,NOMpro,NOMpro,smr,Noé,wiktionary,,,</q></l></lg>,<lb/>
373,61,3,61,"CantQuSol, l. 61",nercidet,nercidet,_,nErÇiðə,n.e.r.c.i.d.et,fro,VERppe,VERppe,sfn,noircir,DMF,noircir,,,
381,62,4,62,"CantQuSol, l. 62",non,non,_,nOn,n.o.n,fro,ADVneg,ADVneg,,non,DMF,non,,,
305,50,4,50,"CantQuSol, l. 50",noncieiz,noncieiz,_,nONÇiEÇ,n.o.n.c.i.ei.z,fro,VERcjg,VERcjg,imp---5,noncer,DMF,noncer,,,
223,37,2,37,"CantQuSol, l. 37",nostre,nostre,_,nɔStrə,n.o.s.t.r.e,fro,DETpos,DETpos,4sfr,notre,DMF,notre,,,
396,64,7,64,"CantQuSol, l. 64",nostre,nostre,_,nɔStrə,n.o.s.t.r.e,fro,DETpos,DETpos,4sfr,notre,DMF,notre,,,
142,23,9,23,"CantQuSol, l. 23",nouelet,novelet,_,novɛlə,n.o.v.e.l.et,fro,ADJqua,ADJqua,sfn,nouveau,DMF,nouveau,,</q></l>,
550,92,8,92,"CantQuSol, l. 92",nouelet,novelet,|,novɛlə,n.o.v.e.l.et,fro,ADJqua,ADJqua,sfr,nouveau,DMF,nouveau,,</q></l>,
69,14,2,14,"CantQuSol, l. 14",neuls,neuls,+,nEyLS,n.e.u.l.s,fro,DETind,DETind,smn,nul,DMF,nul,,,
93,17,6,17,"CantQuSol, l. 17",nulle,nulle,_,nylə,n.u.ll.e,fro,DETind,DETind,sfr,nul,DMF,nul,,,<lb/>
165,28,1,28,"CantQuSol, l. 28",Nuls,nuls,+,nyLS,n.u.l.s,fro,DETind,DETind,smn,nul,DMF,nul,,,"<lb/><lg n=&quot;10&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;28&quot;><q>"
392,64,3,64,"CantQuSol, l. 64",nuls,nuls,+,nyLS,n.u.l.s,fro,DETind,DETind,smn,nul,DMF,nul,,,
462,76,2,76,"CantQuSol, l. 76",ab,ab,_,aP,a.b,fro,ADVgen,ADVgen,,o,DMF,o,,,
211,35,2,35,"CantQuSol, l. 35",odor,odor,|,odor,o.d.o.r,fro,NOMcom,NOMcom,sfn,odeur,DMF,odeur,,,
227,37,6,37,"CantQuSol, l. 37",oilset,oilset,_,oiLSɛS,o.i.l.s.e.t,fro,NOMcom,NOMcom,smn,oiseau,DMF,oiseau,,,
350,57,1,57,"CantQuSol, l. 57",or,or,+,or,o.r,fro,ADVgen,ADVgen,,or2,DMF,or2,,,<lb/><l n=&quot;57&quot;><q>
226,37,5,37,"CantQuSol, l. 37",oset,oset,_,ɔzə,o.s.et,fro,VERcjg,VERcjg,indpst3,oser,DMF,oser,,,
183,31,2,31,"CantQuSol, l. 31",u,u,_,o,u,fro,PRNrel,PRNrel,---,où,DMF,où,,,
19,4,3,4,"CantQuSol, l. 4",odit,odit,_,oði,o.d.it,fro,VERcjg,VERcjg,indpsp1,ouïr,DMF,ouïr,,,
37,7,6,7,"CantQuSol, l. 7",odit,odit,_,oðiZ,o.d.i.t,fro,VERppe,VERppe,smr,ouïr,DMF,ouïr,,,
283,46,6,46,"CantQuSol, l. 46",paliet,paliet,|,paljə,p.a.l.i.et,fro,NOMcom,NOMcom,smr,paile,DMF,paile,,,
379,62,2,62,"CantQuSol, l. 62",par,par,_,pAr,p.a.r,fro,PRE,PRE,,par,DMF,par,,,
525,89,1,89,"CantQuSol, l. 89",par,par,+,pAr,p.a.r,fro,PRE,PRE,,par,DMF,par,,,<lb/><l n=&quot;89&quot;><q>
14,3,1,3,"CantQuSol, l. 3",per,per,_,pEr,p.e.r,fro,PRE,PRE,,par,DMF,par,,,<lb/><l n=&quot;3&quot;>
96,18,2,18,"CantQuSol, l. 18",par,par,_,par,p.a.r,fro,ADVgen,ADVgen,,par2,DMF,par2,,,
67,13,8,13,"CantQuSol, l. 13",paraget,paraget,_,pAraʤə,p.a.r.a.g.et,fro,NOMcom,NOMcom,smr,parage,DMF,parage,,</q></l>,
79,15,4,15,"CantQuSol, l. 15",part,part,;,parT,p.a.r.t,fro,NOMcom,NOMcom,sfr,part,DMF,part,,</q></l></lg>,<lb/>
482,80,2,80,"CantQuSol, l. 80",part,part,_,parT,p.a.r.t,fro,NOMcom,NOMcom,sfr,part,DMF,part,,,
374,61,4,61,"CantQuSol, l. 61",perdutz,perdutz,_,pErdyZ,p.e.r.d.u.tz,fro,VERppe,VERppe,snr,perdre,DMF,perdre,,,
260,42,4,42,"CantQuSol, l. 42",plastz,plastz,;,pLaST,p.l.a.s.tz,fro,VERcjg,VERcjg,indpst3,plaire,DMF,plaire,,</q></l></lg>,
181,30,4,30,"CantQuSol, l. 30",plaisir,plaisir,;|,pLAizir,p.l.a.i.s.i.r,fro,NOMcom,NOMcom,smr,plaisir,DMF,plaisir,,</q></l></lg>,
335,55,3,55,"CantQuSol, l. 55",plantatz,plantatz,|,pLANtaZ,p.l.a.n.t.a.tz,fro,VERcjg,VERcjg,indpsp3,planter,DMF,planter,,,
13,2,7,2,"CantQuSol, l. 2",pliadon,pliadon,|,pLiAdOn,p.l.i.a.d.o.n,fro,NOMcom,NOMcom,sfr,Pléiade,wikipedia.fr,,,</l>,
22,4,6,4,"CantQuSol, l. 4",plo|rer,plorer,_,pLorær,p.l.o.r.e.r,fro,VERinf,VERinf,,pleurer,DMF,pleurer,,</l>,
38,7,7,7,"CantQuSol, l. 7",plorer,plorer,_,pLorær,p.l.o.r.e.r,fro,VERinf,VERinf,,pleurer,DMF,pleurer,,</q></l>,
82,16,3,16,"CantQuSol, l. 16",plus,plus,_,pLyS,p.l.u.s,fro,ADVgen,ADVgen,,plus,DMF,plus,,,
103,19,5,19,"CantQuSol, l. 19",plus,plus,_,pLyS,p.l.u.s,fro,ADVgen,ADVgen,,plus,DMF,plus,,,
424,68,9,68,"CantQuSol, l. 68",pl[us],plus,_,pLyS,p.l.u.s,fro,ADVgen,ADVgen,,plus,DMF,plus,,,
517,87,2,87,"CantQuSol, l. 87",pl[us]sors,plussors,_,pLysorS,p.l.u.ss.o.r.s,fro,DETind,DETind,pmr,plusieurs,DMF,plusieurs,,,
340,56,1,56,"CantQuSol, l. 56",p[or]ud,porud,|,poro,p.o.r.ud,fro,ADVgen,ADVgen,,poruec,DMF,poruec,,,<l n=&quot;56&quot;><q>
199,33,1,33,"CantQuSol, l. 33",por,por,_,por,p.o.r,fro,PRE,PRE,,pour,DMF,pour,,,<lb/><l n=&quot;33&quot;><q>
219,36,1,36,"CantQuSol, l. 36",por,por,_,por,p.o.r,fro,PRE,PRE,,pour,DMF,pour,,,<lb/><l n=&quot;36&quot;><q>
236,39,1,39,"CantQuSol, l. 39",por,por,|,por,p.o.r,fro,PRE,PRE,,pour,DMF,pour,,,<l n=&quot;39&quot;><q>
275,45,1,45,"CantQuSol, l. 45",por,por,_,por,p.o.r,fro,PRE,PRE,,pour,DMF,pour,,,<l n=&quot;45&quot;><q>
295,48,1,48,"CantQuSol, l. 48",por,por,_,por,p.o.r,fro,PRE,PRE,,pour,DMF,pour,,,<lb/><l n=&quot;48&quot;><q>
302,50,1,50,"CantQuSol, l. 50",por,por,_,por,p.o.r,fro,PRE,PRE,,pour,DMF,pour,,,<l n=&quot;50&quot;><q>
419,68,4,68,"CantQuSol, l. 68",por,por,+,por,p.o.r,fro,PRE,PRE,,pour,DMF,pour,,,<lb/>
247,40,9,40,"CantQuSol, l. 40",pois,pois,_,pɔiS,p.o.i.s,fro,VERcjg,VERcjg,indpst1,pouvoir2,DMF,pouvoir2,,,
91,17,4,17,"CantQuSol, l. 17",pued,pued,_,puET,p.u.e.d,fro,VERcjg,VERcjg,indpst3,pouvoir2,DMF,pouvoir2,,,
189,31,8,31,"CantQuSol, l. 31",puet,puet,_,puET,p.u.e.t,fro,VERcjg,VERcjg,indpst3,pouvoir2,DMF,pouvoir2,,,
414,67,5,67,"CantQuSol, l. 67",pre|mierz,premierz,_,prEmiErS,p.r.e.m.i.e.r.z,fro,ADJord,ADJord,smn,premier,DMF,premier,,,
542,91,7,91,"CantQuSol, l. 91",pucele,pucele,|,pyʦɛlə,p.u.c.e.l.e,fro,NOMcom,NOMcom,sfr,pucelle,DMF,pucelle,,</q></l>,
33,7,2,7,"CantQuSol, l. 7",pucellet,pucellet,|,pyʦelə,p.u.c.e.ll.et,fro,NOMcom,NOMcom,sfn,pucelle,DMF,pucelle,,,
299,49,2,49,"CantQuSol, l. 49",pulcelesz,pulcelesz,_,pyLÇɛləS,p.u.l.c.e.l.e.sz,fro,NOMcom,NOMcom,pfn,pucelle,DMF,pucelle,,,<lb/>
18,4,2,4,"CantQuSol, l. 4",pulcellet,pulcellet,_,pyLÇelə,p.u.l.c.e.ll.et,fro,NOMcom,NOMcom,sfr,pucelle,DMF,pucelle,,,<lb/>
437,71,1,71,"CantQuSol, l. 71",pois,pois,_,pɔiS,p.o.i.s,fro,ADVgen,ADVgen,,puis,DMF,puis,,,<l n=&quot;71&quot;><q>
448,73,5,73,"CantQuSol, l. 73",pois,pois,|,pɔiS,p.o.i.s,fro,ADVgen,ADVgen,,puis,DMF,puis,,,
1,1,1,1,"CantQuSol, l. 1",Quant,quant,_,kANT,qu.a.n.t,fro,CONsub,CONsub,,quand,DMF,quand,,,"<text><body xml:lang=&quot;fro&quot;><pb n=&quot;92v&quot; facs=&quot;https://gallica.bnf.fr/ark:/12148/btv1b8427444b/f192.item&quot;/><lb n=&quot;3&quot;/><lg n=&quot;1&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;1&quot;>"
446,73,3,73,"CantQuSol, l. 73",quart,quart,_,karT,qu.a.r.t,fro,ADJord,ADJord,smr,quart,DMF,quart,,,
502,84,3,84,"CantQuSol, l. 84",quart,quart,_,karT,qu.a.r.t,fro,ADJord,ADJord,smr,quart,DMF,quart,,,
10,2,4,2,"CantQuSol, l. 2",qu,qu,+,k,qu,fro,PRNrel,PRNrel,smn,que,DMF,que,,,
316,52,5,52,"CantQuSol, l. 52",qu,qu,+,k,qu,fro,CONsub,CONsub,,que,DMF,que,,,
421,68,6,68,"CantQuSol, l. 68",qu,qu,+,k,qu,fro,CONsub,CONsub,,que,DMF,que,,,
68,14,1,14,"CantQuSol, l. 14",que,que,_,kE,qu.e,fro,CONsub,CONsub,,que,DMF,que,,,<l n=&quot;14&quot;><q>
84,16,5,16,"CantQuSol, l. 16",que,que,_,kE,qu.e,fro,CONsub,CONsub,,que,DMF,que,,,
104,19,6,19,"CantQuSol, l. 19",que,que,_,kE,qu.e,fro,CONsub,CONsub,,que,DMF,que,,,
129,22,5,22,"CantQuSol, l. 22",que,que,_,kE,qu.e,fro,CONsub,CONsub,,que,DMF,que,,,
391,64,2,64,"CantQuSol, l. 64",q[ue],que,_,kE,qu.e,fro,CONsub,CONsub,,que,DMF,que,,,
483,80,3,80,"CantQuSol, l. 80",q[ue],que,_,kE,qu.e,fro,PRNrel,PRNrel,---,que,DMF,que,,,
481,80,1,80,"CantQuSol, l. 80",quel,quel,_,kæl,qu.e.l,fro,DETind,DETind,sfr,quel,DMF,quel,,,<l n=&quot;80&quot;><q>
243,40,5,40,"CantQuSol, l. 40",quis,quis,_,kiS,qu.i.s,fro,VERppe,VERppe,smr,quérir,DMF,quérir,,,
45,9,2,9,"CantQuSol, l. 9",chi,chi,_,ki,ch.i,fro,PRNrel,PRNrel,smn,qui,DMF,qui,,,
170,29,1,29,"CantQuSol, l. 29",chi,chi,_,ki,ch.i,fro,PRNrel,PRNrel,smn,qui,DMF,qui,,,<lb/><l n=&quot;29&quot;><q>
232,38,4,38,"CantQuSol, l. 38",chi,chi,_,ki,ch.i,fro,PRNrel,PRNrel,sfn,qui,DMF,qui,,,<lb/>
263,43,3,43,"CantQuSol, l. 43",chi,chi,+,ki,ch.i,fro,PRNrel,PRNrel,pfn,qui,DMF,qui,,,
291,47,7,47,"CantQuSol, l. 47",chi,chi,+,ki,ch.i,fro,PRNrel,PRNrel,pmn,qui,DMF,qui,,,<lb/>
543,92,1,92,"CantQuSol, l. 92",chi,chi,+,ki,ch.i,fro,PRNrel,PRNrel,smn,qui,DMF,qui,,,<lb/><l n=&quot;92&quot;><q>
526,89,2,89,"CantQuSol, l. 89",cui,cui,_,kyi,c.u.i,fro,PRNrel,PRNrel,pmr,qui,DMF,qui,,,
506,85,3,85,"CantQuSol, l. 85",quint,quint,|,kiNT,qu.i.n.t,fro,ADJord,ADJord,smr,quint,DMF,quint,,,
532,89,8,89,"CantQuSol, l. 89",raisum,raisum,_,rAizOm,r.a.i.s.u.m,fro,NOMcom,NOMcom,sfr,raison,DMF,raison,,</q></l>,
160,26,10,26,"CantQuSol, l. 26",réés,rees,_,ræəS,r.e.e.s,fro,NOMcom,NOMcom,pfn,rée,DMF,rée,,</q></l>,
27,5,5,5,"CantQuSol, l. 5",regre|ter,regreter,_,rEgrEtær,r.e.g.r.e.t.e.r,fro,VERinf,VERinf,,regretter,DMF,regretter,,</l>,
43,8,5,8,"CantQuSol, l. 8",regreter,regreter,|,rEgrEtær,r.e.g.r.e.t.e.r,fro,VERinf,VERinf,,regretter,DMF,regretter,,</add></q></l>,"<add place=""margin"">"
252,41,4,41,"CantQuSol, l. 41",respon|dret,respondret,_,rESpONdrə,r.e.s.p.o.n.d.r.et,fro,VERinf,VERinf,,répondre,DMF,répondre,,,
456,74,4,74,"CantQuSol, l. 74",roboam,roboam,|,roboAm,r.o.b.o.a.m,fro,NOMpro,NOMpro,smn,Roboam,wikipedia.fr,,,,
451,73,8,73,"CantQuSol, l. 73",reiz,reiz,_,rEiS,r.e.i.z,fro,NOMcom,NOMcom,smn,roi,DMF,roi,,,
480,79,7,79,"CantQuSol, l. 79",rome,rome,_,rOmə,r.o.m.e,fro,NOMpro,NOMpro,sfn,Rome,wiktionary,,,</q></l>,<lb/>
102,19,4,19,"CantQuSol, l. 19",roges,roges,_,roʤəS,r.o.g.e.s,fro,ADJqua,ADJqua,smn,rouge,DMF,rouge,,,
425,68,10,68,"CantQuSol, l. 68",saiues,saives,_,SAivəS,s.a.i.v.e.s,fro,ADJqua,ADJqua,smn,sage,DMF,sage,,</q></l>,
454,74,2,74,"CantQuSol, l. 74",salamon,salamon,_,SAlAmOn,s.a.l.a.m.o.n,fro,NOMpro,NOMpro,smn,Salomon,wiktionary,,,,
549,92,7,92,"CantQuSol, l. 92",saludz,saludz,_,SAlyZ,s.a.l.u.dz,fro,NOMcom,NOMcom,sfr,salut,DMF,salut,,,
443,72,2,72,"CantQuSol, l. 72",samuel,samuel,;,SAmyɛl,s.a.m.u.e.l,fro,NOMpro,NOMpro,smn,Samuel,wiktionary,,,</q></l></lg>,
229,38,1,38,"CantQuSol, l. 38",samz,samz,_,SANS,s.a.m.z,fro,PRE,PRE,,sans,DMF,sans,,,<l n=&quot;38&quot;><q>
546,92,4,92,"CantQuSol, l. 92",saluet,salvet,_,SALvæZ,s.a.l.v.e.t,fro,VERppe,VERppe,snr,sauver,DMF,sauver,,,
108,19,10,19,"CantQuSol, l. 19",saí,sai,|,SAi,s.a.i,fro,VERcjg,VERcjg,indpst1,savoir,DMF,savoir,,</q></l>,
163,27,3,27,"CantQuSol, l. 27",sai,sai,_,SAi,s.a.i,fro,VERcjg,VERcjg,indpst1,savoir,DMF,savoir,,,
73,14,6,14,"CantQuSol, l. 14",seit,seit,_,SEiT,s.e.i.t,fro,VERcjg,VERcjg,indpst3,savoir,DMF,savoir,,,
394,64,5,64,"CantQuSol, l. 64",soust,soust,_,SoyST,s.o.u.s.t,fro,VERcjg,VERcjg,subipf3,savoir,DMF,savoir,,,<lb/>
378,62,1,62,"CantQuSol, l. 62",se,se,_,SE,s.e,fro,CONsub,CONsub,,se2,DMF,se2,,,<lb/><l n=&quot;62&quot;><q>
112,20,4,20,"CantQuSol, l. 20",senblansz,senblansz,_,SENbLANS,s.e.n.b.l.a.n.sz,fro,NOMcom,NOMcom,smn,semblant,DMF,semblant,,,
329,53,9,53,"CantQuSol, l. 53",seruiset,serviset,|,SErvizə,s.e.r.v.i.s.et,fro,NOMcom,NOMcom,smr,service,DMF,service,,</q></l>,
53,11,1,11,"CantQuSol, l. 11",si,si,+,Si,s.i,fro,ADVgen,ADVgen,,si4,DMF,si4,,,<l n=&quot;11&quot;>
134,23,1,23,"CantQuSol, l. 23",si,si,+,Si,s.i,fro,ADVgen,ADVgen,,si4,DMF,si4,,,<l n=&quot;23&quot;><q>
214,35,5,35,"CantQuSol, l. 35",si,si,+,Si,s.i,fro,ADVgen,ADVgen,,si4,DMF,si4,,,
270,44,4,44,"CantQuSol, l. 44",si,si,+,Si,s.i,fro,ADVgen,ADVgen,,si4,DMF,si4,,,
330,54,1,54,"CantQuSol, l. 54",si,si,_,Si,s.i,fro,ADVgen,ADVgen,,si4,DMF,si4,,,<lb/><l n=&quot;54&quot;><q>
344,56,5,56,"CantQuSol, l. 56",si,si,+,Si,s.i,fro,ADVgen,ADVgen,,si4,DMF,si4,,,
528,89,4,89,"CantQuSol, l. 89",siret,siret,_,Sirə,s.i.r.et,fro,NOMcom,NOMcom,smn,sire,DMF,sire,,,
370,60,4,60,"CantQuSol, l. 60",soleiz,soleiz,;|,SolEiÇ,s.o.l.e.i.z,fro,NOMcom,NOMcom,smr,soleil,DMF,soleil,,</q></l></lg>,
3,1,3,1,"CantQuSol, l. 1",solleiz,solleiz,_,SolEiÇ,s.o.ll.e.i.z,fro,NOMcom,NOMcom,smn,soleil,DMF,soleil,,,
85,16,6,16,"CantQuSol, l. 16",solleiz,solleiz,|,SolEiÇ,s.o.ll.e.i.z,fro,NOMcom,NOMcom,smn,soleil,DMF,soleil,,,
355,58,3,58,"CantQuSol, l. 58",sa,sa,+,SA,s.a,fro,DETpos,DETpos,3sfr,son4,DMF,son4,,,
376,61,6,61,"CantQuSol, l. 61",sa,sa,+,SA,s.a,fro,DETpos,DETpos,3sfr,son4,DMF,son4,,,
531,89,7,89,"CantQuSol, l. 89",sa,sa,+,SA,s.a,fro,DETpos,DETpos,3sfr,son4,DMF,son4,,,<lb/>
457,74,5,74,"CantQuSol, l. 74",ses,ses,_,SES,s.e.s,fro,DETpos,DETpos,3smn,son4,DMF,son4,,,<lb/>
143,24,1,24,"CantQuSol, l. 24",soe,soe,+,Soə,s.o.e,fro,DETpos,DETpos,3sfr,son4,DMF,son4,,,<l n=&quot;24&quot;><q>
180,30,3,30,"CantQuSol, l. 30",som,som,_,SOm,s.o.m,fro,ADJpos,ADJpos,3smr,son4,DMF,son4,,,
24,5,2,5,"CantQuSol, l. 5",son,son,_,SOn,s.o.n,fro,DETpos,DETpos,3smr,son4,DMF,son4,,,
58,12,2,12,"CantQuSol, l. 12",son,son,_,SOn,s.o.n,fro,DETpos,DETpos,3smr,son4,DMF,son4,,,
111,20,3,20,"CantQuSol, l. 20",suensz,suensz,_,SuENS,s.u.e.n.sz,fro,ADJpos,ADJpos,3smn,son4,DMF,son4,,,
538,91,3,91,"CantQuSol, l. 91",sun,sun,_,SOn,s.u.n,fro,DETpos,DETpos,3smr,son4,DMF,son4,,,
152,26,2,26,"CantQuSol, l. 26",soiz,soiz,_,SɔiÇ,s.o.i.z,fro,PRE,PRE,,sous,DMF,sous,,,
57,12,1,12,"CantQuSol, l. 12",so,so,+,So,s.o,fro,PRE,PRE,,sur,DMF,sur,,,<lb/><l n=&quot;12&quot;>
95,18,1,18,"CantQuSol, l. 18",tant,tant,_,tANT,t.a.n.t,fro,ADVgen,ADVgen,,tant,DMF,tant,,,<l n=&quot;18&quot;><q>
137,23,4,23,"CantQuSol, l. 23",tant,tant,|,tANT,t.a.n.t,fro,ADVgen,ADVgen,,tant,DMF,tant,,,
171,29,2,29,"CantQuSol, l. 29",tant,tant,_,tANT,t.a.n.t,fro,ADVgen,ADVgen,,tant,DMF,tant,,,
35,7,4,7,"CantQuSol, l. 7",t,t,+,t,t,fro,PRCper,PRCper,2sfr,te,DMF,te,,,
66,13,7,13,"CantQuSol, l. 13",tel,tel,_,tæl,t.e.l,fro,DETind,DETind,smr,tel,DMF,tel,,,
139,23,6,23,"CantQuSol, l. 23",temps,temps,_,tENPS,t.e.m.p.s,fro,NOMcom,NOMcom,pmr,temps,DMF,temps,,,
408,66,3,66,"CantQuSol, l. 66",tems,tems,|,tENS,t.e.m.s,fro,NOMcom,NOMcom,smr,temps,DMF,temps,,,
9,2,3,2,"CantQuSol, l. 2",tens,tens,_,tENS,t.e.n.s,fro,NOMcom,NOMcom,smr,temps,DMF,temps,,,
192,32,2,32,"CantQuSol, l. 32",tens,tens,_,tENS,t.e.n.s,fro,NOMcom,NOMcom,pmr,temps,DMF,temps,,,
203,34,2,34,"CantQuSol, l. 34",tensz,tensz,_,tENS,t.e.n.sz,fro,NOMcom,NOMcom,smn,temps,DMF,temps,,,
92,17,5,17,"CantQuSol, l. 17",tenir,tenir,|,tEnir,t.e.n.i.r,fro,VERinf,VERinf,,tenir,DMF,tenir,,,
224,37,3,37,"CantQuSol, l. 37",terred,terred,|,tɛrrə,t.e.r.r.ed,fro,NOMcom,NOMcom,sfr,terre,DMF,terre,,,
284,46,7,46,"CantQuSol, l. 46",tolud,tolud,_,tolyZ,t.o.l.u.d,fro,VERppe,VERppe,smr,tolir,DMF,tolir,,</q></l>,<lb/>
40,8,2,8,"CantQuSol, l. 8",tum,tum,_,tOm,t.u.m,fro,DETpos,DETpos,2smr,ton2,DMF,ton2,,,
286,47,2,47,"CantQuSol, l. 47",tort,tort,|,tɔrT,t.o.r.t,fro,NOMcom,NOMcom,smr,tort,DMF,tort,,,
