wd_id,line_id,line_wd,textlineid,ref,dipl,word,phon,map,wd_div,lang,pos,pos_syn,morph,lemma,lemma_src,lemma_dmf,phil_note,tei_right,tei_left
379,68,3,67,"AlexAlb, l. 67",cabeyl,cabeyl,kAbeʎ,c.a.b.e.yl,_,fro,NOMcom,NOMcom,smr,cheveu,DMF,cheveu,,,
556,99,7,98,"AlexAlb, l. 98",cabir,cabir,ċAbir,c.a.b.i.r,.,fro,VERinf,VERinf,---,chevir,DMF,chevir,,</l>,
225,41,6,40,"AlexAlb, l. 40",iausir,jausir,ʤAuzir,j.a.u.s.i.r,.,fro,VERinf,VERinf,---,choisir,DMF,choisir,,</l>,
544,97,7,96,"AlexAlb, l. 96",iausir,jausir,ʤAuzir,j.a.u.s.i.r,.,fro,VERinf,VERinf,---,choisir,DMF,choisir,,</l>,
223,41,4,40,"AlexAlb, l. 40",cel,cel,ʦèl,c.e.l,_,fro,NOMcom,NOMcom,smr,ciel,DMF,ciel,,,
283,53,3,52,"AlexAlb, l. 52",cels,cels,ʦèLS,c.e.l.s,_,fro,NOMcom,NOMcom,smn,ciel,DMF,ciel,,,
597,106,4,105,"AlexAlb, l. 105",cel,cel,ʦèl,c.e.l,_,fro,NOMcom,NOMcom,smr,ciel,DMF,ciel,,,
130,25,2,24,"AlexAlb, l. 24",chest,chest,XeST,ch.e.s.t,_,fro,PRNdem,PRNdem,smr,cist,DMF,cist,,,
371,67,1,66,"AlexAlb, l. 66",Clar,clar,kLAr,c.l.a.r,_,fro,ADJqua,ADJqua,smr,clair,DMF,clair,,,<lg n=&quot;10&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;66&quot;>
575,102,5,101,"AlexAlb, l. 101",clar,clar,kLAr,c.l.a.r,|,fro,ADJqua,ADVgen,---,clair,DMF,clair,,,
274,51,5,50,"AlexAlb, l. 50",claritaz,claritaz,kLAritAÇ,c.l.a.r.i.t.a.z,.|,fro,NOMcom,NOMcom,pfr,clarité,DMF,clarité,,</l>,
19,3,7,2,"AlexAlb, l. 2",clas,clas,kLAS,c.l.a.s,.,fro,NOMcom,NOMcom,smr,clas,DMF,clas,lemma_MölkHoltus1999:605,</l>,
383,69,3,68,"AlexAlb, l. 68",collet,collet,koLlèT,c.o.l.l.e.t,_,fro,NOMcom,NOMcom,smr,collet,DMF,collet,,,
385,69,5,68,"AlexAlb, l. 68",colorad,colorad,kolorAð,c.o.l.o.r.a.d,.,fro,VERppe,VERppe,smr,colorer,DMF,colorer,,</l>,
343,62,4,61,"AlexAlb, l. 61",coma,coma,kOmə,c.o.m.a,_,fro,NOMcom,NOMcom,sfr,come,DMF,come,,,
93,18,1,17,"AlexAlb, l. 17",cu[m],cum,kOm,c.u.m,_,fro,CONsub,CONsub,---,comme,DMF,comme,,,<l n=&quot;17&quot;>
328,60,4,59,"AlexAlb, l. 59",cu[m],cum,kOm,c.u.m,_,fro,CONsub,CONsub,---,comme,DMF,comme,,,
337,61,5,60,"AlexAlb, l. 60",cu[m],cum,kOm,c.u.m,_,fro,CONsub,CONsub,---,comme,DMF,comme,,,
342,62,3,61,"AlexAlb, l. 61",cu[m],cum,kOm,c.u.m,_,fro,CONsub,CONsub,---,comme,DMF,comme,,,
351,63,6,62,"AlexAlb, l. 62",cu[m],cum,kOm,c.u.m,_,fro,CONsub,CONsub,---,comme,DMF,comme,,,
358,64,5,63,"AlexAlb, l. 63",cu[m],cum,kOm,c.u.m,_,fro,CONsub,CONsub,---,comme,DMF,comme,,,
453,82,1,81,"AlexAlb, l. 81",cu[m],cum,kOm,c.u.m,_,fro,CONsub,CONsub,---,comme,DMF,comme,,,<l n=&quot;81&quot;>
594,106,1,105,"AlexAlb, l. 105",cu[m],cum,kOm,c.u.m,+,fro,CONsub,CONsub,---,comme,DMF,comme,,,<l n=&quot;105&quot;>
87,16,4,15,"AlexAlb, l. 15",cun|quesist,cunquesist,kONkEziST,c.u.n.qu.e.s.i.s.t,.,fro,VERcjg,VERcjg,subipf3,conquérir,DMF,conquérir,,</l>,
476,86,3,85,"AlexAlb, l. 85",conseyl,conseyl,kONSEʎ,c.o.n.s.e.yl,_,fro,NOMcom,NOMcom,smr,conseil,DMF,conseil,,,
450,81,3,80,"AlexAlb, l. 80",conten,conten,kONtEn,c.o.n.t.e.n,_,fro,VERcjg,VERcjg,indpst3,contenir,DMF,contenir,,,
135,26,1,25,"AlexAlb, l. 25",contar,contar,kONtAr,c.o.n.t.a.r,_,fro,VERinf,VERinf,---,conter,DMF,conter,,,<l n=&quot;25&quot;>
569,101,5,100,"AlexAlb, l. 100",corda,corda,kòrdə,c.o.r.d.a,_,fro,NOMcom,NOMcom,sfr,corde,DMF,corde,,,
581,103,5,102,"AlexAlb, l. 102",corda,corda,kòrdə,c.o.r.d.a,_,fro,NOMcom,NOMcom,sfr,corde,DMF,corde,,,
398,72,2,71,"AlexAlb, l. 71",corps,corps,kòrPS,c.o.r.p.s,_,fro,NOMcom,NOMcom,smr,corps,DMF,corps,,,
434,78,2,77,"AlexAlb, l. 77",corps,corps,kòrPS,c.o.r.p.s,_,fro,NOMcom,NOMcom,smr,corps,DMF,corps,,,
417,75,4,74,"AlexAlb, l. 74",cort,cort,korT,c.o.r.t,_,fro,VERcjg,VERcjg,indpst3,courir,DMF,courir,,,
531,95,7,94,"AlexAlb, l. 94",cubrir,cubrir,kobrir,c.u.b.r.i.r,.,fro,VERinf,VERinf,---,couvrir,DMF,couvrir,,</l>,
341,62,2,61,"AlexAlb, l. 61",cresp,cresp,kreSP,c.r.e.s.p,.,fro,ADJqua,ADJqua,smr,crespe,DMF,crespe,,,
158,31,3,30,"AlexAlb, l. 30",credreyz,credreyz,krEðrEiÇ,c.r.e.d.r.e.y.z,|,fro,VERcjg,VERcjg,con---5,croire,DMF,croire,,,
260,49,1,48,"AlexAlb, l. 48",crollet,crollet,kroLlèT,c.r.o.l.l.e.t,_,fro,VERcjg,VERcjg,indpsp3,crouler,DMF,crouler,,,<l n=&quot;48&quot;>
236,43,4,42,"AlexAlb, l. 42",degnet,degnet,dEɲèT,d.e.gn.e.t,_,fro,VERcjg,VERcjg,indpsp3,daigner,DMF,daigner,,,
444,80,2,79,"AlexAlb, l. 79",deyne,deyne,dEñə,d.e.yn.e,_,fro,VERcjg,VERcjg,indpst3,daigner,DMF,daigner,,,
245,45,2,44,"AlexAlb, l. 44",donna,donna,dONnə,d.o.n.n.a,|,fro,NOMcom,NOMcom,sfr,dame,DMF,dame,,,
14,3,2,2,"AlexAlb, l. 2",de,de,dE,d.e,+,fro,PRE,PRE,---,de,DMF,de,,,
57,12,1,11,"AlexAlb, l. 11",de,de,dE,d.e,+,fro,PRE,PRE,---,de,DMF,de,,,<l n=&quot;11&quot;>
62,12,6,11,"AlexAlb, l. 11",de,de,dE,d.e,+,fro,PRE,PRE,---,de,DMF,de,,,
99,19,3,18,"AlexAlb, l. 18",de,de,dE,d.e,+,fro,PRE,PRE,---,de,DMF,de,,,
109,21,2,20,"AlexAlb, l. 20",de,de,dE,d.e,_,fro,PRE,PRE,---,de,DMF,de,,,
129,25,1,24,"AlexAlb, l. 24",de,de,dE,d.e,+,fro,PRE,PRE,---,de,DMF,de,,,<l n=&quot;24&quot;>
139,27,1,26,"AlexAlb, l. 26",de,de,dE,d.e,+,fro,PRE,PRE,---,de,DMF,de,,,<l n=&quot;26&quot;>
151,29,6,28,"AlexAlb, l. 28",d,d,d,d,+,fro,PRE,PRE,---,de,DMF,de,,,
160,31,5,30,"AlexAlb, l. 30",de,de,dE,d.e,_,fro,PRE,PRE,---,de,DMF,de,,,
165,32,4,31,"AlexAlb, l. 31",de,de,dE,d.e,+,fro,PRE,PRE,---,de,DMF,de,,,
167,32,6,31,"AlexAlb, l. 31",d,d,T,d,+,fro,PRE,PRE,---,de,DMF,de,,,
194,37,4,36,"AlexAlb, l. 36",de,de,dE,d.e,+,fro,PRE,PRE,---,de,DMF,de,,,
231,42,6,41,"AlexAlb, l. 41",d,d,d,d,+,fro,PRE,PRE,---,de,DMF,de,,,
237,43,5,42,"AlexAlb, l. 42",d,d,d,d,+,fro,PRE,PRE,---,de,DMF,de,,,
263,49,4,48,"AlexAlb, l. 48",de,de,dE,d.e,+,fro,PRE,PRE,---,de,DMF,de,,,
309,57,4,56,"AlexAlb, l. 56",de,de,dE,d.e,_,fro,PRE,PRE,---,de,DMF,de,,,
315,58,4,57,"AlexAlb, l. 57",de,de,dE,d.e,_,fro,PRE,PRE,---,de,DMF,de,,,
338,61,6,60,"AlexAlb, l. 60",de,de,dE,d.e,+,fro,PRE,PRE,---,de,DMF,de,,,
344,62,5,61,"AlexAlb, l. 61",de,de,dE,d.e,_,fro,PRE,PRE,---,de,DMF,de,,,
352,63,7,62,"AlexAlb, l. 62",de,de,dE,d.e,_,fro,PRE,PRE,---,de,DMF,de,,,
359,64,6,63,"AlexAlb, l. 63",de,de,dE,d.e,_,fro,PRE,PRE,---,de,DMF,de,,,
361,65,1,64,"AlexAlb, l. 64",de,de,dE,d.e,_,fro,PRE,PRE,---,de,DMF,de,,,<l n=&quot;64&quot;>
369,66,4,65,"AlexAlb, l. 65",de,de,dE,d.e,_,fro,PRE,PRE,---,de,DMF,de,,,
399,72,3,71,"AlexAlb, l. 71",d,d,d,d,+,fro,PRE,PRE,---,de,DMF,de,,,
418,75,5,74,"AlexAlb, l. 74",de,de,dE,d.e,_,fro,PRE,PRE,---,de,DMF,de,,,
425,76,4,75,"AlexAlb, l. 75",de,de,dE,d.e,+,fro,PRE,PRE,---,de,DMF,de,,,
463,84,1,83,"AlexAlb, l. 83",de,de,dE,d.e,|,fro,PRE,PRE,---,de,DMF,de,,,<l n=&quot;83&quot;>
472,85,5,84,"AlexAlb, l. 84",de,de,dE,d.e,+,fro,PRE,PRE,---,de,DMF,de,,,
475,86,2,85,"AlexAlb, l. 85",de,de,dE,d.e,_,fro,PRE,PRE,---,de,DMF,de,,,
478,86,5,85,"AlexAlb, l. 85",de,de,dE,d.e,|,fro,PRE,PRE,---,de,DMF,de,,,
480,87,1,86,"AlexAlb, l. 86",de,de,dE,d.e,_,fro,PRE,PRE,---,de,DMF,de,,,<l n=&quot;86&quot;>
483,87,4,86,"AlexAlb, l. 86",d,d,d,d,+,fro,PRE,PRE,---,de,DMF,de,,,
485,88,1,87,"AlexAlb, l. 87",de,de,dE,d.e,+,fro,PRE,PRE,---,de,DMF,de,,,<l n=&quot;87&quot;>
497,90,1,89,"AlexAlb, l. 89",de,de,dE,d.e,+,fro,PRE,PRE,---,de,DMF,de,,,<l n=&quot;89&quot;>
501,90,5,89,"AlexAlb, l. 89",de,de,dE,d.e,_,fro,PRE,PRE,---,de,DMF,de,,,
529,95,5,94,"AlexAlb, l. 94",d,d,d,d,+,fro,PRE,PRE,---,de,DMF,de,,,
533,96,2,95,"AlexAlb, l. 95",de,de,dE,d.e,+,fro,PRE,PRE,---,de,DMF,de,,,
539,97,2,96,"AlexAlb, l. 96",de,de,dE,d.e,_,fro,PRE,PRE,---,de,DMF,de,,,
560,100,4,99,"AlexAlb, l. 99",de,de,dE,d.e,+,fro,PRE,PRE,---,de,DMF,de,,,
596,106,3,105,"AlexAlb, l. 105",de,de,dE,d.e,_,fro,PRE,PRE,---,de,DMF,de,,,
396,71,6,70,"AlexAlb, l. 70",delcad,delcad,dELkAð,d.e.l.c.a.d,.,fro,ADJqua,ADJqua,smr,délié,DMF,délié,,</l>,
591,105,3,104,"AlexAlb, l. 104",des,des,dES,d.e.s,+,fro,PRE,PRE,---,dès,DMF,dès,,,
310,57,5,56,"AlexAlb, l. 56",dies,dies,diES,d.i.e.s,_,fro,NOMcom,NOMcom,pmr,di,DMF,di,,,
473,85,6,84,"AlexAlb, l. 84",dignitaz,dignitaz,diɲitAÇ,d.i.gn.i.t.a.z,.,fro,NOMcom,NOMcom,sfr,dignité,DMF,dignité,,</l>,
1,1,1,---,"AlexAlb, l. 1 (f. 115r)",Dit,dit,diT,d.i.t,_,fro,VERcjg,VERcjg,indpst3,dire,DMF,dire,,,<text><body xml:lang=&quot;fro&quot;><pb facs=&quot;http://mss.bmlonline.it/s.aspx?Id=AWOItZ95I1A4r7GxMMFZ&amp;c=Q.%20Curtius#/oro/237&quot; n=&quot;115r&quot;/><cb n=&quot;b&quot;/><lg><l n=&quot;1 (f. 115r)&quot;>
7,2,1,1,"AlexAlb, l. 1 (f. 115v)",Dit,dit,diT,d.i.t,_,fro,VERcjg,VERcjg,indpst3,dire,DMF,dire,,,<pb facs=&quot;http://mss.bmlonline.it/s.aspx?Id=AWOItZ95I1A4r7GxMMFZ&amp;c=Q.%20Curtius#/oro/238&quot; n=&quot;115v&quot;/><cb n=&quot;a&quot;/><lg n=&quot;1&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;1 (f. 115v)&quot;>
143,28,1,27,"AlexAlb, l. 27",Dicunt,dicunt,dikONT,d.i.c.u.n.t,_,fro,VERcjg,VERcjg,indpst6,dire,DMF,dire,,,<lg n=&quot;4&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;27&quot;>
219,40,7,39,"AlexAlb, l. 39",dir,dir,dir,d.i.r,.|,fro,VERinf,VERinf,---,dire,DMF,dire,,</l>,
56,11,6,10,"AlexAlb, l. 10",dit,dit,diT,d.i.t,.,fro,VERppe,VERppe,snn,dire,DMF,dire,,</l>,
564,100,8,99,"AlexAlb, l. 99",discernir,discernir,diʦErnir,d.i.sc.e.r.n.i.r,.,fro,VERinf,VERinf,---,discernir,TL,,,</l></lg>,
131,25,3,24,"AlexAlb, l. 24",du[n],dun,dOn,d.u.n,|,fro,PRNrel,PRNrel,---,dont,DMF,dont,,,
216,40,4,39,"AlexAlb, l. 39",dun,dun,dOn,d.u.n,_,fro,PRNrel,PRNrel,---,dont,DMF,dont,,,
247,46,1,45,"AlexAlb, l. 45",dun,dun,dOn,d.u.n,_,fro,PRNrel,PRNrel,---,dont,DMF,dont,,,<l n=&quot;45&quot;>
353,63,8,62,"AlexAlb, l. 62",dracon,dracon,drAkOn,d.r.a.c.o.n,.,fro,NOMcom,NOMcom,smr,dragon,DMF,dragon,,</l>,
559,100,3,99,"AlexAlb, l. 99",dreyt,dreyt,drEiT,d.r.e.y.t,|,fro,NOMcom,NOMcom,smr,droit,DMF,droit,,,
90,17,3,16,"AlexAlb, l. 16",duc,duc,dyk,d.u.c,_,fro,NOMcom,NOMcom,smr,duc,DMF,duc,,,
470,85,3,84,"AlexAlb, l. 84",duystrent,duystrent,dyiStrENT,d.u.y.s.t.r.e.n.t,_,fro,VERcjg,VERcjg,indpsp6,duire,DMF,duire,,,
528,95,4,94,"AlexAlb, l. 94",doyst,doyst,dOiST,d.o.y.s.t,_,fro,VERcjg,VERcjg,indpsp3,duire,DMF,duire,,,
568,101,4,100,"AlexAlb, l. 100",duyst,duyst,dyiST,d.u.y.s.t,_,fro,VERcjg,VERcjg,indpsp3,duire,DMF,duire,,,
50,10,6,9,"AlexAlb, l. 9",escrit,escrit,ESkriT,e.s.c.r.i.t,.,fro,VERppe,VERppe,smr,écrire,DMF,écrire,,</l>,
530,95,6,94,"AlexAlb, l. 94",escud,escud,ESkyð,e.s.c.u.d,_,fro,NOMcom,NOMcom,smr,écu,DMF,écu,,,
442,79,6,78,"AlexAlb, l. 78",escueyr,escueyr,ESkyEir,e.s.c.u.e.y.r,.,fro,NOMcom,NOMcom,smr,écuyer,DMF,écuyer,,</l>,
168,32,7,31,"AlexAlb, l. 31",enperatour,enperatour,ENpErAtour,e.n.p.e.r.a.t.o.u.r,.,fro,NOMcom,NOMcom,smr,empereur,DMF,empereur,,</l>,
242,44,3,43,"AlexAlb, l. 43",en|peradur,enperadur,ENpErAðor,e.n.p.e.r.a.d.u.r,_,fro,NOMcom,NOMcom,smr,empereur,DMF,empereur,,,
458,82,6,81,"AlexAlb, l. 81",empeyr,empeyr,ENpEir,e.m.p.e.y.r,.,fro,NOMcom,NOMcom,smr,empire,DMF,empire,,</l></lg>,
45,10,1,9,"AlexAlb, l. 9",En,en,En,e.n,_,fro,PRE,PRE,---,en,DMF,en,,,<lg n=&quot;2&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;9&quot;>
196,37,6,36,"AlexAlb, l. 36",en,en,En,e.n,_,fro,PRE,PRE,---,en,DMF,en,,,
290,54,5,53,"AlexAlb, l. 53",en,en,En,e.n,+,fro,PRE,PRE,---,en,DMF,en,,,
293,55,1,54,"AlexAlb, l. 54",En,en,En,e.n,+,fro,PRE,PRE,---,en,DMF,en,,,<lg n=&quot;8&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;54&quot;>
364,65,4,64,"AlexAlb, l. 64",en,en,En,e.n,|,fro,PRE,PRE,---,en,DMF,en,,,
451,81,4,80,"AlexAlb, l. 80",en,en,En,e.n,|,fro,PRE,PRE,---,en,DMF,en,,,
506,91,4,90,"AlexAlb, l. 90",en,en,En,e.n,_,fro,PRE,PRE,---,en,DMF,en,,,
509,92,2,91,"AlexAlb, l. 91",en,en,En,e.n,|,fro,PRE,PRE,---,en,DMF,en,,,
512,92,5,91,"AlexAlb, l. 91",en,en,En,e.n,_,fro,PRE,PRE,---,en,DMF,en,,,
542,97,5,96,"AlexAlb, l. 96",en,en,En,e.n,+,fro,PRE,PRE,---,en,DMF,en,,,
578,103,2,102,"AlexAlb, l. 102",en,en,En,e.n,+,fro,PRE,PRE,---,en,DMF,en,,,
34,7,3,6,"AlexAlb, l. 6",en,en,En,e.n,_,fro,PRCadv,PRCadv,---,en2,DMF,en2,,,
157,31,2,30,"AlexAlb, l. 30",en,en,En,e.n,+,fro,PRCadv,PRCadv,---,en2,DMF,en2,,,
152,29,7,28,"AlexAlb, l. 28",encantatour,encantatour,ENkANtAtour,e.n.c.a.n.t.a.t.o.u.r,.,fro,NOMcom,NOMcom,smr,enchanteur,DMF,enchanteur,,</l>,
522,94,2,93,"AlexAlb, l. 93",en_cu[n]tre,encuntre,ENkONtrə,e.n.c.u.n.t.r.e,_,fro,PRE,PRE,---,encontre,DMF,encontre,,,
304,56,5,55,"AlexAlb, l. 55",emfes,emfes,ENfəS,e.m.f.e.s,_,fro,NOMcom,NOMcom,smn,enfant,DMF,enfant,,,
314,58,3,57,"AlexAlb, l. 57",emfes,emfes,ENfəS,e.m.f.e.s,_,fro,NOMcom,NOMcom,smn,enfant,DMF,enfant,,,
424,76,3,75,"AlexAlb, l. 75",emfes,emfes,ENfəS,e.m.f.e.s,_,fro,NOMcom,NOMcom,smn,enfant,DMF,enfant,,,
402,72,6,71,"AlexAlb, l. 71",enforcad,enforcad,ENforʦAð,e.n.f.o.r.c.a.d,.,fro,VERppe,VERppe,smr,enforcer,DMF,enforcer,,</l>,
257,48,3,47,"AlexAlb, l. 47",en_signes,ensignes,ENSiɲəS,e.n.s.i.gn.e.s,_,fro,NOMcom,NOMcom,pfr,enseigne,DMF,enseigne,,,
493,89,4,88,"AlexAlb, l. 88",enseyned,enseyned,ENSEñèT,e.n.s.e.yn.e.d,|,fro,VERcjg,VERcjg,indpsp3,enseigner,DMF,enseigner,,,
467,84,5,83,"AlexAlb, l. 83",enseynaz,enseynaz,ENSEñAÇ,e.n.s.e.yn.a.z,.,fro,VERppe,VERppe,pmr,enseigner,DMF,enseigner,,</l>,
598,106,5,105,"AlexAlb, l. 105",entrobe,entrobe,ENtrobə,e.n.t.r.o.b.e,_,fro,PRE,PRE,---,entroca,DOM,,word_MölkHoltus1999:616-617 word_AlexAlbZ:410-411,,
197,37,7,36,"AlexAlb, l. 36",aueyron,aveyron,AvEirOn,a.v.e.y.r.o.n,.,fro,NOMcom,NOMcom,smr,environ,DMF,environ,,</l>,
365,65,5,64,"AlexAlb, l. 64",auiron,aviron,AvirOn,a.v.i.r.o.n,.,fro,NOMcom,NOMcom,smr,environ,DMF,environ,,</l>,
535,96,4,95,"AlexAlb, l. 95",espaa,espaa,ESpAə,e.s.p.a.a,_,fro,NOMcom,NOMcom,sfr,épée,DMF,épée,,,
232,42,7,41,"AlexAlb, l. 41",epir,epir,Epir,e.p.i.r,.,fro,NOMpro,NOMpro,sfr,Épire,wiktionary,,,</l>,
513,92,6,91,"AlexAlb, l. 91",ermin,ermin,Ermin,e.r.m.i.n,.,fro,NOMcom,NOMcom,smr,ermin,DMF,ermin,,</l>,
238,43,6,42,"AlexAlb, l. 42",estor,estor,EStor,e.s.t.o.r,_,fro,NOMcom,NOMcom,smr,estour,DMF,estour,,,
487,88,3,87,"AlexAlb, l. 87",estorn,estorn,EStorn,e.s.t.o.r.n,_,fro,NOMcom,NOMcom,smr,estour,DMF,estour,,,
77,14,6,13,"AlexAlb, l. 13",estric,estric,EStrik,e.s.t.r.i.c,.,fro,NOMcom,NOMcom,smr,estrif,DMF,estrif,,</l>,
145,28,3,27,"AlexAlb, l. 27",estrobat_our,estrobatour,EStròbAtour,e.s.t.r.o.b.a.t.o.u.r,.,fro,NOMcom,NOMcom,pmn,estrobatór,DOM,,,</l>,
75,14,4,13,"AlexAlb, l. 13",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,
105,20,4,19,"AlexAlb, l. 19",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,
108,21,1,20,"AlexAlb, l. 20",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,<l n=&quot;20&quot;>
115,22,4,21,"AlexAlb, l. 21",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,
117,23,1,22,"AlexAlb, l. 22",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,<l n=&quot;22&quot;>
169,33,1,32,"AlexAlb, l. 32",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,<l n=&quot;32&quot;>
191,37,1,36,"AlexAlb, l. 36",e,e,E,e,+,fro,CONcoo,CONcoo,---,et,DMF,et,,,<l n=&quot;36&quot;>
213,40,1,39,"AlexAlb, l. 39",Et,et,E,e.t,+,fro,CONcoo,CONcoo,---,et,DMF,et,,,<lg n=&quot;6&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;39&quot;>
268,50,3,49,"AlexAlb, l. 49",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,
354,64,1,63,"AlexAlb, l. 63",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,<l n=&quot;63&quot;>
384,69,4,68,"AlexAlb, l. 68",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,
389,70,4,69,"AlexAlb, l. 69",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,
405,73,3,72,"AlexAlb, l. 72",e,e,E,e,+,fro,CONcoo,CONcoo,---,et,DMF,et,,,
412,74,4,73,"AlexAlb, l. 73",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,
416,75,3,74,"AlexAlb, l. 74",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,
474,86,1,85,"AlexAlb, l. 85",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,<l n=&quot;85&quot;>
477,86,4,85,"AlexAlb, l. 85",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,
482,87,3,86,"AlexAlb, l. 86",[et],et,Eð,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,
488,88,4,87,"AlexAlb, l. 87",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,
500,90,4,89,"AlexAlb, l. 89",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,
503,91,1,90,"AlexAlb, l. 90",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,<l n=&quot;90&quot;>
508,92,1,91,"AlexAlb, l. 91",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,<l n=&quot;91&quot;>
511,92,4,91,"AlexAlb, l. 91",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,
514,93,1,92,"AlexAlb, l. 92",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,<l n=&quot;92&quot;>
518,93,5,92,"AlexAlb, l. 92",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,
525,95,1,94,"AlexAlb, l. 94",Et,et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,<lg n=&quot;14&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;94&quot;>
532,96,1,95,"AlexAlb, l. 95",[et],et,Eð,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,<l n=&quot;95&quot;>
538,97,1,96,"AlexAlb, l. 96",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,<l n=&quot;96&quot;>
545,98,1,97,"AlexAlb, l. 97",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,<l n=&quot;97&quot;>
554,99,5,98,"AlexAlb, l. 98",[et],et,Eð,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,
557,100,1,99,"AlexAlb, l. 99",e,e,E,e,+,fro,CONcoo,CONcoo,---,et,DMF,et,,,<l n=&quot;99&quot;>
571,102,1,101,"AlexAlb, l. 101",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,<l n=&quot;101&quot;>
573,102,3,101,"AlexAlb, l. 101",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,
577,103,1,102,"AlexAlb, l. 102",[et],et,E,e.t,_,fro,CONcoo,CONcoo,---,et,DMF,et,,,<l n=&quot;102&quot;>
43,9,4,8,"AlexAlb, l. 8",sie,sie,Siə,,|,fro,VERcjg,VERcjg,subpst3,être,DMF,être,,,
55,11,5,10,"AlexAlb, l. 10",fu,fu,fy,f.u,_,fro,VERcjg,VERcjg,indpsp3,être,DMF,être,,,
98,19,2,18,"AlexAlb, l. 18",fud,fud,fyð,f.u.d,_,fro,VERcjg,VERcjg,indpsp3,être,DMF,être,,,
103,20,2,19,"AlexAlb, l. 19",furent,furent,fyrENT,f.u.r.e.n.t,_,fro,VERcjg,VERcjg,indpsp6,être,DMF,être,,,
113,22,2,21,"AlexAlb, l. 21",furent,furent,fyrENT,f.u.r.e.n.t,|,fro,VERcjg,VERcjg,indpsp6,être,DMF,être,,,
149,29,4,28,"AlexAlb, l. 28",fud,fud,fyð,f.u.d,_,fro,VERcjg,VERcjg,indpsp3,être,DMF,être,,,
164,32,3,31,"AlexAlb, l. 31",fud,fud,fyð,f.u.d,_,fro,VERcjg,VERcjg,indpsp3,être,DMF,être,,,
199,38,2,37,"AlexAlb, l. 37",fud,fud,fyð,f.u.d,_,fro,VERcjg,VERcjg,indpsp3,être,DMF,être,,,
253,47,4,46,"AlexAlb, l. 46",fud,fud,fyð,f.u.d,_,fro,VERcjg,VERcjg,indpsp3,être,DMF,être,,,
258,48,4,47,"AlexAlb, l. 47",fud,fud,fyð,f.u.d,_,fro,VERcjg,VERcjg,indpsp3,être,DMF,être,,,
267,50,2,49,"AlexAlb, l. 49",fud,fud,fyð,f.u.d,|,fro,VERcjg,VERcjg,indpsp3,être,DMF,être,,,
278,52,4,51,"AlexAlb, l. 51",fud,fud,fyð,f.u.d,_,fro,VERcjg,VERcjg,indpsp3,être,DMF,être,,,
288,54,3,53,"AlexAlb, l. 53",est,est,èST,e.s.t,_,fro,VERcjg,VERcjg,indpst3,être,DMF,être,,,
