wd_id,line_id,line_wd,textlineid,ref,dipl,word,phon,map,wd_div,lang,pos,pos_syn,morph,lemma,lemma_src,lemma_dmf,phil_note,tei_right,tei_left
238,40,1,33,"EpSEt, l. 33",esgarde,esgarde,ESgArdə,e.s.g.a.r.d.e,_,fro,VERcjg,VERcjg,indpst3,égarder,DMF,égarder,,,<lb/><l n=&quot;33&quot;>
239,40,2,33,"EpSEt, l. 33",e,e,E,e,+,fro,PRE,PRE,,en,DMF,en,,,
240,40,3,33,"EpSEt, l. 33",l,l,L,l,+,fro,DETdef,DETdef,smr,le,DMF,le,,,
241,40,4,33,"EpSEt, l. 33",cel,cel,ʦèl,c.e.l,_,fro,NOMcom,NOMcom,smr,ciel,DMF,ciel,,,
242,40,5,33,"EpSEt, l. 33",si,si,Si,s.i,+,fro,ADVgen,ADVgen,,si4,DMF,si4,,,
243,40,6,33,"EpSEt, l. 33",í,i,i,i,+,fro,PRCadv,PRCadv,,y2,DMF,y2,,,
244,40,7,33,"EpSEt, l. 33",uit,vit,viT,v.i.t,_,fro,VERcjg,VERcjg,indpsp3,voir,DMF,voir,,,
245,40,8,33,"EpSEt, l. 33",ih[es]u,jhesu,ʤEzy,jh.e.s.u,_,fro,NOMpro,NOMpro,smr,Jésus,DMF,Jésus,,,
246,40,9,33,"EpSEt, l. 33",[christ],christ,kriST,ch.r.i.s.t,.,fro,NOMpro,NOMpro,smr,Christ,DMF,Christ,,</l>,
247,41,1,34,"EpSEt, l. 34",pois,pois,poiS,p.o.i.s,+,fro,ADVgen,ADVgen,,puis,DMF,puis,,,<l n=&quot;34&quot;>
248,41,2,34,"EpSEt, l. 34",a,a,A,a,+,fro,PRE,PRE,,à,DMF,à,,,
249,41,3,34,"EpSEt, l. 34",s,s,S,s,+,fro,DETdef,DETdef,pmr,le,DMF,le,,,
250,41,4,34,"EpSEt, l. 34",íues,jues,ʤyèS,j.u.e.s,_,fro,NOMcom,NOMcom,pmr,juif,DMF,juif,,,
251,41,5,34,"EpSEt, l. 34",a,a,A,a,+,fro,PRE,PRE,,à,DMF,à,,,
252,41,6,34,"EpSEt, l. 34",felu[n]s,feluns,fElONS,f.e.l.u.n.s,.,fro,ADJqua,NOMcom,pmr,félon,DMF,félon,,,
253,41,7,34,"EpSEt, l. 34",si,si,Si,s.i,+,fro,ADVgen,ADVgen,,si4,DMF,si4,,,
254,41,8,34,"EpSEt, l. 34",lor,lor,Lor,l.o.r,+,fro,PRCper,PRCper,6pmi,leur,DMF,leur,,,
255,41,9,34,"EpSEt, l. 34",dit,dit,diT,d.i.t,.¶,fro,VERcjg,VERcjg,indpsp3,dire,DMF,dire,,</l><l n=&quot;35&quot;><gap unit=&quot;line&quot; reason=&quot;missing&quot;/></l></lg>,
257,43,1,36,"EpSEt, l. 36",qa[n]t,qant,kANT,q.a.n.t,_,fro,CONsub,CONsub,,quand,DMF,quand,,,<lb/><l n=&quot;36&quot;>
258,43,2,36,"EpSEt, l. 36",ce,ce,ʦE,c.e,+,fro,PRNdem,PRNdem,snr,ce,DMF,ce,,,
259,43,3,36,"EpSEt, l. 36",oirent,oirent,oirəNT,o.i.r.e.n.t,_,fro,VERcjg,VERcjg,indpsp6,ouïr,DMF,ouïr,,,
260,43,4,36,"EpSEt, l. 36",e[n]_senble,ensenble,ENSENbLə,e.n.s.e.n.b.l.e,_,fro,ADVgen,ADVgen,,ensemble,DMF,ensemble,,,
261,43,5,36,"EpSEt, l. 36",s,s,S,s,+,fro,PRCper,PRCper,6pmr,se,DMF,se,,,
262,43,6,36,"EpSEt, l. 36",ecriiert[=ecriierent],ecriierent,EkriiErəNT,e.c.r.i.i.e.r.e.n.t,.,fro,VERcjg,VERcjg,indpsp6,écrier,DMF,écrier,,</l>,
263,44,1,37,"EpSEt, l. 37",ta[n],tan,tAn,t.a.n,+,fro,ADVgen,ADVgen,,tant,DMF,tant,,,<l n=&quot;37&quot;>
264,44,2,37,"EpSEt, l. 37",dolent,dolent,dolENT,d.o.l.e.n.t,_,fro,ADJqua,ADJqua,pmn,dolent,DMF,dolent,,,
265,44,3,37,"EpSEt, l. 37",furu[n]t,furunt,fyrəNT,f.u.r.u.n.t,_,fro,VERcjg,VERcjg,indpsp6,être,DMF,être,,,
266,44,4,37,"EpSEt, l. 37",por,por,por,p.o.r,_,fro,PRE,PRE,,pour,DMF,pour,,,
267,44,5,37,"EpSEt, l. 37",poi,poi,pòi,p.o.i,_,fro,PRNind,PRNind,snr,peu,DMF,peu,,,
268,44,6,37,"EpSEt, l. 37",ne,ne,nE,n.e,_,fro,ADVgen,ADVgen,,ne,DMF,ne,,,
269,44,7,37,"EpSEt, l. 37",s,s,S,s,+,fro,PRCper,PRCper,6pmr,se,DMF,se,,,
270,44,8,37,"EpSEt, l. 37",esrageret[=esragerent],esragerent,ESrAʤèrəNT,e.s.r.a.g.e.r.e.n.t,.,fro,VERcjg,VERcjg,indpsp6,esrager,DMF,esrager,,</l>,
271,45,1,38,"EpSEt, l. 38",lo,lo,Lo,l.o,_,fro,DETdef,DETdef,smr,le,DMF,le,,,<l n=&quot;38&quot;>
272,45,2,38,"EpSEt, l. 38",baru[n],barun,bArOn,b.a.r.u.n,|,fro,NOMcom,NOMcom,smr,baron,DMF,baron,,,
273,45,3,38,"EpSEt, l. 38",p[r]itrent,pritrent,pritrəNT,p.r.i.t.r.e.n.t,_,fro,VERcjg,VERcjg,indpsp6,prendre,DMF,prendre,,,<lb/>
274,45,4,38,"EpSEt, l. 38",lede_m[en]t,ledement,LEðEmENT,l.e.d.e.m.e.n.t,_,fro,ADVgen,ADVgen,,laidement,DMF,laidement,,,
275,45,5,38,"EpSEt, l. 38",le,le,LE,l.e,+,fro,PRCper,PRCper,3sma,le,DMF,le,,,
276,45,6,38,"EpSEt, l. 38",baterent,baterent,bAtèrəNT,b.a.t.e.r.e.n.t,.,fro,VERcjg,VERcjg,indpsp6,battre,DMF,battre,,</l>,
277,46,1,39,"EpSEt, l. 39",fors,fors,fòrS,f.o.r.s,_,fro,ADVgen,ADVgen,,hors,DMF,hors,,,<l n=&quot;39&quot;>
278,46,2,39,"EpSEt, l. 39",de,de,dE,d.e,+,fro,PRE,PRE,,de,DMF,de,,,
279,46,3,39,"EpSEt, l. 39",la,la,LA,l.a,+,fro,DETdef,DETdef,sfr,le,DMF,le,,,
280,46,4,39,"EpSEt, l. 39",uíle,vile,vilə,v.i.l.e,_,fro,NOMcom,NOMcom,sfr,ville,DMF,ville,,,
281,46,5,39,"EpSEt, l. 39",ledem[en]t,ledement,LEðEmENT,l.e.d.e.m.e.n.t,_,fro,ADVgen,ADVgen,,laidement,DMF,laidement,,,
282,46,6,39,"EpSEt, l. 39",le,le,LE,l.e,+,fro,PRCper,PRCper,3sma,le,DMF,le,,,
283,46,7,39,"EpSEt, l. 39",gitere[n]t,giterent,ʤitærəNT,g.i.t.e.r.e.n.t,;,fro,VERcjg,VERcjg,indpsp6,jeter,DMF,jeter,,</l>,
284,47,1,40,"EpSEt, l. 40",pois,pois,poiS,p.o.i.s,_,fro,ADVgen,ADVgen,,puis,DMF,puis,,,<l n=&quot;40&quot;>
285,47,2,40,"EpSEt, l. 40",le,le,LE,l.e,+,fro,DETdef,DETdef,smr,le,DMF,le,,,
286,47,3,40,"EpSEt, l. 40",baru[n],barun,bArOn,b.a.r.u.n,|,fro,NOMcom,NOMcom,smr,baron,DMF,baron,,,
287,47,4,40,"EpSEt, l. 40",entros,entros,ENtrOS,e.n.t.r.o.s,_,fro,ADVgen,ADVgen,,entruès,DMF,entruès,,,<lb/>
288,47,5,40,"EpSEt, l. 40",si,si,Si,s.i,+,fro,ADVgen,ADVgen,,si4,DMF,si4,,,
289,47,6,40,"EpSEt, l. 40",lapidere[n]t,lapiderent,LApidærəNT,l.a.p.i.d.e.r.e.n.t,.¶,fro,VERcjg,VERcjg,indpsp6,lapider,DMF,lapider,,</l></lg>,
292,49,1,41,"EpSEt, l. 41",Mes,mes,mèS,m.e.s,_,fro,CONcoo,CONcoo,,mais,DMF,mais,,,<l n=&quot;41&quot;>
293,49,2,41,"EpSEt, l. 41",ce,ce,ʦE,c.e,+,fro,PRNdem,PRNdem,snr,ce,DMF,ce,,,
294,49,3,41,"EpSEt, l. 41",trouu[n],trovun,trovOn,t.r.o.v.u.n,_,fro,VERcjg,VERcjg,indpst4,trouver,DMF,trouver,,,
295,49,4,41,"EpSEt, l. 41",q[ue],que,kE,qu.e,_,fro,CONsub,CONsub,,que,DMF,que,,,
296,49,5,41,"EpSEt, l. 41",a,a,A,a,+,fro,PRE,PRE,,à,DMF,à,,,
297,49,6,41,"EpSEt, l. 41",s,s,S,s,_,fro,DETdef,DETdef,pmr,le,DMF,le,,,
298,49,7,41,"EpSEt, l. 41",piet,piet,piET,p.i.e.t,_,fro,NOMcom,NOMcom,pmr,pied,DMF,pied,,,
299,49,8,41,"EpSEt, l. 41",d,d,d,d,+,fro,PRE,PRE,,de,DMF,de,,,
300,49,9,41,"EpSEt, l. 41",u[n],un,yn,u.n,_,fro,DETndf,DETndf,smr,un,DMF,un,,,
301,49,10,41,"EpSEt, l. 41",enfant,enfant,ENfANT,e.n.f.a.n.t,_,fro,NOMcom,NOMcom,smr,enfant,DMF,enfant,,</l>,
302,50,1,42,"EpSEt, l. 42",mistrent,mistrent,miStrəNT,m.i.s.t.r.e.n.t,|,fro,VERcjg,VERcjg,indpsp6,mettre,DMF,mettre,,,<l n=&quot;42&quot;>
303,50,2,42,"EpSEt, l. 42",lor,lor,Lor,l.o.r,_,fro,DETpos,DETpos,6pmr,leur,DMF,leur,,,<lb/>
304,50,3,42,"EpSEt, l. 42",dras,dras,draS,d.r.a.s,_,fro,NOMcom,NOMcom,pmr,drap,DMF,drap,,,
305,50,4,42,"EpSEt, l. 42",cil,cil,ʦil,c.i.l,_,fro,PRNdem,PRNdem,pmn,cil,DMF,cil,,,
306,50,5,42,"EpSEt, l. 42",q[u]i,qui,ki,qu.i,_,fro,PRNrel,PRNrel,pmn,qui,DMF,qui,,,
307,50,6,42,"EpSEt, l. 42",le,le,LE,l.e,+,fro,PRCper,PRCper,3sma,le,DMF,le,,,
308,50,7,42,"EpSEt, l. 42",segueie[n]t,segueient,SEguEiəNT,s.e.g.u.e.i.e.n.t,.,fro,VERcjg,VERcjg,indipf6,suivre,DMF,suivre,,</l>,
309,51,1,43,"EpSEt, l. 43",saulus,saulus,SaulyS,s.a.u.l.u.s,_,fro,NOMpro,NOMpro,smn,Saul,DMF,Saul,,,<l n=&quot;43&quot;>
310,51,2,43,"EpSEt, l. 43",ot,ot,òT,o.t,_,fro,VERcjg,VERcjg,indpsp3,avoir,DMF,avoir,,,
311,51,3,43,"EpSEt, l. 43",n[on],non,nOn,n.o.n,_,fro,NOMcom,NOMcom,smr,nom,DMF,nom,,,
312,51,4,43,"EpSEt, l. 43",de,de,dE,d.e,+,fro,PRE,PRE,,de,DMF,de,,,
313,51,5,43,"EpSEt, l. 43",damassa,damassa,dAmasə,d.a.m.a.ss.a,_,fro,NOMpro,NOMpro,sfr,Damas,wikipedia,---,,,
314,51,6,43,"EpSEt, l. 43",la,la,LA,l.a,+,fro,DETdef,DETdef,sfr,le,DMF,le,,,
315,51,7,43,"EpSEt, l. 43",grant,grant,grANT,g.r.a.n.t,.,fro,ADJqua,ADJqua,sfr,grand,DMF,grand,,</l>,
316,52,1,44,"EpSEt, l. 44",pois,pois,poiS,p.o.i.s,_,fro,ADVgen,ADVgen,,puis,DMF,puis,,,<l n=&quot;44&quot;>
317,52,2,44,"EpSEt, l. 44",fut,fut,fyð,f.u.t,_,fro,VERcjg,VERcjg,indpsp3,être,DMF,être,,,
318,52,3,44,"EpSEt, l. 44",apotres,apotres,ApòtrəS,a.p.o.t.r.e.s,|,fro,NOMcom,NOMcom,smn,apôtre,DMF,apôtre,,,
319,52,4,44,"EpSEt, l. 44",si,si,Si,s.i,+,fro,ADVgen,ADVgen,,si4,DMF,si4,,,<lb/>
320,52,5,44,"EpSEt, l. 44",co[n],con,kON,c.o.n,+,fro,CONsub,CONsub,,comme,DMF,comme,,,
321,52,6,44,"EpSEt, l. 44",trouu[n],trovun,trovOn,t.r.o.v.u.n,_,fro,VERcjg,VERcjg,indpst4,trouver,DMF,trouver,,,
322,52,7,44,"EpSEt, l. 44",lésant,lesant,LEzANT,l.e.s.a.n.t,;,fro,VERppa,VERppa,,lire,DMF,lire,,</l>,
323,53,1,45,"EpSEt, l. 45",saínt,saint,SÆiNT,s.a.i.n.t,_,fro,ADJqua,ADJqua,smr,saint,DMF,saint,,,<l n=&quot;45&quot;>
324,53,2,45,"EpSEt, l. 45",pol,pol,pòl,p.o.l,_,fro,NOMcom,NOMcom,smr,Paul,wiktionary,---,,,
325,53,3,45,"EpSEt, l. 45",l,l,L,l,+,fro,PRCper,PRCper,3sma,le,DMF,le,,,
326,53,4,45,"EpSEt, l. 45",apelle[n]t,apellent,ApèləNT,a.p.e.ll.e.n.t,_,fro,VERcjg,VERcjg,indpst6,appeler,DMF,appeler,,,
327,53,5,45,"EpSEt, l. 45",la,la,LA,l.a,_,fro,DETdef,DETdef,sfn,le,DMF,le,,,
328,53,6,45,"EpSEt, l. 45",crestiane,crestiane,krEStiAnə,c.r.e.s.t.i.a.n.e,_,fro,ADJqua,ADJqua,sfn,chrétien,DMF,chrétien,,,
329,53,7,45,"EpSEt, l. 45",gent,gent,ʤENT,g.e.n.t,.¶,fro,NOMcom,NOMcom,sfn,gent,DMF,gent,,</l></lg>,
332,55,1,46,"EpSEt, l. 46",lo,lo,Lo,l.o,_,fro,DETdef,DETdef,smr,le,DMF,le,,,<l n=&quot;46&quot;>
333,55,2,46,"EpSEt, l. 46",baru[n],barun,bArOn,b.a.r.u.n,|,fro,NOMcom,NOMcom,smr,baron,DMF,baron,,,
334,55,3,46,"EpSEt, l. 46",segue[n]t,seguent,SèguəNT,s.e.g.u.e.n.t,_,fro,VERcjg,VERcjg,indpst6,suivre,DMF,suivre,,,<lb/>
335,55,4,46,"EpSEt, l. 46",m[u]lt,mult,moLT,m.u.l.t,_,fro,ADVgen,ADVgen,,moult,DMF,moult,,,
336,55,5,46,"EpSEt, l. 46",gant[=grant],grant,grANT,g.r.a.n.t,_,fro,ADJqua,ADJqua,sfn,grand,DMF,grand,,,
337,55,6,46,"EpSEt, l. 46",torbe,torbe,torbə,t.o.r.b.e,_,fro,NOMcom,NOMcom,sfn,tourbe,DMF,tourbe,,,
338,55,7,46,"EpSEt, l. 46",de,de,dE,d.e,+,fro,PRE,PRE,,de,DMF,de,,,
339,55,8,46,"EpSEt, l. 46",gent,gent,ʤENT,g.e.n.t,.,fro,NOMcom,NOMcom,sfr,gent,DMF,gent,,</l>,
340,56,1,47,"EpSEt, l. 47",plaient,plaient,pLÆiəNT,p.l.a.i.e.n.t,_,fro,VERcjg,VERcjg,indpst6,player,DMF,player,,,<l n=&quot;47&quot;>
341,56,2,47,"EpSEt, l. 47",lo,lo,Lo,l.o,+,fro,PRCper,PRCper,3sma,le,DMF,le,,,
342,56,3,47,"EpSEt, l. 47",for,for,fòr,f.o.r,_,fro,ADJqua,ADVgen,,fort,DMF,fort,,,
343,56,4,47,"EpSEt, l. 47",lo,lo,Lo,l.o,+,fro,DETdef,DETdef,smr,le,DMF,le,,,
344,56,5,47,"EpSEt, l. 47",scant,scant,SANT,sc.a.n.t,_,fro,NOMcom,NOMcom,smr,sang,DMF,sang,,,
345,56,6,47,"EpSEt, l. 47",uet,vet,vèT,v.e.t,_,fro,VERcjg,VERcjg,indpst3,aller,DMF,aller,,,
346,56,7,47,"EpSEt, l. 47",espa[n]dant,espandant,ESpANdANT,e.s.p.a.n.d.a.n.t,.,fro,VERppa,VERppa,,épandre,DMF,épandre,,</l>,
347,57,1,48,"EpSEt, l. 48",li,li,Li,l.i,+,fro,DETdef,DETdef,smn,le,DMF,le,,,<l n=&quot;48&quot;>
348,57,2,48,"EpSEt, l. 48",curs,curs,korS,c.u.r.s,|,fro,NOMcom,NOMcom,smn,coeur,DMF,coeur,,,
349,57,3,48,"EpSEt, l. 48",li,li,Li,l.i,+,fro,PRCper,PRCper,3smi,le,DMF,le,,,<lb/>
350,57,4,48,"EpSEt, l. 48",faut,faut,fAuT,f.a.u.t,_,fro,VERcjg,VERcjg,indpst3,faillir,DMF,faillir,,,
351,57,5,48,"EpSEt, l. 48",uait,vait,vAiT,v.a.i.t,_,fro,VERcjg,VERcjg,indpst3,aller,DMF,aller,,,
352,57,6,48,"EpSEt, l. 48",sei,sei,SEi,s.e.i,_,fro,PRCper,PRCper,3smr,soi,DMF,soi,,,
353,57,7,48,"EpSEt, l. 48",afebleant,afebleant,AfEbLEANT,a.f.e.b.l.e.a.n.t,.,fro,VERppa,VERppa,,affaiblir,DMF,affaiblir,,</l>,
354,58,1,49,"EpSEt, l. 49",damede,damede,dAmEdæ,d.a.m.e.d.e,_,fro,NOMpro,NOMpro,smr,Damedieu,DMF,Damedieu,,,<l n=&quot;49&quot;>
355,58,2,49,"EpSEt, l. 49",p[r]ie,prie,priə,p.r.i.e,_,fro,VERcjg,VERcjg,indpst3,prier,DMF,prier,,,
356,58,3,49,"EpSEt, l. 49",o,o,o,o,+,fro,PRE,PRE,,o,DMF,o,,,
357,58,4,49,"EpSEt, l. 49",be[n],ben,bEn,b.e.n,_,fro,ADVgen,ADVgen,,bien,DMF,bien,,,
358,58,5,49,"EpSEt, l. 49",cor,cor,kor,c.o.r,_,fro,NOMcom,NOMcom,smr,coeur,DMF,coeur,,,
359,58,6,49,"EpSEt, l. 49",docem[en]t,docement,doʦEmENT,d.o.c.e.m.e.n.t,;,fro,ADVgen,ADVgen,,doucement,DMF,doucement,,</l>,
360,59,1,50,"EpSEt, l. 50",sire,sire,Sirə,s.i.r.e,_,fro,NOMcom,NOMcom,smn,sire,DMF,sire,,</q>,<l n=&quot;50&quot;><q>
361,59,2,50,"EpSEt, l. 50",fæt,faet,fèT,f.ae.t,_,fro,VERcjg,VERcjg,indpst3,faire,DMF,faire,,,
362,59,3,50,"EpSEt, l. 50",il,il,il,i.l,_,fro,PRNper,PRNper,3smn,il,DMF,il,,,
363,59,4,50,"EpSEt, l. 50",mo[n],mon,mOn,m.o.n,_,fro,DETpos,DETpos,1smr,mon,DMF,mon,,,<q>
364,59,5,50,"EpSEt, l. 50",esp[er]ite,esperite,ESpEritə,e.s.p.e.r.i.t.e,|,fro,NOMcom,NOMcom,smr,esprit,DMF,esprit,,,
365,59,6,50,"EpSEt, l. 50",pre[n],pren,prEn,p.r.e.n,.¶,fro,VERcjg,VERcjg,imp---2,prendre,DMF,prendre,,</q></l></lg>,<lb/>
370,61,1,51,"EpSEt, l. 51",qua[n]t,quant,kANT,qu.a.n.t,_,fro,CONsub,CONsub,,quand,DMF,quand,,,<l n=&quot;51&quot;>
371,61,2,51,"EpSEt, l. 51",uolt,volt,vòLT,v.o.l.t,_,fro,VERcjg,VERcjg,indpsp3,vouloir,DMF,vouloir,,,
372,61,3,51,"EpSEt, l. 51",fenir,fenir,fEnir,f.e.n.i.r,_,fro,VERinf,VERinf,,finir,DMF,finir,,,
373,61,4,51,"EpSEt, l. 51",se,se,SE,s.e,+,fro,ADVgen,ADVgen,,si4,DMF,si4,,,
374,61,5,51,"EpSEt, l. 51",s,s,S,s,+,fro,PRCper,PRCper,3smr,se,DMF,se,,,
375,61,6,51,"EpSEt, l. 51",est,est,èST,e.s.t,_,fro,VERcjg,VERcjg,indpst3,être,DMF,être,,,
376,61,7,51,"EpSEt, l. 51",aione_let,ajonelet,AʤOnElèT,a.j.o.n.e.l.e.t,_,fro,VERppe,VERppe,smn,agenouiller,DMF,agenouiller,,</l>,
377,62,1,52,"EpSEt, l. 52",n[ost]re,nostre,nòStrə,n.o.s.t.r.e,_,fro,DETpos,DETpos,4smr,notre,DMF,notre,,,<l n=&quot;52&quot;>
378,62,2,52,"EpSEt, l. 52",saignor,saignor,SÆiɲor,s.a.i.gn.o.r,_,fro,NOMcom,NOMcom,smr,seigneur,DMF,seigneur,,,
379,62,3,52,"EpSEt, l. 52",de|rećchief,derecchief,dErEkiEF,d.e.r.e.cch.i.e.f,_,fro,ADVgen,ADVgen,,derechef,DMF,derechef,,,
380,62,4,52,"EpSEt, l. 52",a,a,a,a,+,fro,VERcjg,VERcjg,indpst3,avoir,DMF,avoir,,,<lb/>
381,62,5,52,"EpSEt, l. 52",prie,prie,priè,p.r.i.e,.,fro,VERppe,VERppe,smr,prier,DMF,prier,,</l>,
382,63,1,53,"EpSEt, l. 53",Sire,sire,Sirə,s.i.r.e,_,fro,NOMcom,NOMcom,smn,sire,DMF,sire,,</q>,<l n=&quot;53&quot;><q>
383,63,2,53,"EpSEt, l. 53",fet,fet,fèT,f.e.t,_,fro,VERcjg,VERcjg,indpst3,faire,DMF,faire,,,
384,63,3,53,"EpSEt, l. 53",il,il,il,i.l,_,fro,PRNper,PRNper,3smn,il,DMF,il,,,
385,63,4,53,"EpSEt, l. 53",por,por,por,p.o.r,_,fro,PRE,PRE,,pour,DMF,pour,,,<q>
386,63,5,53,"EpSEt, l. 53",la,la,LA,l.a,+,fro,DETdef,DETdef,sfr,la,DMF,la,,,
387,63,6,53,"EpSEt, l. 53",meie,meie,mEiə,m.e.i.e,_,fro,ADJpos,ADJpos,1sfr,mien,DMF,mien,,,
388,63,7,53,"EpSEt, l. 53",amite,amite,Amitè,a.m.i.t.e,.,fro,NOMcom,NOMcom,sfr,amitié,DMF,amitié,,</q></l>,
389,64,1,54,"EpSEt, l. 54",pardone,pardone,pArdOnə,p.a.r.d.o.n.e,_,fro,VERcjg,VERcjg,imp---2,pardonner,DMF,pardonner,,,<l n=&quot;54&quot;><q>
390,64,2,54,"EpSEt, l. 54",a,a,A,a,+,fro,PRE,PRE,,à,DMF,à,,,
391,64,3,54,"EpSEt, l. 54",cet,cet,ʦeT,c.e.t,_,fro,PRNdem,PRNdem,pmr,cist,DMF,cist,,,
392,64,4,54,"EpSEt, l. 54",q[u]i,qui,ki,qu.i,_,fro,PRNrel,PRNrel,pmn,qui,DMF,qui,,,
393,64,5,54,"EpSEt, l. 54",ci,ci,ʦi,c.i,+,fro,ADVgen,ADVgen,,ci,DMF,ci,,,
394,64,6,54,"EpSEt, l. 54",m,m,m,m,+,fro,PRCper,PRCper,1smr,me,DMF,me,,,
395,64,7,54,"EpSEt, l. 54",u[n]t,unt,ONT,u.n.t,|,fro,VERcjg,VERcjg,indpst6,avoir,DMF,avoir,,,
396,64,8,54,"EpSEt, l. 54",lapie,lapie,lApiæ,l.a.p.i.e,.,fro,VERppe,VERppe,smr,lapider,DMF,lapider,,</q></l>,<lb/>
397,65,1,55,"EpSEt, l. 55",q[ue],que,kE,qu.e,_,fro,CONsub,CONsub,,que,DMF,que,,,<l n=&quot;55&quot;><q>
398,65,2,55,"EpSEt, l. 55",ia,ja,ʤa,j.a,_,fro,ADVgen,ADVgen,,jà,DMF,jà,,,
399,65,3,55,"EpSEt, l. 55",p[or],por,por,p.o.r,_,fro,PRE,PRE,,pour,DMF,pour,,,
400,65,4,55,"EpSEt, l. 55",mei,mei,mEi,m.e.i,_,fro,PRNper,PRNper,1smr,moi,DMF,moi,,,
401,65,5,55,"EpSEt, l. 55",ne,ne,nE,n.e,+,fro,ADVneg,ADVneg,,ne,DMF,ne,,,
402,65,6,55,"EpSEt, l. 55",p[er]de[n]t,perdent,pèrdəNT,p.e.r.d.e.n.t,_,fro,VERcjg,VERcjg,subpst6,perdre,DMF,perdre,,,
403,65,7,55,"EpSEt, l. 55",t,t,t,t,+,fro,DETpos,DETpos,2sfr,ton,DMF,ton,,,
404,65,8,55,"EpSEt, l. 55",amíste,amiste,AmiStè,a.m.i.s.t.e,¶,fro,NOMcom,NOMcom,sfr,amitié,DMF,amitié,,</q></l></lg>,
409,67,1,56,"EpSEt, l. 56",A,a,A,a,+,fro,PRE,PRE,,à,DMF,à,,,<l n=&quot;56&quot;>
410,67,2,56,"EpSEt, l. 56",i_cest,icest,iʦeST,i.c.e.s.t,_,fro,DETdem,DETdem,smr,cist,DMF,cist,,,
411,67,3,56,"EpSEt, l. 56",mot,mot,mòT,m.o.t,_,fro,NOMcom,NOMcom,smr,mot,DMF,mot,,,
412,67,4,56,"EpSEt, l. 56",li,li,Li,l.i,+,fro,DETdef,DETdef,smn,le,DMF,le,,,
413,67,5,56,"EpSEt, l. 56",se[n],sen,SÆn,s.e.n,|,fro,ADJqua,ADJqua,smn,saint,DMF,saint,,,
414,67,6,56,"EpSEt, l. 56",de,de,dæ,d.e,_,fro,NOMcom,NOMcom,smn,Dieu,DMF,Dieu,,,<lb/>
415,67,7,56,"EpSEt, l. 56",fu,fu,fy,f.u,_,fro,VERcjg,VERcjg,indpsp3,être,DMF,être,,,
416,67,8,56,"EpSEt, l. 56",fení,feni,fEni,f.e.n.i,.,fro,VERppe,VERppe,smn,finir,DMF,finir,,</l>,
417,68,1,57,"EpSEt, l. 57",s,s,S,s,+,fro,DETpos,DETpos,3sfr,son4,DMF,son4,,,<l n=&quot;57&quot;>
418,68,2,57,"EpSEt, l. 57",erme,erme,èrmə,e.r.m.e,_,fro,NOMcom,NOMcom,sfr,âme,DMF,âme,,,
419,68,3,57,"EpSEt, l. 57",recut,recut,rEʦyð,r.e.c.u.t,_,fro,VERcjg,VERcjg,indpsp3,recevoir,DMF,recevoir,,,
421,68,5,57,"EpSEt, l. 57",q[ue],que,kE,qu.e,_,fro,PRNrel,PRNrel,smr,que,DMF,que,,,
422,68,6,57,"EpSEt, l. 57",il,il,il,i.l,+,fro,PRNper,PRNper,3smn,il,DMF,il,,,
423,68,7,57,"EpSEt, l. 57",a,a,a,a,_,fro,VERcjg,VERcjg,indpst3,avoir,DMF,avoir,,,
424,68,8,57,"EpSEt, l. 57",seruí,servi,SErvi,s.e.r.v.i,.,fro,VERppe,VERppe,smr,servir,DMF,servir,,</l>,
425,69,1,58,"EpSEt, l. 58",oi,oi,oi,o.i,_,fro,ADVgen,ADVgen,,hui,DMF,hui,,,<l n=&quot;58&quot;>
426,69,2,58,"EpSEt, l. 58",[est],est,èST,e.s.t,_,fro,VERcjg,VERcjg,indpst3,être,DMF,être,,,
427,69,3,58,"EpSEt, l. 58",la,la,LA,l.a,+,fro,DETdef,DETdef,sfn,le,DMF,le,,,
428,69,4,58,"EpSEt, l. 58",ste[=feste],feste,fèStə,f.e.s.t.e,_,fro,NOMcom,NOMcom,sfn,fête,DMF,fête,,,
429,69,5,58,"EpSEt, l. 58",si,si,Si,s.i,+,fro,ADVgen,ADVgen,,si4,DMF,si4,,,
430,69,6,58,"EpSEt, l. 58",cu[m],cum,kOm,c.u.m,_,fro,CONsub,CONsub,,comme,DMF,comme,,,
431,69,7,58,"EpSEt, l. 58",auet,avet,AvèT,a.v.e.t,_,fro,VERcjg,VERcjg,indpst5,avoir,DMF,avoir,,,
432,69,8,58,"EpSEt, l. 58",oi,oi,oi,o.i,.|,fro,VERppe,VERppe,snr,ouïr,DMF,ouïr,,</l>,
433,70,1,59,"EpSEt, l. 59",p[r]iu[n],priun,priOn,p.r.i.u.n,_,fro,VERcjg,VERcjg,indpst4,prier,DMF,prier,,,<lb/><l n=&quot;59&quot;>
434,70,2,59,"EpSEt, l. 59",li,li,Li,l.i,+,fro,PRCper,PRCper,3smi,le,DMF,le,,,
435,70,3,59,"EpSEt, l. 59",tuit,tuit,tyiT,t.u.i.t,_,fro,PRNind,PRNind,pmn,tout,DMF,tout,,,
436,70,4,59,"EpSEt, l. 59",nos,nos,noS,n.o.s,_,fro,PRNper,PRNper,4pmn,nous,DMF,nous,,,
437,70,5,59,"EpSEt, l. 59",q[u]i,qui,ki,qu.i,_,fro,PRNrel,PRNrel,pmn,qui,DMF,qui,,,
