syll.ix,line_id,value,form,elidable,mergeable,mergeable2,stress,lstress,has_onset,has_enclitic,is_final,is_monosyllable,is_syncopated,wd_id,all_wd_ids,in_word,in_line,metpos,onset,rhyme,onset_written,rhyme_written,words,cat
272,32,,/æ\,n,n,n,y,y,n,,y,n,n,194,194,--,7,0704-,,,,,jue,sy
273,32,,L/i\,n,n,n,n,y,y,,n,y,n,195,195,--,8,0803-,,,,,li,sy
274,32,,f/E\,n,n,n,n,n,y,,n,n,n,196,196,--,9,0902-,,,,,felun,sy
275,32,,l/O\n,n,n,n,y,y,y,,y,n,n,196,196,--,10,1001r,,,,,felun,sy
276,33,,kr/o\i,n,n,n,y,y,y,,n,n,n,197,197,--,1,0110-,,,,,croisent,sy
277,33,,z/V\NT,n,n,n,n,n,y,,y,n,n,197,197,--,2,0209-,,,,,croisent,sy
278,33,,L/E\S,n,n,n,n,y,y,,n,y,n,198,198,--,3,0308-,,,,,les,sy
279,33,,d/Æ\NT,n,n,n,n,y,y,,n,y,n,199,199,--,4,0407c,,,,,dent,sy
280,33,,/Æ\N,n,n,n,n,n,n,,n,n,n,200,200,--,5,0506-,,,,,encontre,sy
281,33,,k/O\N,n,n,n,y,y,y,,n,n,n,200,200,--,6,0605-,,,,,encontre,sy
282,33,,tr/V\,y,n,n,n,n,y,,y,n,n,200,200,--,7,0704-,,,,,encontre,sy
283,33,,L/o\,y,n,n,n,y,y,,n,y,n,201,201,--,8,0803-,,,,,lo,sy
284,33,,b/A\,n,n,n,n,n,y,,n,n,n,202,202,--,9,0902-,,,,,barun,sy
285,33,,r/O\n,n,n,n,y,y,y,,y,n,n,202,202,--,10,1001r,,,,,barun,sy
286,34,,k/O\n,n,n,n,n,y,y,,n,y,n,203,203,--,1,0110-,,,,,con,sy
287,34,,f/ɛ\T,n,n,n,n,y,y,,n,y,n,204,204,--,2,0209-,,,,,fait,sy
288,34,,L/i\,n,n,n,n,y,y,,n,y,n,205,205,--,3,0308-,,,,,li,sy
289,34,,ċ/iE\NS,n,n,n,n,y,y,,n,y,n,206,206,--,4,0407c,,,,,chiens,sy
290,34,,/Æ\N,n,n,n,n,n,n,,n,n,n,207,207,--,5,0506-,,,,,encontreo,sy
291,34,,k/O\N,n,n,n,y,y,y,,n,n,n,207,207,--,6,0605-,,,,,encontreo,sy
292,34,,tr/V\,y,n,n,n,n,y,,y,n,n,207,207,--,7,0704-,,,,,encontreo,sy
293,34,,L/o\,y,n,n,n,y,y,,n,y,n,208,208,--,8,0803-,,,,,lo,sy
294,34,,L/A\,n,n,n,n,n,y,,n,n,n,209,209,--,9,0902-,,,,,larun,sy
295,34,,r/O\n,n,n,n,y,y,y,,y,n,n,209,209,--,10,1001r,,,,,larun,sy
296,35,,m/o\LT,n,n,n,n,y,y,,n,y,n,210,210,--,1,0110-,,,,,mult,sy
297,35,,v/o\,n,n,n,n,n,y,,n,n,n,211,211,--,2,0209-,,,,,volentiers,sy
298,35,,l/Æ\N,n,n,n,n,n,y,,n,n,n,211,211,--,3,0308-,,,,,volentiers,sy
299,35,,t/iE\rS,n,n,n,y,y,y,,y,n,n,211,211,--,4,0407c,,,,,volentiers,sy
300,35,,d/A\,n,n,n,n,n,y,,n,n,n,212,212,--,5,0506-,,,,,dannassent,sy
301,35,,n/a\,n,n,n,y,y,y,,n,n,n,212,212,--,6,0605-,,,,,dannassent,sy
302,35,,s/V\NT,n,n,n,n,n,y,,y,n,n,212,212,--,7,0704-,,,,,dannassent,sy
303,35,,L/E\,y,n,n,n,y,y,,n,y,n,213,213,--,8,0803-,,,,,le,sy
304,35,,b/A\,n,n,n,n,n,y,,n,n,n,214,214,--,9,0902-,,,,,barun,sy
305,35,,r/O\n,n,n,n,y,y,y,,y,n,n,214,214,--,10,1001r,,,,,barun,sy
306,36,,S/E\,y,n,n,n,y,y,,n,y,n,215,215,--,1,0110-,,,,,se,sy
307,36,,/i\l,n,n,n,n,y,n,,n,y,n,216,216,--,2,0209-,,,,,il,sy
308,36,,/Æ\n,n,n,n,n,y,n,,n,y,n,217,217,--,3,0308-,,,,,en,sy
309,36,,L/y\i,n,n,n,n,y,y,,n,y,n,218,218,--,4,0407c,,,,,lui,sy
310,36,,tr/o\,n,n,n,n,n,y,,n,n,n,219,219,--,5,0506-,,,,,trovassent,sy
311,36,,v/a\,n,n,n,y,y,y,,n,n,n,219,219,--,6,0605-,,,,,trovassent,sy
312,36,,s/V\NT,n,n,n,n,n,y,,y,n,n,219,219,--,7,0704-,,,,,trovassent,sy
313,36,,L/A\,n,n,n,n,n,y,,n,n,n,221,"220, 221",--,8,0803-,,,,,l achisun,sy
314,36,,k/i\,n,n,n,n,n,y,,n,n,n,221,221,--,9,0902-,,,,,achisun,sy
315,36,,z/O\n,n,n,n,y,y,y,,y,n,n,221,221,--,10,1001r,,,,,achisun,sy
316,38,,/O\N,n,n,n,y,y,n,,n,n,n,224,224,--,1,0110-,,,,,unques,sy
317,38,,k/V\S,n,n,n,n,n,y,,y,n,n,224,224,--,2,0209-,,,,,unques,sy
318,38,,p/E\r,n,n,n,n,y,y,,n,y,n,225,225,--,3,0308-,,,,,per,sy
319,38,,/ɛ\LS,n,n,n,n,y,n,,n,y,n,226,226,--,4,0407c,,,,,els,sy
320,38,,n/E\,y,n,n,n,y,y,,n,y,n,227,227,--,5,0506-,,,,,ne,sy
321,38,,S/E\,y,n,n,n,y,y,,n,y,n,228,228,--,6,0605-,,,,,se,sy
322,38,,v/ɔ\LT,n,n,n,n,y,y,,n,y,n,229,229,--,7,0704-,,,,,volt,sy
323,38,,d/E\S,n,n,n,n,n,y,,n,n,n,230,230,--,8,0803-,,,,,desmentir,sy
324,38,,m/Æ\N,n,n,n,n,n,y,,n,n,n,230,230,--,9,0902-,,,,,desmentir,sy
325,38,,t/i\r,n,n,n,y,y,y,,y,n,n,230,230,--,10,1001r,,,,,desmentir,sy
326,39,,p/E\r,n,n,n,n,y,y,,n,y,n,231,231,--,1,0109-,,,,,per,sy
327,39,,n/y\,n,n,n,y,y,y,,n,n,n,232,232,--,2,0208-,,,,,nule,sy
328,39,,l/V\,y,n,n,n,n,y,,y,n,n,232,232,--,3,0307-,,,,,nule,sy
329,39,,ċ/ɔ\,n,n,n,y,y,y,,n,n,n,233,233,--,4,0406-,,,,,chose,sy
330,39,,z/V\,y,n,n,n,n,y,,y,n,n,233,233,--,el,-----,,,,,chose,el
331,39,,k/E\,y,n,n,n,y,y,,n,y,n,234,234,--,5,0505-,,,,,que,sy
332,39,,n/E\,n,n,n,n,n,y,,n,n,n,235,235,--,6,0604-,,,,,negunt,sy
333,39,,g/y\NT,n,n,n,y,y,y,,y,n,n,235,235,--,7,0703-,,,,,negunt,sy
334,39,,L/i\,n,n,n,n,y,y,,n,y,n,236,236,--,8,0802-,,,,,li,sy
335,39,,d/E\iT,n,n,n,n,y,y,,n,y,n,237,237,--,9,0901r,,,,,deit,sy
336,40,,/E\S,n,n,n,n,n,n,,n,n,n,238,238,--,1,0110-,,,,,esgarde,sy
337,40,,g/a\r,n,n,n,y,y,y,,n,n,n,238,238,--,2,0209-,,,,,esgarde,sy
338,40,,d/V\,y,n,n,n,n,y,,y,n,n,238,238,--,el,-----,,,,,esgarde,el
339,40,,/E\L,n,n,n,n,y,n,True,n,y,n,239,"239, 240",--,3,0308-,,,,,e l,sy
340,40,,Ç/ɛ\l,n,n,n,n,y,y,,n,y,n,241,241,--,4,0407c,,,,,cel,sy
341,40,,S/i\,n,n,n,n,y,y,,n,y,n,242,242,--,5,0506-,,,,,si,sy
342,40,,/i\,n,n,n,n,y,n,,n,y,n,243,243,--,6,0605-,,,,,i,sy
343,40,,v/i\T,n,n,n,n,y,y,,n,y,n,244,244,--,7,0704-,,,,,vit,sy
344,40,,ʤ/E\,n,n,n,n,n,y,,n,n,n,245,245,--,8,0803-,,,,,jhesu,sy
345,40,,z/y\,n,n,n,y,y,y,,y,n,n,245,245,--,9,0902-,,,,,jhesu,sy
346,40,,kr/i\ST,n,n,n,n,y,y,,n,y,n,246,246,--,10,1001r,,,,,christ,sy
347,41,,p/ɔ\iS,n,n,n,n,y,y,,n,y,n,247,247,--,1,0110-,,,,,pois,sy
348,41,,/A\S,n,n,n,n,y,n,True,n,y,n,248,"248, 249",--,2,0209-,,,,,a s,sy
349,41,,ʤ/y\,n,n,n,n,n,y,,n,n,n,250,250,--,3,0308-,,,,,jues,sy
350,41,,/æ\S,n,n,n,y,y,n,,y,n,n,250,250,--,4,0407c,,,,,jues,sy
351,41,,/A\,n,n,n,n,y,n,,n,y,n,251,251,--,5,0506-,,,,,a,sy
352,41,,f/E\,n,n,n,n,n,y,,n,n,n,252,252,--,6,0605-,,,,,feluns,sy
353,41,,l/O\NS,n,n,n,y,y,y,,y,n,n,252,252,--,7,0704-,,,,,feluns,sy
354,41,,S/i\,n,n,n,n,y,y,,n,y,n,253,253,--,8,0803-,,,,,si,sy
355,41,,L/o\r,n,n,n,n,y,y,,n,y,n,254,254,--,9,0902-,,,,,lor,sy
356,41,,d/i\T,n,n,n,n,y,y,,n,y,n,255,255,--,10,1001r,,,,,dit,sy
357,43,,k/Æ\NT,n,n,n,n,y,y,,n,y,n,257,257,--,1,0110-,,,,,qant,sy
358,43,,Ç/E\,y,n,n,n,y,y,,n,y,n,258,258,--,2,0209-,,,,,ce,sy
359,43,,/ɔ\,n,n,n,n,n,n,,n,n,n,259,259,--,3,0308-,,,,,oirent,sy
360,43,,/i\,n,n,n,y,y,n,,n,n,n,259,259,--,4,0407c,,,,,oirent,sy
361,43,,r/V\NT,n,n,n,n,n,y,,y,n,n,259,259,--,el,----c,,,,,oirent,el
362,43,,/Æ\N,n,n,n,n,n,n,,n,n,n,260,260,--,5,0506-,,,,,ensenble,sy
363,43,,S/Æ\N,n,n,n,y,y,y,,n,n,n,260,260,--,6,0605-,,,,,ensenble,sy
364,43,,bL/V\,y,n,n,n,n,y,,y,n,n,260,260,--,7,0704-,,,,,ensenble,sy
365,43,,S/E\,n,n,n,n,n,y,,n,n,n,262,"261, 262",--,8,0803-,,,,,s ecriierent,sy
366,43,,kr/i\,n,n,n,n,n,y,,n,n,n,262,262,--,9,0902-,,,,,ecriierent,sy
367,43,,/iE\,n,n,n,y,y,n,,n,n,n,262,262,--,10,1001r,,,,,ecriierent,sy
368,43,,r/V\NT,n,n,n,n,n,y,,y,n,n,262,262,--,el,----r,,,,,ecriierent,el
369,44,,t/Æ\n,n,n,n,n,y,y,,n,y,n,263,263,--,1,0110-,,,,,tan,sy
370,44,,d/o\,n,n,n,n,n,y,,n,n,n,264,264,--,2,0209-,,,,,dolent,sy
371,44,,l/Æ\NT,n,n,n,y,y,y,,y,n,n,264,264,--,3,0308-,,,,,dolent,sy
372,44,,f/y\,n,n,n,y,y,y,,n,n,n,265,265,--,4,0407c,,,,,furunt,sy
373,44,,r/V\NT,n,n,n,n,n,y,,y,n,n,265,265,--,el,----c,,,,,furunt,el
374,44,,p/o\r,n,n,n,n,y,y,,n,y,n,266,266,--,5,0506-,,,,,por,sy
375,44,,p/ɔ\i,n,n,n,n,y,y,,n,y,n,267,267,--,6,0605-,,,,,poi,sy
376,44,,n/E\,y,n,n,n,y,y,,n,y,n,268,268,--,7,0704-,,,,,ne,sy
377,44,,S/E\S,n,n,n,n,n,y,,n,n,n,270,"269, 270",--,8,0803-,,,,,s esragerent,sy
378,44,,r/A\,n,n,n,n,n,y,,n,n,n,270,270,--,9,0902-,,,,,esragerent,sy
379,44,,ʤ/æ\,n,n,n,y,y,y,,n,n,n,270,270,--,10,1001r,,,,,esragerent,sy
380,44,,r/V\NT,n,n,n,n,n,y,,y,n,n,270,270,--,el,----r,,,,,esragerent,el
381,45,,L/o\,y,n,n,n,y,y,,n,y,n,271,271,--,1,0110-,,,,,lo,sy
382,45,,b/A\,n,n,n,n,n,y,,n,n,n,272,272,--,2,0209-,,,,,barun,sy
383,45,,r/O\n,n,n,n,y,y,y,,y,n,n,272,272,--,3,0308-,,,,,barun,sy
384,45,,pr/i\,n,n,n,y,y,y,,n,n,n,273,273,--,4,0407c,,,,,pritrent,sy
385,45,,tr/V\NT,n,n,n,n,n,y,,y,n,n,273,273,--,el,----c,,,,,pritrent,el
386,45,,L/E\,n,n,n,n,n,y,,n,n,n,274,274,--,5,0506-,,,,,ledement,sy
387,45,,ð/E\,n,n,n,n,n,y,,n,n,n,274,274,--,6,0605-,,,,,ledement,sy
388,45,,m/Æ\NT,n,n,n,y,y,y,,y,n,n,274,274,--,7,0704-,,,,,ledement,sy
389,45,,L/E\,y,n,n,n,y,y,,n,y,n,275,275,--,8,0803-,,,,,le,sy
390,45,,b/A\,n,n,n,n,n,y,,n,n,n,276,276,--,9,0902-,,,,,baterent,sy
391,45,,t/æ\,n,n,n,y,y,y,,n,n,n,276,276,--,10,1001r,,,,,baterent,sy
392,45,,r/V\NT,n,n,n,n,n,y,,y,n,n,276,276,--,el,----r,,,,,baterent,el
393,46,,f/ɔ\rS,n,n,n,n,y,y,,n,y,n,277,277,--,1,0110-,,,,,fors,sy
394,46,,d/E\,y,n,n,n,y,y,,n,y,n,278,278,--,2,0209-,,,,,de,sy
395,46,,L/A\,y,n,n,n,y,y,,n,y,n,279,279,--,3,0308-,,,,,la,sy
396,46,,v/i\,n,n,n,y,y,y,,n,n,n,280,280,--,4,0407c,,,,,vile,sy
397,46,,l/V\,y,n,n,n,n,y,,y,n,n,280,280,--,el,----c,,,,,vile,el
398,46,,L/E\,n,n,n,n,n,y,,n,n,n,281,281,--,5,0506-,,,,,ledement,sy
399,46,,ð/E\,n,n,n,n,n,y,,n,n,n,281,281,--,6,0605-,,,,,ledement,sy
400,46,,m/Æ\NT,n,n,n,y,y,y,,y,n,n,281,281,--,7,0704-,,,,,ledement,sy
401,46,,L/E\,y,n,n,n,y,y,,n,y,n,282,282,--,8,0803-,,,,,le,sy
402,46,,ʤ/i\,n,n,n,n,n,y,,n,n,n,283,283,--,9,0902-,,,,,giterent,sy
403,46,,t/æ\,n,n,n,y,y,y,,n,n,n,283,283,--,10,1001r,,,,,giterent,sy
404,46,,r/V\NT,n,n,n,n,n,y,,y,n,n,283,283,--,el,----r,,,,,giterent,el
405,47,,p/ɔ\iS,n,n,n,n,y,y,,n,y,n,284,284,--,1,0110-,,,,,pois,sy
406,47,,L/E\,y,n,n,n,y,y,,n,y,n,285,285,--,2,0209-,,,,,le,sy
407,47,,b/A\,n,n,n,n,n,y,,n,n,n,286,286,--,3,0308-,,,,,barun,sy
408,47,,r/O\n,n,n,n,y,y,y,,y,n,n,286,286,--,4,0407c,,,,,barun,sy
409,47,,/Æ\N,n,n,n,n,n,n,,n,n,n,287,287,--,5,0506-,,,,,entros,sy
410,47,,tr/o\S,n,n,n,y,y,y,,y,n,n,287,287,--,6,0605-,,,,,entros,sy
411,47,,S/i\,n,n,n,n,y,y,,n,y,n,288,288,--,7,0704-,,,,,si,sy
412,47,,L/A\,n,n,n,n,n,y,,n,n,n,289,289,--,8,0803-,,,,,lapiderent,sy
413,47,,p/i\,n,n,n,n,n,y,,n,n,n,289,289,--,9,0902-,,,,,lapiderent,sy
414,47,,d/æ\,n,n,n,y,y,y,,n,n,n,289,289,--,10,1001r,,,,,lapiderent,sy
415,47,,r/V\NT,n,n,n,n,n,y,,y,n,n,289,289,--,el,----r,,,,,lapiderent,el
416,49,,m/ɛ\S,n,n,n,n,y,y,,n,y,n,292,292,--,1,0110-,,,,,mes,sy
417,49,,Ç/E\,y,n,n,n,y,y,,n,y,n,293,293,--,2,0209-,,,,,ce,sy
418,49,,tr/o\,n,n,n,n,n,y,,n,n,n,294,294,--,3,0308-,,,,,trovun,sy
419,49,,v/O\n,n,n,n,y,y,y,,y,n,n,294,294,--,4,0407c,,,,,trovun,sy
420,49,,k/E\,y,n,n,n,y,y,,n,y,n,295,295,--,5,0506-,,,,,que,sy
421,49,,/A\S,n,n,n,n,y,n,True,n,y,n,296,"296, 297",--,6,0605-,,,,,a s,sy
422,49,,p/iE\T,n,n,n,n,y,y,,n,y,n,298,298,--,7,0704-,,,,,piet,sy
423,49,,d/y\n,n,n,n,n,y,y,,n,y,n,300,"299, 300",--,8,0803-,,,,,d un,sy
424,49,,/Æ\N,n,n,n,n,n,n,,n,n,n,301,301,--,9,0902-,,,,,enfant,sy
425,49,,f/Æ\NT,n,n,n,y,y,y,,y,n,n,301,301,--,10,1001r,,,,,enfant,sy
426,50,,m/i\S,n,n,n,y,y,y,,n,n,n,302,302,--,1,0109-,,,,,mistrent,sy
427,50,,tr/V\NT,n,n,n,n,n,y,,y,n,n,302,302,--,2,0208-,,,,,mistrent,sy
428,50,,L/o\r,n,n,n,n,y,y,,n,y,n,303,303,--,3,0307-,,,,,lor,sy
429,50,,dr/a\S,n,n,n,n,y,y,,n,y,n,304,304,--,4,0406-,,,,,dras,sy
430,50,,Ç/i\l,n,n,n,n,y,y,,n,y,n,305,305,--,5,0505-,,,,,cil,sy
431,50,,k/i\,n,n,n,n,y,y,,n,y,n,306,306,--,6,0604-,,,,,qui,sy
432,50,,L/E\,y,n,n,n,y,y,,n,y,n,307,307,--,7,0703-,,,,,le,sy
433,50,,S/E\,n,n,n,n,n,y,,n,n,n,308,308,--,8,0802-,,,,,segueient,sy
434,50,,g/uE\i,n,n,n,y,y,y,,n,n,n,308,308,--,9,0901r,,,,,segueient,sy
435,50,,/V\NT,n,n,n,n,n,n,,y,n,n,308,308,--,el,----r,,,,,segueient,el
436,51,,S/A\u,n,n,n,n,n,y,,n,n,n,309,309,--,1,0110-,,,,,saulus,sy
437,51,,l/y\S,n,n,n,y,y,y,,y,n,n,309,309,--,2,0209-,,,,,saulus,sy
438,51,,/ɔ\T,n,n,n,n,y,n,,n,y,n,310,310,--,3,0308-,,,,,ot,sy
439,51,,n/O\n,n,n,n,n,y,y,,n,y,n,311,311,--,4,0407c,,,,,non,sy
440,51,,d/E\,y,n,n,n,y,y,,n,y,n,312,312,--,5,0506-,,,,,de,sy
441,51,,d/A\,n,n,n,n,n,y,,n,n,n,313,313,--,6,0605-,,,,,damassa,sy
442,51,,m/a\,n,n,n,y,y,y,,n,n,n,313,313,--,7,0704-,,,,,damassa,sy
443,51,,s/V\,y,n,n,n,n,y,,y,n,n,313,313,--,8,0803-,,,,,damassa,sy
444,51,,L/A\,y,n,n,n,y,y,,n,y,n,314,314,--,9,0902-,,,,,la,sy
445,51,,gr/Æ\NT,n,n,n,n,y,y,,n,y,n,315,315,--,10,1001r,,,,,grant,sy
446,52,,p/ɔ\iS,n,n,n,n,y,y,,n,y,n,316,316,--,1,0110-,,,,,pois,sy
447,52,,f/y\ð,n,n,n,n,y,y,,n,y,n,317,317,--,2,0209-,,,,,fut,sy
448,52,,/A\,n,n,n,n,n,n,,n,n,n,318,318,--,3,0308-,,,,,apotres,sy
449,52,,p/ɔ\,n,n,n,y,y,y,,n,n,n,318,318,--,4,0407c,,,,,apotres,sy
450,52,,tr/V\S,n,n,n,n,n,y,,y,n,n,318,318,--,el,----c,,,,,apotres,el
451,52,,S/i\,n,n,n,n,y,y,,n,y,n,319,319,--,5,0506-,,,,,si,sy
452,52,,k/O\n,n,n,n,n,y,y,,n,y,n,320,320,--,6,0605-,,,,,con,sy
453,52,,tr/o\,n,n,n,n,n,y,,n,n,n,321,321,--,7,0704-,,,,,trovun,sy
454,52,,v/O\n,n,n,n,y,y,y,,y,n,n,321,321,--,8,0803-,,,,,trovun,sy
455,52,,L/E\,n,n,n,n,n,y,,n,n,n,322,322,--,9,0902-,,,,,lesant,sy
456,52,,z/Æ\NT,n,n,n,y,y,y,,y,n,n,322,322,--,10,1001r,,,,,lesant,sy
457,53,,S/Æ\iNT,n,n,n,n,y,y,,n,y,n,323,323,--,1,0110-,,,,,saint,sy
458,53,,p/ɔ\l,n,n,n,n,y,y,,n,y,n,324,324,--,2,0209-,,,,,pol,sy
459,53,,L/A\,n,n,n,n,n,y,,n,n,n,326,"325, 326",--,3,0308-,,,,,l apellent,sy
460,53,,p/ɛ\,n,n,n,y,y,y,,n,n,n,326,326,--,4,0407c,,,,,apellent,sy
461,53,,l/V\NT,n,n,n,n,n,y,,y,n,n,326,326,--,el,----c,,,,,apellent,el
462,53,,L/A\,y,n,n,n,y,y,,n,y,n,327,327,--,5,0506-,,,,,la,sy
463,53,,kr/E\S,n,n,n,n,n,y,,n,n,n,328,328,--,6,0605-,,,,,crestiane,sy
464,53,,t/i\,n,n,n,n,n,y,,n,n,n,328,328,--,7,0704-,,,,,crestiane,sy
465,53,,/A\,n,n,n,y,y,n,,n,n,n,328,328,--,8,0803-,,,,,crestiane,sy
466,53,,n/V\,y,n,n,n,n,y,,y,n,n,328,328,--,9,0902-,,,,,crestiane,sy
467,53,,ʤ/Æ\NT,n,n,n,n,y,y,,n,y,n,329,329,--,10,1001r,,,,,gent,sy
468,55,,L/o\,y,n,n,n,y,y,,n,y,n,332,332,--,1,0112-,,,,,lo,sy
469,55,,b/A\,n,n,n,n,n,y,,n,n,n,333,333,--,2,0211-,,,,,barun,sy
470,55,,r/O\n,n,n,n,y,y,y,,y,n,n,333,333,--,3,0310-,,,,,barun,sy
471,55,,S/ɛ\,n,n,n,n,n,y,,n,n,n,334,334,--,4,0409-,,,,,seguent,sy
472,55,,g/u\,n,n,n,y,y,y,,n,n,n,334,334,--,5,0508-,,,,,seguent,sy
473,55,,/V\NT,n,n,n,n,n,n,,y,n,n,334,334,--,6,0607-,,,,,seguent,sy
474,55,,m/o\LT,n,n,n,n,y,y,,n,y,n,335,335,--,7,0706-,,,,,mult,sy
475,55,,gr/Æ\NT,n,n,n,n,y,y,,n,y,n,336,336,--,8,0805-,,,,,grant,sy
476,55,,t/o\r,n,n,n,y,y,y,,n,n,n,337,337,--,9,0904-,,,,,torbe,sy
477,55,,b/V\,y,n,n,n,n,y,,y,n,n,337,337,--,10,1003-,,,,,torbe,sy
478,55,,d/E\,y,n,n,n,y,y,,n,y,n,338,338,--,11,1102-,,,,,de,sy
479,55,,ʤ/Æ\NT,n,n,n,n,y,y,,n,y,n,339,339,--,12,1201r,,,,,gent,sy
480,56,,pL/Æ\i,n,n,n,y,y,y,,n,n,n,340,340,--,1,0110-,,,,,plaient,sy
481,56,,/V\NT,n,n,n,n,n,n,,y,n,n,340,340,--,2,0209-,,,,,plaient,sy
482,56,,L/o\,y,n,n,n,y,y,,n,y,n,341,341,--,3,0308-,,,,,lo,sy
483,56,,f/ɔ\r,n,n,n,n,y,y,,n,y,n,342,342,--,4,0407c,,,,,for,sy
484,56,,L/o\,y,n,n,n,y,y,,n,y,n,343,343,--,5,0506-,,,,,lo,sy
485,56,,S/Æ\NT,n,n,n,n,y,y,,n,y,n,344,344,--,6,0605-,,,,,scant,sy
486,56,,v/ɛ\T,n,n,n,n,y,y,,n,y,n,345,345,--,7,0704-,,,,,vet,sy
487,56,,/E\S,n,n,n,n,n,n,,n,n,n,346,346,--,8,0803-,,,,,espandant,sy
488,56,,p/Æ\N,n,n,n,n,n,y,,n,n,n,346,346,--,9,0902-,,,,,espandant,sy
489,56,,d/Æ\NT,n,n,n,y,y,y,,y,n,n,346,346,--,10,1001r,,,,,espandant,sy
490,57,,L/i\,n,n,n,n,y,y,,n,y,n,347,347,--,1,0110-,,,,,li,sy
491,57,,k/o\rS,n,n,n,n,y,y,,n,y,n,348,348,--,2,0209-,,,,,curs,sy
492,57,,L/i\,n,n,n,n,y,y,,n,y,n,349,349,--,3,0308-,,,,,li,sy
493,57,,f/A\uT,n,n,n,n,y,y,,n,y,n,350,350,--,4,0407c,,,,,faut,sy
494,57,,v/ɛ\T,n,n,n,n,y,y,,n,y,n,351,351,--,5,0506-,,,,,vait,sy
495,57,,S/E\i,n,n,n,n,y,y,,n,y,n,352,352,--,6,0605-,,,,,sei,sy
496,57,,/A\,n,n,n,n,n,n,,n,n,n,353,353,--,7,0704-,,,,,afebleant,sy
497,57,,f/E\,n,n,n,n,n,y,,n,n,n,353,353,--,8,0803-,,,,,afebleant,sy
498,57,,bL/E\,n,n,n,n,n,y,,n,n,n,353,353,--,9,0902-,,,,,afebleant,sy
499,57,,/Æ\NT,n,n,n,y,y,n,,y,n,n,353,353,--,10,1001r,,,,,afebleant,sy
500,58,,d/Æ\,n,n,n,n,n,y,,n,n,n,354,354,--,1,0110-,,,,,damede,sy
501,58,,m/E\,n,n,n,n,n,y,,n,n,n,354,354,--,2,0209-,,,,,damede,sy
502,58,,d/æ\,n,n,n,y,y,y,,y,n,n,354,354,--,3,0308-,,,,,damede,sy
503,58,,pr/i\,n,n,n,y,y,y,,n,n,n,355,355,--,4,0407c,,,,,prie,sy
504,58,,/V\,y,n,n,n,n,n,,y,n,n,355,355,--,el,----c,,,,,prie,el
505,58,,/ɔ\,n,n,n,n,y,n,,n,y,n,356,356,--,5,0506-,,,,,o,sy
506,58,,b/Æ\n,n,n,n,n,y,y,,n,y,n,357,357,--,6,0605-,,,,,ben,sy
507,58,,k/o\r,n,n,n,n,y,y,,n,y,n,358,358,--,7,0704-,,,,,cor,sy
508,58,,d/o\,n,n,n,n,n,y,,n,n,n,359,359,--,8,0803-,,,,,docement,sy
509,58,,ʦ/E\,n,n,n,n,n,y,,n,n,n,359,359,--,9,0902-,,,,,docement,sy
510,58,,m/Æ\NT,n,n,n,y,y,y,,y,n,n,359,359,--,10,1001r,,,,,docement,sy
511,59,,S/i\,n,n,n,y,y,y,,n,n,n,360,360,--,1,0110-,,,,,sire,sy
512,59,,r/V\,y,n,n,n,n,y,,y,n,n,360,360,--,2,0209-,,,,,sire,sy
513,59,,f/ɛ\T,n,n,n,n,y,y,,n,y,n,361,361,--,3,0308-,,,,,faet,sy
514,59,,/i\l,n,n,n,n,y,n,,n,y,n,362,362,--,4,0407c,,,,,il,sy
515,59,,m/O\n,n,n,n,n,y,y,,n,y,n,363,363,--,5,0506-,,,,,mon,sy
516,59,,/E\S,n,n,n,n,n,n,,n,n,n,364,364,--,6,0605-,,,,,esperite,sy
517,59,,p/E\,n,n,n,n,n,y,,n,n,n,364,364,--,7,0704-,,,,,esperite,sy
518,59,,r/i\,n,n,n,y,y,y,,n,n,n,364,364,--,8,0803-,,,,,esperite,sy
519,59,,t/V\,y,n,n,n,n,y,,y,n,n,364,364,--,9,0902-,,,,,esperite,sy
520,59,,pr/Æ\n,n,n,n,n,y,y,,n,y,n,365,365,--,10,1001r,,,,,pren,sy
521,61,,k/Æ\NT,n,n,n,n,y,y,,n,y,n,370,370,--,1,0110-,,,,,quant,sy
522,61,,v/ɔ\LT,n,n,n,n,y,y,,n,y,n,371,371,--,2,0209-,,,,,volt,sy
523,61,,f/E\,n,n,n,n,n,y,,n,n,n,372,372,--,3,0308-,,,,,fenir,sy
524,61,,n/i\r,n,n,n,y,y,y,,y,n,n,372,372,--,4,0407c,,,,,fenir,sy
525,61,,S/E\,n,n,n,n,y,y,,n,y,n,373,373,--,5,0506-,,,,,se,sy
526,61,,S/ɛ\ST,n,n,n,n,y,y,,n,y,n,375,"374, 375",--,6,0605-,,,,,s est,sy
527,61,,/A\,n,n,n,n,n,n,,n,n,n,376,376,--,7,0704-,,,,,ajonelet,sy
528,61,,ʤ/O\,n,n,n,n,n,y,,n,n,n,376,376,--,8,0803-,,,,,ajonelet,sy
529,61,,n/E\,n,n,n,n,n,y,,n,n,n,376,376,--,9,0902-,,,,,ajonelet,sy
530,61,,l/æ\T,n,n,n,y,y,y,,y,n,n,376,376,--,10,1001r,,,,,ajonelet,sy
531,62,,n/ɔ\S,n,n,n,y,y,y,,n,n,n,377,377,--,1,0110-,,,,,nostre,sy
532,62,,tr/V\,y,n,n,n,n,y,,y,n,n,377,377,--,2,0209-,,,,,nostre,sy
