syll.ix,line_id,value,form,elidable,mergeable,mergeable2,stress,lstress,has_onset,has_enclitic,is_final,is_monosyllable,is_syncopated,wd_id,all_wd_ids,in_word,in_line,metpos,onset,rhyme,onset_written,rhyme_written,words,cat
251,23,,kL/A\u,n,n,n,n,n,y,,n,n,n,132,132,--,8,0803-,,,,,claufiget,sy
252,23,,f/i\,n,n,n,n,n,y,,n,n,n,132,132,--,9,0902-,,,,,claufiget,sy
253,23,,ċ/ɛ\T,n,n,n,y,y,y,,y,n,n,132,132,--,10,1001r,,,,,claufiget,sy
254,24,,/E\u,n,n,n,n,y,n,True,n,y,n,133,"133, 134",--,1,0110-,,,,,e u,sy
255,24,,m/O\,n,n,n,n,n,y,,n,n,n,135,135,--,2,0209-,,,,,monument,sy
256,24,,n/y\,n,n,n,n,n,y,,n,n,n,135,135,--,3,0308-,,,,,monument,sy
257,24,,m/E\NT,n,n,n,y,y,y,,y,n,n,135,135,--,4,0407c,,,,,monument,sy
258,24,,d/E\,n,n,n,n,n,y,,n,n,n,136,136,--,5,0506-,,,,,desoentre,sy
259,24,,z/O\,n,n,n,n,n,y,,n,n,n,136,136,--,6,0605-,,,,,desoentre,sy
260,24,,/E\N,n,n,n,y,y,n,,n,n,n,136,136,--,7,0704-,,,,,desoentre,sy
261,24,,tr/E\,y,n,n,n,n,y,,y,n,n,136,136,--,8,0803-,,,,,desoentre,sy
262,24,,p/A\u,n,n,n,n,n,y,,n,n,n,137,137,--,9,0902-,,,,,pauset,sy
263,24,,z/ɛ\T,n,n,n,y,y,y,,y,n,n,137,137,--,10,1001r,,,,,pauset,sy
264,25,,g/A\i,n,n,n,y,y,y,,n,n,n,138,138,--,1,0102-,,,,,gaire,sy
265,25,,r/E\,y,n,n,n,n,y,,y,n,n,138,138,--,2,0201r,,,,,gaire,sy
266,26,,/E\,n,n,n,n,y,n,,n,y,n,139,139,--,1,0110-,,,,,e,sy
267,26,,r/E\,n,n,n,n,n,y,,n,n,n,140,140,--,2,0209-,,,,,resors,sy
268,26,,z/o\rS,n,n,n,y,y,y,,y,n,n,140,140,--,3,0308-,,,,,resors,sy
269,26,,/E\S,n,n,n,n,y,n,,n,y,n,141,141,--,4,0407c,,,,,es,sy
270,26,,L/A\,y,n,n,n,y,y,,n,y,n,142,142,--,5,0506-,,,,,la,sy
271,26,,QQR/V\Q,n,n,n,n,n,y,,n,n,n,143,143,--,6,0605-,,,,,scriptura,sy
272,26,,Q/V\,n,n,n,y,y,y,,n,n,n,143,143,--,7,0704-,,,,,scriptura,sy
273,26,,R/V\,n,n,n,n,n,y,,y,n,n,143,143,--,8,0803-,,,,,scriptura,sy
274,26,,/O\,n,n,n,n,y,n,,n,y,n,144,144,--,9,0902-,,,,,o,sy
275,26,,d/i\i,n,n,n,n,y,y,,n,y,n,145,145,--,10,1001r,,,,,dii,sy
276,27,,g/A\,n,n,n,n,n,y,,n,n,n,146,146,--,1,0109-,,,,,gabriels,sy
277,27,,br/i\,n,n,n,n,n,y,,n,n,n,146,146,--,2,0208-,,,,,gabriels,sy
278,27,,/E\LS,n,n,n,y,y,n,,y,n,n,146,146,--,3,0307-,,,,,gabriels,sy
279,27,,S/o\i,n,n,n,n,y,y,,n,y,n,147,147,--,4,0406-,,,,,soi,sy
280,27,,/ɛ\u,n,n,n,n,y,n,,n,y,n,148,148,--,5,0505-,,,,,eu,sy
281,27,,tr/A\,n,n,n,n,n,y,,n,n,n,149,149,--,6,0604-,,,,,trames,sy
282,27,,m/e\S,n,n,n,y,y,y,,y,n,n,149,149,--,7,0703-,,,,,trames,sy
283,27,,/A\i,n,n,n,n,n,n,,n,n,n,150,150,--,8,0802-,,,,,aici,sy
284,27,,s/i\,n,n,n,y,y,y,,y,n,n,150,150,--,9,0901r,,,,,aici,sy
285,28,,/A\,n,n,n,n,n,n,,n,n,n,151,151,--,1,0110-,,,,,atendet,sy
286,28,,t/E\N,n,n,n,n,n,y,,n,n,n,151,151,--,2,0209-,,,,,atendet,sy
287,28,,d/ɛ\T,n,n,n,y,y,y,,y,n,n,151,151,--,3,0308-,,,,,atendet,sy
288,28,,L/O\,y,n,n,n,y,y,,n,y,n,152,152,--,4,0407c,,,,,lo,sy
289,28,,k/E\,y,n,n,n,y,y,,n,y,n,153,153,--,5,0506-,,,,,que,sy
290,28,,ʤ/A\,n,n,n,n,y,y,,n,y,n,154,154,--,6,0605-,,,,,ja,sy
291,28,,v/E\N,n,n,n,n,n,y,,n,n,n,155,155,--,7,0704-,,,,,venra,sy
292,28,,r/A\,n,n,n,y,y,y,,y,n,n,155,155,--,8,0803-,,,,,venra,sy
293,28,,pr/A\i,n,n,n,n,n,y,,n,n,n,156,156,--,9,0902-,,,,,praici,sy
294,28,,s/i\,n,n,n,n,n,y,,y,n,n,156,156,--,10,1001r,,,,,praici,sy
295,29,,g/A\i,n,n,n,y,y,y,,n,n,n,157,157,--,1,0102-,,,,,gaire,sy
296,29,,r/E\,y,n,n,n,n,y,,y,n,n,157,157,--,2,0201r,,,,,gaire,sy
297,31,,N/V\Q,n,n,n,n,y,y,,n,y,n,159,159,--,1,0110-,,,,,nos,sy
298,31,,Q/V\R,n,n,n,y,y,y,,n,n,n,160,160,--,2,0209-,,,,,virgines,sy
299,31,,Q/V\,n,n,n,n,n,y,,n,n,n,160,160,--,3,0308-,,,,,virgines,sy
300,31,,N/V\Q,n,n,n,y,y,y,,y,n,n,160,160,--,4,0407c,,,,,virgines,sy
301,31,,QR/V\,n,n,n,n,y,y,,n,y,n,161,161,--,5,0506-,,,,,que,sy
302,31,,/V\Q,n,n,n,n,y,n,,n,y,n,162,162,--,6,0605-,,,,,ad,sy
303,31,,Q/V\Q,n,n,n,n,y,y,,n,y,n,163,163,--,7,0704-,,,,,vos,sy
304,31,,Q/V\,n,n,n,y,y,y,,n,n,n,164,164,--,8,0803-,,,,,venimus,sy
305,31,,N/V\,n,n,n,n,n,y,,n,n,n,164,164,--,9,0902-,,,,,venimus,sy
306,31,,N/V\Q,n,n,n,y,y,y,,y,n,n,164,164,--,10,1001r,,,,,venimus,sy
307,32,,N/V\Q,n,n,n,n,n,y,,n,n,n,165,165,--,1,0110-,,,,,negligenter,sy
308,32,,L/V\,n,n,n,n,n,y,,n,n,n,165,165,--,2,0209-,,,,,negligenter,sy
309,32,,Q/V\N,n,n,n,y,y,y,,n,n,n,165,165,--,3,0308-,,,,,negligenter,sy
310,32,,Q/V\R,n,n,n,n,n,y,,y,n,n,165,165,--,4,0407c,,,,,negligenter,sy
311,32,,/V\,n,n,n,y,y,n,,n,n,n,166,166,--,5,0506-,,,,,oleum,sy
312,32,,L/V\,n,n,n,n,n,y,,n,n,n,166,166,--,6,0605-,,,,,oleum,sy
313,32,,/V\N,n,n,n,y,y,n,,y,n,n,166,166,--,7,0704-,,,,,oleum,sy
314,32,,Q/V\,n,n,n,y,y,y,,n,n,n,167,167,--,8,0803-,,,,,fudimus,sy
315,32,,Q/V\,n,n,n,n,n,y,,n,n,n,167,167,--,9,0902-,,,,,fudimus,sy
316,32,,N/V\Q,n,n,n,y,y,y,,y,n,n,167,167,--,10,1001r,,,,,fudimus,sy
317,33,,/V\Q,n,n,n,n,y,n,,n,y,n,168,168,--,1,0110-,,,,,ad,sy
318,33,,Q/V\Q,n,n,n,n,y,y,,n,y,n,169,169,--,2,0209-,,,,,vos,sy
319,33,,/V\,n,n,n,n,n,n,,n,n,n,170,170,--,3,0308-,,,,,orare,sy
320,33,,R/V\,n,n,n,y,y,y,,n,n,n,170,170,--,4,0407c,,,,,orare,sy
321,33,,R/V\,n,n,n,n,n,y,,y,n,n,170,170,--,el,----c,,,,,orare,el
322,33,,Q/V\,n,n,n,n,n,y,,n,n,n,171,171,--,5,0506-,,,,,sorores,sy
323,33,,R/V\,n,n,n,y,y,y,,n,n,n,171,171,--,6,0605-,,,,,sorores,sy
324,33,,R/V\Q,n,n,n,n,n,y,,y,n,n,171,171,--,7,0704-,,,,,sorores,sy
325,33,,Q/V\,n,n,n,y,y,y,,n,n,n,172,172,--,8,0803-,,,,,cupimus,sy
326,33,,Q/V\,n,n,n,n,n,y,,n,n,n,172,172,--,9,0902-,,,,,cupimus,sy
327,33,,N/V\Q,n,n,n,y,y,y,,y,n,n,172,172,--,10,1001r,,,,,cupimus,sy
328,34,,/V\Q,n,n,n,n,y,n,,n,y,n,173,173,--,1,0110-,,,,,ut,sy
329,34,,/V\Q,n,n,n,n,y,n,,n,y,n,174,174,--,2,0209-,,,,,et,sy
330,34,,/V\L,n,n,n,y,y,n,,n,n,n,175,175,--,3,0308-,,,,,illas,sy
331,34,,L/V\Q,n,n,n,n,n,y,,y,n,n,175,175,--,4,0407c,,,,,illas,sy
332,34,,QR/V\,n,n,n,y,y,y,,n,n,n,176,176,--,5,0506-,,,,,quibus,sy
333,34,,Q/V\Q,n,n,n,n,n,y,,y,n,n,176,176,--,6,0605-,,,,,quibus,sy
334,34,,N/V\Q,n,n,n,n,y,y,,n,y,n,177,177,--,7,0704-,,,,,nos,sy
335,34,,QR/V\,n,n,n,y,y,y,,n,n,n,178,178,--,8,0803-,,,,,credimus,sy
336,34,,Q/V\,n,n,n,n,n,y,,n,n,n,178,178,--,9,0902-,,,,,credimus,sy
337,34,,N/V\Q,n,n,n,y,y,y,,y,n,n,178,178,--,10,1001r,,,,,credimus,sy
338,35,,d/O\,n,n,n,n,n,y,,n,n,n,179,179,--,1,0112-,,,,,dolentas,sy
339,35,,l/E\N,n,n,n,y,y,y,,n,n,n,179,179,--,2,0211-,,,,,dolentas,sy
340,35,,t/A\S,n,n,n,n,n,y,,y,n,n,179,179,--,3,0310-,,,,,dolentas,sy
341,35,,ċ/A\i,n,n,n,n,n,y,,n,n,n,180,180,--,4,0409-,,,,,chaitivas,sy
342,35,,t/i\,n,n,n,y,y,y,,n,n,n,180,180,--,5,0508-,,,,,chaitivas,sy
343,35,,v/A\S,n,n,n,n,n,y,,y,n,n,180,180,--,6,0607-,,,,,chaitivas,sy
344,35,,tr/ɔ\P,n,n,n,n,y,y,,n,y,n,181,181,--,7,0706-,,,,,trop,sy
345,35,,/i\,n,n,n,n,y,n,,n,y,n,182,182,--,8,0805-,,,,,i,sy
346,35,,/A\,n,n,n,n,n,n,,n,n,n,183,183,--,9,0904-,,,,,avem,sy
347,35,,v/E\m,n,n,n,y,y,y,,y,n,n,183,183,--,10,1003-,,,,,avem,sy
348,35,,d/O\r,n,n,n,n,n,y,,n,n,n,184,184,--,11,1102-,,,,,dormit,sy
349,35,,m/i\T,n,n,n,y,y,y,,y,n,n,184,184,--,12,1201r,,,,,dormit,sy
350,36,,N/V\Q,n,n,n,n,y,y,,n,y,n,185,185,--,1,0110-,,,,,nos,sy
351,36,,Q/V\,n,n,n,y,y,y,,n,n,n,186,186,--,2,0209-,,,,,comites,sy
352,36,,N/V\,n,n,n,n,n,y,,n,n,n,186,186,--,3,0308-,,,,,comites,sy
353,36,,Q/V\Q,n,n,n,y,y,y,,y,n,n,186,186,--,4,0407c,,,,,comites,sy
354,36,,Q/V\,n,n,n,y,y,y,,n,n,n,187,187,--,5,0506-,,,,,huius,sy
355,36,,R/V\Q,n,n,n,n,n,y,,y,n,n,187,187,--,6,0605-,,,,,huius,sy
356,36,,/V\,n,n,n,n,n,n,,n,n,n,188,188,--,7,0704-,,,,,itineris,sy
357,36,,Q/V\,n,n,n,y,y,y,,n,n,n,188,188,--,8,0803-,,,,,itineris,sy
358,36,,N/V\,n,n,n,n,n,y,,n,n,n,188,188,--,9,0902-,,,,,itineris,sy
359,36,,R/V\Q,n,n,n,y,y,y,,y,n,n,188,188,--,10,1001r,,,,,itineris,sy
360,37,,/V\Q,n,n,n,n,y,n,,n,y,n,189,189,--,1,0110-,,,,,et,sy
361,37,,Q/V\,n,n,n,n,n,y,,n,n,n,190,190,--,2,0209-,,,,,sorores,sy
362,37,,R/V\,n,n,n,y,y,y,,n,n,n,190,190,--,3,0308-,,,,,sorores,sy
363,37,,R/V\Q,n,n,n,n,n,y,,y,n,n,190,190,--,4,0407c,,,,,sorores,sy
364,37,,/V\,n,n,n,n,n,n,,n,n,n,191,191,--,5,0506-,,,,,eiusdem,sy
365,37,,R/V\Q,n,n,n,y,y,y,,n,n,n,191,191,--,6,0605-,,,,,eiusdem,sy
366,37,,Q/V\N,n,n,n,n,n,y,,y,n,n,191,191,--,7,0704-,,,,,eiusdem,sy
367,37,,Q/V\,n,n,n,y,y,y,,n,n,n,192,192,--,8,0803-,,,,,generis,sy
368,37,,N/V\,n,n,n,n,n,y,,n,n,n,192,192,--,9,0902-,,,,,generis,sy
369,37,,R/V\Q,n,n,n,y,y,y,,y,n,n,192,192,--,10,1001r,,,,,generis,sy
370,38,,QR/V\N,n,n,n,y,y,y,,n,n,n,193,193,--,1,0110-,,,,,quamvis,sy
371,38,,Q/V\Q,n,n,n,n,n,y,,y,n,n,193,193,--,2,0209-,,,,,quamvis,sy
372,38,,N/V\,n,n,n,y,y,y,,n,n,n,194,194,--,3,0308-,,,,,male,sy
373,38,,L/V\,n,n,n,n,n,y,,y,n,n,194,194,--,4,0407c,,,,,male,sy
374,38,,Q/V\N,n,n,n,y,y,y,,n,n,n,195,195,--,5,0506-,,,,,contigit,sy
375,38,,Q/V\,n,n,n,n,n,y,,n,n,n,195,195,--,6,0605-,,,,,contigit,sy
376,38,,Q/V\Q,n,n,n,y,y,y,,y,n,n,195,195,--,7,0704-,,,,,contigit,sy
377,38,,N/V\,n,n,n,y,y,y,,n,n,n,196,196,--,8,0803-,,,,,miseris,sy
378,38,,Q/V\,n,n,n,n,n,y,,n,n,n,196,196,--,9,0902-,,,,,miseris,sy
379,38,,R/V\Q,n,n,n,y,y,y,,y,n,n,196,196,--,10,1001r,,,,,miseris,sy
380,39,,Q/V\,n,n,n,n,n,y,,n,n,n,197,197,--,1,0110-,,,,,potestis,sy
381,39,,Q/V\Q,n,n,n,y,y,y,,n,n,n,197,197,--,2,0209-,,,,,potestis,sy
382,39,,Q/V\Q,n,n,n,n,n,y,,y,n,n,197,197,--,3,0308-,,,,,potestis,sy
383,39,,N/V\Q,n,n,n,n,y,y,,n,y,n,198,198,--,4,0407c,,,,,nos,sy
384,39,,R/V\Q,n,n,n,y,y,y,,n,n,n,199,199,--,5,0506-,,,,,reddere,sy
385,39,,Q/V\,n,n,n,n,n,y,,n,n,n,199,199,--,6,0605-,,,,,reddere,sy
386,39,,R/V\,n,n,n,y,y,y,,y,n,n,199,199,--,7,0704-,,,,,reddere,sy
387,39,,Q/V\,n,n,n,y,y,y,,n,n,n,200,200,--,8,0803-,,,,,superis,sy
388,39,,Q/V\,n,n,n,n,n,y,,n,n,n,200,200,--,9,0902-,,,,,superis,sy
389,39,,R/V\Q,n,n,n,y,y,y,,y,n,n,200,200,--,10,1001r,,,,,superis,sy
390,40,,d/O\,n,n,n,n,n,y,,n,n,n,201,201,--,1,0102-,,,,,dolentas,sy
391,40,,l/E\N,n,n,n,y,y,y,,n,n,n,201,201,--,2,0201r,,,,,dolentas,sy
392,40,,t/A\S,n,n,n,n,n,y,,y,n,n,201,201,--,el,----r,,,,,dolentas,el
393,41,,Q/V\R,n,n,n,n,n,y,,n,n,n,202,202,--,1,0110-,,,,,partimini,sy
394,41,,Q/V\,n,n,n,y,y,y,,n,n,n,202,202,--,2,0209-,,,,,partimini,sy
395,41,,N/V\,n,n,n,n,n,y,,n,n,n,202,202,--,3,0308-,,,,,partimini,sy
396,41,,N/V\,n,n,n,y,y,y,,y,n,n,202,202,--,4,0407c,,,,,partimini,sy
397,41,,L/V\,n,n,n,y,y,y,,n,n,n,203,203,--,5,0506-,,,,,lumen,sy
398,41,,N/V\N,n,n,n,n,n,y,,y,n,n,203,203,--,6,0605-,,,,,lumen,sy
399,41,,L/V\N,n,n,n,n,n,y,,n,n,n,204,204,--,7,0704-,,,,,lampadibus,sy
400,41,,Q/V\,n,n,n,y,y,y,,n,n,n,204,204,--,8,0803-,,,,,lampadibus,sy
401,41,,Q/V\,n,n,n,n,n,y,,n,n,n,204,204,--,9,0902-,,,,,lampadibus,sy
402,41,,Q/V\Q,n,n,n,y,y,y,,y,n,n,204,204,--,10,1001r,,,,,lampadibus,sy
403,42,,Q/V\,n,n,n,y,y,y,,n,n,n,205,205,--,1,0110-,,,,,pie,sy
404,42,,/V\,n,n,n,n,n,n,,y,n,n,205,205,--,2,0209-,,,,,pie,sy
405,42,,Q/V\,n,n,n,y,y,y,,n,n,n,206,206,--,3,0308-,,,,,sitis,sy
406,42,,Q/V\Q,n,n,n,n,n,y,,y,n,n,206,206,--,4,0407c,,,,,sitis,sy
407,42,,/V\N,n,n,n,n,n,n,,n,n,n,207,207,--,5,0506-,,,,,insipientibus,sy
408,42,,Q/V\,n,n,n,n,n,y,,n,n,n,207,207,--,6,0605-,,,,,insipientibus,sy
409,42,,Q/V\,n,n,n,n,n,y,,n,n,n,207,207,--,7,0704-,,,,,insipientibus,sy
410,42,,/V\N,n,n,n,y,y,n,,n,n,n,207,207,--,8,0803-,,,,,insipientibus,sy
411,42,,Q/V\,n,n,n,n,n,y,,n,n,n,207,207,--,9,0902-,,,,,insipientibus,sy
412,42,,Q/V\Q,n,n,n,y,y,y,,y,n,n,207,207,--,10,1001r,,,,,insipientibus,sy
413,43,,Q/V\L,n,n,n,y,y,y,,n,n,n,208,208,--,1,0110-,,,,,pulse,sy
414,43,,Q/V\,n,n,n,n,n,y,,y,n,n,208,208,--,2,0209-,,,,,pulse,sy
415,43,,N/V\,n,n,n,n,y,y,,n,y,n,209,209,--,3,0308-,,,,,ne,sy
416,43,,N/V\Q,n,n,n,n,y,y,,n,y,n,210,210,--,4,0407c,,,,,nos,sy
417,43,,Q/V\,n,n,n,y,y,y,,n,n,n,211,211,--,5,0506-,,,,,simus,sy
418,43,,N/V\Q,n,n,n,n,n,y,,y,n,n,211,211,--,6,0605-,,,,,simus,sy
419,43,,/V\,n,n,n,n,y,n,,n,y,n,212,212,--,7,0704-,,,,,a,sy
420,43,,Q/V\,n,n,n,y,y,y,,n,n,n,213,213,--,8,0803-,,,,,foribus,sy
421,43,,R/V\,n,n,n,n,n,y,,n,n,n,213,213,--,9,0902-,,,,,foribus,sy
422,43,,Q/V\Q,n,n,n,y,y,y,,y,n,n,213,213,--,10,1001r,,,,,foribus,sy
423,44,,Q/V\N,n,n,n,n,y,y,,n,y,n,214,214,--,1,0110-,,,,,cum,sy
424,44,,Q/V\Q,n,n,n,n,y,y,,n,y,n,215,215,--,2,0209-,,,,,vos,sy
425,44,,QQ/V\N,n,n,n,y,y,y,,n,n,n,216,216,--,3,0308-,,,,,sponsus,sy
426,44,,Q/V\Q,n,n,n,n,n,y,,y,n,n,216,216,--,4,0407c,,,,,sponsus,sy
427,44,,Q/V\,n,n,n,y,y,y,,n,n,n,217,217,--,5,0506-,,,,,vocet,sy
428,44,,Q/V\Q,n,n,n,n,n,y,,y,n,n,217,217,--,6,0605-,,,,,vocet,sy
429,44,,/V\N,n,n,n,n,y,n,,n,y,n,218,218,--,7,0704-,,,,,in,sy
430,44,,Q/V\,n,n,n,y,y,y,,n,n,n,219,219,--,8,0803-,,,,,sedibus,sy
431,44,,Q/V\,n,n,n,n,n,y,,n,n,n,219,219,--,9,0902-,,,,,sedibus,sy
432,44,,Q/V\Q,n,n,n,y,y,y,,y,n,n,219,219,--,10,1001r,,,,,sedibus,sy
433,45,,d/O\,n,n,n,n,n,y,,n,n,n,220,220,--,1,0102-,,,,,dolentas,sy
434,45,,l/E\N,n,n,n,y,y,y,,n,n,n,220,220,--,2,0201r,,,,,dolentas,sy
435,45,,t/A\S,n,n,n,n,n,y,,y,n,n,220,220,--,el,----r,,,,,dolentas,el
436,47,,N/V\Q,n,n,n,n,y,y,,n,y,n,222,222,--,1,0110-,,,,,nos,sy
437,47,,QR/V\,n,n,n,n,n,y,,n,n,n,223,223,--,2,0209-,,,,,precari,sy
438,47,,Q/V\,n,n,n,y,y,y,,n,n,n,223,223,--,3,0308-,,,,,precari,sy
439,47,,R/V\,n,n,n,n,n,y,,y,n,n,223,223,--,4,0407c,,,,,precari,sy
440,47,,QR/V\,n,n,n,n,n,y,,n,n,n,224,224,--,5,0506-,,,,,precamur,sy
441,47,,Q/V\,n,n,n,y,y,y,,n,n,n,224,224,--,6,0605-,,,,,precamur,sy
442,47,,N/V\R,n,n,n,n,n,y,,y,n,n,224,224,--,7,0704-,,,,,precamur,sy
443,47,,/V\NQ,n,n,n,y,y,n,,n,n,n,225,225,--,8,0803-,,,,,amplius,sy
444,47,,L/V\,n,n,n,n,n,y,,n,n,n,225,225,--,9,0902-,,,,,amplius,sy
445,47,,/V\Q,n,n,n,y,y,n,,y,n,n,225,225,--,10,1001r,,,,,amplius,sy
446,48,,Q/V\,n,n,n,n,n,y,,n,n,n,226,226,--,1,0110-,,,,,desinite,sy
447,48,,Q/V\,n,n,n,y,y,y,,n,n,n,226,226,--,2,0209-,,,,,desinite,sy
448,48,,N/V\,n,n,n,n,n,y,,n,n,n,226,226,--,3,0308-,,,,,desinite,sy
449,48,,Q/V\,n,n,n,y,y,y,,y,n,n,226,226,--,4,0407c,,,,,desinite,sy
450,48,,Q/V\,n,n,n,n,n,y,,n,n,n,227,227,--,5,0506-,,,,,sorores,sy
451,48,,R/V\,n,n,n,y,y,y,,n,n,n,227,227,--,6,0605-,,,,,sorores,sy
452,48,,R/V\Q,n,n,n,n,n,y,,y,n,n,227,227,--,7,0704-,,,,,sorores,sy
453,48,,/V\,n,n,n,y,y,n,,n,n,n,228,228,--,8,0803-,,,,,otius,sy
454,48,,Q/V\,n,n,n,n,n,y,,n,n,n,228,228,--,9,0902-,,,,,otius,sy
455,48,,/V\Q,n,n,n,y,y,n,,y,n,n,228,228,--,10,1001r,,,,,otius,sy
456,49,,Q/V\,n,n,n,y,y,y,,n,n,n,229,229,--,1,0110-,,,,,vobis,sy
457,49,,Q/V\Q,n,n,n,n,n,y,,y,n,n,229,229,--,2,0209-,,,,,vobis,sy
458,49,,/V\,n,n,n,y,y,n,,n,n,n,230,230,--,3,0308-,,,,,enim,sy
459,49,,N/V\N,n,n,n,n,n,y,,y,n,n,230,230,--,4,0407c,,,,,enim,sy
460,49,,N/V\L,n,n,n,n,y,y,,n,y,n,231,231,--,5,0506-,,,,,nil,sy
461,49,,/V\,n,n,n,y,y,n,,n,n,n,232,232,--,6,0605-,,,,,erit,sy
462,49,,R/V\Q,n,n,n,n,n,y,,y,n,n,232,232,--,7,0704-,,,,,erit,sy
463,49,,N/V\,n,n,n,y,y,y,,n,n,n,233,233,--,8,0803-,,,,,melius,sy
464,49,,L/V\,n,n,n,n,n,y,,n,n,n,233,233,--,9,0902-,,,,,melius,sy
465,49,,/V\Q,n,n,n,y,y,n,,y,n,n,233,233,--,10,1001r,,,,,melius,sy
466,50,,Q/V\,n,n,n,y,y,y,,n,n,n,234,234,--,1,0110-,,,,,dare,sy
467,50,,R/V\,n,n,n,n,n,y,,y,n,n,234,234,--,2,0209-,,,,,dare,sy
468,50,,QR/V\,n,n,n,y,y,y,,n,n,n,235,235,--,3,0308-,,,,,preces,sy
469,50,,Q/V\Q,n,n,n,n,n,y,,y,n,n,235,235,--,4,0407c,,,,,preces,sy
470,50,,QR/V\,n,n,n,n,y,y,,n,y,n,236,236,--,5,0506-,,,,,pro,sy
471,50,,Q/V\Q,n,n,n,n,y,y,,n,y,n,237,237,--,6,0605-,,,,,hoc,sy
472,50,,/V\L,n,n,n,n,n,n,,n,n,n,238,238,--,7,0704-,,,,,ulterius,sy
473,50,,Q/V\,n,n,n,y,y,y,,n,n,n,238,238,--,8,0803-,,,,,ulterius,sy
474,50,,R/V\,n,n,n,n,n,y,,n,n,n,238,238,--,9,0902-,,,,,ulterius,sy
475,50,,/V\Q,n,n,n,y,y,n,,y,n,n,238,238,--,10,1001r,,,,,ulterius,sy
476,51,,d/O\,n,n,n,n,n,y,,n,n,n,239,239,--,1,0102-,,,,,dolentas,sy
477,51,,l/E\N,n,n,n,y,y,y,,n,n,n,239,239,--,2,0201r,,,,,dolentas,sy
478,51,,t/A\S,n,n,n,n,n,y,,y,n,n,239,239,--,el,----r,,,,,dolentas,el
479,52,,/V\Q,n,n,n,n,y,n,,n,y,n,240,240,--,1,0110-,,,,,ac,sy
480,52,,/V\,n,n,n,y,y,n,,n,n,n,241,241,--,2,0209-,,,,,ite,sy
481,52,,Q/V\,n,n,n,n,n,y,,y,n,n,241,241,--,3,0308-,,,,,ite,sy
482,52,,N/V\NQ,n,n,n,n,y,y,,n,y,n,242,242,--,4,0407c,,,,,nunc,sy
483,52,,/V\,n,n,n,y,y,n,,n,n,n,243,243,--,5,0506-,,,,,ite,sy
484,52,,Q/V\,n,n,n,n,n,y,,y,n,n,243,243,--,6,0605-,,,,,ite,sy
485,52,,Q/V\,n,n,n,n,n,y,,n,n,n,244,244,--,7,0704-,,,,,celeriter,sy
486,52,,L/V\,n,n,n,y,y,y,,n,n,n,244,244,--,8,0803-,,,,,celeriter,sy
487,52,,R/V\,n,n,n,n,n,y,,n,n,n,244,244,--,9,0902-,,,,,celeriter,sy
488,52,,Q/V\R,n,n,n,y,y,y,,y,n,n,244,244,--,10,1001r,,,,,celeriter,sy
489,53,,/V\Q,n,n,n,n,y,n,,n,y,n,245,245,--,1,0110-,,,,,ac,sy
490,53,,Q/V\N,n,n,n,n,n,y,,n,n,n,246,246,--,2,0209-,,,,,vendentes,sy
491,53,,Q/V\N,n,n,n,y,y,y,,n,n,n,246,246,--,3,0308-,,,,,vendentes,sy
492,53,,Q/V\Q,n,n,n,n,n,y,,y,n,n,246,246,--,4,0407c,,,,,vendentes,sy
493,53,,R/V\,n,n,n,n,n,y,,n,n,n,247,247,--,5,0506-,,,,,rogate,sy
494,53,,Q/V\,n,n,n,y,y,y,,n,n,n,247,247,--,6,0605-,,,,,rogate,sy
495,53,,Q/V\,n,n,n,n,n,y,,y,n,n,247,247,--,7,0704-,,,,,rogate,sy
496,53,,Q/V\L,n,n,n,y,y,y,,n,n,n,248,248,--,8,0803-,,,,,dulciter,sy
497,53,,Q/V\,n,n,n,n,n,y,,n,n,n,248,248,--,9,0902-,,,,,dulciter,sy
498,53,,Q/V\R,n,n,n,y,y,y,,y,n,n,248,248,--,10,1001r,,,,,dulciter,sy
499,54,,/V\Q,n,n,n,n,y,n,,n,y,n,249,249,--,1,0110-,,,,,ut,sy
500,54,,/V\,n,n,n,y,y,n,,n,n,n,250,250,--,2,0209-,,,,,oleum,sy
501,54,,L/V\,n,n,n,n,n,y,,n,n,n,250,250,--,3,0308-,,,,,oleum,sy
502,54,,/V\N,n,n,n,y,y,n,,y,n,n,250,250,--,4,0407c,,,,,oleum,sy
503,54,,Q/V\Q,n,n,n,y,y,y,,n,n,n,251,251,--,5,0506-,,,,,vestris,sy
504,54,,QR/V\Q,n,n,n,n,n,y,,y,n,n,251,251,--,6,0605-,,,,,vestris,sy
505,54,,L/V\N,n,n,n,n,n,y,,n,n,n,252,252,--,7,0704-,,,,,lampadibus,sy
506,54,,Q/V\,n,n,n,y,y,y,,n,n,n,252,252,--,8,0803-,,,,,lampadibus,sy
507,54,,Q/V\,n,n,n,n,n,y,,n,n,n,252,252,--,9,0902-,,,,,lampadibus,sy
508,54,,Q/V\Q,n,n,n,y,y,y,,y,n,n,252,252,--,10,1001r,,,,,lampadibus,sy
509,55,,Q/V\NQ,n,n,n,n,y,y,,n,y,n,253,253,--,1,0110-,,,,,dent,sy
510,55,,/V\,n,n,n,n,n,n,,n,n,n,254,254,--,2,0209-,,,,,equidem,sy
511,55,,QR/V\,n,n,n,y,y,y,,n,n,n,254,254,--,3,0308-,,,,,equidem,sy
