syll.ix,line_id,value,form,elidable,mergeable,mergeable2,stress,lstress,has_onset,has_enclitic,is_final,is_monosyllable,is_syncopated,wd_id,all_wd_ids,in_word,in_line,metpos,onset,rhyme,onset_written,rhyme_written,words,cat
250,32,,r/i\ST,n,n,n,y,y,y,,y,n,n,192,192,--,4,0407c,,,,,florist,sy
251,32,,L/i\,n,n,n,n,y,y,,n,y,n,193,193,--,5,0506-,,,,,li,sy
252,32,,L/ɛ\uS,n,n,n,n,y,y,,n,y,n,194,194,--,6,0605-,,,,,leuz,sy
253,32,,d/E\,y,n,n,n,y,y,,n,y,n,195,195,--,7,0704-,,,,,de,sy
254,32,,m/A\,y,n,n,n,y,y,,n,y,n,196,196,--,8,0803-,,,,,ma,sy
255,32,,b/E\L,n,n,n,n,n,y,,n,n,n,197,197,--,9,0902-,,,,,beltez,sy
256,32,,t/æ\,n,n,n,y,y,y,,y,n,n,197,197,--,10,1001r,,,,,beltez,sy
257,33,,p/o\r,n,n,n,n,y,y,,n,y,n,198,198,--,1,0104-,,,,,por,sy
258,33,,m/O\n,n,n,n,n,y,y,,n,y,n,199,199,--,2,0203-,,,,,mon,sy
259,33,,/A\,n,n,n,n,n,n,,n,n,n,200,200,--,3,0302-,,,,,ami,sy
260,33,,m/i\,n,n,n,y,y,y,,y,n,n,200,200,--,4,0401r,,,,,ami,sy
261,34,,L/i\,n,n,n,n,y,y,,n,y,n,201,201,--,1,0110-,,,,,li,sy
262,34,,t/E\NS,n,n,n,n,y,y,,n,y,n,202,202,--,2,0209-,,,,,tensz,sy
263,34,,/ɛ\ST,n,n,n,n,y,n,,n,y,n,203,203,--,3,0308-,,,,,est,sy
264,34,,b/ɛ\LS,n,n,n,n,y,y,,n,y,n,204,204,--,4,0407c,,,,,bels,sy
265,34,,L/E\S,n,n,n,n,y,y,,n,y,n,205,205,--,5,0506-,,,,,les,sy
266,34,,v/i\,n,n,n,y,y,y,,n,n,n,206,206,--,6,0605-,,,,,vinnesz,sy
267,34,,ɲ/V\S,n,n,n,n,n,y,,y,n,n,206,206,--,7,0704-,,,,,vinnesz,sy
268,34,,S/O\NT,n,n,n,n,y,y,,n,y,n,207,207,--,8,0803-,,,,,sont,sy
269,34,,fL/o\,n,n,n,n,n,y,,n,n,n,208,208,--,9,0902-,,,,,flories,sy
270,34,,r/i\,n,n,n,y,y,y,,n,n,n,208,208,--,10,1001r,,,,,flories,sy
271,34,,/V\S,n,n,n,n,n,n,,y,n,n,208,208,--,el,----r,,,,,flories,el
272,35,,L/o\,n,n,n,n,n,y,,n,n,n,210,"209, 210",--,1,0110-,,,,,l odor,sy
273,35,,d/o\r,n,n,n,y,y,y,,y,n,n,210,210,--,2,0209-,,,,,odor,sy
274,35,,/ɛ\ST,n,n,n,n,y,n,,n,y,n,211,211,--,3,0308-,,,,,est,sy
275,35,,b/O\,n,n,n,y,y,y,,n,n,n,212,212,--,4,0407c,,,,,bonet,sy
276,35,,n/V\,y,n,n,n,n,y,,y,n,n,212,212,--,el,----c,,,,,bonet,el
277,35,,S/i\,n,n,n,n,y,y,,n,y,n,213,213,--,5,0506-,,,,,si,sy
278,35,,L/A\i,n,n,n,n,n,y,,n,n,n,215,"214, 215",--,6,0605-,,,,,l aimat,sy
279,35,,m/a\,n,n,n,y,y,y,,y,n,n,215,215,--,7,0704-,,,,,aimat,sy
280,35,,m/o\LT,n,n,n,n,y,y,,n,y,n,216,216,--,8,0803-,,,,,molt,sy
281,35,,m/i\,n,n,n,n,n,y,,n,n,n,217,217,--,9,0902-,,,,,misiret,sy
282,35,,s/i\,n,n,n,y,y,y,,n,n,n,217,217,--,10,1001r,,,,,misiret,sy
283,35,,r/V\,y,n,n,n,n,y,,y,n,n,217,217,--,el,----r,,,,,misiret,el
284,36,,p/o\r,n,n,n,n,y,y,,n,y,n,218,218,--,1,0104-,,,,,por,sy
285,36,,m/E\i,n,n,n,n,y,y,,n,y,n,219,219,--,2,0203-,,,,,mei,sy
286,36,,/A\,n,n,n,n,n,n,,n,n,n,220,220,--,3,0302-,,,,,amor,sy
287,36,,m/o\r,n,n,n,y,y,y,,y,n,n,220,220,--,4,0401r,,,,,amor,sy
288,37,,/E\n,n,n,n,n,y,n,,n,y,n,221,221,--,1,0110-,,,,,en,sy
289,37,,n/ɔ\S,n,n,n,y,y,y,,n,n,n,222,222,--,2,0209-,,,,,nostre,sy
290,37,,tr/V\,y,n,n,n,n,y,,y,n,n,222,222,--,3,0308-,,,,,nostre,sy
291,37,,t/ɛ\r,n,n,n,y,y,y,,n,n,n,223,223,--,4,0407c,,,,,terred,sy
292,37,,r/V\,y,n,n,n,n,y,,y,n,n,223,223,--,el,----c,,,,,terred,el
293,37,,n/ɔ\,n,n,n,y,y,y,,n,n,n,225,"224, 225",--,5,0506-,,,,,n oset,sy
294,37,,z/V\,y,n,n,n,n,y,,y,n,n,225,225,--,6,0605-,,,,,oset,sy
295,37,,/o\iL,n,n,n,y,y,n,,n,n,n,226,226,--,7,0704-,,,,,oilset,sy
296,37,,S/ɛ\,n,n,n,n,n,y,,y,n,n,226,226,--,8,0803-,,,,,oilset,sy
297,37,,ċ/A\N,n,n,n,n,n,y,,n,n,n,227,227,--,9,0902-,,,,,canter,sy
298,37,,t/æ\r,n,n,n,y,y,y,,y,n,n,227,227,--,10,1001r,,,,,canter,sy
299,38,,S/A\NS,n,n,n,n,y,y,,n,y,n,228,228,--,1,0110-,,,,,samz,sy
300,38,,L/A\,y,n,n,n,y,y,,n,y,n,229,229,--,2,0209-,,,,,la,sy
301,38,,t/o\r,n,n,n,n,n,y,,n,n,n,230,230,--,3,0308-,,,,,torterelet,sy
302,38,,t/E\,n,n,n,n,n,y,,n,n,y,230,230,--,el,-----,,,,,torterelet,el
303,38,,r/ɛ\,n,n,n,y,y,y,,n,n,n,230,230,--,4,0407c,,,,,torterelet,sy
304,38,,l/V\,y,n,n,n,n,y,,y,n,n,230,230,--,el,----c,,,,,torterelet,el
305,38,,k/i\,n,n,n,n,y,y,,n,y,n,231,231,--,5,0506-,,,,,chi,sy
306,38,,/A\,n,n,n,n,n,n,,n,n,n,232,232,--,6,0605-,,,,,amat,sy
307,38,,m/a\,n,n,n,y,y,y,,y,n,n,232,232,--,7,0704-,,,,,amat,sy
308,38,,ċ/A\,n,n,n,n,n,y,,n,n,n,233,233,--,8,0803-,,,,,caaste,sy
309,38,,/A\S,n,n,n,n,n,n,,n,n,n,233,233,--,9,0902-,,,,,caaste,sy
310,38,,t/æ\,n,n,n,y,y,y,,y,n,n,233,233,--,10,1001r,,,,,caaste,sy
311,39,,/e\,n,n,n,n,y,n,,n,y,n,234,234,--,1,0105-,,,,,ed,sy
312,39,,p/o\r,n,n,n,n,y,y,,n,y,n,235,235,--,2,0204-,,,,,por,sy
313,39,,m/O\n,n,n,n,n,y,y,,n,y,n,236,236,--,3,0303-,,,,,mon,sy
314,39,,/A\,n,n,n,n,n,n,,n,n,n,237,237,--,4,0402-,,,,,ami,sy
315,39,,m/i\,n,n,n,y,y,y,,y,n,n,237,237,--,5,0501r,,,,,ami,sy
316,40,,ʤ/ɔ\,n,n,n,n,y,y,,n,y,n,238,238,--,1,0110-,,,,,jo,sy
317,40,,L/A\i,n,n,n,n,y,y,,n,y,n,240,"239, 240",--,2,0209-,,,,,l ai,sy
318,40,,m/o\LT,n,n,n,n,y,y,,n,y,n,241,241,--,3,0308-,,,,,molt,sy
319,40,,k/i\S,n,n,n,n,y,y,,n,y,n,242,242,--,4,0407c,,,,,quis,sy
320,40,,/E\N,n,n,n,n,n,n,,n,n,n,243,243,--,5,0506-,,,,,encor,sy
321,40,,k/ɔ\r,n,n,n,y,y,y,,y,n,n,243,243,--,6,0605-,,,,,encor,sy
322,40,,n/E\L,y,n,n,n,y,y,True,n,y,n,244,"244, 245",--,7,0704-,,,,,ne l,sy
323,40,,p/ɔ\iS,n,n,n,n,y,y,,n,y,n,246,246,--,8,0803-,,,,,pois,sy
324,40,,tr/o\,n,n,n,n,n,y,,n,n,n,247,247,--,9,0902-,,,,,trovert,sy
325,40,,v/æ\r,n,n,n,y,y,y,,y,n,n,247,247,--,10,1001r,,,,,trovert,sy
326,41,,n/E\n,n,n,n,n,y,y,,n,y,n,249,"248, 249",--,1,0110-,,,,,n en,sy
327,41,,v/o\LT,n,n,n,n,y,y,,n,y,n,250,250,--,2,0209-,,,,,vult,sy
328,41,,r/E\S,n,n,n,n,n,y,,n,n,n,251,251,--,3,0308-,,,,,respondret,sy
329,41,,p/O\N,n,n,n,y,y,y,,n,n,n,251,251,--,4,0407c,,,,,respondret,sy
330,41,,dr/V\,y,n,n,n,n,y,,y,n,n,251,251,--,el,----c,,,,,respondret,el
331,41,,/A\,n,n,n,n,n,n,,n,n,n,252,252,--,5,0506-,,,,,aseiz,sy
332,41,,s/æ\Ç,n,n,n,y,y,y,,y,n,n,252,252,--,6,0605-,,,,,aseiz,sy
333,41,,L/A\i,n,n,n,n,y,y,,n,y,n,254,"253, 254",--,7,0704-,,,,,l ai,sy
334,41,,/A\,n,n,n,n,n,n,,n,n,n,255,255,--,8,0803-,,,,,apeleitz,sy
335,41,,p/E\,n,n,n,n,n,y,,n,n,n,255,255,--,9,0902-,,,,,apeleitz,sy
336,41,,l/æ\,n,n,n,y,y,y,,y,n,n,255,255,--,10,1001r,,,,,apeleitz,sy
337,42,,k/æ\r,n,n,n,n,y,y,,n,y,n,256,256,--,1,0104-,,,,,quer,sy
338,42,,L/y\i,n,n,n,n,y,y,,n,y,n,257,257,--,2,0203-,,,,,lui,sy
339,42,,n/E\,y,n,n,n,y,y,,n,y,n,258,258,--,3,0302-,,,,,ne,sy
340,42,,pL/a\ST,n,n,n,n,y,y,,n,y,n,259,259,--,4,0401r,,,,,plastz,sy
341,43,,L/E\S,n,n,n,n,y,y,,n,y,n,260,260,--,1,0110-,,,,,les,sy
342,43,,/E\S,n,n,n,n,n,n,,n,n,n,261,261,--,2,0209-,,,,,escalgaites,sy
343,43,,ċ/A\L,n,n,n,n,n,y,,n,n,n,261,261,--,3,0308-,,,,,escalgaites,sy
344,43,,g/A\i,n,n,n,y,y,y,,n,n,n,261,261,--,4,0407c,,,,,escalgaites,sy
345,43,,t/V\S,n,n,n,n,n,y,,y,n,n,261,261,--,el,----c,,,,,escalgaites,el
346,43,,k/i\,n,n,n,n,y,y,,n,y,n,262,262,--,5,0506-,,,,,chi,sy
347,43,,g/a\r,n,n,n,y,y,y,,n,n,n,263,263,--,6,0605-,,,,,guardent,sy
348,43,,d/V\NT,n,n,n,n,n,y,,y,n,n,263,263,--,7,0704-,,,,,guardent,sy
349,43,,L/A\,y,n,n,n,y,y,,n,y,n,264,264,--,8,0803-,,,,,la,sy
350,43,,Ç/i\,n,n,n,n,n,y,,n,n,n,265,265,--,9,0902-,,,,,citez,sy
351,43,,t/æ\,n,n,n,y,y,y,,y,n,n,265,265,--,10,1001r,,,,,citez,sy
352,44,,Ç/i\l,n,n,n,n,y,y,,n,y,n,266,266,--,1,0110-,,,,,cil,sy
353,44,,m/E\,y,n,n,n,y,y,,n,y,n,267,267,--,2,0209-,,,,,me,sy
354,44,,t/o\r,n,n,n,n,n,y,,n,n,n,268,268,--,3,0308-,,,,,torverent,sy
355,44,,v/æ\,n,n,n,y,y,y,,n,n,n,268,268,--,4,0407c,,,,,torverent,sy
356,44,,r/V\NT,n,n,n,n,n,y,,y,n,n,268,268,--,el,----c,,,,,torverent,el
357,44,,S/i\,n,n,n,n,y,y,,n,y,n,269,269,--,5,0506-,,,,,si,sy
358,44,,m/O\NT,n,n,n,n,y,y,,n,y,n,271,"270, 271",--,6,0605-,,,,,m ont,sy
359,44,,b/A\,n,n,n,n,n,y,,n,n,n,272,272,--,7,0704-,,,,,batuz,sy
360,44,,t/y\,n,n,n,y,y,y,,y,n,n,272,272,--,8,0803-,,,,,batuz,sy
361,44,,/A\,n,n,n,n,n,n,,n,n,n,273,273,--,9,0902-,,,,,aseiz,sy
362,44,,s/æ\Ç,n,n,n,y,y,y,,y,n,n,273,273,--,10,1001r,,,,,aseiz,sy
363,45,,p/o\r,n,n,n,n,y,y,,n,y,n,274,274,--,1,0104-,,,,,por,sy
364,45,,m/O\n,n,n,n,n,y,y,,n,y,n,275,275,--,2,0203-,,,,,mon,sy
365,45,,/A\,n,n,n,n,n,n,,n,n,n,276,276,--,3,0302-,,,,,ami,sy
366,45,,m/i\,n,n,n,y,y,y,,y,n,n,276,276,--,4,0401r,,,,,ami,sy
367,46,,n/A\,n,n,n,n,n,y,,n,n,n,277,277,--,1,0110-,,,,,navree,sy
368,46,,vr/æ\,n,n,n,y,y,y,,n,n,n,277,277,--,2,0209-,,,,,navree,sy
369,46,,/V\,y,n,n,n,n,n,,y,n,n,277,277,--,3,0308-,,,,,navree,sy
370,46,,m/O\NT,n,n,n,n,y,y,,n,y,n,279,"278, 279",--,4,0407c,,,,,m ont,sy
371,46,,/e\,n,n,n,n,y,n,,n,y,n,280,280,--,5,0506-,,,,,et,sy
372,46,,m/O\n,n,n,n,n,y,y,,n,y,n,281,281,--,6,0605-,,,,,mun,sy
373,46,,p/a\,n,n,n,y,y,y,,n,n,n,282,282,--,7,0704-,,,,,paliet,sy
374,46,,li/V\,y,n,n,n,n,y,,y,n,n,282,282,--,8,0803-,,,,,paliet,sy
375,46,,t/o\,n,n,n,n,n,y,,n,n,n,283,283,--,9,0902-,,,,,tolud,sy
376,46,,l/y\,n,n,n,y,y,y,,y,n,n,283,283,--,10,1001r,,,,,tolud,sy
377,47,,gr/A\NT,n,n,n,n,y,y,,n,y,n,284,284,--,1,0110-,,,,,grant,sy
378,47,,t/ɔ\rT,n,n,n,n,y,y,,n,y,n,285,285,--,2,0209-,,,,,tort,sy
379,47,,m/O\NT,n,n,n,n,y,y,,n,y,n,287,"286, 287",--,3,0308-,,,,,m unt,sy
380,47,,f/A\iT,n,n,n,n,y,y,,n,y,n,288,288,--,4,0407c,,,,,fait,sy
381,47,,Ç/i\l,n,n,n,n,y,y,,n,y,n,289,289,--,5,0506-,,,,,cil,sy
382,47,,k/i\,n,n,n,n,y,y,,n,y,n,290,290,--,6,0605-,,,,,chi,sy
383,47,,g/a\r,n,n,n,y,y,y,,n,n,n,291,291,--,7,0704-,,,,,guardent,sy
384,47,,d/V\NT,n,n,n,n,n,y,,y,n,n,291,291,--,8,0803-,,,,,guardent,sy
385,47,,L/E\,y,n,n,n,y,y,,n,y,n,292,292,--,9,0902-,,,,,le,sy
386,47,,m/y\r,n,n,n,n,y,y,,n,y,n,293,293,--,10,1001r,,,,,murt,sy
387,48,,p/o\r,n,n,n,n,y,y,,n,y,n,294,294,--,1,0104-,,,,,por,sy
388,48,,m/O\n,n,n,n,n,y,y,,n,y,n,295,295,--,2,0203-,,,,,mon,sy
389,48,,/A\,n,n,n,n,n,n,,n,n,n,296,296,--,3,0302-,,,,,ami,sy
390,48,,m/i\,n,n,n,y,y,y,,y,n,n,296,296,--,4,0401r,,,,,ami,sy
391,49,,b/ɛ\,n,n,n,y,y,y,,n,n,n,297,297,--,1,0110-,,,,,beles,sy
392,49,,l/V\S,n,n,n,n,n,y,,y,n,n,297,297,--,2,0209-,,,,,beles,sy
393,49,,p/y\L,n,n,n,n,n,y,,n,n,n,298,298,--,3,0308-,,,,,pulcelesz,sy
394,49,,Ç/ɛ\,n,n,n,y,y,y,,n,n,n,298,298,--,4,0407c,,,,,pulcelesz,sy
395,49,,l/V\S,n,n,n,n,n,y,,y,n,n,298,298,--,el,----c,,,,,pulcelesz,el
396,49,,f/i\,n,n,n,y,y,y,,n,n,n,299,299,--,5,0506-,,,,,fillesz,sy
397,49,,ʎ/V\S,n,n,n,n,n,y,,y,n,n,299,299,--,6,0605-,,,,,fillesz,sy
398,49,,ʤ/E\,n,n,n,n,n,y,,n,n,n,300,300,--,7,0704-,,,,,jerusalem,sy
399,49,,r/y\,n,n,n,n,n,y,,n,n,n,300,300,--,8,0803-,,,,,jerusalem,sy
400,49,,s/A\,n,n,n,n,n,y,,n,n,n,300,300,--,9,0902-,,,,,jerusalem,sy
401,49,,l/E\m,n,n,n,y,y,y,,y,n,n,300,300,--,10,1001r,,,,,jerusalem,sy
402,50,,p/o\r,n,n,n,n,y,y,,n,y,n,301,301,--,1,0110-,,,,,por,sy
403,50,,m/E\i,n,n,n,n,y,y,,n,y,n,302,302,--,2,0209-,,,,,mei,sy
404,50,,/A\,n,n,n,n,n,n,,n,n,n,303,303,--,3,0308-,,,,,amor,sy
405,50,,m/o\r,n,n,n,y,y,y,,y,n,n,303,303,--,4,0407c,,,,,amor,sy
406,50,,n/O\N,n,n,n,n,n,y,,n,n,n,304,304,--,5,0506-,,,,,noncieiz,sy
407,50,,Ç/iE\Ç,n,n,n,y,y,y,,y,n,n,304,304,--,6,0605-,,,,,noncieiz,sy
408,50,,L/E\,y,n,n,n,y,y,,n,y,n,305,305,--,7,0704-,,,,,le,sy
409,50,,m/O\n,n,n,n,n,y,y,,n,y,n,306,306,--,8,0803-,,,,,mon,sy
410,50,,/A\,n,n,n,n,n,n,,n,n,n,307,307,--,9,0902-,,,,,amant,sy
411,50,,m/A\NT,n,n,n,y,y,y,,y,n,n,307,307,--,10,1001r,,,,,amant,sy
412,51,,d/A\,n,n,n,n,n,y,,n,n,n,309,"308, 309",--,1,0104-,,,,,d amor,sy
413,51,,m/o\r,n,n,n,y,y,y,,y,n,n,309,309,--,2,0203-,,,,,amor,sy
414,51,,L/A\N,n,n,n,n,n,y,,n,n,n,310,310,--,3,0302-,,,,,languis,sy
415,51,,gu/i\S,n,n,n,y,y,y,,y,n,n,310,310,--,4,0401r,,,,,languis,sy
416,52,,Ç/i\NK,n,n,n,n,y,y,,n,y,n,311,311,--,1,0110-,,,,,chinc,sy
417,52,,m/i\,n,n,n,y,y,y,,n,n,n,312,312,--,2,0209-,,,,,milie,sy
418,52,,li/V\,y,n,n,n,n,y,,y,n,n,312,312,--,el,-----,,,,,milie,el
419,52,,/A\NÇ,n,n,n,n,y,n,,n,y,n,313,313,--,3,0308-,,,,,anz,sy
420,52,,/a\,n,n,n,n,y,n,,n,y,n,314,314,--,4,0407c,,,,,atz,sy
421,52,,k/i\l,n,n,n,n,y,y,,n,y,n,316,"315, 316",--,5,0506-,,,,,qu il,sy
422,52,,/A\,n,n,n,n,n,n,,n,n,n,317,317,--,6,0605-,,,,,aveid,sy
423,52,,v/E\iT,n,n,n,y,y,y,,y,n,n,317,317,--,7,0704-,,,,,aveid,sy
424,52,,/y\,n,n,n,y,y,n,,n,n,n,318,318,--,8,0803-,,,,,un,sy
425,52,,n/V\,y,n,n,n,n,y,,y,n,n,318,318,--,el,-----,,,,,un,el
426,52,,/A\,n,n,n,n,n,n,,n,n,n,319,319,--,9,0902-,,,,,amiet,sy
427,52,,m/i\,n,n,n,y,y,y,,n,n,n,319,319,--,10,1001r,,,,,amiet,sy
428,52,,/V\,y,n,n,n,n,n,,y,n,n,319,319,--,el,----r,,,,,amiet,el
429,53,,L/E\i,n,n,n,n,y,y,,n,y,n,320,320,--,1,0110-,,,,,lei,sy
430,53,,/a\,n,n,n,n,y,n,,n,y,n,321,321,--,2,0209-,,,,,ad,sy
431,53,,L/A\i,n,n,n,n,n,y,,n,n,n,322,322,--,3,0308-,,,,,laisiet,sy
432,53,,s/iE\,n,n,n,y,y,y,,y,n,n,322,322,--,4,0407c,,,,,laisiet,sy
433,53,,k/a\r,n,n,n,n,y,y,,n,y,n,323,323,--,5,0506-,,,,,quar,sy
434,53,,n/ɛ\rT,n,n,n,n,y,y,,n,y,n,325,"324, 325",--,6,0605-,,,,,n ert,sy
435,53,,d/E\,y,n,n,n,y,y,,n,y,n,326,326,--,7,0704-,,,,,de,sy
436,53,,b/ɛ\l,n,n,n,n,y,y,,n,y,n,327,327,--,8,0803-,,,,,bel,sy
437,53,,S/E\r,n,n,n,n,n,y,,n,n,n,328,328,--,9,0902-,,,,,serviset,sy
438,53,,v/i\,n,n,n,y,y,y,,n,n,n,328,328,--,10,1001r,,,,,serviset,sy
439,53,,z/V\,y,n,n,n,n,y,,y,n,n,328,328,--,el,----r,,,,,serviset,el
440,54,,S/i\,n,n,n,n,y,y,,n,y,n,329,329,--,1,0104-,,,,,si,sy
441,54,,/A\,n,n,n,y,y,n,,n,n,n,330,330,--,2,0203-,,,,,amet,sy
442,54,,m/V\,y,n,n,n,n,y,,y,n,n,330,330,--,3,0302-,,,,,amet,sy
443,54,,m/E\i,n,n,n,n,y,y,,n,y,n,331,331,--,4,0401r,,,,,mei,sy
444,55,,/i\l,n,n,n,n,y,n,,n,y,n,332,332,--,1,0110-,,,,,il,sy
445,55,,L/i\,n,n,n,n,y,y,,n,y,n,333,333,--,2,0209-,,,,,li,sy
446,55,,pL/A\N,n,n,n,n,n,y,,n,n,n,334,334,--,3,0308-,,,,,plantatz,sy
447,55,,t/a\,n,n,n,y,y,y,,y,n,n,334,334,--,4,0407c,,,,,plantatz,sy
448,55,,/y\,n,n,n,y,y,n,,n,n,n,335,335,--,5,0506-,,,,,une,sy
449,55,,n/V\,y,n,n,n,n,y,,y,n,n,335,335,--,6,0605-,,,,,une,sy
450,55,,v/i\,n,n,n,y,y,y,,n,n,n,336,336,--,7,0704-,,,,,vine,sy
451,55,,n/V\,y,n,n,n,n,y,,y,n,n,336,336,--,8,0803-,,,,,vine,sy
452,55,,m/o\LT,n,n,n,n,y,y,,n,y,n,337,337,--,9,0902-,,,,,molt,sy
453,55,,d/o\L,n,n,n,y,y,y,,n,n,n,338,338,--,10,1001r,,,,,dolcelt,sy
454,55,,Ç/V\,y,n,n,n,n,y,,y,n,n,338,338,--,el,----r,,,,,dolcelt,el
455,56,,p/o\,n,n,n,n,n,y,,n,n,n,339,339,--,1,0111-,,,,,porud,sy
456,56,,r/o\,n,n,n,y,y,y,,y,n,n,339,339,--,2,0210-,,,,,porud,sy
457,56,,n/E\,y,n,n,n,y,y,,n,y,n,340,340,--,3,0309-,,,,,ne,sy
458,56,,L/A\,y,n,n,n,y,y,,n,y,n,341,341,--,4,0408-,,,,,la,sy
459,56,,f/i\ST,n,n,n,n,y,y,,n,y,n,342,342,--,5,0507-,,,,,fist,sy
460,56,,S/i\n,n,n,n,n,y,y,True,n,y,n,343,"343, 344",--,6,0606-,,,,,si nn,sy
461,56,,/ɛ\ST,n,n,n,n,y,n,,n,y,n,345,345,--,7,0705-,,,,,est,sy
462,56,,ċ/A\,n,n,n,n,n,y,,n,n,n,346,346,--,8,0804-,,,,,cadeit,sy
463,56,,ð/E\iT,n,n,n,y,y,y,,y,n,n,346,346,--,9,0903-,,,,,cadeit,sy
464,56,,/E\n,n,n,n,n,y,n,,n,y,n,347,347,--,10,1002-,,,,,en,sy
465,56,,k/o\L,n,n,n,y,y,y,,n,n,n,348,348,--,11,1101r,,,,,colped,sy
466,56,,p/V\,y,n,n,n,n,y,,y,n,n,348,348,--,el,----r,,,,,colped,el
467,57,,/o\r,n,n,n,n,y,n,,n,y,n,349,349,--,1,0104-,,,,,or,sy
468,57,,/ɛ\ST,n,n,n,n,y,n,,n,y,n,350,350,--,2,0203-,,,,,est,sy
469,57,,/A\,n,n,n,n,n,n,,n,n,n,351,351,--,3,0302-,,,,,amered,sy
470,57,,m/æ\,n,n,n,y,y,y,,n,n,n,351,351,--,4,0401r,,,,,amered,sy
471,57,,r/V\,y,n,n,n,n,y,,y,n,n,351,351,--,el,----r,,,,,amered,el
472,58,,L/i\,n,n,n,n,y,y,,n,y,n,352,352,--,1,0110-,,,,,li,sy
473,58,,f/i\l,n,n,n,n,y,y,,n,y,n,353,353,--,2,0209-,,,,,fil,sy
474,58,,S/A\,y,n,n,n,y,y,,n,y,n,354,354,--,3,0308-,,,,,sa,sy
475,58,,m/æ\,n,n,n,y,y,y,,n,n,n,355,355,--,4,0407c,,,,,mered,sy
476,58,,r/V\,y,n,n,n,n,y,,y,n,n,355,355,--,el,----c,,,,,mered,el
477,58,,n/E\,y,n,n,n,y,y,,n,y,n,356,356,--,5,0506-,,,,,ne,sy
478,58,,L/A\,y,n,n,n,y,y,,n,y,n,357,357,--,6,0605-,,,,,la,sy
479,58,,v/ɔ\L,n,n,n,y,y,y,,n,n,n,358,358,--,7,0704-,,,,,voldrent,sy
480,58,,dr/V\NT,n,n,n,n,n,y,,y,n,n,358,358,--,8,0803-,,,,,voldrent,sy
481,58,,/A\,n,n,n,n,n,n,,n,n,n,359,359,--,9,0902-,,,,,amert,sy
482,58,,m/æ\r,n,n,n,y,y,y,,y,n,n,359,359,--,10,1001r,,,,,amert,sy
483,59,,k/O\,n,n,n,n,n,y,,n,n,n,360,360,--,1,0110-,,,,,commandent,sy
484,59,,m/A\N,n,n,n,y,y,y,,n,n,n,360,360,--,2,0209-,,,,,commandent,sy
485,59,,d/V\NT,n,n,n,n,n,y,,y,n,n,360,360,--,3,0308-,,,,,commandent,sy
486,59,,L/i\,n,n,n,n,y,y,,n,y,n,361,361,--,4,0407c,,,,,li,sy
487,59,,L/E\S,n,n,n,n,y,y,,n,y,n,362,362,--,5,0506-,,,,,les,sy
488,59,,v/i\,n,n,n,y,y,y,,n,n,n,363,363,--,6,0605-,,,,,vinnes,sy
489,59,,ɲ/V\S,n,n,n,n,n,y,,y,n,n,363,363,--,7,0704-,,,,,vinnes,sy
490,59,,/A\,n,n,n,n,y,n,,n,y,n,364,364,--,8,0803-,,,,,a,sy
491,59,,g/A\r,n,n,n,n,n,y,,n,n,n,365,365,--,9,0902-,,,,,guarder,sy
492,59,,d/æ\r,n,n,n,y,y,y,,y,n,n,365,365,--,10,1001r,,,,,guarder,sy
493,60,,f/ɔ\rS,n,n,n,n,y,y,,n,y,n,366,366,--,1,0104-,,,,,fors,sy
494,60,,/A\L,n,n,n,n,y,n,True,n,y,n,367,"367, 368",--,2,0203-,,,,,a l,sy
495,60,,S/o\,n,n,n,n,n,y,,n,n,n,369,369,--,3,0302-,,,,,soleiz,sy
496,60,,l/E\iÇ,n,n,n,y,y,y,,y,n,n,369,369,--,4,0401r,,,,,soleiz,sy
497,61,,/ɛ\l,n,n,n,n,y,n,,n,y,n,370,370,--,1,0110-,,,,,ell,sy
498,61,,/ɛ\ST,n,n,n,n,y,n,,n,y,n,371,371,--,2,0209-,,,,,est,sy
499,61,,n/E\r,n,n,n,n,n,y,,n,n,n,372,372,--,3,0308-,,,,,nercidet,sy
500,61,,Ç/i\,n,n,n,y,y,y,,n,n,n,372,372,--,4,0407c,,,,,nercidet,sy
501,61,,ð/V\,y,n,n,n,n,y,,y,n,n,372,372,--,el,----c,,,,,nercidet,el
502,61,,p/E\r,n,n,n,n,n,y,,n,n,n,373,373,--,5,0506-,,,,,perdutz,sy
503,61,,d/y\,n,n,n,y,y,y,,y,n,n,373,373,--,6,0605-,,,,,perdutz,sy
504,61,,/a\,n,n,n,n,y,n,,n,y,n,374,374,--,7,0704-,,,,,adz,sy
505,61,,S/A\,y,n,n,n,y,y,,n,y,n,375,375,--,8,0803-,,,,,sa,sy
506,61,,b/E\L,n,n,n,n,n,y,,n,n,n,376,376,--,9,0902-,,,,,beltez,sy
507,61,,t/æ\,n,n,n,y,y,y,,y,n,n,376,376,--,10,1001r,,,,,beltez,sy
508,62,,S/E\,n,n,n,n,y,y,,n,y,n,377,377,--,1,0110-,,,,,se,sy
509,62,,p/A\r,n,n,n,n,y,y,,n,y,n,378,378,--,2,0209-,,,,,par,sy
510,62,,m/E\i,n,n,n,n,y,y,,n,y,n,379,379,--,3,0308-,,,,,mei,sy
511,62,,n/O\n,n,n,n,n,y,y,,n,y,n,380,380,--,4,0407c,,,,,non,sy
512,62,,ʤ/a\,n,n,n,n,y,y,,n,y,n,381,381,--,5,0506-,,,,,ja,sy
